PassageID,Title,Author,Total termFreq,termFreq(action),termFreq(ancient),termFreq(charact),termFreq(composit),termFreq(descript),termFreq(divin),termFreq(epic),termFreq(geniu),termFreq(god),termFreq(hero),termFreq(heroic),termFreq(histori),termFreq(imagin),termFreq(incid),termFreq(languag),termFreq(machineri),termFreq(manner),termFreq(marvel),termFreq(merit),termFreq(natur),termFreq(necess),termFreq(personag),termFreq(place),termFreq(plan),termFreq(plot),termFreq(poem),termFreq(probabl),termFreq(reader),termFreq(speci),termFreq(style),termFreq(sublim),termFreq(uniti),termFreq(varieti),termFreq(vers),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0367400402_000208,"A new and complete dictionary of arts and sciences; comprehending all the branches of useful knowledge, with Accurate Descriptions as well of the various Machines, Instruments, Tools, Figures, and Schemes necessary for illustrating them, as of The Classes, Kinds, Preparations, and Uses of Natural Productions, whether Animals, Vegetables, Minerals, Fossils, or Fluids; Together with The Kingdoms, Provinces, Cities, Towns, and other Remarkable Places throughout the World. Illustrated with above three hundred copper-plates, curiously engraved by Mr. Jefferys, Geographer and Engraver to his Royal Highness the Prince of Wales. The whole extracted from the best authors in all languages. By a society of gentlemen. ...",Society of gentlemen,46,0,2,2,0,1,0,11,0,1,0,3,0,0,2,0,1,2,0,0,1,0,0,0,0,0,9,2,3,0,1,1,0,4,0,1754,2,4,"London : printed for W. Owen, at Homer's Head, in Fleet-Street, MDCCLIV. [1754].",London,1084,unknown,,,FALSE,"shoulders, and hang rg do -- n befo., as put cros the tonne ach, then carried r:, und the waitt, and made re of as a gide to the tunic. There w re t. o s'crts of ephods, one of plain linn for the pr -- ts, and the other"
0529900300_000020,"The origin of the distinction of ranks; or, an inquiry into the circumstances which give rise to influence and authority in the different members of society. By John Millar, Esq. Professor of Law in the University of Glasgow.",John Millar,29,0,1,1,2,2,0,1,3,1,0,2,1,3,0,0,0,3,1,1,0,1,0,0,0,0,2,0,0,1,0,1,1,1,0,1793,1,1,"Basil : printed and sold by J. J. Tourneisen, MDCCXCIII. [1793].",Basel,291,male,1735,1801,FALSE,"of those by whom The was proteted. A woman who deviated so far from the established maxims of the age as to violate the laws ofchaftity, was indeed deserted by everybody, and was universally contemned and insulted . But those who adhered to the first rules of virtue, and maintained"
0621800501_000088,"The Lusiad: or, the discovery of India. An epic poem. Translated from the original Portuguese of Luis de Camoëns. By William Julius Mickle. In two volumes. ...",Luís de Camões,36,1,4,0,0,1,2,4,1,1,3,0,0,0,0,1,6,3,0,0,1,0,2,0,0,0,4,0,0,0,0,1,1,0,0,1798,1,2,"London : printed for T. Cadell jun. and W. Davies, 1798.",London,498,male,1524,1580,FALSE,"prophetic song, he hears the ations of the heroes who were to establish the Portuguese empire in the East. In Epic conduct nothing can be more masterly. The funeral games in honour of Patroclus, after the Iliad has turned upon its great hinge, the death of Hector, are here mofd"
1128700103_000032,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One of the Ministers of the High Church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,40,1,1,1,5,0,0,2,0,1,1,2,0,0,0,4,0,0,0,1,3,0,0,1,0,0,2,0,0,2,3,2,0,1,7,1783,3,3,"Dublin : printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, Walker, Exshaw, White, Beatty, Burton, Byrne, Parker, and Cash, M,DCC,LXXXIII. [1783].",Dublin,426,male,1718,1800,TRUE,"with greater. Hence it is particularly suited to subjects of dignity and force, which demand more free and manly numbers than rhyme. The constraint and ftrid regularity of rhyme are unfavourable to the sublime , or to the highly pathetic firain. An Epic Poem , or a Tragedy, would be"
0417500103_000078,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,40,0,2,2,2,0,0,1,0,1,0,0,1,0,1,2,1,1,0,3,6,0,0,2,0,3,0,0,1,0,6,0,1,1,3,1796,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh: and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell), 1796.",London,390,male,1718,1800,TRUE,"they give dignity to the Composition , and, on many occasions, they are extremely natural . When persons are under any uncommon distress, when they are beholding in others, or experiencing in themselves, the vicissitudes of human fortune; indeed, when they ate placed in any of the great and trying"
0478300501_000003,Orlando furioso: translated from the Italian of Lodovico Ariosto; with notes: by John Hoole. In five volumes. ...,Ludovico Ariosto,41,1,0,0,0,1,0,0,1,0,0,1,0,2,3,2,0,3,0,3,3,0,0,1,1,0,8,1,2,0,2,1,2,0,3,1785,1,5,"London : printed for George Nicol, 1785.",London,439,male,1474,1533,FALSE,"Catullus of Italy, undertook to versify it again, and pub lilied his Rifacimento -[ of the Orlando Inna morato, which met with such general approbation, that the original poem was soon neglected, and at this time the genuine work of Boyardo is little attended to. Berni was not satisfied with"
0360100101_000002,"The iliad of Homer. Translated by Alexander Pope, Esq; ...",Alexander Pope,39,4,0,1,0,0,0,2,1,4,1,0,0,1,1,0,1,4,2,0,5,0,0,0,0,0,6,1,1,0,0,0,2,2,0,1760,1,6,"London : printed by Charles Rivington, for T. Osborne, C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, P. Davey and B. Law, T. Longman, T. Caslon, T. Field, T. Pote, H. Woodgate and S. Brooks, S. Baker, and T. Payne, M.DCC.LX. [1760].",London,330,male,1688,1744,TRUE,"naturally the first, and I speak of it both as it means the design of a poem , and as it is taken for fiction. Fable may be divided into the probable , the allegorical, and the marvellous . The probablefable is the recital of such actions as though they"
0587500100_000002,"The iliad of Homer, translated by Mr. Pope.",Alexander Pope,39,4,0,1,0,0,0,2,1,4,1,0,0,2,1,0,1,4,1,0,4,0,0,0,0,0,6,2,1,0,0,0,2,2,0,1738,1,1,"London : printed by W. Bowyer, for Bernard Lintott between the Temple-Gates, and sold by L. Gilliver and J. Clarke in Fleet-Street, 1738.",London,416,male,1688,1744,TRUE,"I speak of it both as it means the Design of a Poem , and as it is taken for Si cion. Fable may be divided into the Probable , the Allegorical, and the Marvellous . The Probable Fable is the Recital of such Actions as though' they did not"
0258200103_000044,Elements of criticism. In three volumes. ...,"Henry Home, Lord Kames",41,7,0,2,0,0,0,1,1,0,1,0,1,1,3,0,0,0,0,0,2,0,2,1,5,1,1,0,5,0,0,0,6,1,0,1762,3,3,"Edinburgh : printed for A. Millar, London; and A. Kincaid & J. Bell, Edinburgh, MDCCLXII. [1762].",Edinburgh,448,male,1696,1782,TRUE,"cap 6 See also cap. 7 order order to compais some desired event. The prosecution of that plan , and the obstructions, carry the reader into the heat of.ac. tion. The middle is properly where the action is the most involved; and the end is where the event isbrought about,"
0300401003_000069,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the high church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,37,1,1,0,0,0,0,2,0,2,0,1,2,3,1,0,1,1,1,0,5,0,0,1,0,1,1,9,1,0,0,0,1,1,1,1798,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh; and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell) in the Strand, 1798.",London,389,male,1718,1800,TRUE,"of others, leads us to guard against errors in our own conduc, he accomplilhes all the moral purposes of Tragedy. Ih order to this end, the first requisite is, that he choose some moving and interesting story, and that he condut it in a natural and probable manner . For"
0629301002_000048,"The lady's encyclopedia: or, a concise analysis of the belles lettres, the fine arts, and the sciences, in three volumes. Illustrated with fifty engraved heads, and thirty-four maps, &c. By the Rev. J. Seally, ...",John Seally,44,10,1,2,0,0,0,3,0,1,5,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,9,1,0,0,1,0,2,0,2,1788,2,3,"London : printed for J. Murray, and W. Creech, Edinburgh, 1788.",London,415,male,1747,1795,FALSE,"the num ber. There were but sift.en at the representation of the tragedies by Sophochls,. They anciently sung to the flute: - concerning this instrument, and the music of the Greeks and Romans, you will find them particularised under their proper heads. Dif bernce between the TRAGEDY and COMIEDY of"
1303800104_000032,The spectator. ... To this eleventh edition is added an English translation of all the mottoes.,,55,0,0,8,1,0,1,1,0,2,3,2,0,1,1,0,0,2,0,0,6,0,0,2,0,1,12,1,3,1,1,0,0,6,0,1748,4,8,"Dublin : printed by and for George Grierson, at the King's-Arms and Two Bibles in Essex-Street, 1748.",Dublin,374,unknown,,,FALSE,"without feeing his Name at the Head offu. hio MER does not only out shine all orher Poets in the Variety , but also in the Novelty of his Characters . He has introduced among his Grecian Princes a Person wvho had lived thrice the Age of Man, and conversed"
1088400104_000032,The spectator Volume the First.,,58,1,0,11,1,0,1,2,0,3,3,1,0,1,1,0,0,2,0,0,6,0,0,1,0,1,12,1,4,1,0,0,0,5,0,1755,4,8,"Dublin : printed for Peter Wilson, MDCCLV. [1755].",Dublin,315,unknown,,,FALSE,"more peculiar manner to the Nature of an Heroic Poem . Though' at the same time, to give them the greater Variety , he has described a Vulcan, that is a Butfoon among his Gods , and a Theriites among his Mortals. VIRGIL VIR GIL, falls infinitely short of Homer"
0702600103_000067,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,34,1,0,4,0,1,1,3,3,1,0,0,1,2,1,0,0,0,0,1,1,1,0,0,1,0,5,0,1,0,0,4,1,1,0,1787,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1787.",London,415,male,1718,1800,TRUE,"By what. ever name it is to be called, it is, undoubtedly, one of the highest efforts of poetical genius ; and in one great charaeteriftic of the Epic Poem , Majesty and Sublimity , it is fully equal to any that bear that name. Flow far the Author was"
0250700701_000039,"Critical reflections on poetry, painting and music. With an inquiry into the rise and progress of the theatrical entertainments of the ancients. Written in French by the Abbé Du Bos, ... Translated into English by Thomas Nugent, gent. From the fifth edition revised, corrected, and inlarged by the author.",Jean-Baptiste Dubos,35,2,1,0,1,1,0,5,1,0,1,0,4,0,0,2,0,2,1,0,2,0,3,1,0,0,3,0,0,0,0,2,0,0,3,1748,1,3,"London : printed for John Nourse, 1748.",London,415,male,1670,1742,FALSE,"of some parts of the kingdom of Naples; though' they have no knowledge, neither of guitar nor verse , yet our poets change our shepherds into softer and more artful warblers, and form them into personages of a more subtle tenderness and delicacy of passion, than those ofgal lus and"
0009600100_000072,"The loves of Cupid and Psyche; in verse and prose. From the French of La Fontaine, Author of the celebrated Tales and Fables. To which are prefix'd, a Version of the same story, From the Latin of Apuleius. With a New life of la Fontaine, Extracted from a great Variety of Authors. The whole illustrated with notes. By Mr. Lockman.",Jean de La Fontaine,30,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,3,1,3,1,0,1,0,0,1,0,1,0,5,0,0,1,1,1744,1,1,"London : printed for H. Chapelle, in Grosvenor-Street, MDCCXLIV. [1744].",London,473,male,1621,1695,FALSE,"long heaped Favours on me, which are so much the greater, as I have very little Merit to plead. I was not born to follow him in Dangers; this Honour being reserve for Persons whose Destiny is more illuftrioug than mine. All I can do is, to offer up the"
0468200101_000033,"Paradise lost. A poem, in twelve books. The author John Milton. A new edition, with notes of various authors, by Thomas Newton, D.D. ...",John Milton,56,3,1,9,0,0,0,2,0,3,3,2,1,0,2,0,0,3,0,0,4,0,0,2,0,0,10,1,2,1,1,0,0,6,0,1749,1,2,"London : printed for J. and R. Tonson and S. Draper in the Strand, MDCCXLIX. [1749].",London,578,male,1608,1674,TRUE,"traditions, on which the Iliad and ]Encid were built, had more circumstances in them than the history of the fall of Mal, as it is related in Scripture. Befetles it was calicr olr Homer and Virgil to dash the truth with LI sion, as they were in no danger of"
0258800300_000031,"Poetry made familiar and easy to young gentlemen and ladies, and embellish'd with a great variety of the most shining epigrams, Epitaphs, Songs, Odes, Pastorals, &c. from the best Authors. Being the fourth volume of the Circle of the sciences, &c. Published by the King's Authority.",John Newbery,44,5,1,1,0,1,0,6,0,0,3,3,0,0,2,0,0,5,0,0,3,0,0,0,0,1,6,1,3,0,0,1,0,1,1,1770,1,1,"Dublin : printed for H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, and J. Williams, [1770?].",Dublin,242,male,1713,1767,TRUE,"and Cornpafjon. Ita Dispute indeed among the Cri; cs, hether Virtue fhould'always be re arded, and Vice punished in the Ca ialrophe of a Tragedy; but the Rea ans on the negative Side teem the rongefr. ; In what manner is the Plot or be of a Play generally unraveli'd?"
0112200702_000018,"Miscellaneous works of Edward Gibbon, Esquire. With memoirs of his life and writings, composed by himself: illustrated from his letters, with occasional notes and narrative, by John Lord Sheffield. In two volumes. ...",Edward Gibbon,36,1,1,2,1,0,0,3,0,0,2,1,2,2,0,0,0,2,1,0,2,0,1,0,0,1,8,1,4,0,0,0,1,0,0,1796,2,2,"London : printed for A. Strahan, and T. Cadell Jun. and W. Davies, (successors to Mr. Cadell,) in the Strand, MDCCXCVI. [1796].",London,731,male,1737,1794,TRUE,"rcv a tvar.7ai'~uli ovvrcl Stirr ui II lirei x272 Xly.; odsg t rtt 2kx)nt Sl a vrd7 SIS, ova rl pc~r^ llitlil AM? Irlts i (s(flrr, ales,, te y il,,, )S,, isx, Ka. t,., : -, L azcri jilt xuyng wsir, Oa'.,, i.tr' ouei';  Iel! S', os raoi0i. lliadiii."
0176400404_000036,"The works of Ossian, the son of Fingal, translated from the Galic language by James Macpherson. ...",James Macpherson,31,2,1,0,1,0,1,3,2,0,2,1,0,1,1,1,1,2,0,1,1,0,0,0,0,0,7,1,1,0,0,0,0,1,0,1783,4,4,"Paris : printed by J. Fr: Valade. And sold by Theophilus Barrois, Bookseller, Quai des Augustins, M.DCC.LXXXIII. [1783].",Paris,263,male,1736,1796,TRUE,"landing there, it is said A rock bends along the coast with all its echoing wood. On the top is the circle of Loda, with the molfy atone., of power -. In confirmation of Ofnian', topography, it is proper to accquaint the reader that in these Islands, as D Notwitftanding"
0937200403_000054,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,36,2,3,2,3,2,0,6,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,7,0,0,0,1,1,0,0,0,1793,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,416,male,1718,1800,TRUE,"allowable, and may serve for embel lifhmeht, but they. should never be permittedi to bear any share in the action of the Poem . For being plain and declared ficions, mere names of general ideas, to which even fancy cannot attribute any existence as persons, if they are introduced as"
1115700106_000806,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,31,2,5,1,2,0,0,2,0,1,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,2,1,0,1,3,1798,6,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,811,unknown,,,FALSE,"confirmed bythlie authority of Arifotle. kphorus, an orator and'hiftorian bs cuma int )]Zolia, about 352 years before Chris. I ie was disciple to Isocrates, by whose advice he wrote an history which gave an account of all the actions and battles that had happened between the Greeks and Bartarians for"
0844200602_000075,"The poems of Ossian. In two volumes. A new edition. Translated by James Macpherson, Esq. ...",James Macpherson,34,3,2,0,1,0,1,3,1,2,3,1,0,1,1,1,1,2,0,1,1,0,0,0,0,0,7,0,1,0,0,0,0,1,0,1792,2,2,"Edinburgh : printed for G. Mudie, J. Elder, T. Brown, A. Guthrie, J. Hunter [and 5 others in Edinburgh, 1 in Leith, 1 in Stirling], 1792.",Edinburgh,336,male,1736,1796,TRUE,"are poetical precedents of great authority, for fictions fully as extravagant; and if Homer be forgiven for making Diomed attack, and wound in battle, the gods whom that chief himself worshipped, oifian oitian surely is pardonable for making his hero superior to the god of a foreign territory *. Notwithstanding"
0779900600_000064,"The lusiad; or, the discovery of India. An epic poem. Translated from the original Portuguese of Luis de Camoëns. By William Julius Mickle.","Cam~oes, Luís de",35,2,4,0,0,1,2,4,1,0,3,0,0,0,0,1,5,3,0,0,1,0,2,0,0,0,4,0,0,0,0,1,1,0,0,1776,1,1,"Oxford : printed by Jackson and Lister; and sold by Cadell, in the Strand; Dilly, in the Poultry; Bew, Pater-Noster-Row; Flexney, Holborn; Evans, near York-Buildings; Richardson and Urquhart, under the Royal-Exchange; and Goodsman, near Charing-Cross, London, M,DCC,LXXVI. [1776].",Oxford,657,male,1524,1580,FALSE,"loves of Adam and Eve in Milton. And so far from deserving the censure of Voltaire (See the note, p. 394.) were Dante, Ariosto, Tasso, Spenser, and even Milton himself, to contend with him for the palm of modesty, there could be no hesitation in fixing it upon the brow"
