PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(bridg),termFreq(cafe),termFreq(caus),termFreq(cent),termFreq(church),termFreq(citi),termFreq(citizen),termFreq(colleg),termFreq(common),termFreq(contain),termFreq(counti),termFreq(court),termFreq(crown),termFreq(earl),termFreq(england),termFreq(equal),termFreq(exchang),termFreq(follow),termFreq(ftreet),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(lane),termFreq(late),termFreq(law),termFreq(letter),termFreq(liberti),termFreq(london),termFreq(market),termFreq(mayor),termFreq(merchant),termFreq(mile),termFreq(monei),termFreq(number),termFreq(offic),termFreq(order),termFreq(oxford),termFreq(parliament),termFreq(person),termFreq(port),termFreq(pound),termFreq(price),termFreq(print),termFreq(receiv),termFreq(return),termFreq(royal),termFreq(sea),termFreq(set),termFreq(sever),termFreq(societi),termFreq(taken),termFreq(town),termFreq(ward),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0905900100_000017,"The new Bath guide; or, useful pocket companion for all persons residing at or resorting to this antient city. Giving an account of the first discovery of its medicinal waters by King Bladud; Saxon and Roman Antiquities, Nature and Efficacy of the Warm Baths and Sudatories. With the Rules and Prices of Bathing and Pumping. The Virtues of the Bath Waters used internally and externally. Lists of the Body Corporate, Attornies, Medical Faculty, Artists, Inns and Taverns, Lodging Houses, Boarding ditto, Price of Lodgings, Mail and other Coaches, Chairmen's Fares, Waggons, Carriers and Post, Barges to and from Bristol, &c. Institution and present State of the General Hospital; Description of the Assembly-Rooms, Publick Charities, Churches, Chapels, and other Edifices. The Principal Roads to different Parts of the Kingdom; with a Description of the City of Bristol, and the Hotwells; Monuments of Antiquity, and Gentlemen's Seats, in the Environs of Bath. Directions for Passing the Severn into Wales; And many other Particulars worthy Observation. (the Whole embellished with six Copper-Plan Engravings, viz. Portraits of the Masters of the Ceremonies, Plan of the City, Elevation of the Town-Hall, View of the Crescent, and Portrait of Richard Nath, Esq.) To which is added, The Life, Character, &c. of Richard Nash, esq; who presided over the Amusements of this City upwards of Fifty Years.",,71,1,1,1,1,0,0,0,10,0,0,3,0,0,3,0,1,2,1,0,1,6,1,0,2,0,0,3,0,0,3,0,0,2,0,3,5,0,0,0,1,6,1,0,1,1,0,0,1,0,1,0,2,0,0,0,0,1,6,0,0,1793,1,1,"Bath : printed by R. Cruttwell, for W. Taylor, Bookseller, Church-Street, Kingston-Buildings. Sold also by all the booksellers in Bath and Bristol; by R. Baldwin, Pater-Noster-Row, and E. Newbery. Corner of St. Paul's Church-Yard, London, 1793.",Bath,85,unknown,,,FALSE,"one guinea for the season. The OLD GUILDHALL of this city , which was built after a plan of the celebrated Inigo Jones, was ituated in thc high ftreet , directly between the present Green market , and the Christopher Inn; but the Corporation finding this hall and its offices"
0446500800_000034,"The new complete guide to all persons who have any Trade or Concern with the City of London, and parts adjacent. Containing I. The Names of all the Streets, Squares, &c. in the said City, and within the Bills of Mortality. II. The Names and Situation of the Companies Halls, &c. within the said Bills of Mortality. III. The New Rates for Carmen, as settled by the Lord-Mayor, &c. the 11th of July, 1757, and the Rates of Watermen, Hackney Coachmen, Chaitmen, and Porters. IV. Rates of the General-Post, and Penny-Post-Offices, where kept, and to what Places they send Letters and Parcels; and the Holidays kept at the Public Offices. V. An Account of the Casting Vessels, &c. VI. An Account of all the Stage-Coaches, with the Fares of Passengers, Carriers, &c. where they inn, and when they go out. Vii. Of entering Goods at the Custom-House. Viii. The Names and Places of Abode of the most eminent Merchants and Traders in and about London. IX. List of the Lord-Mayor and Court of Aldermen of the City of London, with their Wards. X. Directors of the Bank of England, South-Sea and India Companies; Royal-Exchange Assurance, Sun-Fire-Office, and London Assurance; Commissioners for Trade and Plantations, of the Excise, and the Customs. Being The exactest Piece of the Kind hitherto published: And designed for the Use of Persons of All Degrees, as well Natives as Foreigners. with large Additions and Alterations. A new and accurate Plan of London, Westminster, Southwark, and Parts adjacent; also an exact Plan of the Royal-Exchange, shewing the several Walks or Places for Transacting-Business by the different Merchants, Traders, &c.",,132,0,0,1,0,0,0,4,1,0,4,2,0,0,9,1,0,0,0,7,0,0,1,0,5,17,10,0,0,25,0,0,0,0,6,3,1,1,2,0,0,22,0,1,1,0,0,1,0,0,0,0,5,1,0,0,1,0,0,0,0,1772,1,1,"[London] : Printed for T. Longman, J. Rivington, Hawes, Clarke and Collins; J. Hinton; R. Horsfield; T. Caslon; E. and C. Dilly; and R. Baldwin, [1772?].",London,304,unknown,,,FALSE,"near St.olave's Church , Tooley street -- Upper ground Eats India House , Leadenhall sir. Emanuel Hospital, Westminster Exchange , Rag fair Exchequer, Weftminiler Excise Office , Old Broad street Exeter Exchange , Strand Faculties, Court of, Doaors Commons Falcon Inn, Borough Fine Office , Tanfield court , Temple Fleet"
0091700300_000032,The travels of Tom Thumb over England and Wales; containing descriptions of whatever is most remarkable in the several counties. ... Written by himself; and adorned with a suitable map.,"Thumb, Tom",66,1,0,2,0,0,0,3,3,1,0,0,1,10,0,0,0,2,1,0,0,1,1,0,3,2,3,0,1,0,1,0,0,2,6,1,0,0,4,0,2,1,0,0,0,1,0,0,0,0,1,0,2,0,2,2,0,1,4,1,0,1746,1,1,"London : printed for R. Amey; and sold by M. Cooper, 1746.",London,153,unknown,,,FALSE,"Upper Church suddenly fell (there being three Churches ) and beat in the Roof, without doing any other Damage, though' : t was fair day: And the littlewvoman, that used to be carried about in a Box, being exhibited in the Fair, upon my paying her a Visit, a malicious"
0592800102_000013,"England illustrated, or, a compendium of the natural history, geography, topography, and antiquities ecclesiastical and civil, of England and Wales. With maps of the several counties, and engravings of many Remains of Antiquity, remarkable Buildings, and principal Towns. In two volumes. ...",,62,0,0,3,0,1,0,1,6,0,0,2,1,1,6,1,0,0,0,0,0,0,0,1,2,4,3,1,0,2,1,0,0,1,3,0,1,0,0,1,3,5,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,5,1,1764,2,2,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLXIV. [1764].",London,521,unknown,,,FALSE,"judges; This hall is. plain brick edifice,, that has nothing to recommend it. In this ward is pikewife'a prison, called the Fleet prison, from a small river called thie Fleee' which formerly run by it. This prison is very large, and reckoned the be in: te ity, for good rooms"
0525400400_000056,Magna charta libertatum civitatis Waterford. Timotheo Cunningham editore.,Waterford (Ireland),81,0,0,1,0,1,0,0,14,6,0,1,1,9,2,1,0,1,0,0,0,0,0,6,1,0,4,0,2,0,0,1,0,4,1,2,3,1,0,3,0,1,0,0,0,5,0,0,0,0,0,2,0,1,1,0,0,4,2,0,0,1752,1,1,"Dublini : typis Augusti Long, in vico vulgo vocato Essex-Street, 1752.",Dublin,230,unknown,,,FALSE,"WILL, and by these in presents for us, our heirs and successors, grant to the said mayor , jfer]ifs and citizens of the county of the said city , and their successors, that they and their successors be for ever hereafter difclarged of all and singular neglets and involuntary escapes"
0906400300_000058,"The annual register, or a view of the history, politics, and literature, for the year 1769.",,58,0,0,3,0,2,0,0,1,0,0,2,0,3,2,0,0,0,2,1,1,0,1,0,1,1,2,0,2,0,2,1,0,1,4,1,2,7,0,1,0,3,2,0,1,0,0,0,2,0,1,0,2,0,2,1,0,1,0,0,0,1779,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1779.",London,573,unknown,,,FALSE,"scavengers to clean the streets. 2 To order the beadles to clear them of vagrants: For as these things equally concern the inhabitant, from whatever country he might come, or for whatever purpose, whether as a stockjobber to make his fortune by our distresses, or as a smuggler, to ruin"
0675900600_000007,"City-Liberties: or, the rights and privileges of freemen. Being a concise abridgment of all the laws, charters, by-laws, and customs of London, down to this Time: Containing The Liberties and Advantages of the Citizens, their Wives, Widows, Orphans, and others; and the Laws concerning Wills, Administration and Distribution of Estates, Actions, Attachments and Sequestrations. Also Of Binding forth Apprentices, Taking out Freedoms, Election of Officers, and Courts in the City; Companies of Trade, &c. as regulated by late Statures. Very Useful To all Citizens and other Inhabitants of the City of London.",Giles Jacob,76,0,0,2,3,0,0,0,4,2,0,2,0,0,2,0,0,0,0,0,0,0,0,4,2,4,4,0,0,0,1,2,0,0,9,0,8,3,1,1,4,4,0,0,1,4,0,1,2,0,1,0,1,1,2,1,0,0,0,0,0,1732,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for W. Mears, at the Lamb in the Old Baily, MDCCXXXII. [1732].",London,184,male,1686,1744,FALSE,"lies again if the Poft ma iecr as again if a common Carrier: But it was otherwise adjudged. 5 Mod. Rep. 456 Stealing Bills, Notes, ec. for Money , is Felony in the same Degree as for other Goods Stolen, by Stat. 2 Geo. 2 9 King Hen. IV Grants"
0310300101_000353,The weekly amusement ... or An useful and agreeable miscellany of literary entertainment.,"Owen, William, xxxxx",55,4,0,1,1,0,0,0,1,0,1,2,0,1,1,0,2,1,0,1,1,0,0,0,0,1,5,0,0,2,0,0,1,0,1,2,0,0,0,2,3,0,4,0,0,2,1,0,1,0,2,1,2,1,1,1,0,2,2,0,1,1765,1,2,"[London, England] : Printed for R[obert]. Goadby, and sold by Willm. Lee, at the Bible near Cripplegate London, [1764-1767].",London|Sherborne.,569,unknown,,,FALSE,"the Claim of a no Time of War. ble Earl to the Ifand of Sr. Vincent. t2rdoy 15 Yesterday was held a ge Yeferday there was a great Quantity of nealcourtof the Goecr andcompa Wheat brought to the Corn market in ny of the Bank of England , at their"
0449300800_000004,"Brett's miscellany: being, a collection of divine, moral, historical, and entertaining sayings and observations. By Peter Brett, Parish Clerk of Clondalkin.","Brett, Peter           1748",74,1,1,1,0,0,0,10,8,0,2,1,3,0,1,0,0,5,0,2,0,0,0,0,3,5,2,0,2,1,0,1,0,0,6,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,3,3,1,2,1,0,2,0,1,1748,1,1,"Dublin : printed by S. Powell, and sold at the author's lodgings at the White-Cross in Thomas-Street, and by the printer hereof, MDCCXLVIII. [1748].",Dublin,243,unknown,,,FALSE,"founded upon the Waters, compassed in with Waters, and hath no other Walls but the Sea ? A. Vmiice: Scituate and encompafed with the Adriarice Sea . It hath continued unshaken or unconquered since the first Building, A. D. X 152, and is at this present famous for Buildings, Riches"
0324800102_000138,"The history and survey of London from its foundation to the present time. In two volumes. Containing. I. The most authentic Accounts of its Origin, Increase, Proceedings, Privileges, Customs, Charters, Acts of Common-Council, Memorable Actions both of the Body corporate and of the most eminent Citizens, And whatever has happened in or near that Metropolis during 1800 Years. II. The Political History of London. With an accurate Survey of The several Wards, Liberties, Precincts, &c. An Account of The several Parishes and Churches; Its Civil, Military, and Ecclesiastical Government, Companies and Commerce, Antiquities, Offices, Societies, State of Learning, and Monuments of Charity and Piety: Including the several Parishes in Westminster, Middlesex, and Surry, within the Bill of Mortality. Illustrated with One Hundred and Twenty-Three Copper-Plates, exhibiting the Plans of the Wards in London, of the City of Westminster, and Parishes adjacent; and Views of the whole City at different Times, and of all the Churches, Palaces, Bridges, Halls, Hospitals, &c. and a Map of the Country ten Miles round this great City. To which is now first added, A Succinct Review of their History, and a Candid Examination of their Defects; also an additional Plate of that beautiful and much-admired Fabric, St. Stephen's Walbroke. The Whole greatly improved by new Materials and authentic Pieces, not in former Editions. By William Maitland, F. R. S. and Others. ... . By the King's Authority.","Maitland, William",55,0,1,0,0,1,0,0,3,0,0,2,1,0,1,0,0,1,0,1,0,2,0,1,0,2,6,1,2,1,1,1,1,0,4,0,1,5,0,4,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2,1760,2,2,"London : printed for T. Osborne, in Gray's-Inn, MDCCLX. [1760].",London,827,male,1693,1757,FALSE,"reformed, till this Remove of the Prisoners; for the I oulle in Breadl jlreet was his own by Lease, or otherwise, lo that lhe could not be put from it. Such Gaolers, buying their Olfices, will deal hardly with pitiful Prilbners. An lirais of an, L 7 of Conulon Conniil,"
0669300101_000143,"The history of London from its foundation to the present time: Containing I. The original Constitution of London: The ancient and present State of its several Wards, Churches, Parishes, Liberties, and Districts: Accounts of all the Religious Foundations in London and its Suburbs, before the Reformation: The Names of all the Streets, Squares, Courts, Lanes, &c. within the City and Suburbs: With curious Calculations touching the Number of its Inhabitants; and Parallels between London and many of the most celebrated ancient and modern Cities; whereby it will appear that the Inhabitants of London, at present, are almost equal in Number to those of the Cities of Paris, Amsterdam, and Rome together, and superior in Number to any one City in the World. II. Historical and particular Accounts of the City Governments, Ecclesiastical, Civil, and Military, in all their Branches: With the several Charters, rendered into English; wherein are set forth their many great and valuable Privileges, Immunities, and numerous Benefactions. III. Accounts of the several Incorporations of Merchants and Trades; shewing the Institutions of their respective Companies; with their ancient Rights, Privileges, and Coats of Arms. IV. Accounts of the present State of Learning, and of the Colleges, Schools, Inns of Court, Common-Pleas, King's-Bench, Chancery, Exchequer, High Court of Parliament, &c. V. Full and particular Accounts of all the Hospitals, Alms-Houses, and other Charitable Foundations, within the City and the Parts adjacent. VI. The ancient and present State of the Tower, and of the Curiosities therein contained. Also an Account of Sir Hans Sloane's Collection, lately purchased by Parliament. And Including The several Parishes in Westminster, Middlesex, Southwark, &c. within the Bill of Mortality. By William Maitland, F. R. S. and Others. Illustrated With a Complete Set of the Churches, Palaces, Publick Buildings, Hospitals, Bridges, &c. within and adjacent to this great Metropolis: The Plans of London, exhibiting its Appearance before the Fire; in its Ruins after that Conflagration in 1666; and as it is now rebuilt and extended: And a Map of all the Villages and Country within ten Miles Circumference: Exactly drawn, and curiously engraved on One Hundred and Twenty Copper-Plates, by the best Hands, and on so large a Scale, that each Plate could not be sold separate for less than One Shilling. And Improved With a great Variety of Authentick Pieces, relating to the Progressive Alterations it has undergone from its first Foundation, both in its Political, Ecclesiastical, and Commercial State; and describing those Charitable Foundations, and other Additional Buildings, with which it has been lately adorned, and increased to such a prodigious Extent. By which Means All the Defects in the former Edition of this Work, and in other Authors on this Subject, are supplied, their Errors corrected, and the History brought down, with great Care and Impartiality, to the present Time. In two volumes. Vol. I.","Maitland, William",82,0,0,0,0,1,0,1,14,14,0,1,1,1,1,1,1,1,0,0,2,0,1,7,0,0,5,0,0,0,0,0,2,2,8,1,4,2,1,0,0,2,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1756,1,2,"London : printed for T. Osborne and J. Shipton, in Gray's-Inn; and J. Hodges, near London-Bridge, MDCCLVI. [1756].",London,725,male,1693,1757,FALSE,"Clin H 1 h "" ccllor, I. Book Th, I, i,, m'  I C C The HISTORY of LONDON . ""cellor, and others. Given at Weftninfter "" the sixth Day of March, in the first Yeat ""of our Reign. A. D. 1327."" Also, at the same Time and Place,"
