PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(antiqu),termFreq(art),termFreq(board),termFreq(book),termFreq(bound),termFreq(calf),termFreq(complet),termFreq(copi),termFreq(cut),termFreq(edit),termFreq(elegantli),termFreq(elegi),termFreq(england),termFreq(essai),termFreq(fine),termFreq(gilt),termFreq(half),termFreq(head),termFreq(histori),termFreq(larg),termFreq(law),termFreq(leav),termFreq(letter),termFreq(life),termFreq(map),termFreq(memoir),termFreq(moral),termFreq(natur),termFreq(neat),termFreq(neatli),termFreq(note),termFreq(opera),termFreq(origin),termFreq(paper),termFreq(plate),termFreq(poem),termFreq(portrait),termFreq(print),termFreq(sermon),termFreq(state),termFreq(translat),termFreq(travel),termFreq(voyag),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1437401400_000016,"A catalogue of above fifteen thousand volumes In which are included the libraries of John Parsons, of Merton-College, Oxford, and of the Rev. Mr. Gray, of Southwicke, in Sussex, with several other large parcels of law, mathematicks, divinity, and English history, of gentlemen, deceased, &c. The whole making a large assortment of valuable books in most languages, arts, and sciences, and in general are in very good condition. Among which are the following. Rapin, and Tindal's Contin. 5 vol. in rus. Holingshed's Chronicle, 2 vol. best edit. Camden's Britannia, 2 vol. I. p. Morant's Essex, 2 vol. 1. p. eleg. in rus. Atkyns's Gloucestershire, 1. p. in rus. Stukeley's Abury, elegant Borlase's Cornwall Thurloe's State papers, 7 vol. Dart's Westminster-Abbey, 2 vol. Carte's Hist. of England, 4 vol. in rus. Rights of elections determined by the House, MSS. Harrington's works, best, elegant Calenter of the H. of Lords, 3 vol. MSS. Burnet's reformation and own time, 5 vol. elegant, in rus. Guthrie's, 5 vol. Eachard's Oldmixon's 3 vol. Robinson's and Tyrrel's History of England Strype's Annals of the reformation, 4 vol. Clarke's works, 4 vol. l. p. Balkerville's Bible, in Morocco Patrick, Lowth, and Whitby, 6 vol. stackhouse, 2 vol. and blome on the Bible Bunyan's, 2 vol. Barrow's, 3 vol. and Tillotson's works, 3 vol. Montsaucon's Antiquities and supplementt; 10 vol. 1. p. in rus. bound in 5 Churchill's Voyages, 3 vol. in rus. Harris's voyages, 2 vol. eleg. Rycaut's commentaries of Peru Pocock's Travels, 2 vol. in rus. Universal history, 8 vol. half bound Duncan's Cæsar, eleg. in rus. Whiston's Josephus, 2 vol. fine p. eleg. Atkyn's Reports, 3 vol. Barnardiston's Reports, 3 vol. Peere Williams's Reports, 3 vol. Lord Raymond's Reports, 2 vol. Strange's Reports, 2 vol. Mosely's reports Levinz's reports, 2 vol. Pollexsen's Reports, 1. p. Freeman's Reports Fortescue's Reports Bacon's Abridgment, 5 vol. Hale's Pleas of the crown, 2 vol. Horseman's Conveyancer, 2 vol. Domat's Civil law, 2 vol. best Bayle's dictionary, 5 vol. Scapula's lexicon, eleg. in rus. edit. opt. Chambers's, 4 vol. Johnson's, 2 vol. James's, 3 vol. Ainsworth's, 2 vol. Postlethwayt's, 2 vol. Bailey's, Delpino's, Chambaud's, and Miller's Dict. all elegant in rus. Biographia Britannica, 7 vol. in rus. Barrow's Dictionary and supplement Grotius on war and peace, best, in rus. Barlow's.","Otridge, William           1812",122,3,1,0,1,14,8,0,3,3,7,1,5,0,5,0,3,6,5,2,7,4,1,1,6,2,0,2,0,2,15,2,1,0,0,5,1,0,0,0,0,1,0,4,1,0,1769,1,1,"[London : s.n., 1769].",London,132,unknown,,,FALSE,"and Eng. containing the Science of Heraldry, with a complete Dictionary of all the Terms proper thereto, with many large Plates of Arms of Enlilli Nability, c, nev and gilt , 8s 17 29 $34 The thame Book , new and elegantly bound in Russia leather, izs 83; The same"
1164600800_000023,"A catalogue of a numerous and valuable collection of books, ... and will begin selling ... February, 1787. ... by Samuel Hayes, ... Catalogues may be had at the place of sale, also of the following booksellers; F. Knight, ... W. Brown, ... J. Walker, ... J. Sewell, ... J. Hayes, ... and of the booksellers in the principal towns of England.","Hayes, Samuel",86,1,2,0,4,0,5,0,1,0,5,1,0,0,3,1,2,1,1,0,6,4,2,0,1,2,4,0,1,1,8,1,2,1,3,3,4,5,3,1,0,2,1,0,0,4,1787,1,1,"[London], 1787.",London,286,male,1779,1795,FALSE,"norocco, 7s 6d ..-. 16.6 i 98 Davis's Cause why Ireland was. never subdued, i s 6d 1612 .""399 England's Improvement by Sea and Land, 2 vol. 3s -1677 *i4o0 Geographia Clafica, a.set of Maps of Ancient Geography, h. b. is 6d 7d 39 1401 Godwin's Roman and Attic Antiquities"
1227200400_000016,"Lackington, Allen, & Co's. catalogue, volume the first, Michaelmas, 1796, to September, 1797, consisting of above 200,000 volumes, ... the whole selling ... by Lackington, Allen, & Co. ...","Lackington, Allen, & Co.",99,4,1,1,24,2,1,3,0,2,2,1,2,0,3,1,2,4,0,0,11,0,1,0,4,0,1,2,0,1,6,1,0,0,1,2,4,0,4,1,0,2,0,5,0,0,1796,1,1,"[London, 1796].",London,509,unknown,,,FALSE,"boards at 18s) newr, in boards , i s 6d. 1794 941 Ditto, new, in calf , eleganty gilt , rollbd, cis 794 942 Aftle's Origin and Progress of Writing, tuith plates , in boards , farce, 21 2s 1784 943 Ancient Metaphysics, containing the Hist. of Man, boards ,"
1205600200_000026,"A catalogue of near forty thousand volumes of curious and rare books; containing the library of the late Rev. Montagu North, D.D. The second part of the curious collection of ... the late Mr. Pheringer, ... Which will be sold, ... this day, January 1781, ... by Thomas Payne and Son, ...",Thomas Payne and Son,123,0,0,0,8,2,15,0,2,0,7,3,2,0,0,0,5,2,4,1,0,1,0,5,3,6,1,2,0,1,15,2,5,0,1,2,1,10,3,4,0,0,2,0,0,8,1781,1,1,"[London, 1781].",London,255,unknown,,,FALSE,"cwith a4nimnad.veyfions on maacpher/fon's lntroduzt. and Sir 7 Dal r; mple's Memoirs , y O'halioran, wwith cuts , boards , 6s Lona. 772 1524 The inme, nem andneat, gs - - i772 152z Macpherson's Introd. to the Hill. of Great Brit. and Ireland, boards , 3s - -- 1771 Poetry,"
1227200500_000090,"A catalogue for the year 1797, of a very valuable and extensive collection of books, just removed from the university of Cambridge, Comprehending Every Branch Of Science And Literature, both Antient And Modern, Exhibiting a Fine Assortment of Greek And Latin Classics, Together with many Articles rarely to ... with: And Including, Amongst Other Recent Purchases, The Library of the Rev. J. J. Oakes, Late Rector of Bluntisham, in the County of Huntingdon, a Gentleman distinguished for his Knowledge of various Languages and Taste in the Fine Arts. The Whole are marked at Prices uncommonly Low, and are to be sold for Ready Money Only by W. H. Lunn, (from Cambridge,) No. 332, Oxford-Street, near Argyle-Street, Being the Shop lately occupied by Mr. S. Hayes. Catalogues To be Mad At The Place Of Sale.","Lunn, William Henry           1815",101,3,0,0,8,2,9,0,0,4,1,6,6,0,1,2,2,7,1,1,1,2,0,1,2,1,1,0,0,0,16,4,2,1,1,2,5,0,1,4,4,0,0,0,0,0,1797,1,1,"[Cambridge? : s.n., 1797].",Cambridge,292,unknown,,,FALSE,"2s 6d -- 747 5885 Dyche's English Dictionary, binding indifferent, 2s. 1750 5886 Duty of Man, fair, Is 6d 1752 5887 Demofthenis Orationes Seletx, i Mounteney, best edition , LARGE PAPER , asew leaves in the margin a little injured by a wurm, othcrwlifi a fair copy , ll is"
1198700300_000010,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,124,2,2,0,4,0,10,3,3,7,1,4,0,0,5,0,2,2,3,1,9,4,0,3,7,5,1,1,0,1,18,0,0,0,1,3,9,0,4,0,0,1,0,3,3,2,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"new in boardr, vellumz back, for 5s 9d ditto, in iheets, 4s gd - -- 734- 446 Cart's Life of James Duke of Ormond, with the remarkable Affairs of his Time, and the vol. of Letters of King Charles I. and II 3 vol. bound in calf , double lettered"
1198700300_000095,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,134,0,0,11,4,1,11,8,8,10,1,2,2,0,0,0,6,4,3,1,1,1,0,2,9,2,2,0,0,0,16,2,1,1,0,2,14,0,4,0,0,1,0,0,0,4,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"l 5 6670 Corelli's ift Set of Sonatas, 5 Numbers complete , 4s 6d 6672 Songs in Camilla, is artaxerxes, an Opera , 8d Arts , Sciences, Trade, Philosophy, hujbandry, Gardening, Geography, cf L I O. 6673 ANDERSON on Commerce, 2 vol. 31 1764 6674 Bion's Conftuction and Uses of"
1205300100_000010,"Second volume of Lackington's catalogue for 1792. Consisting of about ninety thousand volumes, ... The whole selling ... By J. Lackington, ...",James Lackington,101,2,1,0,10,0,13,10,0,1,0,3,3,0,0,2,3,5,2,0,4,1,1,0,8,2,4,1,0,0,4,1,0,0,4,2,5,0,2,0,0,1,0,1,0,5,1792,1,1,"[London, 1792].",London,404,male,1746,1815,FALSE,"Origin of Clothes, Polygamy and Concubinage, Account of Widows burning themselves, various Opinions on Women's supposed Inferiority, Mourning Culfoms, of Veflal Virgin, Learned Women, Ignorant Women, Right, Privileges, Punishments, Laws . cof Women of Great Britain, and a great Variety of curious Particulars, cz vol. (fame as are sold bound"
0031501900_000051,"J. Todd's catalogue for 1794. A catalogue of a most valuable and curious collection of prints, drawings, books of prints, &c. amongst which are the entire collection ofmarmaduke tunstall of wycliffe, Esa. Lately deceased to which are added a select collection of books, in all languages, and in every class of literature, including the principal Part of the library of The late Right Hon. Lord Viscount Fairfax, Of Gilling Castle, in this Country, And several other Libraries and Parcelsof Books lately purchased. The Whole will begin to be sold extremely Cheap, at the Prices printed in the Catalogue, on Monday, March 17, 1794, for Ready Money only, and continue on Sale tll Christmas next, By J. Todd, bookseller, stationer, and printseller, in Stonegate, York. - The full Value for Libraries, Parcels of Books, and Prints, in Ready Money. Catalogue, Price 1s. may be had of Mr. Johnson, Bookseller, St. Paul's Church Yard, London, and at the Place of Sale.","Todd, John",110,0,1,0,6,2,7,0,3,1,9,0,0,0,0,0,1,2,9,3,7,1,1,0,5,2,3,1,0,2,16,4,1,0,0,4,2,1,3,1,0,1,0,2,5,4,1794,1,1,"[York : s.n., 1794].",York,270,male,,,FALSE,"and neatly gilt , tol. los. 1784 3138 Cunningham's History of Gr. Brit. from the Revolution to the Ac ceifion of K. George [. by [Hollingtnerry, z Vol. new, ils. 1787 3139 Copperplate Magazine,, with 19 Portraits , and 46 perfpe2ive Iiews, ó5c. by capital drtifls, 11 5s. - 774"
0864400600_000017,"Bibliotheca Smithiana, pars altera. A catalogue of the remaining part of the curious and valuable library of Joseph Smith, ... which will be sold ... this day, 1773, ... by James Robson, ...",James Robson,145,2,4,0,5,2,7,0,2,13,18,3,5,0,1,0,3,13,4,2,14,2,0,1,1,3,2,0,0,1,19,1,0,0,1,2,4,0,0,0,0,1,0,5,4,0,1773,1,1,"[London, 1773].",London,217,male,1733,1806,FALSE,"21 2s ibid 1764 991 Fabyan's Chronicle fr'on the Beginnizgq of Richard I. until 32d of Henry vili. neat and giit, a fine Copy , very scarce 993 Forbes's State Papers in the Reign of Queen Elizabeth, 2 vol. new and neat , 145, 1740 994 Atkyn's Defence of Lord"
1227200500_000021,"A catalogue for the year 1797, of a very valuable and extensive collection of books, just removed from the university of Cambridge, Comprehending Every Branch Of Science And Literature, both Antient And Modern, Exhibiting a Fine Assortment of Greek And Latin Classics, Together with many Articles rarely to ... with: And Including, Amongst Other Recent Purchases, The Library of the Rev. J. J. Oakes, Late Rector of Bluntisham, in the County of Huntingdon, a Gentleman distinguished for his Knowledge of various Languages and Taste in the Fine Arts. The Whole are marked at Prices uncommonly Low, and are to be sold for Ready Money Only by W. H. Lunn, (from Cambridge,) No. 332, Oxford-Street, near Argyle-Street, Being the Shop lately occupied by Mr. S. Hayes. Catalogues To be Mad At The Place Of Sale.","Lunn, William Henry           1815",108,1,3,0,11,0,5,1,1,2,2,2,0,0,3,0,3,0,3,1,10,2,1,0,3,1,7,0,0,0,8,3,0,0,3,5,7,0,7,2,0,5,2,3,0,1,1797,1,1,"[Cambridge? : s.n., 1797].",Cambridge,292,unknown,,,FALSE,"s, Sedges uncut, i ll s 1757 N. B. C the above magnificent size only 25 copies uvere printed . 1223 Oldniixon's History of England under the Stuarts, fair hs 66d 1730 1224 Ogilby's Britannia, or Illuitration of the Roads, with plares. neat , 15s - 1675 1225 lolarno's Hil'fory"
0626100800_000023,"J. Todd's catalogue for 1798. A catalogue of a valuable and curious collection of books in all languages, ... particularly those of the late Rev. Thomas Clarke, ... by John Todd, ...","Todd, John",114,1,3,3,7,2,10,0,0,0,4,0,1,1,3,0,1,5,7,1,5,0,1,0,2,2,6,0,2,5,15,5,0,0,2,0,10,4,0,0,0,1,0,1,3,1,1798,1,1,"[York?, 1798].",York,232,male,,,FALSE,"6d - 17g76 1291 Doddridge's Lectures on Pleumatology, Ethics, and Divinity, c. nfat, 6s -- - 1776 1292 Dale's Hitlory and Antiquities of Harwich and Dovercourt, oilh plates , cat, 7s, 7- -- 173 2i93 dufecfinoy'sancientand Modern Geography, maan at, 7s 6d 17; f2 3294 Dyer's Feeee, a Poem ,"
1205300100_000030,"Second volume of Lackington's catalogue for 1792. Consisting of about ninety thousand volumes, ... The whole selling ... By J. Lackington, ...",James Lackington,117,2,2,0,16,0,11,12,0,1,1,1,9,0,0,2,2,11,1,0,4,2,0,0,10,3,0,1,1,4,5,7,0,0,0,2,0,0,1,0,0,0,2,1,1,2,1792,1,1,"[London, 1792].",London,404,male,1746,1815,FALSE,"with Observations, Authentic Documents, and a Variety of Anecdotes, translated from the French, 2 vol. (fame as are sold at 14s) neqw and lettered , for 6s 9d 1789 I s2 Ditto, 2 vol. new in boards , 5s 6d ditto, in Iheets, 5s - 1789 1 513 Ditto, 2"
1198800600_000023,"A catalogue of books, including, among others, the library of the late Mr. Anthony Purver, ... will begin selling February 1, 1786, ... by Thomas King, ...","King, Thomas",104,2,5,0,2,1,2,0,0,0,4,5,1,0,4,1,2,2,1,0,7,1,0,1,7,3,2,0,0,1,26,0,1,1,1,0,4,4,4,0,0,1,2,1,2,3,1786,1,1,"[London, 1786].",London,164,male,,,FALSE,"vol. neat , 63 1768 i652 Potter's Antiquities of Greece, 2 vol., very neat , 8s 177 1653 Pointi's Account of the taking Carthagena in 1697, IS 654 Present State of the Britifl Empire in Europe and America, c. zs 6d 1655 Painter's (The)j oyage to Italy, 5 portraits ,"
0514301300_000016,"[A] catalogue of a large and curious collection of books, containing near twenty thousand volumes. In which are included, the libraries of the late Augustine Erle, ... and of R. Reynolds, ... Which will be sold ... on Feb. the 8th. 1763. ... By Thomas Payne, ...","Payne, Thomas",101,3,2,2,4,5,8,0,0,7,2,3,2,0,1,1,0,2,0,0,4,7,0,1,3,5,3,2,1,0,7,4,1,0,1,7,0,0,0,1,0,1,7,0,0,4,1763,1,1,"[London, 1763].",London,183,male,1719,1799,FALSE,"Hook. Locke, r. 7s CD - Dub. 1750 985 Pliny's Letters , translated by Lord Orrery, with Ober'vations on each Letter , 2 vol. 18s - 1751 986 Addison's Works , 4 vol, neat , 11 I s 6d -1721 987 The same Book , 4 vol. large paper ,"
1227200400_000051,"Lackington, Allen, & Co's. catalogue, volume the first, Michaelmas, 1796, to September, 1797, consisting of above 200,000 volumes, ... the whole selling ... by Lackington, Allen, & Co. ...","Lackington, Allen, & Co.",74,3,0,0,12,0,2,3,1,0,1,3,2,0,4,1,1,3,0,0,2,1,1,0,2,3,1,1,2,0,8,2,2,0,0,1,1,0,1,2,0,2,1,2,2,1,1796,1,1,"[London, 1796].",London,509,unknown,,,FALSE,"L 3149 Shaw's Tour to the Wet of eng!and in.178g, boardr, 5s 3 15o Stevens's General Hifiory of Taxes, neat , fcarcr, 2s 1728 31, 52 Stanyan's Grecian hiftory, a vol. neat , 6s -- ditto, 6s 6d i781 3t53 Spctator, a new edition , with the Lives of the"
0671800200_000023,"A catalogue of a select and valuable collection of ancient and modern books, containing the libraries of the late Rev. Philip Lloyd, ... the Rev. Henry Homer, ... to be sold this day, January 1792, ... by Thomas Payne, ...",Thomas Payne,124,3,3,0,9,1,10,0,0,16,9,2,4,0,0,0,1,0,1,0,9,1,1,1,3,1,2,2,0,0,13,6,0,0,0,2,4,0,2,0,0,3,3,7,5,0,1792,1,1,"[London, 1792].",London,272,male,1752,1831,FALSE,"Coins, Weights, and Measures, IS 1727 1456 Another Copy , with Langwith's Observations, elegantly bound , 1 7s - 1727 1457 Antiquitates Celto Normannicae; containing the Chronicle of Man, and the Isles, translated by Johnflone, feed, los 6d Copenh. 1786 1458 Antis's Hill. Observations upon the Knighthood of the Bath,"
1205300100_000011,"Second volume of Lackington's catalogue for 1792. Consisting of about ninety thousand volumes, ... The whole selling ... By J. Lackington, ...",James Lackington,116,5,2,0,23,1,10,4,1,5,0,0,3,0,2,0,7,1,0,5,6,1,0,0,4,2,3,2,0,3,3,2,0,0,0,1,8,0,0,0,0,1,2,5,3,1,1792,1,1,"[London, 1792].",London,404,male,1746,1815,FALSE,""" So that we hazard nothing in affirming that this his Syfemn of Geography is by far the most judicious and accurate that has been yet published,"") 6 vol., with maps , new, neatly bound in calf , lettered , forz -- -- -- -- - 76z 444 Ditto, 6"
