PassageID,Title,Author,Total termFreq,termFreq(1791),termFreq(1793),termFreq(anarchi),termFreq(assembl),termFreq(bailli),termFreq(barrer),termFreq(blood),termFreq(cap),termFreq(committe),termFreq(constitut),termFreq(convent),termFreq(cordeli),termFreq(danton),termFreq(death),termFreq(decre),termFreq(deputi),termFreq(evil),termFreq(execut),termFreq(franc),termFreq(french),termFreq(gener),termFreq(girondift),termFreq(govern),termFreq(guillotin),termFreq(head),termFreq(hebert),termFreq(jacobin),termFreq(king),termFreq(leader),termFreq(liberti),termFreq(loui),termFreq(member),termFreq(mountain),termFreq(orlean),termFreq(pari),termFreq(parti),termFreq(peopl),termFreq(popular),termFreq(power),termFreq(priest),termFreq(principl),termFreq(prison),termFreq(public),termFreq(reason),termFreq(red),termFreq(republ),termFreq(revolut),termFreq(revolutionari),termFreq(robespierr),termFreq(san),termFreq(scaffold),termFreq(terror),termFreq(trial),termFreq(tribun),termFreq(victim),termFreq(xvi),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0186200402_000119,"An historical sketch of the French Revolution. Commencing with its predisposing causes, and carried on to the acceptation of the constitution, in 1795. By Sampson Perry. ...","Perry, Sampson",54,0,1,1,1,0,0,2,0,0,0,7,0,0,0,0,2,2,1,3,3,1,0,1,1,0,0,0,0,1,2,0,2,0,0,2,0,4,2,0,0,0,0,2,0,0,8,2,1,0,0,0,0,0,2,0,0,1796,2,2,"London : printed for H. D. Symonds, No 10, Paternoster-Row, 1796.",London,680,male,1747,1823,FALSE,"ani mates it, and in which our kindred in republicanifin, o all the departments, will doubtless participate."" Notwitlltanding a multitude of addresses of this flat tering import to the convention ; the objeas of its deli berations became more perplexing every hour. Man; of the deputies on commission in the"
0180500300_000015,"J. P. Brissot, Deputy of Eure and Loire, to his constituents, on the situation of the National Convention; on the influence of the anarchists, and the evils it has caused; and on the necessity of annihilating that influence in order to save the republic. Translated from th French. With a preface and occasional notes by the translator.",Jacques Pierre Brissot,51,0,0,2,1,0,0,1,0,0,0,6,0,0,1,3,4,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,3,0,0,0,1,4,0,2,0,1,0,0,0,0,0,1,2,2,0,0,2,0,8,1,0,1794,1,1,"London : printed for John Stockdale, Piccadilly, 1794.",London,161,male,1754,1793,FALSE,"Good men prevailed they were to compose this dreadful Tribunal . Anarchy , in its turn, trembled for the heads of its chiefs; anarchy was on the point of palsying this Revolutionary Tribunal ; but the necelfity of giving the suffrage aloud in court; but the terror spread abroad by"
1531105100_000016,"A Chronological epitome of the most remarkable events that have occurred during the French revolution, from 1789 to 1796. To which is added an alphabetical list of those persons who have rendered themselves most conspicuous, and have fallen sacrifices during this interesting period.",,49,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,2,2,5,9,0,0,7,0,1,2,0,0,0,2,1,0,0,3,1,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1797,1,1,"Cork : Printed by Daly and Travers, No 16, St. Patrick street, [1797?]",Cork,136,unknown,,,FALSE,"ordered to the bar the Convention .. 3- b 794 ~) LI The sale of the property, of the Empigrratsz, in 1793 , according to the report of this day, amounts any to so mri lions. (that sum is not a mocxety of the property of one iingle Emigrant alone,"
1261600400_000025,"First report from the Committee of Secrecy, To whom the several Papers referred to In His Majesty's Message Of The 12th Of May, 1794 And which were presented (sealed up) to the House, by MR. Secretary Dundas, Upon the 12th and 13th Days of the said Month, BY His Majesty's Command, Were Referred; And who were directed to examine the Matters thereof, and report the same, as they should appear to them, to the House; have proceeded, in Obedience to the Orders of the House, to the Consideration of the Matters referred to them. Ordered to be printed 17th May 1794.",Great Britain. Parliament. House of Commons,62,1,1,0,0,0,2,0,0,2,4,7,0,0,0,0,5,0,2,8,5,1,0,1,0,1,0,1,2,0,1,0,5,0,0,3,0,1,0,0,0,1,0,1,1,0,1,4,0,0,0,0,0,1,0,0,0,1794,1,1,"London : printed for J. Debrett, Opposite Burlington House, Piccadilly, [1794].",London,318,unknown,,,FALSE,"the proceedings and terms which have recently been adopted in France . This communication, with orders from different societies at Norwich, were followed by a resolution expressing that: the Society for Confitutional Information received them with heart' feltfatisfaion, and desired earnestly to concur and cooperate. with thofefocieties in their laudable"
1160900700_000029,"A letter to the Earl of Lauderdale, containing strictures on his lordship's letters, to the peers of Scotland. With a Preface, and an Original Letter from the Right Hon, Edmund Burke, to the Author, Explaining the Much-Perverted Expression of ``the Swinish Multitude.'' By John Gifford, Esq.",John Gifford,57,0,2,0,1,0,2,0,0,1,1,5,0,0,0,2,0,0,1,6,5,0,0,2,0,0,0,1,0,1,1,0,0,0,0,2,6,2,0,3,0,3,0,3,0,0,5,1,0,1,0,0,0,0,0,0,0,1800,1,1,"London : printed [at the Anti-Jacobin Press, by T. Crowder] for T. N. Longman and O. Rees, Paternoster-Row, 1800.",London,171,male,1758,1818,FALSE,"in the mean time, to the degradation of making pacific propositions, to which the French have repeatedly and solemnly declared they will never accede In * On the thirteenth of April, 1793 , the Convention passed a solemn decree declaring it a capital crime, for a man to propose to"
0086100202_000032,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. Author of the History of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c. In two volumes. ...",English Lady,36,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,2,3,1,0,1,1,0,0,3,0,0,0,3,2,1,0,1,0,1,0,2,0,0,0,2,1,0,1,1,1,2,0,0,1,0,0,0,0,1797,2,2,"London : printed for T. N. Longman, Paternoster Row, 1797.",London,495,female,,,FALSE,"the partial ignorance of the unfortunate inhabitants of La Vendee, and diverse republican scribblers attribute their attachment to religion and mo. narchy to that cause: yet at Havre, a seaport, where, from X 4 commercial on the temple of Reason replaced by a legend, signifying that, in this age of"
0628301102_000011,"Secret history of the French Revolution, from the Convocation of the Notables in 1787 to the first of November 1796. ... Translated from the French of Francis Pagès. In two volumes. ...","Pagès, François Xavier",41,0,0,0,4,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,3,2,1,1,1797,2,2,"London : printed for T. N. Longman, and J. Mathews, 1797.",London,478,male,1745,1802,FALSE,"the town of Valenciennes, and were enabled by their position at the camp of Caear to have taken the town of Cambrai. In the midst of there reverses of fortune Louis XVI was brought to trial . Though it was thought eceflary to pass over in silence the campaign of"
1278900200_000190,"A Residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. author of The history of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c.","Davis, Cornelius",38,0,0,0,1,0,1,0,0,0,2,5,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,1,2,0,2,1,1,0,0,0,2,1,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1798,1,1,"Elizabeth-Town [N.J.] : Printed by Shepard Kollock for Cornelius Davis, no. 94, Water-Street, New-York, 1798.",Elizabeth|New York.,540,male,1758,1831,FALSE,"proceedings. This decision was atfirfl strongly reprobated by the Moderates; but as it was proved, in die course of the debate, that Maignet was authorised by a; express decree of the Convention , to burn Bedouin, and guillotine its inhabitants, all parties soon agreed to configu the whole to oblivion."
0086100202_000066,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. Author of the History of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c. In two volumes. ...",English Lady,42,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,2,1,0,4,1,0,0,7,1,0,0,0,0,0,0,3,1,3,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1797,2,2,"London : printed for T. N. Longman, Paternoster Row, 1797.",London,495,female,,,FALSE,"of the French arms, (which always seems to be a matter of great indifference,) but a cheerfulners of heart and of countenance; and many persons whom I do not remember to have ever seen in the least degree moved by political events, appeared sincerely delighted at this"" ""those smile now,"
1278900200_000140,"A Residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. author of The history of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c.","Davis, Cornelius",34,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,2,0,2,1,0,0,3,0,0,0,3,3,1,0,0,0,2,0,1,0,0,2,1,0,0,1,0,1,3,0,1,0,0,1,0,0,1798,1,1,"Elizabeth-Town [N.J.] : Printed by Shepard Kollock for Cornelius Davis, no. 94, Water-Street, New-York, 1798.",Elizabeth|New York.,540,male,1758,1831,FALSE,"Voyage en Ameriftce. amid addresses of adulation, which Louis the Fourteenth wotl4 have blushed to appropriate r The bulletins of the Convention announce, that the whole republic is in a sort of revolutionary transport at the escape of Robespierre , and his colleague, Collot d'herhois, from assassination; and that we"
1214001500_000005,The example of France a warning to Britain. The fourth edition. By Arthur Young Esq. F.R.S.,Arthur Young,63,0,0,1,2,0,0,1,0,0,3,3,0,0,2,0,1,2,6,2,2,0,0,5,0,1,0,2,2,1,1,0,1,0,0,0,1,8,0,8,0,1,0,1,0,0,0,1,1,0,1,1,0,0,2,0,0,1794,1,1,"London : printed for W. Richardson, No 91, Royal Exchange, MDCCXCIV. [1794].",London,266,male,1741,1820,TRUE,"the lieutenant colonel Befombre was murdered by the Gens d'armcs, and captain Logros' head was on a bayonette e. That the rebellion of Poitou was of X o, ooo i0, and that of Chartres double. More finguljr than these is the cafe of D'hote, who being condemned to the flocks"
1429102302_000017,"Letters containing a sketch of the politics of France, from the thirty-first of May 1793. till the 10th of Thermidor, twenty-eighth of July 1794. And of the scenes which have passed in the prisons of Paris. By Helen Maria Williams.",Helen Maria Williams,47,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,3,1,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,9,0,2,0,0,1,1,6,0,3,1,0,3,2,0,1795,2,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, 1795.",London,262,female,1762,1827,TRUE,"cease to despair of humanity, and converting the throb of indignant horror into the glowi of sympathetic admiration; -- bidding us turn from the tribunal of blood , from Robespierre and his jury of assassins, to Loiserolles dying for his child; to ma damne Beranger, led in the bloom of"
1758600102_000040,"A journal during a residence in France, from the beginning of August, to the middle of December, 1792. ... By John Moore, M.D. In two volumes. ...",John Moore,51,0,0,0,5,0,0,0,0,0,0,4,0,10,0,2,3,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,3,0,0,5,2,2,2,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,1,0,0,1793,2,2,"London : printed for G. G. J. and J. Robinson, 1793.",London,619,male,1729,1802,FALSE,"244) quainted with the characters of the leading deputies of both parties , and capable of forming a just judgement of their views, lately hinted to me that there was a probability that Danton and his friends would overset their opponents. "" I thought that Roland had the majority of"
1693300182_000148,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),59,0,2,0,4,0,0,0,0,0,1,5,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,2,2,2,2,0,4,8,0,0,1,1,2,0,0,0,0,0,6,1,5,1,0,3,0,0,0,0,1782,82,87,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,583,unknown,,,FALSE,"party . oct. 16 jexecution of the queen Marie antoinette. 1794-July 27, or 9 Thermidor, year 2 Fall and death of Robes plerre. - 17951-april 1, or 12 Germinal, year 3 Attack of the populace of Paris agfainst the national conven tion. mlvay 22-23.-1, 2, and 3 Pra riah; Another"
1116300116_000235,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,55,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,2,0,17,8,2,1,0,0,0,2,0,1,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,2,1,3,0,0,3,0,0,0,0,1798,16,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,409,unknown,,,FALSE,"of the commune was therefore speedily surrounded; and about three o'clock in the morning of the zsth Robespierre and his affocl ates were made prisoners . They had been outlawed r'.' R E V by the conventi n on account of their refilance. They French were not therefore tried, unless"
0500500401_000009,"Mordaunt. Sketches of life, characters, and manners, in various countries; including the memoirs of a French lady of quality. By the author of Zeluco and Edward. ...",John Moore,61,0,0,0,1,0,0,0,0,0,2,4,0,0,0,3,0,0,4,8,3,1,3,2,0,0,0,2,4,0,1,0,3,1,0,2,4,3,2,1,0,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,0,1800,1,3,"Dublin : printed for W. Watson and Son - G. Burnet - P. Wogan - P. Byrne - H. Colbert [and 12 others in Dublin], 1800.",Dublin,242,male,1729,1802,FALSE,"be wished, that France could, with truth, say to the rest of Europe what Scarron, the husband of madame Maintenon, said to his relations, weeping round his deathbed"" -"" hall never make you weep so much as I have made you laugh."" That France herself has as much reason to"
0922700200_000068,"The chronologist of the present war. Containing a faithful series of the events which have occurred in Europe, from the commencement of the year 1792, to the end of the year 1795. Amidst a Variety of interesting Articles will be found the following: Acts (principal of Parliament) Addresses Battles Declarations Denunciations Executions (remarkable). Finance Gifts (patriotic) Inventions Motions (remarkable in Parliament). Manifestoes Naval Engagements Proclamations Promotions (principal) Reports (of Parliament, Convention, &c.) Subsidies Sieges Supplies Treaties (offensive, defensive, and subsidiary; &c. &c.) Chronology, one of the Eyes of History.",,43,0,0,0,0,0,1,0,0,1,0,8,0,4,1,2,3,0,1,0,3,3,0,1,0,0,1,1,0,0,0,0,2,0,1,1,1,0,0,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,1,0,1796,1,1,"London : printed for the editor, by J. W. Myers, Paternoster-Row; and sold by Messrs. West and Allen, Paternoster-Row; W. Bingley, No. 2, Red Lyon-Passage, Fleet-Street; and all the principal booksellers, 1796.",London,347,unknown,,,FALSE,"sale of the, effets of emigrants in i.65 diftri: s, during thtie last decade, Ventofe, (from March Ith'to Mrchb 20th), had amounted to 2, 836, 864 ivresbeing above: .ten millions more than the eftimatron. : 3.. After a long report made by St. Yfi, ir the Convention of the Committee"
0663800900_000014,"The second report from the committee of secrecy of the House of Commons, To whom the several Papers referred to in His Majesty's Message of the 12th Day of May 1794, and which were presented (sealed up) to the House, by Mr. Secretary Dundas, upon the 12th and 13th Days of the said Month, by his Majesty's command, were referred: To which is added the first and second reports of the secret committee of the House of Lords; with an appendix.",Great Britain. Parliament. House of Commons,65,0,1,0,2,0,2,0,0,2,5,10,0,0,0,0,5,0,1,7,5,1,0,1,0,1,0,1,2,0,1,0,4,0,0,3,0,1,0,0,0,1,0,2,1,0,1,4,0,0,0,0,0,1,0,0,0,1794,1,1,"London : printed for J. Debrett, opposite Burlington-House, Piccadilly, 1794.",London,238,unknown,,,FALSE,"of the Nbrwich Society associated members of their own society. And they added a resolution, that a committee should he appointed to confider whether any and what communications thouldbe made, and by what means, by the society, with the Society of Friends of the Constitution at Paris . It appears"
1696600500_000044,"A chronological account and brief history of the events of the French revolution, From the taking of the Bastile, in 1789, to the conquest of Holland, in 1795, including a period of nearly six years, by J. Talma, a native of Paris, and now a dentist in Chester.","Talma, Julie",71,0,1,0,0,0,0,0,0,0,1,2,0,0,7,3,3,0,2,0,9,7,0,0,7,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,7,0,2,0,2,0,3,0,5,0,0,0,0,0,4,0,0,1795,1,1,"London : Printed for the author, and sold by G. Sael, Newcastle-Street, Strand, [1795]",London,254,female,1756,1805,FALSE,"Attorney General , convicted of raising an army to march to Paris , put to death . i3 The ex minister, Roland, found dead five leagues from Rouen. 15 The garrison of fort Louis surrendered prisoners of war to General Wurmser. They amounted to 4000 French : 112 pieces of"
