PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accept),termFreq(accord),termFreq(altar),termFreq(anoint),termFreq(aton),termFreq(blood),termFreq(bread),termFreq(bring),termFreq(brought),termFreq(bullock),termFreq(burn),termFreq(burnt),termFreq(children),termFreq(clean),termFreq(command),termFreq(congreg),termFreq(continu),termFreq(door),termFreq(drink),termFreq(eat),termFreq(fat),termFreq(father),termFreq(favour),termFreq(fine),termFreq(flour),termFreq(foul),termFreq(goat),termFreq(god),termFreq(hall),termFreq(halt),termFreq(hand),termFreq(head),termFreq(holi),termFreq(israel),termFreq(kid),termFreq(kill),termFreq(lamb),termFreq(law),termFreq(levit),termFreq(meat),termFreq(month),termFreq(mose),termFreq(offer),termFreq(oil),termFreq(peac),termFreq(peopl),termFreq(priest),termFreq(princ),termFreq(ram),termFreq(sacrific),termFreq(servic),termFreq(spake),termFreq(tabernacl),termFreq(tenth),termFreq(unclean),termFreq(vow),termFreq(water),termFreq(work),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0879900100_000240,"The book of common prayer and administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of The Church of England: Together with the Psalter, or Psalms of David, Pointed as they are to be sung or said in Churches.",Church of England,149,14,0,2,10,1,0,4,0,1,3,2,1,14,2,2,5,3,0,1,2,4,6,0,0,0,0,0,1,0,0,0,3,2,4,1,0,0,0,1,0,2,0,9,22,1,4,9,0,0,2,3,0,3,4,0,1,0,0,0,0,1763,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, MDCCLXIII. [1763].",London,1261,unknown,,,FALSE,"he dipped his finger in the blood , and put it upon the horns of he a.tar, and poured out the blood at the bottom of the altar . to But the fat and the kidneys, and the caul above the liver of the sin offering , he burnt upon"
0075400100_000099,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,148,0,1,0,0,0,3,0,5,2,2,1,0,2,3,1,1,0,0,0,2,2,0,0,1,2,2,1,1,3,28,3,0,0,10,3,1,0,4,0,0,3,6,4,22,1,1,2,4,0,1,2,0,5,0,3,0,0,0,9,1,1768,1,1,"Cambridge : printed by John Archdeacon Printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, [1768].",Cambridge,1035,unknown,,,FALSE,"same day it hall be eaten up; ye Shall leave none of it until the morrow: I am the LORD. 31 Therefore Shall ye keep my commandments , anddothem: iamthelord. 32 Neither shall ye profane my holy name; but I will be hallowed among the children of Israel : I"
0333800100_000121,"An illustration of the Holy Bible, containing the sacred text of the Old Testament and the New; together with the Apocrypha. The Notes and Comments Are selected from the best Annotators, whereby The Sublime Passages are pointed out, and Some Mis-Translations rectified.",,154,17,0,0,7,2,3,7,4,0,4,1,1,9,1,0,9,5,0,3,0,0,5,0,1,0,0,0,1,0,0,0,8,3,0,2,1,1,1,0,0,1,0,15,19,5,1,2,0,0,8,1,0,0,4,0,0,0,1,0,1,1771,1,1,"Birmingham : printed at the Verulam Press, by Nicholas Boden, M,DCC,LXXI. [1771].",Birmingham,1259,unknown,,,FALSE,"burnt offering : and Aaron alid his sons laid their hands upon tlih head of the ram . 19 And he killed it, and Moses sprinkled the blood upon the altar round about. 20 And he cut the ran into pieces, and Moses bu: nt the head , and the"
0065300200_000092,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,154,5,0,0,7,2,1,3,1,1,1,0,3,8,1,1,0,3,0,0,0,5,4,0,0,1,2,0,0,0,18,2,1,0,12,0,0,4,0,5,0,8,0,2,33,3,2,0,6,0,0,2,0,2,3,1,0,0,1,0,0,1753,1,1,"Oxford : printed by Thomas Baskett, Printer to the University, MDCCLIII. [1753].",Oxford,1096,unknown,,,FALSE,"he shall put them besides the altar . 1i And he ( hall put off his garments, and put on other garments, and carry forth the allies without the camp, unto a clean place. ~ I C S. rlit c'tiig, jfii; i;; And ihe fire upon the altar haill be"
1149000100_000094,"The holy Bible containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently Compared and Revised. By his Majesties special Command. Appointed to be read in Churches.",,129,15,0,0,4,1,1,5,5,0,4,2,1,6,2,0,8,5,0,5,0,2,5,0,1,0,0,0,0,0,0,0,7,3,0,2,1,1,1,0,0,1,0,6,10,2,1,2,0,0,11,1,0,1,5,0,0,0,1,0,1,1718,1,1,"London : printed by John Baskett, Printer to the Kings most Excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd, [1718]-19.",London,914,unknown,,,FALSE,without the camp; as the LORD h'corn Exod the pace offerings : manded Moses . 9- a4 3! Which the LORD commanded Mo i8 $ And he brought the ram for the fes ia mount Sinai? in the day that he burnr offaring: and Aaron and his ons commanded the
1229300100_000094,"The holy Bible, Containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,142,13,0,2,11,1,0,5,0,1,4,2,1,11,2,2,3,3,0,1,2,3,4,0,0,0,0,0,1,0,3,0,3,2,4,2,0,0,0,0,0,2,0,9,21,1,4,9,0,0,2,2,0,2,3,0,1,0,0,0,0,1733,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXXIII. [1733].",Oxford,678,unknown,,,FALSE,"ofering,. slew the calf of the sin offering , which was for Before. himself. chri{i 9 And the sons of Aaron brought the blood 1490 unto him: and he dipped his finger in the blood , and put it upon the horns of the altar , and poured out the"
0065900200_000104,"The holy Bible, containing the Old and New Testaments: Translated out of the Original Tongues: and with the Former Translations Diligently Compared and Revised, by his Majesty's Special Command. Appointed to be read in Churches.",,142,8,0,0,1,5,1,2,3,3,1,1,1,4,5,0,5,4,0,2,0,1,7,0,0,1,1,0,0,0,1,0,1,0,0,5,0,0,0,3,0,3,0,7,33,5,8,2,4,0,2,7,0,2,2,0,0,0,1,0,0,1800,1,1,"Oxford : printed at the Clarendon Press, by Dawson, Bensley, and Cooke, Printers to the University: and sold at the Oxford Bible Warehouse, in Paternoster Row, London, [1800].",Oxford,1230,unknown,,,FALSE,"Israel , saying, ver, o. fc.. 7 As the sin offering is, so is the trespass of yye iha'eat no manner of fat , of ox, or of sheep, y ch.,, fering:. there is one law for them: the priest that orofgoat.. 26 & 14 maketh atonement therewith stall have"
1541400100_000198,"The Christian's new and complete family Bible: Or, Universal Library of Divine Knowledge. Containing the sacred texts of the Old and New Testaments, with the Apocrypha, at Large. Illustrated with notes and annotations, historical, chronological, biographical, geographical, theological, moral, systematical, practical, admonitory, divine, and explanatory. In which the most difficult passages are rendered clear and familiar, the seeming contradictions reconciled, the mis-translations rectified, and important truths confirmed, so as to confute the insidel, dispel the mists of darkness, enlighten the ignorant, encourage the diffident, reclaim the vicious, reconcile the doubtful, lead the wavering into the paths of truth, and implant in the mind of every Christian that divine knowledge which is essentially necessary to salvation. Forming a complete treasury of divine revelation. To which is added, at the end of each book, a summary of the doctrines contained therein, being a full explanation of the various books in the old and new testaments. And, as a farther illustration, will be given a general index, or concordance, clearly pointing out every material transaction recorded in the sacred writings. A chronological index of transactions from Adam to the time of our blessed Saviour. A geographical index of places mentioned in the Holy Scriptures. A full explanation of the proper names in the scriptures, with their significations, &c. A brief account of the apostles and their successors, who propagated the Christian religion, by presiding over the Apostolic Churches of Antioch, Jerusalem, &c. The whole forming a complete body of Christian Divinity, explained and illustrated in such a manner, as to guide the reader through the paths of happiness in this world, and lead him to the mansions of eternal bliss in that which is to come. By the Rev. Thomas Bankes, of St. Mary Hall, Oxon; vicar of Dixton, in Monmouthshire; and morning and afternoon preacher at Hampstead. Embellished and enriched with upwards of three hundred and fifty engravings, illustrating the various transactions recorded in the sacred writings, from Genesis to the end of the revelations.","Bankes, Thomas",109,1,0,3,0,0,1,0,1,5,1,3,0,2,5,0,3,6,0,0,3,1,0,0,0,0,3,0,2,1,6,1,2,0,0,4,2,0,1,3,1,2,0,4,24,3,1,3,3,0,3,1,0,1,0,2,0,1,0,0,0,1787,1,1,"London : Printed for C. Cooke, No. 17, Pater-Noster-Row; and sold by booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other bookseller in England, Scotland, and Ireland, [1787?].",London,1148,unknown,,,FALSE,"the former chapter, when the following ordinances were given. Calmet supposes it to have happened near the end of thoir wandeirlngs, and when the rebellious people mentioned in the last chapter were dead. Vet. 4 A tenth da/z, c.] Called an omer, Exod. xri. 36 alhnol half a peck of"
0061200200_000095,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,122,15,1,1,5,0,3,1,0,0,2,2,1,8,2,0,4,4,0,1,2,3,3,0,0,0,0,0,1,0,2,0,1,1,5,3,1,0,1,1,0,1,0,5,20,2,3,9,0,0,3,0,0,2,2,0,1,0,0,0,0,1738,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXXVIII. [1738].",Oxford,1132,unknown,,,FALSE,"ks and Aaron bless the people . 4.fireometh round about) from the. lri d.upon ihe altar . Ig.and the fat of the bullock , and'ofthe ram ,, A Nd it came to pafs on the eighth day,. that the rump, and that which covereth the inwards, Moles called Aaron and"
0066200500_000105,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By his Majesty's Special Command. Appointed to be read in Churches.",,149,12,0,0,6,0,3,4,4,0,4,2,2,10,1,0,9,5,0,3,0,2,4,0,1,0,0,0,1,0,2,0,8,3,0,2,1,0,1,0,0,1,0,16,18,2,1,4,0,0,9,2,0,0,4,0,0,0,1,0,1,1775,1,1,"Cambridge : printed by John Archdeacon Printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, [1775] [1776].",Cambridge,1421,unknown,,,FALSE,"the two kidneys, and their fat , and Moles burned it upon the altar . 17 But the bullock , and his hide, his fleh, and his dung, he burnt with fire without th.,., camp; asthelord commandedmofes. [].).; 4 18 t.' And he brought the ram for the , ^.:"
0077900300_000121,"The holy Bible, containing the Old Testament and the New: Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised, By His Majesty's special Command. Appointed to be read in Churches.",,130,2,0,3,0,0,3,0,1,5,3,4,0,2,7,0,6,7,0,0,2,1,0,0,0,0,1,0,2,4,19,1,1,0,1,7,2,0,1,2,0,2,0,5,22,1,1,2,2,0,1,2,0,2,0,1,0,1,0,0,1,1773,1,1,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by S. Crowder, in Pater-Noster Row, London; and by W. Jackson, in Oxford, [1773].",Oxford,1201,unknown,,,FALSE,"LORDS And when thou prepareil a bullock for a burnt offering , or for a sacrifice in performing a vow , or peace offerings unto the LORD: 9 Then' shall he bring with a bullock a meat offering of three tenth deals of flour mingled with half an hin of"
1617300100_000094,"The Holy Bible, Containing the Old testament and the New: translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,164,6,0,0,6,1,14,9,0,5,1,5,3,3,3,1,0,8,0,1,0,0,1,1,0,0,0,0,13,0,28,0,3,2,8,4,0,2,0,0,0,0,2,0,13,0,0,4,3,0,1,0,0,0,6,1,2,0,3,1,0,1790,1,1,"Cambridge : Printed by J. Archdeacon printer to the University; and sold by John, Francis & Charles Rivington, Benjamin White, and Charles Dilly, in London; and J. & J. Merrill, in Cambridge, 1790.",Cambridge,1193,unknown,,,FALSE,"and one ram for a burnt offering . 6 And Aaron Shall elis bullock of the sin offering , which is for himself, and make an atonement for himself, and for his house. 7 And he thall take the two goats , and present them before the LOR D at"
0060000100_000112,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, by his Majesty's Special Command. Appointed to be read in Churches.",,121,3,0,0,4,1,6,6,0,2,1,1,3,2,5,1,1,7,0,3,0,1,2,0,0,0,0,0,10,0,17,0,2,1,5,5,0,0,1,0,0,0,2,1,9,0,1,4,3,0,0,1,0,1,3,1,1,0,3,1,0,1789,1,1,"Cambridge : printed by John Archdeacon Printer to the University; and sold by John, Francis & Charles Rivington, Benjamin White, and Charles Dilly, in London; and J. & J. Merrill, in Cambridge, 1789.",Cambridge,1293,unknown,,,FALSE,"the bullock , and of the blood of the goat , and put it upon the horns of the altar round about. 19 And he. hall sprinkle of the blood upon it with his finger. seven times, and cleanse it, and. hallow it from the uncleanness of the children of"
1666400100_000191,"The complete British family Bible: being a new universal exposition and commentary on the Holy Scriptures. Containing the sacred text of the Old and New Testaments, with the Apocrypha, at large. Illustrated with notes ... By Paul Wright, ... Embellished with ... copper-plates ...","Wright, Paul",121,14,0,0,5,1,2,4,3,0,3,1,1,6,1,0,7,6,1,6,0,2,2,0,2,0,0,0,1,0,1,0,5,0,1,1,1,1,1,0,0,1,0,10,10,2,2,4,0,0,7,1,0,0,3,0,0,0,0,1,1,1781,1,1,"London : printed for Alex. Hogg, 1781.",London,1153,unknown,,,FALSE,"and Mofies burnt the whole ram upon the altar : it wns a burnt sacrifice for a [weet favour , lad an offering made by fire unto the Loan; as thle Loan commanded moses . 22 qi And he brought the other ram , the ram of con COM MEN"
1221700100_000090,"The holy Bible, Containing the Old and New Testaments: Newly Translated out of the original tongues, And with the former translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,129,7,1,0,0,4,0,4,2,2,1,1,1,3,6,1,3,4,0,1,0,5,5,0,0,0,0,0,1,0,3,0,1,0,0,4,0,0,0,1,0,1,0,3,25,1,11,3,2,0,2,11,0,3,1,0,3,1,1,0,0,1756,1,1,"Edinburgh : printed by Adrian Watkins His Majesty's Printer, MDCCLVI. [1756].",Edinburgh,1003,unknown,,,FALSE,"his offering , leavened bread , with the sacrifice of thanklgiving of his peace offerings . 14 And of it he shall offer one out of the whole oblation, for an heave offering unto the LORD, and it fiall be the priests that fprinkleth the blood of the peace offerings"
1682600101_000085,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,112,5,1,0,1,4,0,4,2,3,1,1,1,2,6,1,2,1,0,2,0,3,7,0,0,1,1,0,1,0,5,0,1,0,0,2,0,0,0,0,0,0,0,4,17,3,8,3,2,0,2,7,0,2,1,0,4,0,1,0,0,1743,1,2,"London : Printed by Thomas Baskett and Robert Baskett, printers to the King's Most Excellent Majesty, 1743.",London,643,unknown,,,FALSE,"nri!eaivened wafers anointed with oil , s.sd cakes mingled with oil , of fine flour , frye t. 1 b.fides the cakes, he stall offer fr his cfairg, leavened bread , with the ihrifice of tha : kgi'i: g of his pe ice offerings . 14 And if it ihe"
1645900100_000082,"The Holy Bible, containing the Old Testament and the New: Translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,113,5,1,0,5,3,0,5,0,2,1,2,1,4,3,1,3,2,0,2,0,3,5,0,0,0,0,0,1,0,0,0,3,2,0,2,0,1,0,1,0,1,0,6,17,1,9,3,3,0,3,5,0,1,1,0,4,0,1,0,0,1786,1,1,"Cambridge : Printed by John Archdeacon printer to the University; and sold by John, Francis, & Charles Rivington, Benjamin White, and Charles Dilly, in London; and J. & J. Merrill, in Cambridge, 1786.",Cambridge,1235,unknown,,,FALSE,"voluntary 283 And the Loan rpake unto offering , it shall be eaten thle Moses , saying, same day that he offereth his fa my Speak unto the children of crifice: and on the morrow also iratel saying, He that offereth the remainder of it shall be eaten: the sacrifice"
0070800200_000093,The Holy Bible containing the Old Testament and the New: ...,,135,12,0,2,11,1,1,5,2,0,4,2,1,11,0,1,5,2,0,3,2,2,5,0,0,0,0,0,1,0,1,0,4,2,2,1,1,0,0,0,0,2,0,5,22,1,1,9,0,0,2,0,0,2,5,0,1,0,0,0,1,1743,1,1,"Dublin : printed by George Grierson, 1743.",Dublin,1299,unknown,,,FALSE,"people : and offer the offer Etod. the bread thatis in the basket ofcon ing of the people , and make an at i' ecrations, as I commanded , saying, tonement for them; as the LORD Aaron and his sons Shall eat it. commanded . 32 And that which remaineth"
0070600600_000102,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,120,0,2,0,0,0,2,0,4,1,3,2,0,3,2,1,0,0,0,0,3,1,0,0,1,2,2,0,2,3,12,2,1,0,6,1,1,1,4,0,0,4,2,3,25,1,1,2,2,0,1,3,0,4,0,2,0,1,0,5,2,1764,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXIV. [1764].",London,1029,unknown,,,FALSE,"seven days: in the fe 25 Neither from a firanger's hand shall venth day is an holy convocation; ye fiall ye offer the bread of your God of any of do no fercvile woik rtho in. tlhefe: because their corruption isin them, 9 qj And the LORD spake unto Moses"
