PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(art),termFreq(azur),termFreq(beauti),termFreq(blaze),termFreq(blue),termFreq(bright),termFreq(carbuncl),termFreq(cave),termFreq(cavern),termFreq(cloud),termFreq(colour),termFreq(columnar),termFreq(crystal),termFreq(dark),termFreq(deep),termFreq(diamond),termFreq(earth),termFreq(emerald),termFreq(fine),termFreq(finest),termFreq(form),termFreq(garnet),termFreq(gem),termFreq(glass),termFreq(gold),termFreq(golden),termFreq(great),termFreq(green),termFreq(hard),termFreq(heaven),termFreq(hue),termFreq(hyacinth),termFreq(indi),termFreq(jasper),termFreq(jewel),termFreq(light),termFreq(lustr),termFreq(mine),termFreq(mountain),termFreq(necklac),termFreq(onyx),termFreq(opal),termFreq(pebbl),termFreq(pellucid),termFreq(polish),termFreq(preciou),termFreq(purpl),termFreq(rai),termFreq(red),termFreq(rubi),termFreq(sapphir),termFreq(silver),termFreq(size),termFreq(stone),termFreq(ting),termFreq(tint),termFreq(topaz),termFreq(transpar),termFreq(valu),termFreq(variou),termFreq(view),termFreq(wear),termFreq(white),termFreq(yellow),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1326000201_000011,"The works of James Thomson. In two volumes. Volume the first. Containing, the season, Liberty, The castle of indolence, and Poems on several occasions.",James Thomson,47,1,0,1,2,2,1,3,0,0,1,2,1,0,0,1,1,1,3,1,0,0,3,0,0,0,1,1,0,2,0,0,2,0,0,0,0,4,1,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1751,1,2,"Dublin : printed for G. Risk, G. and A. Ewing, and W. Smith, booksellers in Dame-Street, MDCCLI. [1751].",Dublin,381,male,1700,1748,TRUE,"deserve thy just Applause. WITH what an awful world revolving Power Were first th' unwieldy Planets launched along Th' illimitable Void! Thus to remain, Amid the Flux of many thousand Years, 35 That oft has swept the toiling Race of Men And all their laboured Monuments away; Firm, unremitting, matchless,"
0430300100_000012,The seasons. By Mr. Thomson.,James Thomson,54,0,0,1,2,1,0,4,0,0,0,1,2,0,0,1,3,0,2,1,0,0,3,0,0,0,2,1,1,2,0,1,2,0,0,0,0,6,1,0,1,0,0,1,0,0,1,0,1,3,1,1,0,1,0,1,1,0,1,0,0,2,1,0,0,1,1730,1,1,"London : [s.n.], Printed in the Year M.DCC.XXX. [1730].",London,279,male,1700,1748,TRUE,"To meditation due, and sacred long. And is there ought in seep can charm the wife , 7 To lie in dead oblivion, losing half The fleeting moments of too horta life. Total extinction of th' enlightened soul! Or else to feaverifh vanity alive, Wildered, and tofing through' diflemper'd dreams"
0097001201_000123,"The works of Francis Rabelais, M.D. ... Now carefully revised, and compared throughout with the late new edition of M. Le du Chat, By Mr. Ozell. Who has likewise added at the bottom of the pages, a translation of the notes, historical, critical, and explanatory, of the said M. du Chat, and others: in which notes, never before printed in English, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best Editions of this learned and facetious author. Adorn'd with 15 very neat copper-plates.",François Rabelais,74,0,1,0,0,0,2,1,1,0,0,0,10,0,0,0,0,2,0,2,1,0,0,1,0,0,18,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,3,0,4,2,0,7,0,2,0,0,0,0,1,0,0,1,6,1,1737,1,5,"London : printed by J. Hughs, near Lincoln's-Inn-Fields, for J. Brindley, bookseller to his Royal Highness the Prince of Wales, at the King's-Arms in New-Bond-Street; and C. Corbett, at Addison's Head, against St. Dunstan's Church, Fleet-street, MDCCXXXVII. [1737].",London,415,male,1490,1553,FALSE,"followeth. They wore Stockins of scarlet Crimson, or ingrained purple Die, which reached just three Inches above the Knee, having a List beautified with exquisite Embroideries, and rare Incisions of the Cutters Art ; their Garters were of the Colour of their Bracelets, and circled the Knee a little, both"
1623700100_000575,"A new, complete, and universal body, or System of natural history; being a grand, accurate, and extensive display of animated nature. Containing accurate descriptions and faithful histories of all the several classes of animals, which inhabit the air, the earth, and the water, in the several parts of the world. Including an authentic account of all the infinite variety of beasts, birds, fishes, reptiles, insects, and amphibious creatures, such as frogs, lizards, serpents, and other animals, too numerous to mention in a title page. Comprehending also, a general and very particular account and description of all kinds of vegetables, fossils, shells, minerals, &c.-and a theory of the earth in general. Comprising likewise a genuine history of waters, stones, roots, barks, woods, leaves, flowers, fruits, seeds, resins, gums, concreted juices, &c. Together with. A curious historical account and description of the various classes of animalcules, which are visible only by the assistance of microscopes. Wherein the characters, qualities, and forms of the several creatures are described, the names by which they are commonly known, as well as those by which different authors have called them, are explained; and each is carefully reduced to the proper class to which is naturally belongs. The whole comprehending all the valuable discoveries and observations of former writers on the subject, and collectors of natural curiosities; namely, those of Buffon, Linnus, Goldsmith, Hill, Brookes, Kenrick, Ward, Smellie, Albin, Berkinhout, Forster, Thickness, Watson, Banks, Solamder, Sir Ashton Lever, Pennant, and every other naturalist of any reputation or eminence.-Also all the new discoveries in natural history, acquired by those celebrated circumnavigators of the present reign, viz. Byron, Wallis, Carteret, and Cook. In this work will likewise be given, a particular account of the properties, virtues, and various uses of all the different subjects of natural history, in medicine, mechanics, manufactures, &c. To which will also be added, a copious index of the whole content of the work. Embellished and illustrated with a very numerous set of superb copper plates, executed in a far more accurate stile than those given in any other work of the kind whatever, representing several thousand objects in natural history, such as birds, beasts, reptiles, fishes, insects, amphibious creatures, and other animals, vegetables, shells, minerals, plants, fossils, &c. &c. &c. all most accurately drawn from nature, and elegantly engraved by the very best artists of London and Paris. Written by a society of gentlemen, who are honoured with communications from the Royal Societies of London, Paris, Berlin, Pettersburg, &c. And published under the immediate inspection of George Henry Millar, Esq. author of that universally approved work, entitled, The new and universal system of geography; or, A complete modern history and description of the whole world:-which now publishing in only eighty numbers, one or two of which may be had at a time, price only 6d. each embellished with five copper-plates, maps, charts, &c. making a large folio volume, price 2l. 8s. bound in calf and lettered.",Society of Gentlemen,118,2,0,0,1,0,6,3,0,0,0,4,18,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,2,13,0,0,0,4,8,0,1,0,0,0,0,0,0,0,0,5,0,6,0,7,0,0,0,4,7,1,0,0,0,4,1,0,0,10,2,1785,1,1,"London : Printed for Alex. Hogg, at the King's Arms, No. 16, in Paternoster-Row, and sold by all booksellers and news-carriers, [1785].",London,779,unknown,,,FALSE,"black. The green is hot always the same, for it is sometimes deep , and at other times light ; but generally the variety is very agreeable. It is very hard , and for that reason will'bear a good polish . It is common in.the island, of Jersey, from whence"
0216400101_000007,"The chemical works of Caspar Neumann, M. D. Professor of Chemistry at Berlin, F. R. S. &c. abridged and methodized; with large additions, containing the later discoveries and improvements made in chemistry, And the Arts depending thereon. By William Lewis, M. B. F. R. S.",Caspar Neumann,64,2,1,0,1,0,4,2,0,0,0,0,6,0,5,1,0,0,5,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,1,0,0,6,3,0,6,2,0,0,0,0,1,4,1773,1,2,"London : printed for J. and F. Rivington; T. Davies; W. Johnston; G. Keith; S. Crowder; T. Caslon; T. Longman; T. Becket; B. Law; E. and C. Dilly; G. Robinson; T. Cadell; and W. Goldsmith, MDCCLXXIII. [1773].",London,459,male,1683,1737,FALSE,"Stones colourlcfs as Chryfial. The Elnerald, in losing its colour in the iren, tinges the flame bluish. Mr. Pott, in the Bertin Memoir, lhas given a curious set of experiments 0m tlht S.; xon l'oaz, which is reckontd the hardest of all the 5; ones, except tl: h Dimcnd, Sapphire"
0440500302_000009,"Studies of nature. By James Henry Bernardin de Saint Pierre. [One line of quotation in Latin] Translated by Henry Hunter, D.D. Minister of the Scots Church, London Wall. In three volumes. ...",Jacques-Henri Bernardin de Saint-Pierre,92,4,0,3,2,0,2,0,0,0,2,3,15,0,0,1,0,0,1,0,0,0,3,0,0,0,5,0,0,1,0,3,0,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,2,2,9,1,0,1,0,0,2,5,0,0,0,1,1,0,7,5,1797,2,3,"Worcester [Mass.] : Printed for J. Nancrede, Marlborough Street, Boston, 1797.",Boston|Worcester.,504,male,1737,1814,FALSE,"roll them up into enormous malfes, as white as snow, draw them out along their extremities in form of a crupper, and pile them upon each other, like the Cordeliers, of Peru, moulding them into the shape of mountains , of caverns , and of rocks; afterwards, as evening approaches,"
0682000101_000054,"An essay towards a system of mineralogy. By Axel Frederic Cronstedt, ... Translated from the original Swedish, with annotations, and an additional treatise on the blow-pipe. By Gustav von Engestrom, ... The second edition, greatly enlarged and improved, by the addition o the modern discoveries; and by a new arrangement of the articles, by John Hyacinth de Magellan, ... In two volumes. ...",Gustav Engeström,58,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,4,1,0,0,3,1,8,1,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,2,0,0,1,0,1,4,0,0,0,3,1788,1,2,"London : printed for Charles Dilly, 1788.",London,485,male,1738,1813,FALSE,"reaon for clafing them in the argillaceous order: of aslth;; if it e: TRUE that they. owe their extreme hardness ,, portion of file., .which enters, into their coplpofitiop.., 11 gps and .yfisals are obfiered .towb of foliatd.o, r a njated ftruaue, and of various degree of bdruefs, Wben q"
0761601100_000003,"The enchanted fruit, or the Hindu wife; an antediluvian tale: written in the province of Bahar.",William Jones,40,0,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,4,1,0,2,0,0,2,0,0,0,0,3,0,2,0,0,0,1,0,1,0,0,1,0,1,2,1,1,0,2,1,1,2,0,0,0,1,0,0,1,1784,1,1,"[Calcutta], 1784.",Calcutta,42,male,1746,1794,FALSE,"wo, And persecuted life, you know.  Rude wassailers defiled my halls,  And riot shook my palace walls, C My treasures wafted. This and more · With resignation calm I bore;  But, when the late defcending god  Gave all I wished with soothing nod, C [ i8"
0430300200_000012,The seasons. By James Thomson.,James Thomson,48,0,0,1,2,1,1,2,0,0,1,1,1,0,0,1,3,1,3,1,0,0,3,0,0,0,0,1,1,2,0,1,2,0,0,0,0,6,1,0,0,0,0,1,0,0,1,0,1,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,2,1794,1,1,"Parma : printed by Bodoni, MDCCXCIV [1794].",Parma,263,male,1700,1748,TRUE,"In unessential gloom; and thou, O Sun! Soul of surrounding worlds! in whom best seen Shines out thy Maker, may I sing of thee? Tis by thy secret, strong, attractive force, As with a chain indissoluble bound, Thy System rolls entire; from the far bourn Of utmost Saturn, wheeling wide"
0084900502_000171,"A new view of London; or, an ample account of that city, in two volumes, or eight sections. ...",Edward Hatton,63,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,4,0,9,1,1,2,1,0,0,0,1,1,1,0,0,3,0,0,1,0,0,0,2,0,1,0,1,0,1,3,1,16,0,0,1,0,0,0,0,0,1,1,1708,2,2,"London : printed for R. Chiswell, A. and J. Churchill, T. Horne, J. Nicholson, and R. Knaplock, 1708.",London,464,male,,,FALSE,"Chryflal aigger than any Man's Head, very clear beyond that of Ice, of the same thickness. Weight 39 lb. and,, Averdupoife. A Drachm of the Powder of Chryflal with Oil of Sweet Almonds, is a present Remedy for those that have taken sublimate, and also for bilious and chylous Diarrhaas."
0442800101_000101,"Elements of chemistry, and natural history. To which is prefixed the philosophy of chemistry. By A. F. Fourcroy. Translated from the fourth and last edition of the original French work, by R. Heron. In four volumes. ...","Antoine François, comte de Fourcroy",61,2,0,0,0,0,1,0,0,0,0,1,3,0,3,0,0,0,2,0,1,0,5,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,4,0,1,0,0,8,0,0,3,6,0,1,0,0,3,3,1796,1,4,"London : printed for J. Murray and S. Highley; J. Cuthell; and G. Mudie and Son, Edinburgh, 1796.",London,609,male,1755,1809,FALSE,"rc l cryfal. 12 Conii. Containing water. 13 One cr.yfal enclosed within another (emboitt6 14 Rounded; pebbles from the Rhine. j;. Incrusted with metallic calces. )6. In gdles. 17 Containing amianthus. 8 Containing schorl. 19 Incrusted with pyrites. Their formation by water is proved, i. By their transparency . 2"
0579600101_000017,The works of James Thomson. With his last corrections and improvements. In four volumes. ...,James Thomson,50,0,0,1,3,1,1,3,0,0,1,1,1,0,0,1,3,1,3,1,0,0,3,0,0,0,1,1,1,2,0,1,2,0,0,0,0,7,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1773,1,4,"London : printed for W. Bowyer, W. Strahan, J. Rivington, B. Law, W. Owen, R. Horsfield, T. Longman, T. Caslon, S. Crowder, G. Kearsley, D. Wilson & Co. T. Cadell, T. Lowndes, T. Davies, Richardson & Richardson, and H. Baldwin, MDCCLXXIII. [1773].",London,247,male,1700,1748,TRUE,"force lglade The wild deer trip, and often turning gaze At early passenger. Music awakes 6o The native voice of undiffembled joy; And thick around the woodland hymns arise. Roas'd by the cock, the foon clad shepherd leaves His mossy cottage, where with Peace he dwells; And from the crowded"
1623700100_000602,"A new, complete, and universal body, or System of natural history; being a grand, accurate, and extensive display of animated nature. Containing accurate descriptions and faithful histories of all the several classes of animals, which inhabit the air, the earth, and the water, in the several parts of the world. Including an authentic account of all the infinite variety of beasts, birds, fishes, reptiles, insects, and amphibious creatures, such as frogs, lizards, serpents, and other animals, too numerous to mention in a title page. Comprehending also, a general and very particular account and description of all kinds of vegetables, fossils, shells, minerals, &c.-and a theory of the earth in general. Comprising likewise a genuine history of waters, stones, roots, barks, woods, leaves, flowers, fruits, seeds, resins, gums, concreted juices, &c. Together with. A curious historical account and description of the various classes of animalcules, which are visible only by the assistance of microscopes. Wherein the characters, qualities, and forms of the several creatures are described, the names by which they are commonly known, as well as those by which different authors have called them, are explained; and each is carefully reduced to the proper class to which is naturally belongs. The whole comprehending all the valuable discoveries and observations of former writers on the subject, and collectors of natural curiosities; namely, those of Buffon, Linnus, Goldsmith, Hill, Brookes, Kenrick, Ward, Smellie, Albin, Berkinhout, Forster, Thickness, Watson, Banks, Solamder, Sir Ashton Lever, Pennant, and every other naturalist of any reputation or eminence.-Also all the new discoveries in natural history, acquired by those celebrated circumnavigators of the present reign, viz. Byron, Wallis, Carteret, and Cook. In this work will likewise be given, a particular account of the properties, virtues, and various uses of all the different subjects of natural history, in medicine, mechanics, manufactures, &c. To which will also be added, a copious index of the whole content of the work. Embellished and illustrated with a very numerous set of superb copper plates, executed in a far more accurate stile than those given in any other work of the kind whatever, representing several thousand objects in natural history, such as birds, beasts, reptiles, fishes, insects, amphibious creatures, and other animals, vegetables, shells, minerals, plants, fossils, &c. &c. &c. all most accurately drawn from nature, and elegantly engraved by the very best artists of London and Paris. Written by a society of gentlemen, who are honoured with communications from the Royal Societies of London, Paris, Berlin, Pettersburg, &c. And published under the immediate inspection of George Henry Millar, Esq. author of that universally approved work, entitled, The new and universal system of geography; or, A complete modern history and description of the whole world:-which now publishing in only eighty numbers, one or two of which may be had at a time, price only 6d. each embellished with five copper-plates, maps, charts, &c. making a large folio volume, price 2l. 8s. bound in calf and lettered.",Society of Gentlemen,119,3,0,0,2,0,3,12,0,0,0,0,15,0,0,2,4,0,0,0,15,0,0,0,0,0,0,0,2,3,7,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0,3,0,0,0,8,0,0,0,1,5,1,0,0,8,0,0,0,0,8,6,1785,1,1,"London : Printed for Alex. Hogg, at the King's Arms, No. 16, in Paternoster-Row, and sold by all booksellers and news-carriers, [1785].",London,779,unknown,,,FALSE,"It is encompassed with four or five coats, whole colours are very good : that next the nucleus is of a rusty coloured brown, the next to that pale brown; after which is another of a rusty brown, then one of a deep yellow ; the next is brown, and"
0663700100_000949,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants.",Richard Rolt,48,0,0,1,2,0,5,0,0,0,0,0,6,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,1,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,3,2,4,0,1,3,0,0,0,1,1,0,0,0,2,0,1756,1,1,"London : printed for T. Osborne and J. Shipton; J. Hodges; J. Newbery; G. Keith; and B. Collins, MDCCLVI. [1756].",London,926,male,1724,1770,FALSE,"W. Ion. and 36 deg. of N. lat. ioo miles N. of the city of Old Mexico, and 700 miles west of the river Mississippi. SANTA Ft do Bagotta. The capital of Terra Firma, in South America, situated on the eaftfide of the river Magdalena, in 74 deg. of W."
