PassageID,Title,Author,Total termFreq,termFreq(1757),termFreq(1758),termFreq(america),termFreq(armi),termFreq(attack),termFreq(austrian),termFreq(bohemia),termFreq(britain),termFreq(british),termFreq(brunswick),termFreq(camp),termFreq(campaign),termFreq(cannon),termFreq(command),termFreq(countri),termFreq(cumberland),termFreq(daun),termFreq(dominion),termFreq(duke),termFreq(elector),termFreq(empir),termFreq(england),termFreq(english),termFreq(europ),termFreq(ferdinand),termFreq(forc),termFreq(franc),termFreq(frederick),termFreq(french),termFreq(gener),termFreq(germani),termFreq(hanov),termFreq(hungari),termFreq(imperi),termFreq(invad),termFreq(kill),termFreq(king),termFreq(lost),termFreq(majesti),termFreq(marshal),termFreq(militari),termFreq(order),termFreq(peac),termFreq(poland),termFreq(pragu),termFreq(princ),termFreq(prison),termFreq(prussia),termFreq(prussian),termFreq(queen),termFreq(repuls),termFreq(russia),termFreq(russian),termFreq(saxoni),termFreq(sieg),termFreq(silesia),termFreq(territori),termFreq(thousand),termFreq(treati),termFreq(troop),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
0004500403_000028,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,76,0,0,0,3,1,7,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,4,1,0,4,2,1,1,4,0,4,1,0,2,2,0,0,2,0,1,5,5,0,0,0,0,0,1,0,8,2,1,1,1796,3,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,550,male,1721,1771,TRUE,"had been paid to authers and printers of newspapers and political tracts written in defence of the ministry: that on the very day which preceded his resignation, he had signed orders on the civil list revenues for above thirty thousand pounds: but as the cath remaining in the Exchequer did"
0145700104_000044,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,81,0,0,0,3,1,9,5,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,4,1,0,0,0,1,0,3,3,0,5,2,0,7,0,1,0,3,2,2,5,1,1,0,0,5,0,1,0,5,0,4,0,1791,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,511,male,1721,1771,TRUE,"orders for their ecurity. He repaired to Neifs, where he feetled with Marshal Schwerin the general plan of the operations of the approaching campaign . There it was agreed, that the Marshal's army in Silesia , which consisted of fifty thousand men, hold have in constant view the motions of"
0157700401_000058,"The life of Frederick the Second, King of Prussia. To which are added, observations, authentic documents, and a variety of anecdotes. Translated from the French. In two volumes. ...","Laveaux, J.-Charles (Jean-Charles)",87,0,0,0,8,5,6,1,0,0,0,1,0,1,1,2,0,10,0,0,0,0,0,1,0,0,4,0,2,0,4,0,0,0,0,0,0,12,0,0,0,1,1,0,1,0,3,0,1,5,0,0,1,4,0,3,3,1,0,0,5,0,1789,1,2,"London : printed for J. Debrett,Opposite Burlington house in piccadilly, M,DCC,LXXXIX. [1789].",London,544,male,1749,1827,FALSE,"resolved to defend himlnf, and the place was connonaded by the artillery brought from Magde' bourg by the Elbe The besiegers destroyed the edifices in the suburbs, reduced some fine churches, and upwards of 60 houses, to ales. This conflagration only served to increase the misfortune of the inhabitants. On"
1259000602_000021,Memoirs of the kings of Great Britain of the House of Brunswic-Lunenburg. By W. Belsham. ...,William Belsham,77,0,0,0,3,1,2,2,2,1,0,0,4,0,2,0,0,0,2,0,0,4,4,0,0,0,1,2,0,3,2,0,0,2,2,0,0,10,0,3,2,1,0,2,1,0,6,0,2,2,3,0,0,0,1,0,1,1,1,2,0,0,1796,2,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCVI. [1796].",London,447,male,1752,1827,FALSE,"commanded by the Marcfehals de Coigne, Noailles, an(l Bellcifle, who, it was fufpilcdl indeed, had fill Ici's inclination tllan ability to prevent his departure. The King of Prulfia himself acknowledges, that the real motive of this invasion was his apprchcnfion that the French would be compelled to conclude such a"
1650400105_000051,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected.",William Russell,95,0,0,0,5,0,1,0,0,1,0,2,2,1,3,1,2,0,0,8,0,0,1,0,1,0,4,3,0,5,1,2,0,4,2,0,0,7,0,2,1,1,3,1,1,0,5,0,1,0,4,0,0,0,1,0,1,1,4,5,3,5,1794,5,5,"London : Printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,246,male,1741,1793,FALSE,"at the ensuing election of an emperor, and to dismiss the auxiliary troops in his service 46 This treaty , it was confidently expeaed, would prove a prelude to a general pacification; as the cause of the war in Germany no longer existed; and the treaty of Frankfurt, the avowed"
0109900400_000046,"The life and actions of Frederic the victorious King of Prussia, Elector of Brandenburg, Grand-Chamberlain of the Empire, &c.&c. Compiled from original memoirs and documents, and adorned with the necessary plates, maps and plans.",,79,0,0,0,5,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,5,2,1,0,0,0,1,1,0,2,3,2,1,0,2,0,0,9,1,3,3,1,2,0,1,0,4,2,3,5,1,0,0,0,3,0,2,0,0,1,2,4,1758,1,1,"London : printed for and sold by J. Wilkie, behind the Chapter-House, in St. Paul's Church-Yard; and G. Burnet, without Temple-Bar, 1758.",London,486,unknown,,,FALSE,"and three of the Pruzians guarded them, whilst the other brought sufficient Succours to take them Prisoners . TIE Prussian Troops under Prince Leopold were composed of only four Battalions and eighteen Companies of Grenadiers; whereof they lost in the Attack , two Officers, three Subalterns, and thirty-three private Men."
0186200800_000073,"Memoirs of Charles Frederick, King of Prussia. By Samuel Johnson, LL.D. With notes, and a continuation, by Mr. Harrison, Editor of the British Classicks, Dr. Johnson's Folio Dictionary, &c. &c. To which are added, translations of select poems written by the King of Prussia.",William Fordyce Mavor,82,0,0,0,7,1,6,1,0,0,0,0,1,1,1,0,0,2,1,0,0,5,0,0,0,0,2,0,1,0,4,1,0,0,1,0,0,6,2,3,0,0,2,2,0,1,8,2,1,7,0,0,0,0,3,2,0,0,0,0,4,4,1786,1,1,"London : printed for Harrison and Co. No 18, Paternoster Row, MDCCLXXXVI. [1786].",London,489,male,1758,1837,FALSE,"that city on the Sth of August, determined to regain it, or perish in the attempt, The manner in which it was lost had sensibly affected him; and a spirit of revenge overcame every dictate of prudence. There was only one firatagem, by which the enemy could hope to draw"
0688700102_000918,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,94,0,0,1,2,1,1,0,5,4,0,0,0,0,2,3,0,0,2,0,1,3,0,1,3,0,3,5,0,5,2,3,3,0,0,1,0,10,0,0,0,0,1,2,0,0,2,1,7,0,0,0,2,3,1,1,1,1,0,6,1,4,1778,2,2,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,884,unknown,,,FALSE,"be Admiral shot; and he suffered with the greatest resolution, after Byng exe delivering a paper filled with protellations of his inno cutcd. cence as to any treacherous intention. After the conquest of Minorca, the French declared that they would revenge all injuries they should fuitain in their colonies on"
0186200800_000047,"Memoirs of Charles Frederick, King of Prussia. By Samuel Johnson, LL.D. With notes, and a continuation, by Mr. Harrison, Editor of the British Classicks, Dr. Johnson's Folio Dictionary, &c. &c. To which are added, translations of select poems written by the King of Prussia.",William Fordyce Mavor,75,0,0,0,12,1,1,0,1,0,1,0,0,0,2,0,0,2,1,1,0,2,0,0,0,1,1,0,0,0,6,0,1,0,1,0,0,7,0,4,2,1,0,0,1,0,4,0,5,3,0,0,0,5,4,0,1,1,0,0,2,1,1786,1,1,"London : printed for Harrison and Co. No 18, Paternoster Row, MDCCLXXXVI. [1786].",London,489,male,1758,1837,FALSE,"of rival powers; and while the passions of men are too much agitated by partiality to one party or or the other, it is impossible that they flwould de vel, )pji the truth : but the future hiftrian is not to be bikffed by fallacious mifrep!refntations; he is able to"
1259000602_000006,Memoirs of the kings of Great Britain of the House of Brunswic-Lunenburg. By W. Belsham. ...,William Belsham,66,0,0,0,2,0,3,3,1,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,2,1,1,3,0,1,2,0,2,3,4,0,0,8,0,0,2,1,2,0,1,0,2,0,1,1,3,0,0,0,2,1,1,0,0,2,1,1,1796,2,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCVI. [1796].",London,447,male,1752,1827,FALSE,"period it is to be remarked that Prussia had scarcely been numbered amongst the Powers of Europe ; and had never been deemed offufficient consequence to take any other than a subordinate, or ifcondaly part, in the contentions of the Continent. It was not without long and urgent felicitation that"
0829001000_000006,"Memoirs of Russia, from the year 1727, to the year 1744. Translated from the original manuscript of the Baron de Manstein ...","Manstein, Cristof Hermann",91,1,0,0,9,4,2,4,0,0,2,2,1,0,5,0,0,2,0,2,0,0,0,0,0,1,4,0,0,0,12,0,0,0,0,0,1,6,0,0,1,0,8,0,0,4,1,2,0,7,0,0,0,0,1,1,0,0,1,0,5,2,1773,1,1,"London : printed for T. Becket and P. A. de Hondt, 1773.",London,461,male,1711,1757,FALSE,"Brunswick . At some distance front Tefchen, he received orders to put himself at the head of two battalions and three hundred hussars, and take a castle of that name. He formed the attack , and after a vigorous defence, the garrison, confiting of a captain and eighty fusileers, surrendered"
1173000200_000048,"Memoirs of Charles Frederick, King of Prussia. By Samuel Johnson, LL.D. With notes, and a continuation, by Mr. Harrison, Editor Of The British Classicks, DR. Johnson's Folio Dictionary, &c. &c. To which are added, translations of select poems written by the King of Prussia.",William Fordyce Mavor,75,0,0,0,10,2,2,1,0,0,0,2,0,0,2,1,0,5,3,1,0,1,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,5,0,3,1,0,0,0,1,0,4,0,1,4,0,0,0,6,5,1,2,1,0,0,2,1,1786,1,1,"London : printed for Harrison and Co. No. 18, Paternoster Row, MDCCLXXXVI. [1786].",London,487,male,1758,1837,FALSE,"majetv renewed his attack on tel: russians the morning,; f the 26th; and, sthe experience of yertrday had convinced thilm there was no way of' safety but in a retreat, they retired before the Pruiifans as far as Landfperg, on the frontiers of Poland . THE King of Prussia was"
0561200800_000092,"A sketch of the history of Europe, from the reign of Charlemagne, to the beginning of that of George III. By Sir William O'Dogherty.","O'Dogherty, William, Sir",83,0,0,0,3,1,0,3,0,0,0,0,0,1,1,0,2,0,1,2,0,0,0,1,0,0,1,3,1,6,1,0,0,3,0,1,1,9,2,1,0,0,1,2,2,1,2,3,2,1,4,0,0,0,1,1,2,0,10,2,2,3,1787,1,1,"Dublin : printed by R. Marchbank, No. 11, Dame-Street, M,DCC,LXXXVI. [1787].",Dublin,274,unknown,,,FALSE,"making considerable progress; Lewis abandoned the theatre of his conquefis, and hastened to the protection of his provinces. Having arrived at Metz., he received the news of the king of Prullia being set out to seize Bohemia . Frederic prudently regulated his. conduc by circumstances, although he had made an"
1211100502_000077,"History of Russia, from the foundation of the monarchy by Rurik, to the accession of Catharine the second. By W. Tooke, F. R. S. Member of the Imperial Academy of Sciences and of the Free Economical Society at St. Petersburg. In two volumes. ...",William Tooke,85,0,0,0,7,2,1,0,0,1,0,0,3,1,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,2,0,3,0,2,0,1,1,4,3,0,0,0,11,2,1,4,1,11,0,4,1,1800,2,2,"London : printed by A. Strahan, Printers-Street, for T.N. Longman and O. Rees, Paternoster-Row, 1800.",London,554,male,1744,1820,FALSE,"bridges depriving them of every means of making'good their retreat. The The court of Petersburg still adhered to its old system, in spite of the late ill success of her arms, and all the efforts of the british minister to withdraw her from her alliance. If Ihe had some loss"
0362100700_000026,"A compleat history of the late war, or annual register of its rise, progress, and events, in Europe, Asia, Africa, and America. And Exhibiting The State of the Belligerent Powers at the Commencement of the War; their Interests and Objects in its Continuance: Interspersed with The Characters of the able and disinterested Statesmen, to whose Wisdom and Integrity, and of the Heroes, to whose Courage and Conduct we are indebted for that Naval and Military Success, which is not to be equalled in the Annals of this or any other Nation.","Wright, J. (John)",75,0,0,0,4,1,1,0,2,0,0,0,1,0,4,0,0,0,1,0,0,1,1,0,1,1,3,5,0,0,2,3,1,0,1,0,0,7,0,6,0,0,3,1,0,0,2,1,7,3,0,0,1,1,1,2,2,1,1,0,1,2,1766,1,1,"Dublin : printed by John Exshaw, at the Bible in Dame-Street, M.DCC.LXVI. [1766].",Dublin,584,male,1761,1765,FALSE,"prudent distribution of our naval force . The revenue was frugally managed, and the whole state well cemented and bound together in all its parts, by the union of the administration, by the patriotism which animated it, and by the entire confidence which the people had in the presiding abilities"
0091400106_000134,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,61,1,0,0,6,3,4,3,0,0,0,0,1,0,5,1,0,2,0,0,0,1,0,0,0,0,1,0,0,3,3,0,0,0,1,0,0,1,2,0,0,1,2,1,1,1,1,1,0,4,1,0,1,1,1,2,0,0,1,0,1,3,1799,6,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,668,male,1747,1822,FALSE,"proper masters in history, geography, and the mathematics, he applied to the study of tactics both ancient and modern. At the age of fifteen he entered into the Russian army as a cadet, and in 1733 was at the taking of Dantzic, in which the king of Poland , Stanislaus"
0018300500_000034,"Continuation of the Complete history of England. By T. Smollett, M.D. Volume the second.",Tobias Smollett,69,0,0,0,8,0,1,1,0,1,0,0,1,1,1,2,2,0,2,3,1,3,0,0,0,0,2,0,0,2,4,0,0,0,0,1,0,5,0,1,0,1,1,0,0,0,1,1,3,6,0,0,0,1,2,0,4,2,1,0,2,2,1767,1,1,"London : printed for R. Baldwin, in Pater-Noster-Row, MDCCLXVII. [1767].",London,491,male,1721,1771,TRUE,"dominions with his army on the twenty feventh, twenty eighth, and twenty-ninth of the same month, in three columns, which penetrated into Halberftad and Brandenburg, plundering the towns, exacting contributions, and committing many horrid enor in the river Ole: provided always, that the said ten battalions, and twenty-eight squadrons hall"
0450200104_000051,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,76,0,0,0,6,2,5,1,0,0,0,2,0,0,4,1,0,2,1,0,0,1,0,0,1,1,7,0,0,0,1,0,0,1,1,0,1,2,0,2,0,1,1,0,0,6,4,2,1,10,2,0,0,0,0,1,0,0,0,0,3,3,1793,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCIII. [1793].",London,516,male,1721,1771,TRUE,"Pandours, who again took poffresion of the red houfe, which the Prussians were forced to abandon, because the artillery of Prague kept a continual fire upon it from the moment it was known to be in their hands. The Aufrians left behind them many dead and wounded, betides deserters; and"
0145700105_000041,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,68,0,0,0,4,4,4,1,1,0,1,1,3,2,2,0,0,6,1,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,1,3,4,0,0,1,1,1,0,0,0,1,0,5,3,1791,5,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,514,male,1721,1771,TRUE,"King advanced to Wilfdurf, imagining that he had effeaually succeeded in his design. Letters were sent to Berlin and Magdebourg, importing that Count Daun would be forced to hazard a battle, as he had now no resource but in victory. Finck had no sooner taken pofl on the hill near"
