PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(appoint),termFreq(arm),termFreq(armi),termFreq(articl),termFreq(britain),termFreq(brother),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(common),termFreq(council),termFreq(countri),termFreq(court),termFreq(crown),termFreq(duke),termFreq(duti),termFreq(earl),termFreq(england),termFreq(english),termFreq(forc),termFreq(franc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hous),termFreq(ireland),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(london),termFreq(manner),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(reason),termFreq(receiv),termFreq(reign),termFreq(salt),termFreq(scot),termFreq(scotland),termFreq(sever),termFreq(state),termFreq(taken),termFreq(trade),termFreq(treati),termFreq(union),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0086700103_000033,"Beauties of nature and art displayed, in a tour through the world; ... Illustrated and embellished with copper plates.",,85,0,0,3,0,1,0,7,2,0,0,1,3,4,0,0,3,5,0,3,3,1,1,1,1,2,0,0,2,6,0,1,0,0,1,1,0,2,1,6,2,2,1,1,1,0,5,5,0,3,2,0,0,0,1,0,0,0,1,0,0,1774,3,13,"London : printed for G. Robinson, in Pater-Noster-row,  1774-75.",London,218,unknown,,,FALSE,"the earl of Rochester, president of the council , All there changes were in favour of the tories, and' were soon followed by others; -- and finally, in favour of them the parliament was dissolved in September. Now the tories, by means of the high church and Dr. Sacheverel, carried"
0548200103_000010,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, enlarged and greatly improved. ...",William Russell,91,0,0,1,1,4,0,0,1,0,0,0,2,3,0,3,1,1,0,0,2,2,2,4,2,2,0,2,0,10,3,0,0,0,2,1,2,2,5,9,2,5,0,3,3,0,1,1,0,1,0,0,2,0,1,1,1,0,1,0,2,1786,3,5,"London : printed for G.G.J. and J. Robinson, Paternoster-Row; J. Robson, New Bond-Street; A. Hamilton, jun. Falcon-Court, Fleet-Street; J. Walter, Charing-Cross; and J. Sewell, Cornhill, 1786.",London,561,male,1741,1793,FALSE,"It is obliged to submit to the demands of the army 396 The king courted by both the parliament and army , begins to find himself of confsquence even in his captive state 396 Proposals sent him by the council of officers 397 The army takes poflellion of the city"
0953900700_000671,"Memorials of the English affairs: or, an historical account of what passed from the beginning of the reign of King Charles the First, to King Charles the Second his happy restauration. Containing the publick transactions, Civil and Military: together with the private consultations and secrets of the cabinet. By Mr. Whitelock. With a Compleat index.","Whitlocke, Bulstrode",91,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,9,0,1,1,0,1,0,0,2,5,2,1,2,2,0,0,1,2,0,1,4,6,7,2,2,0,0,1,1,1,0,0,2,15,1,2,3,1,1,5,1,1732,1,1,"London : printed for J. Tonson: and sold by J. and J. Knapton, R. Knaplock, A. Bettesworth and C. Hitch, G. Strahan, J. Pemberton, F. Fayram and T. Hatchet, C. Rivington, J. Batley, J. Brotherton, F. Giles, R. Williamson, J. Stagg, T. Osborne, L. Gilliver, and F. Coggan, MDCCXXXII. [1732].",London,732,male,1605,1675,FALSE,"the rather have Peace with your High Puifanas, if they saw you firaitly united with France . And if it  hold fall out otherwise, it would neceaflrily be believed, that England had higher Designs, that it were joined with Spain, and that the Peace prfented to the United Provinces"
0012100100_000218,"The history of political transactions, and of parties, from the restoration of King Charles the Second, to the death of King William. By Thomas Somerville, D.D.","Somerville, Thomas",87,2,1,0,0,0,0,2,1,0,0,1,3,3,1,2,6,2,0,2,8,1,0,2,2,1,1,3,1,3,4,1,0,5,0,0,1,2,1,5,0,1,3,2,2,1,1,0,0,1,0,0,0,1,0,4,1,0,0,0,3,1793,1,1,"Dublin : printed for Messrs. P. Byrne, W. Jones, and J. Rice, 1793.",Dublin,784,male,1741,1830,FALSE,"ill and C HA P. and almoil unanimous desire of the people o, XX England . The first of these incidents now comes under A letter our consideration, according to the exact order of from lord time. The same day the king received the address Mdfort of the commons ,"
0481200117_000132,"The Parliamentary or constitutional history of England; from the earliest times, to the restoration of King Charles II. ... By several hands.",Great Britain. Parliament,83,0,0,1,1,4,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,1,0,1,2,0,1,2,9,9,3,1,1,1,2,0,0,2,4,1,1,6,1,1,0,2,0,1,0,1,1,1,2,1,1,0,3,6,1,2,1761,17,24,"London : printed for J. and R. Tonson, and A. Millar; and W. Sandby, 1761-63.",London,504,unknown,,,FALSE,"under the Confderation of all Perfins concerned therein. Thirdly, That, during the said reaty, there may be a general Cejiaticn of Arms , to the end that the Affections of the People , though engaged in several Parties , may thereby be prepared to meet in Anmit and brotherly Kindness;"
1625200102_000348,"A New geographical, commercial, and historical grammar, and present state of the several empires and kingdoms of the World. Containing I. The distances, figures, and revolutions fo the celestial bodies, as demonstrated by Sir Isaac Newton, and observed by the latest astronomers II. A description of the earth. considered as one of the revolving bodies in the general system; with several definitions and problems necessary for understanding the science of geography. III. An account of the great divisions of the surface of the globe into Continents, Island, Oceans, Seas, &c. IV. An accurate and particular description of all the empires, kingdoms, and states in the world, as situated with regard to one another V. The climate and soil, with its productions, whether vegetable or mineral; the natural curiousities; a particular description of the sea coasts, including all the bays, capes, promontories, and adjacent rocks; with an account of the most remarkable lakes and rivers. VI. An account of the animals, whether birds, beasts, fishes, or insects, found in each country. VII. Observations on the various parts of the globe in which history makes mention of any remarkable change having naturally taken place. VIII. An history of all nations from their origion; laws, government, religion, manners, and customs; distinctions of rank, revenues, taxes, strength by sea and land. IX. The genius and external appearance of the people. X. An account of their learning, arts, language, manufactures, and commerce. XI. The chief cities, artifical curiosities, antiquites, &c. To which is added, I. A geographical index, with the names of places, alphabetically arranged. II. A table of the coins of all the different nations, with their value in sterling money. III. A chronological table of remarkable events, from the earliest accounts to the present time. The whole executed on a plan similar to that of W. Guthrie, Esq; by a society in Edinburygh. The astronomical part collected from the works of James Ferguson, F.R.S. Enriched with the late discoveries of Dr. Herschel; and other eminent astronomers. Embellished with an elegant set of maps, engraved on purpose, more numerous, accurate, and exhibiting more fully the new geographical discoveries than those to be met with in any former publication.",,84,0,2,0,0,2,0,2,1,0,0,0,0,0,1,1,0,2,1,0,12,5,0,3,2,1,0,2,3,10,1,1,1,0,3,0,1,0,0,2,0,3,1,1,0,0,0,3,0,1,2,0,3,2,1,1,2,0,1,1,3,1792,2,2,"Edinburgh : Printed for Alexander Kincaid, and sold by all the booksellers, MDCCXCII [1792].",Edinburgh,663,unknown,,,FALSE,"Charles difobliges his Scots fubjefs, on which their army , under general Lefly, enters England , and takes Newcastle, being encouraged by the mal contents in England . Independency of Portugal recovered by the Duke of Braganza. i641 The massacre in Ireland , when 40, 00ooo English Protestants were killed."
0711800202_000197,"The history of Scotland. During the reigns of Queen Mary and of King James VI. till his accession to the crown of England. With a review of the Scottish history previous to that period; and an appendix. containing Original Papers. In Two Volumes. By William Robertson, D. D. Minister of Lady Yester's, Edinburgh. ...",William Robertson,80,4,0,1,2,2,1,1,0,0,3,2,0,0,1,1,0,0,0,1,3,2,1,3,0,0,0,0,0,4,1,0,2,1,2,1,1,3,0,4,2,1,0,0,1,1,0,9,0,1,1,0,3,7,2,2,0,0,2,0,1,1760,2,2,"London : printed for A. Millar, in the Strand, MDCCLX. [1760].",London,461,male,1721,1793,TRUE,"it in Scotland , 134 the whole party not chargeable with Cardinal Bea toutn's r toun's murder, 1 4i a priest burnt for embracing it, 142 the reformers violently persecuted by the Archbishop of St. Andrews, ibid. are proteced by the Q. Regent, ibid. apply in vain to the popish"
0709200302_000128,"The history of Great Britain, from the Restoration, to the accession of the house of Hannover. By James Macpherson, in two volumes. ...",James Macpherson,71,0,0,1,1,1,2,2,0,0,2,0,1,0,0,3,1,1,0,0,3,1,3,2,2,0,0,1,0,5,3,0,1,1,0,1,2,0,0,3,1,1,1,2,4,1,2,1,1,0,0,0,1,7,0,0,0,1,1,2,2,1775,2,2,"Dublin : printed for J. Exshaw, D. Chamberlain, J. Potts, W. Sleater, J. Williams, W. Wilson, T. Walker, R. Moncrieffe, C. Jenkin, and M. Mills, M,DCC,LXXV. [1775].",Dublin,663,male,1736,1796,TRUE,"forced to renounce all pretensions to the crown of Poland, and to acknowledge Staniflaus as lawful sovereign of that king . dom [R]. Swing of His march into the heart of Germany, his vi&oriesin feared and the course of the war , the humiliating terms of peace , courted by"
0956500300_000300,"The history of Scotland. Containing all the historical transactions of that nation, from the year of the world 3619. to the year of Christ 1726. Impartially collected and digested into a regular method. By David Scott.","Scott, David",87,0,0,0,5,2,3,0,0,2,0,1,2,6,1,0,1,2,0,0,0,1,0,1,0,2,0,0,2,9,2,1,3,0,0,0,2,2,2,3,1,2,0,3,0,2,0,8,1,0,0,0,2,9,0,1,0,0,1,0,2,1727,1,1,"Westminster : printed by J. Cluer and A. Campbell, in King's-Street, near the Abbey, M.DCC.XXVII. [1727].",London_fWestminster,801,male,1675,1742,FALSE,"Lords and Subjeas of the Realm, to as they who were called of the Congregation, and the opposite Party , should bear no Quarrel to one another, tor things done since the 6th of March, 5 5 8 VI That the King and Queen flould not desire Revenge, or any"
0429000200_000294,The history of the union of Great Britain.,Daniel Defoe,100,2,3,0,1,0,1,7,0,1,0,0,1,8,1,0,1,0,0,0,4,1,1,0,1,7,0,0,0,1,5,3,6,0,0,3,0,2,0,11,0,1,1,0,2,1,0,3,0,2,0,0,2,7,3,1,0,1,0,4,1,1709,1,1,"Edinburgh : printed by the heirs and successors of Andrew Anderson, Printer to the Queen's most Excellent Majesty, Anno Dom, 1709.",Edinburgh,743,male,1660,1731,TRUE,"Towns, Counties, and Manners , yet this does not at all render the Union incomplete 5 Since the reducing the Weights and Measures to an equal Standart in the Public Accounts , such as in the Customs, Tolls, Excises, Public Receipts and Payments, and the like, is as effecual an"
1204800103_000019,"The history of England, from the accession of James I. to that of the Brunswick line. ... By Catherine Macaulay.",Catharine Macaulay,80,0,0,2,0,0,0,0,2,0,0,2,1,2,0,0,1,2,1,3,2,2,0,0,1,0,0,1,0,7,2,1,2,1,1,0,1,5,3,8,2,3,1,0,3,1,1,0,0,1,1,0,6,3,1,2,0,0,1,0,1,1764,3,5,"[Dublin] : London: printed for Edward and Charles Dilly; and Dublin reprinted, for A. Leathly, and J. Exshaw, 1770.",Dublin,477,female,1731,1791,TRUE,"ties to Englishmen, and disposing of their proxies, a law was enaced, that no man should be capable of a Scotchl peerage who did not possess upwards of five hundred pounds annual rent in the . kingdom . A law for triennial parliaments was passed, with an ordinance, .that the"
0145700101_000152,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,92,1,0,2,0,0,1,0,0,0,0,2,0,2,1,1,1,7,2,3,0,0,1,1,0,2,0,0,1,3,6,1,6,4,2,0,2,0,1,15,1,1,1,3,0,3,0,7,0,1,1,0,0,0,2,0,1,1,0,1,1,1791,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,523,male,1721,1771,TRUE,"She likewise afiured them of her firm resolution to protea them in their religion, laws , and liberties, and in the established government of the church . She had already, in presence of twelve Scottish counsellors, taken the * During this short fellion, the Queen gave her assent to an"
0185703102_000125,"The history of the reign of King Charles I. Containing A more Particular and Impartial Account of the Rebellion and Civil Wars than has yet been published; Collected from Private Memoirs and Authentick Papers, and Compar'd with Clarendon, Rushworth, &c. Written in French by Monsieur de Larrey, Counsellor of the Court and Embassies, and Historiographer to the King of Prussia. In Two Volumes.",Isaac de Larrey,76,8,0,0,2,0,0,2,0,0,1,1,1,0,2,0,0,4,0,4,3,0,0,2,2,1,0,2,2,7,1,2,0,1,0,0,1,1,0,3,0,0,1,1,0,3,2,1,1,0,1,0,1,4,3,1,1,1,0,1,1,1716,2,2,"London : printed for A. Bell at the Cross-Keys and Bible in Cornhill T. Varnam and J. Osborn at the Oxford-Arms in Lombardstreet; W. Taylor at the Ship, and J. Baker and T. Warner at the Black-Boy in Pater-Noster-Row, 1716.",London,386,male,1638,1719,FALSE,"King Charles the First, the Translator thinks himfelfoblig'd to close with the Death of that unfortunate Monarch. F I N I S. BOOKS sold by 7 Baker, at the Black boy in Pater nofter row. M Emoirs concerning the Affairs of Scotland , from Queen Anne's Accession to the Throne,"
0957000400_000004,"Remarks on the people and government of Scotland. Particularly the Highlanders; their original Customs, Manners, &c. With a genuine account of the Highland Regiment that was decoyed to London.",,82,0,0,2,2,1,2,1,1,1,4,0,0,0,2,0,0,3,0,2,1,0,1,0,3,2,1,1,0,1,1,0,2,1,2,1,0,6,1,2,3,2,1,6,8,0,0,1,0,3,1,0,0,3,0,1,1,0,0,3,2,1747,1,1,"Edinburgh : printed for the author, M,DCC,XLVII. [1747].",Edinburgh,54,unknown,,,FALSE,"to manage their parliaments , and keep under the friends of his father-in- law ; with this view, sometimes one man, ibmetimes another was at the head of affairs, but whoever was at the head of them there remained a constant opposition, and every parliament naturally divided itself into three"
1208900100_000004,"The history of England, from the Revolution to the present time, in a series of letters to the Reverend Doctor Wilson, Rector of St. Stephen's, Walbrook, and Prebendary of Westminster. By Catharine Macaulay. Vol.I.",Catharine Macaulay,84,1,0,0,0,3,0,0,0,2,0,0,2,1,0,0,1,0,0,1,5,4,1,3,0,1,0,2,7,8,5,2,1,0,0,0,1,1,0,4,1,3,0,0,1,1,1,0,2,1,1,0,0,1,3,1,2,2,4,0,4,1779,1,1,"Dublin : printed for John Exshaw, No. 86, and William Hallhead, No. 63, Dame-Street, M.DCC.LXXIX. [1779].",Dublin,463,female,1731,1791,TRUE,"a separate treaty , on any pretence whatever: that no peace should be admitted until the treaties of Westphalia, Ofnaburgh, Munster, and the Pyrenees, should be vindicated; that in cafe of a negotiation for peace , or truce, the tranfac tionson both fides should be communicated bona fide; and that"
0145600300_000256,"A new and full, critical, biographical, and geographical history of Scotland. Containing the history of the succession of their Kings, from Robert the Bruce, to the present time. ... Together with an appendix ... By an impartial hand.","Duff, William",100,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,6,0,6,9,2,0,1,1,3,1,0,0,7,4,0,0,2,0,0,4,0,2,1,0,2,1,2,3,1,2,2,2,1,0,0,5,14,0,0,0,0,3,1,0,1749,1,1,"London : printed for the author, and sold by the booksellers of London and Westminster, 1749-[50].",London,375,male,1721,1750,FALSE,"thousand strong. The private men iuld lilrmcrs came in cheerfully, because their heads and chiefs were in person to lend them, anmd joined the army . The lngylilh were now on their march from Berwick, and came with their army to demand, in nalnlmof the King of England , the"
0442600602_000033,"An history of England, in a series of letters from a nobleman to his son. ...",Oliver Goldsmith,74,0,0,1,0,1,0,2,0,0,1,1,3,2,0,0,1,3,0,3,1,2,1,0,1,4,1,1,0,2,4,0,0,1,0,1,4,0,0,2,1,0,2,1,5,2,0,8,2,0,0,0,1,3,0,0,1,1,1,3,0,1788,2,2,"Paris : printed for Theophilus Barrois, Bookseller, quai des Augustins, MDCCLXXXVIII. [1788].",Paris,328,male,1728,1774,TRUE,"ruin. LETTER L Que z N Anne's councils had hitherto been governed by a whig minirry; they till pursued the schemes of the late king , and, upon republican principles, strove to diffire freedom throughout Europe. In a government , where the reason . ing of individuals, retired from power"
0011300108_000153,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; ... . A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself.",David Hume,86,3,0,0,0,2,0,0,3,0,2,0,1,3,0,2,0,3,0,4,2,1,3,1,1,1,1,1,0,13,4,1,2,3,4,0,0,0,0,2,1,1,1,2,1,0,3,5,0,1,1,0,1,1,0,3,0,0,1,0,1,1782,8,8,"London : printed for T. Cadell, 1782.",London,566,male,1711,1776,TRUE,"London and conference with the queen , 409, si committed to custody, and falls ill, 410 Is examined before the privy council , 4 4 His defence, ib. The sentence pronounced against him by the lord-keeper, 415 His patent for the monopoly of sweet wines refused to be renewed by"
