PassageID,Title,Author,Total termFreq,termFreq(advanc),termFreq(arm),termFreq(armi),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(bodi),termFreq(camp),termFreq(carri),termFreq(citi),termFreq(colonel),termFreq(command),termFreq(continu),termFreq(count),termFreq(countri),termFreq(duke),termFreq(enemi),termFreq(engag),termFreq(field),termFreq(follow),termFreq(foot),termFreq(forc),termFreq(form),termFreq(french),termFreq(gener),termFreq(ground),termFreq(guard),termFreq(head),termFreq(hors),termFreq(join),termFreq(kill),termFreq(king),termFreq(left),termFreq(line),termFreq(mean),termFreq(near),termFreq(night),termFreq(number),termFreq(oblig),termFreq(offic),termFreq(order),termFreq(parti),termFreq(pass),termFreq(piec),termFreq(princ),termFreq(quarter),termFreq(receiv),termFreq(regiment),termFreq(retir),termFreq(retreat),termFreq(return),termFreq(river),termFreq(sever),termFreq(soldier),termFreq(taken),termFreq(took),termFreq(town),termFreq(troop),termFreq(war),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0181301001_000096,"The life of Her late Majesty Queen Anne, as well before her accession to the throne as after. Together with All the Transactions of her Reign, relating either to the Proceedings of Parliament or Convocation, to Peace or War, the Union of the two Kingdoms, and such other Events as are requisite to render her History complete. Wherein her conduct during the last four years of her reign is not only vindicated, but shewn to be most beneficial and Glorious to Europe in general, and to her own Kingdoms in particular.",Thomas Salmon,109,0,1,5,3,2,3,2,1,0,0,6,1,2,0,0,1,14,0,0,1,2,1,0,1,0,1,1,0,1,4,5,1,7,0,0,1,2,2,2,2,1,0,2,2,3,0,0,3,2,2,0,0,3,1,3,1,0,4,1,6,1721,1,2,"London : printed for Charles Rivington, at the Bible and Crown in St. Paul's Church-Yard, M.DCC.XXI. [1721].",London,520,male,1679,1767,FALSE,"advice, that the Cavalry of the right wing having been attacked by the Enemies with frclhtroops, were entirely defeated; and that having passed the Brook, they had filled the ground our Troops had before with their own forces . then his electoral Highness finding night approach, and fearing to be"
0186300202_000037,"The military history of Charles XII. King of Sweden, written by the express order of his Majesty, by M. Gustavus Adlerfeld, Chamberlain to the King. To which is added, an exact account of the Battle of Pultowa, with a Journal of the King's Retreat to Bender. Illustrated with plans of the Battles and Sieges. Translated into English. In three volumes.","Adlerfeld, Gustavus",102,0,1,4,2,2,4,0,3,1,2,4,3,0,2,0,0,5,0,1,0,2,2,0,0,6,0,0,1,4,2,4,4,2,0,0,0,2,3,2,4,3,1,0,1,1,0,2,2,1,1,2,0,1,1,1,2,0,5,1,5,1740,2,3,"London : printed for J. and P. Knapton in Ludgate-Street; J. Hodges upon London-Bridge; A. Millar opposite to St. Clement's Church in the Strand; and J. Nourse without Temple-Bar, 1740.",London,376,male,1671,1709,FALSE,"wretches to the sword; of all whom two officers only recovered, who, being cruelly wounded , were left for dead among the rest and who afterwards recounted to the General this affecting tragedy. At the same time, the enemy , taking all the baggage they could carry off, fled full"
0698700800_000004,"A letter from the Honourable L---t G---l B---gh, to the Rt. Hon. W-M P-T, Esq; Se--y of S-te. Together with His M-y's Instructions for the late expeditions on the coast of France.",Thomas Bligh,108,6,0,8,1,2,1,0,5,0,0,3,2,1,0,2,0,4,0,0,0,3,0,1,4,6,0,2,0,2,1,1,0,1,0,0,0,6,2,0,3,2,5,6,1,0,1,0,3,2,2,1,7,2,1,0,0,2,5,0,1,1758,1,1,"London : printed for T. Payne, the Corner of the Mews-Gate, in Castle-Street, St. Martin's-Lane, 1758.",London,47,male,1685,1775,FALSE,"ntirudions, that I hold continue with s much Vigour, and give as much Du 4ations to the various Operations of the resent Expedition, as shall be foun4 practicable. September Seventh. I ordered Colonel . lerk, quartermaster General , with two iundred Grenadiers under his Command , to reconnoitre Part of"
0002200101_000263,"The field of Mars: being an alphabetical digestion of the principal naval and military engagements, in Europe, Asia, Africa, and America, particularly of Great Britain and her allies, from the ninth century to the present period. Consisting of Attacks, Attempts, Actions, Battles, Blockades, Bombardments, Descents, Defeats, Engagements, Expeditions, Invasions, Reductions, Sea Fights, Storms, Sieges, Surprises, Repulses, and Skirmishes: Selected from the Best Historians and Journalists, and Adjusted from the Greatest Authority. Interspersed with concise Descriptions of the Towns and Places, the Subject of each Article. To which is prefixed An essay on the art of war, and A Comprehensive System of Military and Naval Discipline. ... . Embellished with Maps, Charts, Plans, and Views of Battles.",,101,0,1,5,3,5,2,1,3,3,5,1,4,1,2,0,1,3,1,1,1,0,3,1,1,4,0,0,0,0,0,3,5,0,1,0,3,1,0,3,1,3,0,3,0,4,0,1,2,2,0,1,5,0,2,2,2,1,2,2,0,1781,1,2,"London : printed for J. Macgowan, No. 27, Paternoster-Row, M,DCC,LXXXI. [1781].",London,737,unknown,,,FALSE,"Allies made upon them with their cannon; butat length they fell with so much fury on the regiments ported there before Prince Eugene could come up, that after one discharge the entrenchment was abandoned; then the enemy breaking into the intrenchments, charged those troops on the rightandleft, broke them, and"
0705400105_000717,"The history of England, written originally in French by Rapin de Thoyras: translated into English, with additional notes; and continued from the Revolution to the accession of King George II. By N. Tindal, M. A. Late Rector of Alverstoke in Hampshire, and Chaplain to the Royal Hospital at Greenwich: with the reign of George the II: by T. Smollett, M.D. And an index to each volume. ... Illustrated and Embellished with Portraits of the Kings, Queens, and illustrious Personages, Monuments, Great-Seals, Coins, naval and military Engagements, &c. and Maps of the different Parts of the World, where the Important Events of this History took Place.",Tobias Smollett,111,1,1,16,2,1,4,3,8,0,0,0,1,1,0,3,0,5,2,0,1,1,2,1,5,2,2,0,0,2,1,1,4,3,2,0,1,1,2,2,0,2,0,1,1,3,0,0,2,4,4,1,3,0,0,1,3,2,3,0,0,1789,5,5,"London : printed by and for John Harrison No. 115, Newgate-Street; and sold by all the book-sellers in Great-Britain and Ireland, MDCCLXXXIX. [1789].",London,559,male,1721,1771,TRUE,"irregulars towards the Prussian army ; so that marelchal Lehwald was not informed of it till the third day, when he detached prince George of Holstein with L o, ooo horse to pursue them; but with little hopes of coming up with them, as they made forced marches, in order"
1262100101_000035,The age of Louis XV. Being the sequel of the age of Louis XIV. Translated from the French of M. de Voltaire. ...,Voltaire,111,4,0,1,3,5,4,3,1,0,0,4,2,0,6,1,5,3,0,2,0,0,0,1,2,4,1,2,1,0,1,4,7,3,0,0,3,0,0,0,3,7,0,3,1,2,0,2,8,1,3,0,0,0,1,0,0,0,1,1,5,1770,1,2,"Dublin : printed for G. Faulkner, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine J. Potts, J. Hoey, jun. J. Williams, J. Porter, R. Moncrieffe, and T. Walker, M.DCC.LXX. [1770].",Dublin,471,male,1694,1778,TRUE,"were pushed in disorder close to the place where the king was with his son. These two princes were separated by the crowds of those who fled, and threw themselves in between them. During this disorder the brigades of the body guards who were in reserve, advanced of themselves towards"
0424000100_000021,"The life of the most illustrious prince John, Duke of Argyle and Greenwich. Containing, I. An historical and genealogical account of His Grace's family and ancestors. II. An Impartial View of his Conduct both in the Senate and Field; with the noble Stand he made for Liberty on all Occasions, exemplified in his Speeches before the House of Lords, &c. &c. III. A succinct Account of the most remarkable Events that have happened in Europe during his Time; in most of which his Grace was in some Measure concerned. The whole making a compendious abstract of the British history from the death of King William III. t the present time. By Robert Campbell, Esq;","Campbell, Robert, Esq",124,2,1,8,0,3,4,1,1,0,1,0,1,1,0,0,3,11,1,3,0,7,0,0,3,5,4,0,0,8,4,2,2,7,3,0,3,1,8,0,2,1,0,0,3,0,1,0,2,3,0,0,4,0,0,1,3,0,2,1,3,1745,1,1,"London : printed for the author; and sold by Charles Corbett, at Addison's Head against St. Dunstan's Church, Fleet-Street, M.DCC.XLV. [1745].",London,375,unknown,,,FALSE,"of England, by the Titles of Baron of Chat., and Earl of Green theope THE Campaign 1706, was more glorious than the rations of former, for the French took the Field very early, and the Ca depending on the Superiority of their Numbers , resolve paign to attack the Confederates"
0091601000_000098,"The life of His Serene Highness Charles, Prince of Lorrain, Field-Marshal and Commander in Chief of Her Hungarian Majesty's forces. Including, The History of the Illustrious House of Lorrain, with a short Account of the Princes thereof, from Charles the Bold, to His Most August Highness Francis, Grand Duke of Tuscany, now Emperor of Germany, and the Birth of Prince Charles in the Year 1712: Likewise, An Authentic Relation of the Affairs of Germany, Prussia, France, Spain, England, Holland, &c. so far as they have interfered with the Pragmatic Sanction, the Succession of the Queen of Hungary, and the controverted Election of an Emperor. With a Complete Narrative of all the Battles, Sieges, &c. from the Commencement of the War to this Time; exhibiting in a clear View the Rise of the Present Troubles, and the persidious Schemes of the French Court to establish Universal Monarchy upon the Ruins of the Germanic Body, and the Liberties of all Europe.",,95,1,0,4,0,1,5,1,4,0,0,4,2,1,2,0,1,1,1,0,1,5,1,0,3,3,1,1,0,4,2,5,2,3,0,0,1,0,2,1,3,4,1,0,0,5,0,1,0,2,2,0,1,0,1,1,4,1,3,0,3,1746,1,1,"London : printed for James Hodges at the Looking-Glass, over-against St. Magnus Church, London-Bridge, MDCCXLVI. [1746].",London,374,unknown,,,FALSE,"to the Charge in good Order : fmoreover, it was superior in Number to cur;, and was continually reinforced during theac tion. So that, it being impofible that our Foot alone couid bring Victory to our Side, Prince Charles pat an End th the Battle , which lafrel from eight"
1057800104_000207,"Rapin's impartial history of England: written originally in French; first translated into English by John Kelly ... This edition is an improvement on Kelly's, Morgan's, Lediard's, and Tindal's: with the continuation to the year 1786. To which are added, explanatory notes; and a general index ... In two volumes. ...","Tindal, Nicolas",121,3,0,8,0,1,3,0,2,0,0,0,4,2,6,1,4,9,1,2,0,2,3,0,7,3,3,0,0,5,1,0,0,4,7,1,4,1,1,1,0,4,2,2,0,9,0,1,1,1,3,0,2,2,0,1,1,1,2,0,0,1784,4,5,"London : printed by and for John Harrison, 1784-89.",London,833,male,1687,1774,FALSE,"of which the confederate fleet felt the effects, but also by land. The allies being sensible of this, it was agreed, that the army of the fates under prince Waldeck flould oppose in Slanders that of France, commanded bv the duke of Luxemburg, while the elector of Brandenburg should, upon"
0829001000_000006,"Memoirs of Russia, from the year 1727, to the year 1744. Translated from the original manuscript of the Baron de Manstein ...","Manstein, Cristof Hermann",120,4,1,9,2,4,5,3,2,0,0,3,5,1,1,0,2,5,0,3,0,2,4,1,0,12,0,0,6,2,2,1,6,1,0,1,0,0,1,1,1,8,1,0,0,1,2,3,1,0,2,0,0,1,0,1,1,0,5,2,1,1773,1,1,"London : printed for T. Becket and P. A. de Hondt, 1773.",London,461,male,1711,1757,FALSE,"Brunswick. At some distance front Tefchen, he received orders to put himself at the head of two battalions and three hundred hussars, and take a castle of that name. He formed the attack , and after a vigorous defence, the garrison, confiting of a captain and eighty fusileers, surrendered themselves"
1686700200_000260,The British military library.,"Rider, John",116,3,1,4,2,9,4,1,0,1,0,2,7,0,2,0,3,8,3,1,1,1,1,1,3,12,0,1,1,2,0,5,0,0,4,0,2,0,1,1,5,3,0,1,0,1,1,0,6,0,0,0,0,1,0,2,0,1,2,3,3,1798,1,1,"London [England] : printed by J. Rider, no. 36, Little-Britain, [1798-1799].",London,530,unknown,,,FALSE,"nature .p.s. its .conftit~uion fpr fervipg on foot and, on horseback, has never been inaive, in; any of the, reigns since its .eftabliihment: but it acquired .onfiterable cplebrity in the . war of Queen Apne, under that consummate . General in Chief, the Duke of Marlboropig. The firftfignal battle in"
0072300110_000338,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By Dr. Smollet, and others. ...",Voltaire,123,3,1,2,0,2,3,2,0,3,0,0,0,1,8,0,9,4,0,3,2,1,2,2,5,2,0,5,3,4,0,7,5,1,3,1,0,0,2,0,4,2,0,0,0,2,0,1,7,2,1,1,0,0,1,3,1,0,5,1,6,1761,10,25,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXI. [1761].",London,2205,male,1694,1778,TRUE,"the duke de Grammont, whose motionswere already perceived by the Englifl, thought he ought not to retire ; therefore, quitting the very advantageous post, which he ought by all means to have kept, he advanced with a regiment of guards , guard , .and Noailles's infantry, into a firall field"
0126800600_000155,"The life of James II. late King of England. Containing an account of his birth, education, religion, and enterprizes, both at Home and Abroad, in Peace and War, while in a Private and Publick Capacity, till his dethronement. With the various struggles made since for his restoration; The State of His Court at St. Germains; and the particulars of his death. The whole intermix'd with divers original papers, Debates, Letters, Declarations, &c. And Illustrated with Several Medals. To which is added, A Supplement of several Curious Memoirs, &c.",Robert White,102,1,1,2,3,2,1,1,3,0,1,2,1,1,0,2,6,6,1,2,0,4,3,0,0,1,0,1,0,4,1,1,13,1,1,0,1,1,1,0,1,4,0,5,2,1,0,1,2,0,1,0,9,0,1,0,2,2,0,1,1,1703,1,1,"London : printed for J. Knapton, in St. Paul's Church-Yard; J. Nicholson, J. Sprint, and T. Ballard, in Little-Britain, 1703.",London,527,male,1645,1703,FALSE,"summoning the Place to surrender, some time before, was pleased to answer, That the Duke was an old Knave, and by St. Petrick he mhould not have the Town at all. Upon the i2th of May, the Governor demanded a Parley, which was granted, and a Lieutenant Colonel and a"
0379400600_000075,"The history of John Duke of Marlborough, Prince of Mindelheim, Captain-General and Commander in Chief of the Armies of Her Britannick Majesty and the States of the United Provinces, Knight of the Most Noble Order of the Garter, Master of the Ordnance, &c. Including a more exact, impartial, and methodical Narrative of the late War upon the Danube, the Rhine, and in the Netherlands, than has ever yet appeared. Compiled from authentick journals, without Regard to any Former Attempt of the same Nature. By the author of The history of Prince Eugene.",John Bancks,116,0,1,3,0,3,5,1,0,1,0,0,3,0,0,0,5,3,0,0,1,4,1,1,10,4,0,1,2,0,0,5,2,3,1,0,5,2,1,1,6,1,0,2,3,1,1,1,5,1,1,0,2,3,1,6,2,0,3,1,7,1742,1,1,"London : printed for James Hodges, at the Looking-Glass over-against St. Magnus Church, London-Bridge, MDCCXLII. [1742].",London,370,male,1709,1751,FALSE,"1708 ery much, and lot very near the Half of their mti Number in this Action. Lieutenant- general t/yiuore, who, showed a great deal bs Valour in ommanding that Attack , was, at the Head of those Troops , wounded flighdy above the Eye. Towards Night , the r ench"
1471300102_000081,"Continuation of the complete history of England. By T. Smollett, M.D.",Tobias Smollett,109,2,3,7,1,3,2,2,1,0,1,1,1,1,0,1,1,9,0,1,1,0,1,4,2,6,1,0,3,1,1,1,0,7,1,0,4,3,1,2,2,5,0,2,1,6,0,3,0,4,1,0,2,2,0,0,0,1,2,1,1,1766,2,2,"London : printed for Richard Baldwin, at the Rose in Pater-noster-Row, MDCCLXVI. [1766].",London,519,male,1721,1771,TRUE,"flank and in rear, with equal impetuosity and success. As the infantry of the allied army could not march fast enough to charge at the same time, the marquis of Granby was ordered to advance with the cavalry of the right; and the brigade of English artillery, commanded by captain"
0003100104_000090,"The history of France, from the most early records, to the death of Louis XVI: The ancient part by William Beckford, Esq. Author of a Descriptive Account of the Island of Jamaica. The modern part by an English gentleman, who has been some Time Resident in Paris. In four volumes. ...","Beckford, William",105,4,0,1,2,5,3,1,1,0,0,4,2,1,4,1,7,3,0,2,0,0,0,1,2,4,0,1,1,0,1,4,7,3,0,0,2,0,0,0,3,6,0,2,2,2,0,2,6,1,3,1,0,0,1,0,0,0,3,1,5,1794,4,4,"London : printed for J.S. Jordan, No. 166, Fleet-Street, M.DCC.XCIV. [1794].",London,556,unknown,,,FALSE,"march of seven t agues, hastened towards the enemy . All these corps were received , like the other, with the same intrepidity and running fire. The young Count de Chevrier, an ensign, was killed , and on the very day he had joined his company. The Chevalier - de"
0170801100_000006,"The history of the late war in Germany, between the King of Prussia, and the Empress of Germany and her allies: containing the campaigns of 1758, and 1759. With a correct military map of the seat of war; and plans of the siege of Olmutz, and of the battles of Zorndorf, Hochkirchen, Paltzig, Cunnersdorf or Frankfurt, and Maxen. By Major-General Lloyd, who served several campaigns in the Austrian army. Published from the general's manuscripts, under the inspection of an English officer, and illustrated with notes critical, historical, and explanatory. Vol.II.",Henry Lloyd,121,5,0,4,2,7,0,3,4,1,0,2,4,3,1,3,0,3,0,0,2,0,2,2,0,13,1,0,3,2,1,0,5,6,1,2,4,1,0,0,0,1,1,2,1,3,0,0,2,4,1,1,1,3,0,1,4,2,6,0,1,1790,1,1,"London : printed for T. and J. Egerton, at the military library, Whitehall, MDCCXC. [1790].",London,266,male,1720,1783,FALSE,"the garrison of Glatz, went with the remainder of his corps to Neifs, and from thence conveyed the ammunition and artillery designed for the siege of Olmutz towards that place, and on the twelfth of May arrived at Gibau, upon which the king , then at Littau at the head"
