PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(author),termFreq(believ),termFreq(bitter),termFreq(bodi),termFreq(charact),termFreq(common),termFreq(curl),termFreq(envi),termFreq(fame),termFreq(gener),termFreq(hand),termFreq(hate),termFreq(heart),termFreq(idea),termFreq(judgement),termFreq(ladi),termFreq(libel),termFreq(liberti),termFreq(low),termFreq(malic),termFreq(manner),termFreq(merit),termFreq(opinion),termFreq(piqu),termFreq(poem),termFreq(point),termFreq(power),termFreq(print),termFreq(privat),termFreq(public),termFreq(publish),termFreq(read),termFreq(satir),termFreq(satyr),termFreq(scandal),termFreq(scribbler),termFreq(spirit),termFreq(vain),termFreq(vers),termFreq(vice),termFreq(wit),termFreq(work),termFreq(write),termFreq(wrong),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1513500901_000382,"A general dictionary, historical and critical: in which a new and accurate translation of that of the celebrated Mr. Bayle is included. The whole containing the history of the most illustrious persons of all ages and nations, particularly those of Great Britain and Ireland, distinguished by their rank, actions, learning and other accomplishments. With reflections on those passages of Mr. Bayle, which seem to favour scepticism and the manichee system. By the Reverend Mr. John Peter Bernard; the Reverend Mr. Thomas Birch; Mr. John Lockman; and other hands. With the life of Mr. Bayle, by Mr. Des Maizeaux, F.R.S.",Pierre Bayle,37,2,5,0,0,0,0,0,1,0,3,0,1,0,0,0,3,0,2,0,0,0,2,0,2,0,5,0,0,1,1,1,0,1,0,0,0,0,0,0,3,1,1,1,1,0,1734,1,1,"London : Printed: and sold by J. Roberts at the Oxford-Arms in Warwick Lane, MDCCXXXIV. [1734].",London,720,male,1647,1706,FALSE,"by another Poet, Mr. Welfted [GG]. However, in regard to this great man's memory, to whom the world is infinitely obliged for the mioft valuable inftru~ion conveyed in the most beautiful dress, we shall close his article with the judgement of several eminent writers upon him [HH], and an extract"
0104500106_000004,"The works of Dr Jonathan Swift, Dean of St Patrick's, Dublin. Accurately corrected by the best editions. With the author's Life and character; Notes historical, critical, and explanatory; Tables of contents, and indexes. More complete than any preceding edition. In eight volumes.",Jonathan Swift,39,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,7,0,2,4,1,2,1,4,1,0,0,0,0,0,1,0,1,2,3,1,1761,6,8,"Edinburgh : printed for A. Donaldson, at Pope's Head, MDCCLXI. [1761].",Edinburgh,384,male,1667,1745,TRUE,"the name of Ardelia), and another to Mrs Biddy Floyd. These names abetted him in; his pursuit of f.me. They refeftde'bacok the glory which he gave. But ftll I ca; not recolledtone.poem, rny scarce a couplet, to his .nable patron Lord Bdlingbroke. .n that.inftance he has been as silent, as"
0104500106_000005,"The works of Dr Jonathan Swift, Dean of St Patrick's, Dublin. Accurately corrected by the best editions. With the author's Life and character; Notes historical, critical, and explanatory; Tables of contents, and indexes. More complete than any preceding edition. In eight volumes.",Jonathan Swift,40,3,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,0,0,1,1,1,2,0,6,2,2,0,0,1,0,1,4,0,0,0,0,0,2,1,3,0,3,0,1761,6,8,"Edinburgh : printed for A. Donaldson, at Pope's Head, MDCCLXI. [1761].",Edinburgh,384,male,1667,1745,TRUE,"themselves in that manner of writing : ""A cuftomn"" (according to the Dean's opinion ) ""in"" "" by laziness, continued by ignorance, and eftablifled "" by FALSE taste."" With deference to so great a critic, is a cu itom that has frequently been purfued with remarkable success. : lr Dryden"
1335800500_000029,"Select pieces on commerce, natural philosophy, morality, antiquities, history, &c. Translated from authors of repute in the French, Italian, Spanish, Latin, and German languages.",,31,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,2,1,2,1,0,2,1,2,0,0,0,0,1,1,2,4,0,1754,1,1,"London : Printed for the translator, and sold by J. Payne, in Pater-Noster-Row; A. Linde, in Catharine-Street; W. Meyer, in Pall-Mall, M.DCC.LIV. [1754].",London,429,unknown,,,FALSE,"write or publish anything against another's good name and chara~ter, on pamn of being declared a diflurber of the public peace; but when the Roman law came to obtain in the kingdom our princes soon adopted also the maxims of that wise people: there are, among others, two edias of"
0642501203_000037,"Walsingham; or, the pupil of nature. A domestic story. By Mary Robinson, ...",Mary Robinson,35,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,11,0,1,1,0,0,1,1,1,2,1,2,3,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,0,1797,3,4,"London : printed for T. N. Longman, 1797.",London,339,female,1758,1800,TRUE,"are but truly elegant, so as to render the decorations worthy of the poetry. Now let me choose the type. Have you anything very curiously printed ? Mind that you put all the sublime passages in. capital letters, and all the neat points in Italics. It will excite great curiosity"
0272700500_000006,"The life of Miss Fanny Brown, (a clergyman's daughter:) with the history and remarkable adventures of Mrs. Julep, an apothecary's wife. ... By John Piper, ...",John Alcock,31,3,3,0,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,2,1,0,2,0,0,0,3,0,0,1,2,0,1760,1,1,"Birmingham : printed for the author, and sold by him at Lichfield; Mr. Ross, London; T. Aris, Birmingham, 1760.",Birmingham,419,male,1715,1806,FALSE,"indeed is it to be supposed (as the principal Actions of this Novel were tranfaced near forty Years ago) that any personal Foibles should be suitable to the present Time; for, as the Saying is, Every Age grows w fe, it may naturally be piefunmed, that every Age likewise grows"
0227000205_000007,"The works of Alexander Pope Esq. In nine volumes, complete. With his last corrections, additions, and improvements; ... Together with the commentary and notes of Mr. Warburton.",Alexander Pope,50,0,11,1,0,2,0,0,1,0,1,0,2,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,1,4,1,4,2,2,0,0,1,0,0,0,4,0,4,3,0,0,1760,5,9,"London : printed for A. Millar, J. and R. Tonson, C. Bathurst, R. Baldwin, W. Johnston, J. Richardson, B. Law, S. Crowder, T. Longman, T. Field, and T. Caslon, 1760.",London,362,male,1688,1744,TRUE,"that no other person was equal to it. Next comes his Shakespeare on the stage: ""Let  him (quoth one, whom I take to be mr.theobald, Mist's Journal, June 8, 1728,), publish such an author as he has least studied, and forget to discharge even the dull duty of "
1147100108_000002,"The works of Dr Jonathan Swift, Dean of St Patrick's, Dublin. In thirteen volumes. Volume I.",Jonathan Swift,29,0,1,0,0,0,1,1,0,1,3,0,1,0,3,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2,0,2,2,2,0,1774,8,13,"Edinburgh : printed for John Donadlson [sic], Corner of Arundel Street, Strand, London, MDCCLXXIV. [1774].",Edinburgh,400,male,1667,1745,TRUE,"a printer's being sent to Newgate, by - 325 On the little house by the churchyard of Caftlenock ib. * Upon stealing a crown when the Dean was asleep 328 The Dean's answer ib. * An epitaph on Dr. Swift's dog 329 Riddles 33-338 To Dr. Sheridan 3 338 *"
0094200103_000036,"The poems of Alexander Pope, Esq. In three volumes. ...",Alexander Pope,32,0,2,0,0,1,0,1,0,0,3,0,0,0,0,0,0,2,2,0,0,2,4,0,0,0,0,0,0,2,1,1,0,0,1,0,2,2,0,0,2,0,0,4,0,0,1779,3,3,"London : [s.n.], Printed in the year MDCCLXXIX. [1779].",London,309,male,1688,1744,TRUE,"But it was far otherwise wiih the gentlemen of the Dunciad, whose £currilities were always personal, and of that nature which provoked every honest man but Mr. Pope; yet never to be lamented, since they occationed the following amiable Verses : L While Malice , Pope, denies thy page """
0096900800_000007,"The dunciad, variorum. With the prolegomena of Scriblerus.",Alexander Pope,37,0,7,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,3,1,4,1,0,0,0,1,0,0,0,1,0,4,2,0,0,1729,1,1,"London : printed for A. Dob, 1729.",London,159,male,1688,1744,TRUE,"or not, best appears from his own Testimony the Year following its Publication , in there Words. Mr. A D I s o N, Freeholder. (A:) "" When I confider myself as a britijh Free. ""holder, I am in a particular manner pleated with the "" Labours of those who"
0163601700_000006,"Pope Alexander's supremacy and infallibility examin'd; and the errors of Scriblerus and his man William detected. With the effigies of His Holiness and his prime minister, curiously engrav'd on copper.",John Dennis,40,0,4,0,0,0,5,0,0,0,0,3,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,3,3,3,0,1,0,2,4,0,0,0,0,1,0,1,3,0,1729,1,1,"London : sold by J. Roberts in Warwick-Lane, M.DCC.XXIX. [1729].",London,38,male,1658,1734,TRUE,"only derive a Alock Title, not from his Ancestors, but his Shoulders. In his first Edition he had traduced certain Characters , for which every one has always had the utmost Veneration, and thinks nov?, by leaving out the Names of some, and falsely filling up the C 2 Blanks"
0292600109_000021,"The British Plutarch; or, biographical entertainer. Being a select collection of the lives at large of the most eminent men, natives of Great Britain and Ireland; from the reign of Henry Viii. to George II. Both inclusive: Whether distinguished as Statesmen, Patroits,---- Warriors, Divines,--- Poets,---------- Philosophers. Adorned with copper plates. Vol. I.",Thomas Mortimer,33,0,8,0,0,0,2,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,3,1,2,0,1762,9,12,"London : printed by the King's authority, for Edward Dilly, in the Poultry, MDCCLXII. [1762].",London,196,male,1730,1810,FALSE,"into ridicule, a formidable party was raised against it: notsithltandiig which, it was several times played with success. The author always afterted, that the allusions before mentioned were downright aspersions; and, indeed, supposing the play to be wrote in 168z, cr 1683, or even two or three years later, the"
0656700600_000002,Epistle to Peter Pindar. By the author of The Baviad.,William Gifford,26,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,1,0,2,0,2,1,0,2,0,1,0,0,0,0,1,0,5,1,0,1800,1,1,"London : printed [by T. Baylis] for J. Wright, Piccadilly, 1800.",London,40,male,1756,1826,FALSE,"a religious mind shudders to think of he has even been known to exclaim "" g d blast death; I could spit in g d face for inventing death"" following up this horrid blasphemy with an action corresponding with the sentiment ! It will easily be conceived, that to such"
0422900104_000077,"The works of Alexander Pope, Esq; In eight volumes. With his last corrections, additions, and improvements. Together with all his notes.",Alexander Pope,29,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,2,0,0,5,0,1,1,0,1,0,1,0,0,0,4,0,0,0,1,0,1770,4,8,"Edinburgh : printed by and for Martin & Wotherspoon, M.DCC.LXX. [1770].",Edinburgh,265,male,1688,1744,TRUE,"Collecion of all' the Verses , El: _ihys, Letters, and Advertisements occasioned by Mr Pope and Swift's Mlifcellanies, prefaced by Cona. ren. Anonym. octavo, and printed for A. mioore, ] i, : 8, price i s. Others, of an elder date, havin L in as waste paper many years, were,"
1147100109_000114,"The works of Dr Jonathan Swift, Dean of St Patrick's, Dublin. In thirteen volumes. Volume I.",Jonathan Swift,27,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,4,1,0,0,0,0,3,1,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,2,0,1,1,1774,9,13,"Edinburgh : printed for John Donadlson [sic], Corner of Arundel Street, Strand, London, MDCCLXXIV. [1774].",Edinburgh,374,male,1667,1745,TRUE,"by two tlloufaud pounds too little And Horace was of my mind, and let my Lord contradiat him if te darcr H k 2 LETE' ., : F'., ;.,; .t;. """", -."" @.~ %.' .i; """" ¥. *., , ?.,.   ^' ': - "" "" LET E R"
0346501800_000003,The pursuits of literature. A satirical poem in four dialogues. With notes.,Thomas James Mathias,57,0,2,3,0,0,4,3,0,0,0,0,0,0,3,0,1,0,5,1,0,0,2,0,2,0,0,2,4,0,2,8,0,0,4,0,1,0,1,0,0,0,2,6,1,0,1798,1,1,"London : printed for T. Becket, Pall Mall, 1798.",London,416,male,1754,1835,FALSE,"influence. I would express myself with dissidence of any Satirist: yet of the office itself, and of it's higher functions, Iwould speak as becomes it's dignity and the excellency of it's ancient character . lilgnf/icabo apcstolatrnm mnem. In my opinion , the office of a Satirist is by no means"
0346200502_000022,"Poems of Dr. Jonathan Swift, Dean of Saint Patrick's, Dublin. In two volumes. ...",Jonathan Swift,32,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,1,1,0,1,0,0,5,0,2,3,1,1,0,1,1,0,0,0,1,0,1,1,3,0,1,1,1774,2,2,"Glasgow : printed by Robert & Andrew Foulis, printers to the university, M.DCC.LXXIV. [1774].",Glasgow,174,male,1667,1745,TRUE,"the critic's prey, Are vallow'd over a dish of tea;. Gone to be never heard of more, Gone where the clickens wentbefore.. How shall a new attempter learn Ofdiff'rent spirits to discern,. And how distinguish which is which, The poet's vein, or cribbling itch? Then hear an old experienced finner,"
0594800201_000037,"The works of the author of the Night-Thoughts. In three volumes, Revised and corrected by himself. ...",Edward Young,40,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2,1,2,0,1,1,0,1,0,0,1,1,0,6,1,10,1,1792,1,3,"London : printed for J. Dodsley, C. Dilly, T. Cadell, J. Nichols, G. G. J. and J. Robinson, H. Baldwin, F. and C. Rivington, J. Sewell, W. Otridge and Son, Ogilvy and Speare, S. Bladon, Hookham and Carpenter, and S. Hayes, M.DCC.XCII. [1792].",London,324,male,1683,1765,TRUE,"CONCERNING THE AUTHORS OF THE AGE . M.DCC. XXX M 3 EPISTLE .J +*+ ++ .+ z¢4.4 44.+ +++4, ++, .M, ¢ E P I STLE I. T O MR. POPE. HILST you at Twick'nham plan the future wood, Or turn the volumes of the wife and good, Our senate"
0995500103_000922,"A complete collection of state-trials, and proceedings for high-treason, and other crimes and misdemeanours; from the reign of King Richard II. to the reign of King George II. In Six Volumes. With two alphabetical tables to the whole.",,47,1,16,2,1,0,1,3,0,0,0,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,1,1,1,1,1,0,3,0,0,0,0,0,3,0,2,0,1742,3,6,"London : printed for the undertakers, John Walthoe Sen. and Jun. Thomas Wotton, Charles Bathurst, Jacob and Richard Tonson, and the representatives of John Darby, deceased. And also for J. Basket, J. Roberts, D. Midwinter, E. Grafton, G. Strahan, E. Curll, W. Innys, T. Woodward, S. Richardson, A. Ward, J. and P. Knapton, T. Cox, J. Peele, S. Birt, R. Vincent, D. Browne, T. Longman, C. Hitch, H. Lintot, B. Creake, J. Clarke, R. Hett, J. Shuckburgh, T. Waller, A. Millar, J. Wood, J. Pemberton, Tho. Brown, J. Stagg, and the Executors of S. Buckley, M.DCC.XLII. [1742].",London,1118,unknown,,,FALSE,"Concernment for him, as the like cannot be shown in former Precedents. It is moll evidenr, that the Author was com poeing this scandalous Libel even when he very well knew tile Bill was brought down from the Lords to the Commons , for reverring this Noble Lord's Attainder; and"
1122700500_000002,Epistle to Peter Pindar. By the author of The Baviad.,William Gifford,26,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,1,0,2,0,2,1,0,2,0,1,0,0,0,0,1,0,5,1,0,1800,1,1,"London : printed for J. Wright, Piccadilly, 1800.",London,43,male,1756,1826,FALSE,"of his attachment to mere sensual gratifications, that God would grant him a lease of his life for 500 years; and of bursting forth into impious exclamations which a religious mind shudders to think of he has even been known to exclaim "" g d blast death; I could spit"
0184600704_000057,"The lives of the poets of Great Britain and Ireland, to the time of Dean Swift. Compiled from ample materials scattered in a variety of books, and especially from the Ms. Notes of the late ingenious Mr. Coxeter and others, collected for this Design, by Mr. Cibber. In four volumes. ...",Theophilus Cibber,37,0,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,3,3,2,1,0,0,2,1,1,0,3,3,1,0,1753,4,5,"London : printed for R. Griffiths, at the Dunciad in St. Paul's Church-Yard, MDCCLIII. [1753].",London,359,male,1703,1758,FALSE,"Though' deep, yet clear; though' gentle, yet not dull; Strong without rage; without over flowing full. Denham. Which Mr. Pope has thus parodied; Slow Welfied, slow; like thine inspirer, beer, Though' stale, not ripe; though' thin, yet never clear; So sweetly mawkish, and so smoothly dull; Heady, not irong; and"
1084200105_000182,"Harrison's British classicks. ... Containing the first, second, third and fourth, volumes of The spectator.",,38,0,6,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,1,1,1,0,0,0,0,1,2,2,1,2,2,0,4,0,0,0,0,0,0,2,4,0,1786,5,5,"London : printed for Harrison and Co., 1786.",London,625,unknown,,,FALSE,"a book, or a paper, to swear himself the author of it, and enter down in a public register his name and place of abode.' This, indeed, would have effectually suppressed all printed scandal , which generallyappears under borrowed names or under none at all. But it is to be"
0916500104_000003,"The works of Alexander Pope Esq. In Nine Volumes Complete. With his last corrections, additions, and improvements. Published by Mr. Warburton. With occasional notes.",Alexander Pope,29,1,4,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,2,1,3,0,1,2,0,1,0,1,0,1,0,2,1,1751,4,9,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper, MDCCLI. [1751].",London,264,male,1688,1744,TRUE,"I cough like Horace, and, though' lean, am short, Ammon's great son one (boulder had too high, Such Ovid's nose, and "" Sir! you have an Eye Go on, obliging creatures, make me see All that disgrace my Betters, met in me. 120 Say for my comfort, languishing in bed,"
0902100105_000058,"The works of Alexander Pope Esq. In Nine Volumes Complete. With his last corrections, additions, and improvements; As they were delivered to the Editor a little before his Death: Together with the commentaries and notes of Mr. Warburton.",Alexander Pope,37,0,11,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,3,0,0,3,0,0,2,2,1,0,0,0,0,0,1,0,0,2,2,0,1751,5,9,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper, MDCCLL [1751].",London,373,male,1688,1744,TRUE,"c."" GILES JACOB of himself, Lives of Poets, vol. i. He very grossly, and unprovoked, abuscd in that book the Author's Friend, Mr. Gay. VER. i49, 150 Jacob, thefcourge of Grammar, mark with awe; Nor less revere him, blunderbuss of Law.] There may teem some error in theft verses ,"
0226202700_000020,"The Dunciad, in four books. Printed according to the complete copy found in the year 1742. With the prolegomena of Scriblerus, and notes variorum. To which are added, several notes now first publish'd, ...",Alexander Pope,28,5,1,0,0,0,2,0,2,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1744,1,1,"[Dublin] : London printed, and Dublin re-printed for G. and A. Ewing, 1744.",Dublin,302,male,1688,1744,TRUE,"the Court, or f: ag ; ify Man. kind.] ici, .ic, alluding to Gulliqver's repreientations of bcot. t'he next line relates to the p.ppers of tlhe Drapier againll the currency of Wood's copper coin in dr0e From thy Beotia though' her Power retires, 25 Mourn not, my Southwest I FT,"
