PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(action),termFreq(administr),termFreq(agre),termFreq(assign),termFreq(bond),termFreq(brought),termFreq(cafe),termFreq(cau),termFreq(charg),termFreq(cite),termFreq(condit),termFreq(court),termFreq(coven),termFreq(creditor),termFreq(death),termFreq(debt),termFreq(deceas),termFreq(decre),termFreq(defend),termFreq(devis),termFreq(dure),termFreq(estat),termFreq(evid),termFreq(execut),termFreq(executor),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(indentur),termFreq(judgment),termFreq(laid),termFreq(land),termFreq(law),termFreq(legaci),termFreq(life),termFreq(mention),termFreq(monei),termFreq(paid),termFreq(parti),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(present),termFreq(prove),termFreq(receiv),termFreq(recit),termFreq(releas),termFreq(rent),termFreq(sever),termFreq(statut),termFreq(suit),termFreq(term),termFreq(wife),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1413900100_000121,"Cases argued and decreed in the High Court of Chancery. The third edition, carefully corrected from the errors of former impressions. To which are now added, proper notes and references to the ancient and modern books of law and equity; wih many new cases, maxims and rules, necessary for illustrating and explaining the whole.",England and Wales. Court of Chancery,84,0,1,1,0,4,2,0,0,0,2,0,0,6,2,3,0,5,0,6,2,1,1,0,0,0,3,0,1,4,1,1,1,0,0,4,0,1,0,0,4,1,5,1,2,2,1,0,0,0,0,0,0,1,0,0,2,2,11,1730,1,1,"In the Savoy : Printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for John Walthoe, in the Middle-Temple Cloysters, M.DCC.XXX. [1730].",London,344,unknown,,,FALSE,"for an Annuity against a Purchaser. 274 Lands out of which Annuity is if fuingfold for Payments of Debts , it was decreed to be paid out of other Lands unsold. 295 Liberty given to a Defendant to amend her Answer, (he being surprised therein. 29 When the first Answer"
0638200102_000909,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",131,1,0,1,3,15,4,0,4,0,1,0,1,0,4,28,1,18,0,1,1,0,0,4,0,3,4,2,1,3,0,0,0,1,0,0,0,0,1,2,6,3,1,1,2,0,0,0,0,0,1,0,5,2,4,0,2,0,0,1749,2,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,968,male,,,FALSE,"Assignor, but hall pay him the. Surplus (if any) after his Debts , c. paid .  458 lo. An Assignment of Goods, Stock in Trade, Debts , ic. to two Creditors , in Trust to pay the same as far as they will extend, in Consideration whereof the subscribing"
0598500103_000201,"Reports of cases argued and determined in the High Court of Chancery, and of two special cases adjudged in the courts of common law: collected by William Peere Williams, Late of Gray's Inn, Esq; Vol. III. Published with Notes and References, and Two tables; one of the Names of the Cases, the other of the Principal Matters: by his son William Peere Williams, of the Inner Temple, Esq;",William Peere Williams,101,2,0,1,0,2,6,1,4,0,0,0,1,4,4,1,0,2,0,1,2,4,0,5,0,1,2,0,2,6,0,14,0,0,0,5,7,2,2,0,4,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,2,0,4,1749,3,3,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for T. Osborne in Gray's Inn, MDCCXLIX. [1749].",London,646,male,1664,1736,FALSE,"Mortgagor, on his bringing a Bill to redeem, should have the Benefit of it. ibid. (N) VOLUME. Where the Heir is totally disinherited, Equity will not supply the want of a Surrender of a Copyhold in Favour of a younger Child. Page 284, 285 But a slight Equity for an"
0470600101_000149,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq. Published, with Notes and References, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his Son William Peere Williams, of the Inner Temple, Esq. The fifth edition, with additional references to the Proceedings in the Court, and to later Cases, by Samuel Compton Cox, Of Lincoln's Inn, Esq. In three volumes. ...",William Peere Williams,99,1,0,3,0,0,2,0,4,0,1,0,1,1,0,3,7,7,2,1,6,8,0,1,0,0,4,0,0,0,0,6,0,0,1,3,2,1,6,0,0,1,2,3,2,4,0,0,0,1,1,0,0,2,0,1,0,8,3,1793,1,3,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for E. and R. Brooke, in Bell-Yard, near Temple-Bar, MDCCXCIII. [1793].",London,749,male,1664,1736,FALSE,"male, or any other issue but this daughterelizabeth, who has issue by he plaintifft [ 402 ] and dies in her father aig/ljine P .algrave's lifetime; and after. wards a.ltgi/line Palgrave dies; and the plaintiff the husband, having administered to' his wife Elizabtlh, brings a bill for this portion. Lord"
0068900201_000307,"Precedents in conveyancing, settled and approved by Gilbert Horsman, ... and other eminent counsel. In three volumes, with proper tables. ...","Horseman, Gilbert",109,0,0,1,0,2,0,0,0,0,3,0,1,2,1,0,1,6,6,2,0,1,0,6,0,0,1,0,1,0,0,2,4,0,3,5,0,7,1,5,9,6,0,5,5,0,0,0,1,1,0,1,0,1,7,0,0,4,8,1744,1,3,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer, Esq;) for John and Paul Knapton, 1744.",London,616,male,,,FALSE,"paid out of his real Estate , and to the TRUE Payment theredof; .he did by his said Will subjet and charge all his Manors, Landsi' Tenements and Hereditaments whatsoever; and he gave andldevifed unto Dame Olivia Colt his then Wife , long since deceased , so long as ie"
0173600202_000111,"The practising attorney: or, lawyer's office. Comprehending the business of an attorney in all its branches. Divided into Two Volumes, viz. ... . Contains I. The Practice of the Court of King's Bench. II. The Practice of the Court of Common Pleas. III. The Practice of Courts-Leet, Courts-Baron, &c. ... Contains IV. The Practice of the High Court of Chancery. V. The Practice of Equity in the Exchequer. VI. The Practice and Method of Conveyancing, &c. Wherein All the Precedents and Forms of Processes and Proceedings are truly and faithfully rendred in the English Language, in Pursuance of the late Statute. The third edition, carefully corrected and much improv'd; with the Rules and Orders of the several Courts, and the Laws and Statutes under each Head, continued to this Time. By W. Bohun, of the Middle Temple, Esq;","Bohun, William",95,0,0,7,1,4,8,0,0,0,0,0,4,2,3,0,0,1,1,0,0,0,0,0,0,2,9,0,4,1,2,4,3,1,1,0,3,0,0,1,4,3,1,3,0,0,1,0,7,0,4,2,2,0,0,5,0,1,0,1732,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of E. Sayer, Esq;) for A. Bettesworth and C. Hitch, at the Red-Lion, J. Osborn and T. Longman, at the Ship, both in Pater-Noster-Row; T. Worrall, at Judge Coke's Head, and F. Cogan, at the Middle-Temple-Gate, both in Fleet-Street, MDCCXXXII. [1732].",London,528,male,,,FALSE,"the said C D. by one Writing or Recognisance, in the Nature of a Statute staple, bearing Date, ec. taken and acknowledged before, Ec. became bond to the said A. B. in the Sum of 5oo1. payable as by the said Statute is expressed, as in and by the same"
1064400701_000641,"A compleat body of conveyancing, in theory and practice. In two parts. Part I. Contains the Theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Part II. (in Two Volumes) Contains the Practice: Or, Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Public Funds; and in General all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, gent. deceased. The second edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. In three volumes.","Wood, Edward, conveyancer",93,0,1,1,1,1,0,2,2,0,1,0,2,2,3,3,0,4,0,3,5,0,0,6,0,1,2,1,1,0,0,1,0,0,3,1,10,0,1,0,3,1,0,2,4,3,0,1,0,0,0,0,15,3,0,1,0,2,0,1762,1,3,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall, T. Osborne, C. Hitch and L. Hawes, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, T. Longman, S. Crowder and Co. R. Withy, C. Ware and Co. W. Flexney, W. Bristow, T. Lownds, A. Shuckburgh, and P. Uriel, MDCCLXII. [1762].",London,865,male,,,FALSE,"make him an Acquittance. andto pay mloney without an so also it is in Cafe of a Statute Merchant, one is not bound to pay the Money thereuponacquittance. before he has the Acquittance or Release of the Plaintiff . But otherwise it is in Cafe of an Obligation with a"
0997100102_000140,"The accomplish'd conveyancer. Containing the nature and kinds of deeds and instruments used in conveyancing: and an abridgment of the law relating to all sorts of conveyances of estates, with every Thing belonging to them; proved by many Law Cases and Resolutions thereupon. And also All Manner of Precedents made Use of in Conveyancing, under the Heads of Bargain and Sale, Gifts, Grants, Articles, Special Conditions, Covenants, Exchanges, Deeds of Partition, Partnerships, Special Releases, Letters of Attorney, Licences, Bills of Sale, Charter-Parties of Affreightment, Leases, Settlements of Leases; and also of personal Estates, Annuities, Money in Funds, &c. instead of Jointures of Lands, &c. The second edition, corrected; with additions. By Giles Jacob, Gent. In three volumes.",Giles Jacob,102,0,1,11,2,6,2,1,0,0,1,0,3,2,3,0,0,1,1,0,0,0,2,0,0,1,13,0,6,2,0,5,3,0,0,4,2,3,0,0,0,2,1,5,4,0,0,0,2,0,0,5,0,0,3,0,2,3,0,1750,2,3,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty, for Dan. Browne, at the Black Swan without Temple-Bar; and John Shuckburgh at the Sun, next the Inner-Temple-Gate, Fleet-Street, 1750.",London,635,male,1686,1744,FALSE,"himself, his Heirs , Executors and Administrators , doth covenant and grant , to and with the said A. H. and L H. their Executors , Administrators and Assigns , That he the said W. A. his Heirs , Executors or Administrators , shall and will well and truly pay,"
0233200100_000095,"The attorney's compleat pocket-book. Containing near four hundred of such choice and approved precedents in law, equity, and conveyancing, as an attorney may have occasion for, when absent from his office; ... By an attorney at law.",Author of the Attorney's practice epitomized,79,0,0,0,0,2,7,0,0,0,2,0,0,0,0,2,1,2,0,1,1,4,0,1,0,1,4,2,3,0,0,2,4,0,0,7,1,3,4,0,4,1,0,1,0,1,0,0,0,0,1,3,5,1,3,0,1,0,4,1743,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) for Ward and Chandler, (and sold by W. Sandby,) and at their shops, York, and at Scarborough, 1743.",London,327,unknown,,,FALSE,"211 Dy a Foreign Minister - i oblfro'o, ro iso (i a, 4fgnmaeil of several Bo,, n irn frf for a Widovw, that the Aloney be at her Difpoal P 2 ater aer marri.ge) for Truflee to pay the Wife Interest of the Bonds - Page 46 Another (i. ditto)"
0528500100_000206,Precedents in Chancery: being a collection of cases argued and adjudged in the High Court of Chancery; from the year 1689 to 1722.,Great Britain. Court of Chancery,107,2,0,0,2,2,5,1,1,0,0,0,1,2,1,2,1,4,0,2,2,4,2,5,0,0,3,0,0,0,0,8,0,0,1,6,3,0,5,0,5,3,0,1,7,3,0,0,2,0,1,0,1,0,0,6,0,1,12,1747,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer,), 1747.",London,635,unknown,,,FALSE,"marries the Daughter of a Freeman of London, shall bar the Husband and Wife of their Customary Share 544 A Man who marries a Freeman of London's Daughter, without his Consent, joins with the Wife in a Release to the Father, in Consideration of Ico 1 of all their Right"
1064500103_000178,"A compleat body of conveyancing, in theory and practice. In two parts. Part I. Contains the Theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Part II. (in Two Volumes) Contains the Practice: Or, Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Public Funds; and in General all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, gent. deceased. The second edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. In three volumes.","Wood, Edward, conveyancer",87,0,0,1,3,6,3,0,3,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,1,6,0,0,1,1,4,5,0,3,2,0,0,0,4,5,5,1,4,0,0,1,0,3,0,2,4,2,0,4,4,1,1,0,1762,3,3,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall, T. Osborne, C. Hitch and L. Hawes, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, T. Longman, S. Crowder and Co. R. Withy, C. Ware and Co. W. Flexney, W. Bristow, T. Lownds, A. Shuckburgh, and P. Uriel, MDCCLXII. [1762].",London,895,male,,,FALSE,"Assigns , shall be by him and them retained and paid in Manner as follows, viz. If cafe the said iool. secured by the said Policy, or any Part theroof, by the D'ath of the said A. within the said one Year shall become payable, and that Default shall happeh"
0977900101_000166,"Cases argued and adjudged in the High Court of Chancery. Published from the Manuscripts of Thomas Vernon, Late of the Middle Temple, Esq; By order of the High Court of Chancery. Vol. I.","Vernon, Thomas",97,1,0,0,1,0,3,2,13,0,0,0,2,4,0,6,1,8,0,3,1,3,0,8,0,0,5,0,0,1,0,1,0,0,0,1,3,6,1,1,2,3,0,1,2,3,1,0,0,2,1,0,3,0,1,1,0,0,2,1726,1,2,"Dublin : printed by J. Watts, and sold opposite the Watch-House, on the North-Side of College-Green, MDCCXXVI [1726].",Dublin,607,male,1654,1721,FALSE,"a like Cafe of Neltborpe and Bifcoe' 3 V where a Legatee had actually received her Legacy at the time it became payable, and the Estate afterwards by Casualty proving deficient to answer the other Legacies , which were not then payable, was made to refund: and the Cafe X"
0525300300_000029,"A treatise of testaments and last wills, ... By Henry Swinburne, ...","Swinburne, Henry",149,0,1,0,0,0,2,0,6,0,6,0,4,0,2,0,0,18,0,7,4,14,0,8,0,0,2,1,0,0,0,3,0,1,0,20,0,12,3,0,3,7,0,7,8,2,0,0,0,0,0,1,0,2,1,2,0,1,1,1743,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) and sold by S. Birt; D. Browne; and J. Shuckburgh, 1743.",London,598,male,1560,1623,FALSE,"go in Aid of the Purchaser, who had bought the Lands for a valuable Consideration, without Notice of any Encumbrance. Cbhal. Cafes 137 Prescott versus Edwards & al'. The Husband being seifed in iee of a lmeftcage, devised oper, 4innzm to be paid yearly to his Wife for Life ,"
0172000101_000025,"Original precedents in conveyancing, settled and approved by the most eminent conveyancers; interspersed with the observations and opinions of counsel upon various intricate cases. The whole selected from the draughts of actual practice, and now first published under the direction and immediate Inspection of Thomas Walter Williams, Of the Inner Temple, Barrister at Law. In four volumes. ...",,121,1,1,8,3,9,4,0,0,0,6,0,2,1,2,0,0,1,0,0,1,0,7,0,0,1,10,0,4,0,1,1,3,0,1,2,4,0,6,4,4,4,0,7,0,0,0,0,5,0,0,2,0,7,0,0,2,7,0,1792,1,4,"London : printed by his Majesty's Law Printers, for C. and G. Kearsley, No. 46, Fleet Street, 1792.",London,508,unknown,,,FALSE,"""nll'ic administrators , and assigns , that he the said Anthony Aylmner, his executors , administrators , or assigns , shall and will from time to time, and at all times hereafter during the residue of the said term of thirty-two years, granted or demised as aforesaid, well and truly"
0528500100_000042,Precedents in Chancery: being a collection of cases argued and adjudged in the High Court of Chancery; from the year 1689 to 1722.,Great Britain. Court of Chancery,129,4,0,1,2,0,4,3,7,0,4,3,2,3,1,3,1,7,0,14,5,2,0,0,0,0,2,0,2,1,0,0,0,0,0,16,7,0,0,0,3,2,3,2,2,9,0,0,0,0,3,0,0,8,1,0,2,0,0,1747,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer,), 1747.",London,635,unknown,,,FALSE,"of Service, makes a Letter of One bein JA Attorney irrevocable to the Plaintiff , to receive all idebted o such Wages and Pay as shall after become due to him;, Letter ofat then he goes into Service, and dies, there being at the t°orneythie Time of his Death Wages"
