PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(axiom),termFreq(book),termFreq(breviti),termFreq(celebr),termFreq(comprehens),termFreq(contain),termFreq(contract),termFreq(curios),termFreq(digest),termFreq(discern),termFreq(discov),termFreq(discoveri),termFreq(doctrin),termFreq(establish),termFreq(fact),termFreq(fame),termFreq(few),termFreq(foundat),termFreq(gener),termFreq(geniu),termFreq(grandeur),termFreq(human),termFreq(idea),termFreq(infinit),termFreq(intellig),termFreq(judgment),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(littl),termFreq(magnific),termFreq(mankind),termFreq(maxim),termFreq(multitud),termFreq(natur),termFreq(notion),termFreq(number),termFreq(opinion),termFreq(order),termFreq(perceiv),termFreq(philosophi),termFreq(precept),termFreq(principl),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(reduc),termFreq(refin),termFreq(sentenc),termFreq(set),termFreq(short),termFreq(simpl),termFreq(small),termFreq(specul),termFreq(studi),termFreq(subject),termFreq(sublim),termFreq(suprem),termFreq(system),termFreq(tenet),termFreq(theorem),termFreq(truth),termFreq(univers),termFreq(varieti),termFreq(variou),termFreq(view),termFreq(volum),termFreq(wonder),termFreq(word),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0673500400_000086,A dissertation on the oriental trinities: extracted from the fourth and fifth volumes of Indian antiquities. By the author.,Thomas Maurice,33,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2,1,2,0,0,1,2,0,0,0,1,0,0,2,0,0,2,1,0,1,0,0,1,0,3,0,1,0,0,1,1800,1,1,"London : printed, for the author, by H. L. Galabin, Ingram-Court, Fenchurch-Street; and sold by T. Gardiner, Prince's Street, Cavendish-Square, 1800.",London,452,male,1754,1824,FALSE,"Mosaic theology. Among these the vefligia, for which alone I mull again repeat that I contend, the vefligia of a pure undebafed Trinity, are not the least visible. It is the result of both extensive reading and personal inquiry, made by a learned friend in Asia, that I am able"
1267700203_000023,"The historical, biographical, literary, and scientific magazine. The history of Europe, for the year 1799. With an obituary and biographical sketches of persons deceased in that year, &c. &c. By Robert Bisset, LL.D. With the assistance of other literary gentlemen. ...",Robert Bisset,46,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,1,2,3,2,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,3,1,0,0,0,0,3,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,2,1,0,0,0,4,1,0,1800,3,3,"London : printed and published by G. Cawthorn , British Library, NO. 132, Strand, Bookseller To Her Royal Highness The Princess Of Wales : sold also by Messrs. Richardson , Royal-Exchange ; H. D. Symonds, J. Wallis, West and Hughes , Paternoster-Row ; J. Wright , Piccadilly ; P. Hill, Edinburgh; and all the booksellers in town and country, [1800?].",London,604,male,1759,1805,FALSE,"which have been entertained in all ages to the reception of supposition for truth . The following observations are of high moment to moral and political enquirers in all ages, but more es ecialy in the present, when the wildest, most absurd, and most pernicious theories of social, civil, and"
1740200601_000072,"Essays moral and literary. By Vicesimus Knox, ...",Vicesimus Knox,53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,2,3,0,0,0,0,0,2,2,3,0,2,0,1,4,0,1,4,1,0,3,1,1,2,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,1791,1,2,"London : printed for Charles Dilly, 1791.",London,370,male,1752,1821,FALSE,"was difficult, to laugh was eat The The admirers of the graces were glad of so pleafiun a method of philosophising, and seized on it without examination. They who admitted it, were under a necessity of smiling; and to smile, if not to laugh, was allowed to be graceful by"
0654800101_000048,"An ecclesiastical history, antient and modern, from the birth of Christ, to the beginning of the present century: ... By the late learned John Lawrence Mosheim, ... Translated from the original, ... by Archibald Maclaine, ... In two volumes. ...",Johann Lorenz von Mosheim,51,4,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,0,1,1,2,3,0,0,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,2,0,3,0,0,2,0,2,0,0,1,2,1,1765,1,2,"London : printed for A. Millar, 1765.",London,843,male,1693,1755,FALSE,"the right of adminillring baptism, which has been so long debated among the learned , and with such ardour and vehemence. see.boismer, diejrt. XI Juris Eccef. p. 50oo as also LE ct.el.r Bibliolh. uniz'erolcle et iifijorique, tom. IV p. 93 [hj Jamesv. 14 [ij The accounts which the ancient authors"
0909900104_000084,"The works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes, complete. Published by David Mallet, Esquire. ...","Henry St John, 1st Viscount Bolingbroke",61,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,2,4,0,0,1,1,2,5,0,0,1,1,2,3,0,2,0,0,9,0,1,1,1,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,3,0,0,1,0,1,0,1,0,0,1793,4,5,"Dublin : printed by P. Byrne, Grafton-Street, M.DCC.XCIII. [1793].",Dublin,645,male,1678,1751,TRUE,"serves at once both to direct and limit them. God has shown there great objets to us in a light refleated from his works , and proportioned to our nature . He has shown them in no other, in the ordinary course of his providence. The way therefore to avoid"
1739400201_000001,"Elements of the theory and practice of chymistry. Translated from the French of M. Macquer, Member of the Royal Academy of Sciences, and Prosessor of Medicine in the University of Paris. In two volumes.",Pierre Macquer,51,1,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,5,0,1,0,0,2,0,0,6,1,1,1,0,0,3,0,3,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,1,0,0,1,1,0,1,2,1,0,1,1,2,0,1758,1,2,"London : printed for A. Millar, and J. Nourse, in the Strand, MDCCLVIII. [1758].",London,444,male,1718,1784,FALSE,"ELEMENTS OF THE Theory and Practice O F CHEMIST RY. TRANSLATED Fromt the French of M. MAC QUE R, Member of the Royal Academy of Sciences, and Prof feffor of Medicine in the University of Paris. IN T WO V O L UME S. V 0 L Printed for LONDON,"
0445400102_000209,"The history of philosophy, from the earliest times to the beginning of the present century; drawn up from Brucker's Historia critica philosophiæ. By William Enfield, LL. D. In two volumes. ...",Johann Jakob Brucker,58,2,0,1,0,1,0,0,0,0,0,0,0,1,4,2,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,1,0,0,1,1,6,0,4,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,1,1,1791,2,2,"London : printed for J. Johnson, St. Paul's Church Yard, M,DCC,XCI. [1791].",London,629,male,1696,1770,FALSE,"not scrupled to call Machiavel the preceptor of tyrants. But, since the author was, in: his political conduct, an enemy to despotism, it is perhaps more reasonable to. confider "" The Prince"" as a satirical work , intended to pull off the mark from the face of tyranny, and, by"
1010500100_000082,"An essay on the nature and immutability of truth, in opposition to sophistry and scepticism. By James Beattie L L. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,63,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,0,0,3,0,0,2,0,2,0,1,0,1,0,3,0,0,4,0,0,3,0,1,0,0,6,0,15,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,3,0,0,0,0,0,1,1,0,0,1774,1,1,"London : printed for Edward and Charles Dilly in the Poultry; and William Creech, Edinburgh, MDCCLXXIV. [1774].",London,515,male,1735,1803,FALSE,"continually belie my profession. One thing is is undeniable: your words are obscure, my feeling is not; -- this is universally attended to, acknowledged, and acted upon; those to the majority of mankind would be unintelligible, nay, perhaps they are in a great measure so even to yourselves. C H"
0191300102_000011,"Letters from the Duchess de Crui and others, on subjects moral and entertaining, wherein the character of the female sex, with their rank, importance, and consequence, is stated, and their relative duties in life are enforced. By a lady. ...",Mary Walker,56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,1,0,1,1,0,0,0,1,2,1,0,1,0,2,1,0,6,0,0,4,1,0,3,0,1,1,5,2,2,1,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,2,2,1,1,0,1776,2,5,"London : printed for Robson, New Bond-Street; Walter, Charing-Cross; and Robinson, Pater-Noster Row, MDCCLXXVI. [1776].",London,243,female,1736,,FALSE,"with his views greatly enlarged, not of exterior nature only, and the works of art, but of human life and manners; the connecions and religious establishments , the constitution and and policy of the several states and kingdoms of Europe. He was handsome in his peffon, agreeable in his manner,"
1116200114_000728,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,2,0,0,0,2,4,0,0,0,1,2,0,9,0,0,2,0,1,2,3,1,0,1,0,0,1,0,0,0,0,0,2,8,2,0,2,1,0,0,1,2,0,1,1,0,0,0,2,1,1,1798,14,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,813,unknown,,,FALSE,"attributes of the Supreme Mind, in the theological creed of a rude Indian, are much more limited than in that of a European philosopher. In proportion as our under standings are enlarged, and as ouracquaintance with the operations of nature around us is extended, we still perceive highler degrees of"
0630900602_000033,"Sermons preached upon several occasions. In six volumes. By Robert South, D. D. Late Prebendary of Westminster, and Canon of Christ-Church, Oxon. With The Chief Heads of the Sermons Prefix'd to each Volume; And a general Index of the principal Matters.",Robert South,51,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,1,3,1,1,0,0,0,2,0,3,0,2,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,2,0,7,1,3,0,1737,2,6,"London : printed for H. Lintot, in Fleetstreet, MDCCXXXVII. [1737].",London,487,male,1634,1716,TRUE,"excellent, in any art or science, have been still the fialleft, and mos compendious: And this not without ground; for it is an argument that the author was a master of what he wrote; and had a clear notion , and a full comprehension of the subject before him. For"
0473400100_000002,A plea for the divinity of our Lord Jesus Christ. In a pastoral letter addressed to a congregation of protestant dissenters at Cambridge.,Robert Robinson,66,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,4,1,5,0,0,2,1,5,2,0,3,0,0,7,2,0,1,0,1,2,0,1,0,7,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,4,0,0,0,0,0,1,0,0,2,1,1780,1,1,"Cambridge : printed by Francis Hodson. Sold by J. Buckland, and C. Dilly, in the Poultry, London, [1780].",Cambridge,237,male,1735,1790,FALSE,"studying and comprehending the natures of other created intelligences ; there would frill remain one nature , that of the Supreme Being, in possession of some peerless peculiarity, which had not its likeness in all the Creator's unbounded empire, so that it would never be in the power of this"
0260200600_000011,"The plan of the French Encyclopædia, or Universal dictionary of arts, sciences, trades and manufactures. Being an account of the origin, design, conduct, and execution of that work. Translated from the preface of the French editors, Mess. Diderot and Alembert.",Denis Diderot,53,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,3,0,0,5,0,1,2,1,6,2,1,2,0,1,0,0,3,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,0,0,3,1,0,1,0,1,0,0,2,1,0,0,1,0,0,1,1,0,0,1752,1,1,"London : printed for W. Innys, T. Longman, C. Hitch and L. Hawes, J. and P. Knapton, S. Birt, J. Ward, J. Hodges, R. Hett, J. and J. Rivington, T. Osborne, J. Shuckburgh, M. Senex, D. Browne, and A. Millar, MDCCLII. [1752].",London,181,male,1713,1784,TRUE,"to the Grounds of Diftintion abovementioned, the Learning of many is little more than mechanical. What io the real Difference betwixt a Head furniflled with a Chaos of useless unconnected Fads, apd and the Inftine of an Artisan, displayed in mechanical Execution? The Contempt thrown upon mechanic Arts, seems, in"
1266700300_000014,"A discourse on the study of the law of nature and nations; introductory to a course of lectures on that science, Commenced In Lincoln's Inn Hall, On Wednesday, Feb. 13, 1799, In Pursuance Of AN Order Of The Honourable Society Of Lincoln's Inn. By James Mackintosh, Esq. Of Lincoln's Inn, Barrister At Law.",James Mackintosh,54,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,2,1,0,0,0,2,1,5,0,4,0,0,2,0,1,1,0,0,0,1,1,0,5,0,2,0,3,0,0,0,0,2,0,0,1,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,2,4,1799,1,1,"Dublin : printed by H. Fitzpatrick, NO. 2, Upper Ormond-Quay, 1799.",Dublin,51,male,1765,1832,FALSE,"de mocraey; names which are, in truth very little applicable, and which, if they were, would as little give an idea of this government, as an accouit of the weight of bone, of flesh, and of blood in a human body, would be a picture of a living man. Nothing"
0539901100_000080,"Philosophical essays on various subjects; viz. Space, substance, body, spirit, the Operations of the Soul in Union with the Body, Innate Ideas, Perpetual Consciousness, Place and Motion of Spirits, the Departing Soul, the Resurrection of the Body, the Production and Operations of Plants and Animals. With some remarks on Mr. Locke's Essay on the human understanding. To which is subjoined A brief scheme of ontology, or the Science of Being in General, with its Affections. By Isaac Watts, D.D.",Isaac Watts,55,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,5,0,0,0,2,2,0,6,1,0,0,0,2,1,1,1,0,4,0,3,0,1,1,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,1,2,0,1793,1,1,"London : printed for J. Murgatroyd, Chiswel-Street; sold also by Guthrie, Elder, and Dixon, Edinburgh; Miller, Glasgow, Binns, Leeds: and all other Booksellers in Town and Country, MDCCXCIII. [1793].",London,425,male,1674,1748,TRUE,"AFFECTIONS, OF PROPERTIES, ADJUNCTS AND RE. LATIONS OF IT ARE CONTRACTED INTO A COMPREHENSIVE VIEW , AND RANGED IN A NATURAL AND EASY METHOD. BY ISAAC WATTS, D. D. LONDON: PRINTED FOR J. MURGATROYD, CHISWEL street. ( CCCXIX) P R E F A C E. EVERY man who employs himself"
0939001100_000053,"Philosophical and critical inquiries concerning Christianity. By M. Charles Bonnet, of Geneva, F. R. S. Member of the Royal Academy of Sciences of Paris, &c. &c. Translated by John Lewis Boissier, Esq.",Charles Bonnet,54,1,0,1,0,0,1,0,0,1,0,0,0,0,5,1,0,0,0,1,2,0,0,0,2,1,1,0,0,1,0,0,1,0,2,0,1,9,0,0,1,1,0,2,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,2,0,2,1791,1,1,"London : printed for John Stockdale, Piccadilly; and Charles Dilly, Poultry, M.DCC.XCI. [1791].",London,316,male,1720,1793,FALSE,"for its birth, progress, and perfetion. If the Father of light had not vouchsafed to enlighten mankind , can I venture to affirm, that I mryfelf Should not have been an idolater? Born perhaps in the midst of the most profound darkness, and of the most monstrous superstition, I should"
0662900100_000050,"The compleat gentleman: or a description of the several qualifications, both natural and acquired, that are necessary to form a great man. Written originally in Spanish, by Baltasar Gratian, and now translated into English by T. Saldkeld.",Baltasar Gracián,57,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4,4,0,5,2,0,0,0,0,2,0,2,0,2,0,3,0,1,6,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,2,0,0,0,1,1,2,1,1730,1,1,"London : printed for T. Osborne, in Gray's-Inn, MDCCXXX. [1730].",London,247,male,1601,1658,FALSE,"the Living; and the last, with himself. Let us expound this little Mystery. I mean then, that the wise Man dedicates the first Part of his Life to Reading ; and this is not so pro. perly Business or Employment, as it is adifpo sing and preparing of himself for"
1101900600_000045,"The rule of life, in select sentences: collected from the greatest authors, ancient and modern.",,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,1,0,0,0,0,1,2,1,0,1,0,3,1,0,3,0,0,1,0,0,3,1,4,0,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,4,2,0,0,0,0,0,0,2,3,0,1794,1,1,"London : printed for W. Bent, Pater Noster Row, MDCCXCIV. [1794].",London,300,unknown,,,FALSE,"can hardly think that man to be in his right mind, says Cicero, who is destitute of religion. An atheist is the most vain pretender to reason in the world . The whole strength of atheism consists in contradi&ing the universal reason of mankind . They have no principles ,"
0852000101_000326,"Cyclopædia: or, an universal dictionary of arts and sciences; ... By E. Chambers, F.R.S. The third edition corrected and amended; with some additions. In two volumes. ...",Ephraim Chambers,94,0,16,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,2,7,0,0,0,10,2,0,0,5,10,1,0,4,0,0,8,0,2,0,3,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,1740,1,2,"Dublin : printed for Richard Gunne; Robert Owen; Geo. Risk, Jos. Leathley, Geo. Ewing [and 5 others in Dublin], 1740.",Dublin,1092,male,1680,1740,FALSE,"other ideas , there our knowledge is felf evident: which being so, not only those usually allowed for axioms or aaximr, but an infinite number of other propositions, partake equally with them in this felf evidence. Thus, that a circle is a circle, blue is not red, are as felf"
0208400700_000008,"The knowledge of divine things from revelation, not from reason or nature. Wherein The Origin and Obligation of Religious Truths are demonstrated: Arguments of Deists, Moralists, &c. proved to have no Foundation in Nature or Reason. The Inlets of Knowledge, The Law of Nature, The several Texts of Scripture relating to this Subject, The Works of Creation, The Eternal Fitness and Reason of Things, The Demonstrations of a Supreme Being, &c. are fully considered and explained. By a gentleman of Brazen-Nose College, Oxford; now of the diocese of Chester.","Ellis, John",73,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,8,4,2,0,0,3,0,0,11,1,0,3,0,0,1,1,3,0,6,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5,2,0,0,1,0,0,2,1,2,0,1743,1,1,"London : printed by J. Watts: and sold by B. Dod at the Bible and Key in Ave-Mary-Lane near Stationers-Hall, J. Fletcher at Oxford, and T. Merrill at Cambridge, MDCCXLIII. [1743].",London,465,unknown,1688,,FALSE,"with from the best Authors ; not only to borrow Hints from them, but to transcribe their Arguments and Words , when suitable to his purpose. He is not therefore afraid of being thought a Plagiary, but desires that if anything valuable occurs, it may be ascribed to them; if"
0032501200_000006,A view of the internal evidence of the Christian religion.,Soame Jenyns,63,2,0,4,0,1,0,1,0,0,0,0,2,1,1,0,0,0,4,0,2,2,0,3,1,0,0,0,0,2,0,1,2,0,4,0,0,5,0,0,0,0,0,1,5,2,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,2,2,0,0,0,0,0,0,1,2,0,1776,1,1,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXXVI. [1776].",London,199,male,1704,1787,FALSE,"xceypt, to; pof.rpt it 5 by [43] by the infamous examples of their imaginary deities: they all worshipped a multiplicity of gods and demons, whose favour they courted by impious, obscene, and : ridiculous ceremonies, and whose anger they endeavoured.to appease by the most abominable cruelties. In the _politde& ages"
1048200302_000024,"Dissertations and miscellaneous pieces relating to the history and antiquities, the arts, sciences, and literature, of Asia, by Sir W. Jones, W. Chambers, Esq. W. Hastings, Esq. ... and others. In two volumes. ...",William Jones,56,0,0,4,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,2,4,2,2,0,0,1,0,0,5,1,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,1,0,0,1,0,0,2,5,0,0,1792,2,2,"London : printed for G. Nicol; J. Walter; and J. Sewell, 1792.",London,415,male,1746,1794,FALSE,"proper difcrimina tionsof words in conllrution; but other less, abfirufe Grammars, compiled merely for popular use, are not considered as Anga's: the fourth, or Prosody, was taught by a Muni, named PINGALA, and treats of charms and incantations in verses aptly framed and variously measured, such as the Gtiyatri, and"
