PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(arm),termFreq(armi),termFreq(cafe),termFreq(carri),termFreq(caus),termFreq(common),termFreq(confid),termFreq(continu),termFreq(countri),termFreq(debt),termFreq(declar),termFreq(end),termFreq(enemi),termFreq(engag),termFreq(england),termFreq(fleet),termFreq(forc),termFreq(franc),termFreq(french),termFreq(gener),termFreq(god),termFreq(govern),termFreq(hand),termFreq(hous),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(late),termFreq(law),termFreq(littl),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nation),termFreq(natur),termFreq(noth),termFreq(number),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(public),termFreq(reason),termFreq(reign),termFreq(roman),termFreq(ship),termFreq(spain),termFreq(state),termFreq(taken),termFreq(tax),termFreq(think),termFreq(trade),termFreq(treati),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0875800104_000028,"The naval, Commercial, and General History of Great Britain; including the lives of the admirals, and other Illustrious Commanders and Navigators, from the earliest times to the present. With a great Number of beautiful Copper-Plates and accurate Maps. To each volume is prefixed a political and illustrative preface; And to the whole a copious Index. By Frederick Hervey, Esq. Editor of the New System of Geography in two volumes, folio. In five volumes. ...","Hervey, Frederic",76,0,0,1,2,2,0,2,0,2,1,0,1,1,1,1,0,0,3,2,2,1,0,0,0,0,0,3,2,2,0,0,2,1,0,0,6,0,0,1,2,4,2,0,0,3,0,3,1,0,0,0,3,6,1,2,0,0,0,2,8,1786,4,5,"London : printed for J. Bew, No. 28, Pater-Noster Row, M,DCC,LXXXVI. [1786].",London,513,male,,,FALSE,Seamen projeced Expeditions against the Spanish Settlements -- Porto bello reduced by Admiral Ver non seamen and Supplies voted by Parliament Marriage of the princejs Mary to Prince Frederic of Hesse Caffel death of Frederic II King of Pruffia death of the Emperor charlesvi. bom bardment f Carthagcna the cafjle
0004100105_000127,"The general history of the late war: containing it's rise, progress, and event, in Europe, Asia, Africa, and America. And exhibiting the state of the belligerent powers at the commencement of the war; their interests and objects in it's continuation; and remarks on the measures, which led Great Britain to victory and conquest. Interspersed with the characters of the able and disinterested statesmen, to whose wisdom and integrity, and of the heroes, to whose courage and conduct, we are indebted for that naval and military success, which is not to be equalled in the annals of this, or of any other nation. And with accurate descriptions of the seat of war, the nature and importance of our conquests, and of the most remarkable battles by sea and land. Illustrated with a variety of heads, plans, maps, and charts, designed and engraved by the best artists. ... By the Rev. John Entick, M.A. and other gentlemen.",John Entick,75,1,1,3,3,0,0,0,0,1,0,1,0,0,0,3,1,0,2,1,2,3,2,1,1,3,0,2,3,1,0,0,1,1,1,0,4,1,0,1,2,4,8,1,0,1,1,1,2,0,0,0,1,3,0,1,0,0,1,0,5,1763,5,5,"London : printed for Edward Dilly, in the Poultry; and John Millan, at Charing-Cross, M.DCC.LXIII. [1763].",London,506,male,1703,1773,FALSE,"national commerce. But your memorialifis must not omit representing to your lordship, that the export of British manufactures from this town, directly to Guadalupe, is of a prodigious value, and very little , if at all, inferior to their export to all other his Majelty's leeward West indian islands. Prompted"
0375800201_000031,"Memoirs of the Marchioness of Pompadour. Written by herself. Wherein are displayed the motives of the wars, treaties of peace, embassies, and negotiations, in the several courts of Europe: The Cabals and Intrigues of Courtiers; the Characters of Generals, and Ministers of State, with the Causes of their Rise and Fall; and, in general, the most remarkable Occurrences at the Court of France, during the last twenty Years of the Reign of Lewis XV. Translated from the French. In two volumes. ...",Madame de Pompadour,77,0,1,2,0,0,0,2,0,0,3,2,1,3,2,1,0,4,0,2,2,2,1,0,2,1,0,3,0,1,1,1,1,0,1,0,4,1,0,1,1,1,5,4,0,2,1,1,1,0,0,0,1,0,3,0,1,0,1,1,9,1766,1,2,"London : printed for P. Vaillant, in the Strand; and W. Johnston, in Ludgate-Street, MDCCLXVI. [1766].",London,281,female,1721,1764,FALSE,"objec in a very different light."" It is said that the members of the Eng. lilh parliament beirig geerally: of contrary opinions, long debates are very frequent in' that assembly; and that these debates produce lights, from which the hearers receive great improvement, and become better qualified to serve their"
0875800104_000012,"The naval, Commercial, and General History of Great Britain; including the lives of the admirals, and other Illustrious Commanders and Navigators, from the earliest times to the present. With a great Number of beautiful Copper-Plates and accurate Maps. To each volume is prefixed a political and illustrative preface; And to the whole a copious Index. By Frederick Hervey, Esq. Editor of the New System of Geography in two volumes, folio. In five volumes. ...","Hervey, Frederic",84,0,0,1,2,0,1,0,1,0,0,0,0,2,1,1,2,2,0,3,2,5,3,0,0,1,3,9,2,1,2,2,0,1,2,0,1,1,1,2,1,5,3,0,0,5,2,0,0,0,0,0,0,2,2,0,0,0,1,2,7,1786,4,5,"London : printed for J. Bew, No. 28, Pater-Noster Row, M,DCC,LXXXVI. [1786].",London,513,male,,,FALSE,"port, and, with some Dutch men of war , blocked it up, so that none of their rovers dared venture out to sea. But notwithstanding this precaution, a row boat from Teutan, found means to get out of the harbour and take the John of London, William Matthews malter, loaded"
1485000104_000115,"The debates and proceedings of the British House of Commons, during the third, fourth, and fifth sessions of the third Parliament of His Late Majesty George II. Held in the years 1743, 1744, 1745, and 1746. Compiled from authentic papers, and compared with the journals. Vol. I.",Great Britain. Parliament. House of Commons,81,2,0,0,0,0,2,0,0,2,3,0,3,0,3,0,2,1,0,1,1,5,0,0,0,0,1,2,0,1,1,1,0,0,1,2,0,0,0,2,2,1,9,2,0,0,1,2,3,2,0,2,2,0,1,2,0,5,5,1,5,1766,4,11,"London : Printed for J. Almon, opposite Burlington-House in Piccadilly; and S. Bladon, in Pater-noster-Row, MDCCLXVI. [1766].",London,378,unknown,,,FALSE,"a Profpeot of it, as the Hon. Gentleman who spoke last pretends to have; but if we are to set up for preserving the internal Quiet of Germany by Subsidies in Time of Peace , and to engage in War when it happens to be disturbed, I am very sure,"
0520200203_000646,"The continuation of Mr Rapin de Thoyras's History of England, from the revolution to the accession of King George II. By N. Tindal, M. A. Rector of Alverstoke in Hampshire and Chaplain to the Royal Hospital at Greenwich. Illustrated With Thirty-Six heads of the Kings, Queens, and several Eminent Persons; also with Twenty Maps and Sea-Charts. The second edition. ...",Paul de Rapin,81,2,0,0,0,0,0,3,1,0,0,0,2,1,0,0,2,2,2,2,3,3,2,1,0,1,4,7,0,1,0,0,0,1,0,0,2,0,0,0,3,1,1,2,0,3,2,5,1,3,0,0,1,2,5,1,0,1,0,6,2,1751,3,4,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, MDCCLI. [1751].",London,835,male,1661,1725,TRUE,".'. arising from the Duke of Anjou's possessing the;, i,. Crown of Spain , which made in effet a con junction with France , and so must inevitably overthrow the balance of power , unless timely prevented by firong Alliances of other States and Princes , the 6th of j7auary"
0978000800_000002,"Articles of impeachment of high-treason, and other high crimes and misdemeanors, against Robert Earl of Oxford and Earl Mortimer.",Edmund Halley,92,2,0,2,0,1,0,1,2,1,1,3,0,6,1,2,2,2,1,2,3,0,5,1,0,1,0,7,0,5,3,1,0,2,1,0,1,0,0,0,0,0,4,0,0,0,0,1,2,1,0,0,0,5,5,3,0,1,0,5,6,1715,1,1,"[London : printed for T. Wright, 1715].",London,12,male,1656,1742,FALSE,"etipl Indics, neither shall they be permitted to on the account of Tratlick, diredlv or indi any pretence whatioever: And lalilv, unless be granted unto the Subjects of the King of lin, and the States - general , to exercise and he same Privileges, lights, Immunities, and of Commerce by"
0665703800_000002,A brief and true representation of the posture of our affairs: containing a particular account of the dangers to be apprehended from the present invasion; and the measures necessary for our safety and preservation.,,68,0,1,0,1,2,0,1,0,1,1,1,0,3,0,1,2,2,1,1,3,3,1,0,2,2,0,2,0,0,3,0,0,2,0,0,2,2,0,0,0,0,0,2,1,4,2,3,0,3,2,0,0,1,3,2,0,1,1,1,2,1745,1,1,"Dublin : printed by S. Powell, for George Faulkner, in Essex-Street, MDCCXLV. [1745].",Dublin,19,unknown,,,FALSE,"of INCLINATION to fulfil their Engagements , if the French perform them not. We must not be so sanguine, or rather so infatuated, to hope they will not lend a helping Hand to embroil and ruin our Affairs, if it is in their power ; and what can put it"
0515000109_000048,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D.Volume the first.",Tobias Smollett,73,1,0,1,3,2,0,0,1,0,3,0,2,2,1,0,0,4,1,1,5,5,2,0,1,0,0,4,0,0,1,0,0,2,1,0,1,0,0,1,0,1,2,2,1,0,1,5,1,1,0,1,0,1,1,2,0,0,0,6,3,1758,9,11,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-Row, MDCCLVIII. [1758]-60.",London,489,male,1721,1771,TRUE,"ub. LXXXIV L with A. C 697 with France which was immediately put in execu tonne. Spain had great reason to be satisfied with the pacification, by which (he recovered Gironne, Roses, Barcelona, Luxemburg, Chgrleroy, Mons, Courtray, and all the towns, fortresses, and territo res taken by the French in"
0902700109_000033,"The works of Jonathan Swift, D.D. Dean of St. Patrick's, Dublin, accurately revised in twelve volumes, adorned with copper-plates; with some account of the author's life, and notes historical and explanatory, by John Hawkesworth.",Jonathan Swift,90,0,0,1,0,0,2,1,0,1,0,1,0,1,1,1,2,0,0,0,2,2,3,1,1,0,4,5,4,2,1,0,0,0,0,0,2,1,0,1,1,0,7,0,1,2,0,1,1,5,0,0,0,8,4,2,0,0,2,8,8,1754,9,12,"London : printed for C. Bathurst, C. Davis, C. Hitch, and L. Hawes, J. Hodges, R. and J. Dodsley and W. Bowyer, MDCCLV. [1755].",London,469,male,1667,1745,TRUE,"Spain for the house of Aufiria, or of refusing any peace without that condition. Having already made an extract from both declarations of war , I shall here give a translation of the eighth article in the grand alliance, which will put this matter out of dispute. - M 4"
0982200300_000235,"The history of the rebellion and civil wars in England, begun in the year 1641. With the precedent Passages, and Actions, that contributed thereunto, and the happy End, and Conclusion thereof by the King's blessed restoration, and return upon the 29th of May, in the Year 1660. Written by the Right Honourable Edward Earl of Clarendon, Late Lord High Chancellour of England, Privy Counsellour in the Reigns of King Charles the First and the Second. Volume the first.","Edward Hyde, 1st Earl of Clarendon",67,0,1,0,1,0,0,1,0,1,1,3,0,1,0,1,0,3,4,1,1,0,3,0,3,0,0,3,1,1,0,1,1,1,0,0,3,0,0,1,0,2,1,1,0,1,1,1,0,1,0,0,4,1,6,1,1,0,3,2,4,1702,1,1,"Oxford : printed at the Theater, An. Dom., MDCCII. [1702].",Oxford,639,male,1609,1674,FALSE,"so that, for the friendfluip of England , they must lose the friendfllip of other Princes , and yet lose many other Advantages in Trade , which they enjoyed, and which they saw the younger and more powerfill Commonwealth would in a short time deprive them of. This the States"
0162900201_000212,"The history of Great Britain, from the restoration, to the accession of the House of Hannover. By James Macpherson, Esq; in Two Volumes. ...",James Macpherson,88,0,1,3,0,1,0,1,12,1,1,0,0,4,0,1,0,5,3,2,3,2,0,0,0,2,6,9,1,2,2,1,2,0,1,2,3,0,0,0,1,1,0,0,2,1,1,1,0,1,0,0,2,0,2,1,0,0,1,0,3,1775,1,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,722,male,1736,1796,TRUE,"leaving a victory obtained with little bloodfhed to the ene nmy. Chateau Renault landed his stores in safety, and returned in triumph to France . l3 -- btut neither the disgrace thrown upon the arms of England , nor the dangerous state of Ireland, were capable to create that unanimity"
1741300103_000739,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,66,0,0,0,2,0,1,1,0,0,3,1,0,0,1,0,1,6,1,0,1,2,3,0,1,0,0,2,1,1,0,1,0,1,1,0,4,0,1,0,2,5,1,2,2,1,2,1,0,0,1,0,1,2,0,0,2,0,2,3,3,1797,3,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,810,unknown,,,FALSE,"the fovereigu. They argued in favour of stria hereditary fucceflicn, divine right, and non refitlncee to tie regal power . The tories, though joining in vigorous nmeafures againlk France , were never ardently their eieenica: they rather secretly hated the Dutch, as of principles very oppotite to their own; and"
0181400700_000188,"The life and history of Lewis XIV. present King of France and Navarre. In eight parts. I. Containing an Account of the Affairs of that Country, from the Death of Lewis XIII. to the Treaty of Munster. II. From that Treaty to the King's Marriage, concluded at the Pyrenean Treaty. III. From the Consummation of his Marriage 1660. to the Treaty of Aix La Chapelle 1668. IV. From that Treaty to that of Nimeguen. V. From the Treaty of Nime guen, to the beginning of the War 1688. VI. From 1688. to the Treaty of Ryswick 1697. Vii. From that Treaty, to the Death of Charles II. late King of Spain. Viii. From that King's Death to this present Time. The whole Impartially related, and confirm'd by Authentick Papers, Treaties, &c. Wich the Explanation of the Medals struck on several Occasions; Inscriptions, &c. many of which are Vainglorious, and some Blasphemous: His Character, with his Vertues and Vices; His Marriages and Issue; His Mistresses and Natural Children, &c.",,87,1,0,1,0,3,1,0,1,0,1,3,0,0,2,1,1,0,0,3,2,1,8,0,0,0,0,7,3,1,3,1,0,2,1,0,0,0,1,0,0,0,8,0,0,0,3,1,1,2,0,2,1,3,8,1,0,0,2,4,3,1709,1,1,"London : printed for John Morphew, near Stationers-Hall, MDCCIX. [1709].",London,678,unknown,,,FALSE,"means possible, and of all that in them lies, to obtain amicably and by a strong and solid Treaty , a just and reasonable Satisfaction to his Imperial Maje ity for his Pretensions to the spmanij Succession, and the Security abovementioned for his Majesty of Great Britain, and for their"
1698700102_000141,"The history of modern Europe. Part II. From the peace of Westphalia, in 1648, to the peace of Paris, in 1763. With a view of the progress of society during the present century. In a series of letters from a nobleman to his son.",William Russell,69,1,1,2,3,0,0,1,2,1,0,1,0,0,0,3,0,4,2,2,0,4,1,0,4,1,3,0,2,2,1,1,0,1,1,0,3,0,0,1,2,1,2,5,0,1,0,0,2,0,2,0,1,1,0,1,0,0,0,2,1,1784,2,2,"Dublin : Printed by John Exshaw, Grafton-Street, MDCCLXXXIV. [1784].",Dublin,688,male,1741,1793,FALSE,"councils of the A. D. 1756 bovereign divided. These matters will require some exp ious causes contributed to the extinction of - the military spirit in Great Britain. The long peace that succeeded the treaty of Utrecht, the establishment of a flanding army , and the consequent neglea of the"
0875700103_000128,"The naval, Commercial, and General History of Great Britain; including the lives of the admirals, and other Illustrious Commanders and Navigators, from the earliest times to the present. With a great Number of beautiful Copper-Plates and accurate Maps. To each volume is prefixed a political and illustrative preface; And to the whole a copious Index. By Frederick Hervey, Esq. Editor of the New System of Geography in two volumes, folio. In five volumes. ...","Hervey, Frederic",82,2,1,0,0,0,3,1,3,1,0,0,0,4,0,0,0,2,1,0,1,0,1,0,2,1,3,6,1,2,1,1,1,1,0,1,3,2,0,0,1,1,0,2,0,1,2,0,0,1,0,0,0,8,1,5,2,0,2,3,8,1786,3,5,"London : printed for J. Bew, No. 28, Pater-Noster Row, M,DCC,LXXXVI. [1786].",London,501,male,,,FALSE,"an accommodation. He explained the cause of his own journey to Spain , and his negotiations at Madrid. He added, it was high time to check the growth of the naval power of Spain , in order to protect and secure the trade of the British subjects, which had been"
1761600303_000129,"The history of England, by Mr. Rapin de Thoyras. Continued from the revolution to the accession of King George II. By N. Tindal, ... Illustrated ...","Rapin de Thoyras, M. (Paul)",98,0,0,2,1,3,0,1,1,0,2,0,0,3,1,1,1,3,3,3,8,5,4,0,0,0,0,12,0,1,0,0,1,0,0,1,0,0,2,2,0,0,3,0,0,0,1,0,0,0,0,2,0,3,8,2,0,1,1,7,9,1744,3,4,"London : printed for John and Paul Knapton, 1744-47.",London,821,male,1661,1725,FALSE,"though this conduc of his was blamed by some, yet better judges thought, that the managing of this campaign, as he did, was one of the greatest parts of his life. Affairs at King William's arms were not more successful sea notfuc at sea; for Admiral Torrington with the confede"
