PassageID,Title,Author,Total termFreq,termFreq(attent),termFreq(author),termFreq(book),termFreq(brandi),termFreq(chocol),termFreq(coffe),termFreq(coffeehous),termFreq(compani),termFreq(convers),termFreq(dai),termFreq(drink),termFreq(even),termFreq(frequent),termFreq(gentlemen),termFreq(grand),termFreq(half),termFreq(home),termFreq(hous),termFreq(humour),termFreq(knowledg),termFreq(laid),termFreq(laughter),termFreq(liberti),termFreq(london),termFreq(music),termFreq(new),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(place),termFreq(politician),termFreq(proprietor),termFreq(public),termFreq(publish),termFreq(punch),termFreq(read),termFreq(room),termFreq(sage),termFreq(societi),termFreq(tabl),termFreq(tatler),termFreq(tea),termFreq(thought),termFreq(town),termFreq(wit),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0668201000_000007,"The regal rambler; or, eccentrical adventures of the devil in London: with the manouvres of his ministers, towards the close of the eighteenth century. Translated from the Syriack MS. of Rabbi Solomon, recently found in the foundation of the Hebrew Synagogue.","Hastings, Thomas",31,0,1,2,1,0,0,1,2,0,1,0,0,0,0,0,1,3,3,0,0,0,0,0,2,0,2,2,0,0,2,1,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,1793,1,1,"London : printed for H. D. Symonds, No. 20, Pater-Noster-Row; and Owen, Piccadilly, M.DCC.XCIII. [1793].",London,102,male,1740,1801,FALSE,"of his great progenitor. Jack Straw. This genius, and one Captain Firebrand, a publisher , composed, a triumvirate, and advertised for a youth of brilliant parts and good morals to assist as an amanuensis. LUCIFER, one morning arguing with the political disputants at the Chapter in the Row, cast his"
1171300102_000088,"The spectator, in eight volumes. ...",,33,0,2,0,0,0,0,3,3,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,2,3,0,0,0,1,0,0,3,4,0,0,1,0,0,1,1,1,1,1791,2,8,"Glasgow : printed by David Niven; for W. Creech, Bell and Bradfute, J. Dickson, W. Laing, A. Guthrie, J. & J. Fairbairn, and T. Duncan, Booksellers, Edinburgh. Anno, 1791.",Glasgow,333,unknown,,,FALSE,"if it could speak? It might say, answered the youth,  That it is 4 very beautiful. And are not you ashamed, replied the e Cynic, to value yourself upon that only of which a piece E of brass is capable? T N 1i4. THURSDAY, August 16 ..<..4'<..<<+...>.>"">..>...... :; Stultitiam"
0397200204_000102,The lucubrations of Isaac Bickerstaff Esq; revised and corrected by the author. ...,Joseph Addison,37,0,2,0,0,0,0,1,4,2,4,0,0,2,0,0,1,1,0,1,0,2,0,1,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,1,3,1,0,2,0,2,1,1712,4,5,"London : printed by John Nutt, and sold by John Morphew, near Stationers-Hall, MDCCXII. [1712].",London,389,male,1672,1719,TRUE,"ia wn that has not some Speakers belonging to i ho uttertheir Political Elays, and drawparal s out of Bkss Cbrnimcle to almost every Part Her Majesty's Reign. It was laid of two an nt Authors who had very different Beauties in eir Style, That if you took a Word"
1350200202_000093,"The spectator, in eight volumes.",,35,0,0,1,0,0,1,1,1,2,1,1,1,4,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,6,1,0,0,1,0,0,0,1,0,0,0,0,1,2,2,0,1,1791,2,8,"Glasgow : printed by David Niven; for J. Duncan, J. & M. Robertson, Dunlop, & Wilson, J. & W. Shaw, R. Farie, A. Orr, A. M'Goun, and A. Macaulay, Glasgow.-J. Dickson, E. Balfour, P. Hill, J. Hunter, and J. & J. Fairbairn, Edinburgh; and W. Coke, Leith, Anno 1791.",Glasgow,337,unknown,,,FALSE,"and pro, nounce it penal for any one to fpeakr to him in the said liaoute which he frequents , and direat that he be obliged to drink his tea and coffee without sugar, and not reeiv$ from any person whatsoever anything above merk 714.~ ceffaries. acs we in England"
1427800106_000011,The spectator. In Eight Volumes. Carefully corrected.,,31,1,1,0,0,0,3,1,1,1,2,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,3,0,0,1,1,2,0,1,0,0,0,4,0,0,0,0,0,1,0,1,1,1767,6,8,"Glasgow : printed by A. Duncan and Company, for James Knox, William Marshall, and James Duncan, M DCC LXVII. [1767].",Glasgow,308,unknown,,,FALSE,"Smithfaeld on the other, by several climates and degrees in their way of thinking and conversing together. For this reafo, when any public affair is oupo the anvil, I love to bear the reections that arise upon It ao the several difrids ad parihes of London aad Wcfminlter, anad to"
1012800201_000039,The expedition of Humphry Clinker. By the author of Roderick Random. In two volumes. ...,Tobias Smollett,35,0,0,0,0,0,0,2,2,0,0,1,6,1,0,1,3,1,1,0,0,0,0,0,1,1,0,0,3,0,3,0,1,3,0,1,0,0,0,0,2,0,1,0,0,1,0,1790,1,2,"Dublin : printed by the United Company of Book-Sellers, 1790.",Dublin,227,male,1721,1771,TRUE,"is neither watch nor ward of any signification, nor any order or police, affords them lurking places as .well as prey. There are many causes that contribute to the daily increase of this' enormous mats; but they may be all resolved into the grand source of luxury and corruption About"
0889000101_000015,The spectator. ...,,39,1,0,1,0,0,0,1,0,2,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,5,0,1,1,0,0,1,0,0,1,0,0,2,1,0,3,2,0,2,3,1723,1,8,"London : printed for J. Tonson, at Shakespear's-Head, over-against Katharine-Street in the Strand, MDCCXXIII. [1723].",London,337,unknown,,,FALSE,"City inquiring Day by Day after these my Pape, and re. ceiving my Morning Lectures with a beci iuag Seri. ouliefs and Attention . My Publifler tells mtn.ca'at there are already Three Thoufind of them diftrio'uted every Day : So that if allow Twenty Readers to every Paper , which"
0594200101_000069,The spectator. Volume the First.,,32,0,1,0,0,0,0,5,0,1,3,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,3,3,0,1,2,0,0,3,1,0,0,0,0,1,1,0,0,0,1,0,0,1778,1,8,"Dublin : printed for W. Wilson, No. 6, Dame-Street, M.DCC.LXXVIII. [1778].",Dublin,342,unknown,,,FALSE,"any of my walks, objets which move both my spleen and laughter so effetually, as those young fellows at the Grecian, Squire's, Searl's, and all other coffeehouses adjacent to the law, who rise early for no other purpose but to publish their laziness. One would think these young virtuosos take"
0856100102_000020,The guardian. ...,,30,0,0,1,0,0,1,1,1,0,2,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,2,2,3,1,0,0,1,1,0,0,1,1,0,0,0,1,1,4,0,0,1746,2,2,"Glasgow : printed and sold by Robert Foulis, MDCCXLVI. [1746].",Glasgow,365,unknown,,,FALSE,"yet kept up as good a decorut? in the debate of politics, trade, tocks, cas at Will's, or at any other coffeehouse at your end of the town . In order therefore to preserve this house from the arbitrary way of forcing an assent, by seizing on the collar, neckcloth,"
0201600101_000072,The spectator. ...,,33,0,1,0,0,0,1,6,1,0,3,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,5,1,0,1,2,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1753,1,9,"London : printed for J. and R. Tonson and S. Draper, MDCCLIII. [1753].",London,347,unknown,,,FALSE,"coffee honfe at Six in a Morning, know that my Friend Beaver the Haberdasher has a Levy of more un difiembled Friends and Admirers, than most of the Courtiers or Generals of Great britain. Every Man about him has, perhaps, a News paper in his Hand; but none can pretend"
0158201703_000035,"A collection of the most interesting tracts, lately published in England and America, on the subjects of taxing the American colonies, and regulating their trade. In two volumes.",,41,0,1,1,0,0,0,1,0,0,1,1,4,0,1,1,0,0,7,0,0,0,0,0,0,0,3,7,2,2,0,0,0,3,0,2,0,1,0,0,0,0,0,0,3,0,0,1766,3,3,"London : printed for J. Almon, opposite Burlington-House, in Piccadilly, M.DCC.LXVI. [1766].",London,325,unknown,,,FALSE,"drink a barrel of punch : the offer was accept, d, and so that iloule was laved. As loon as they had drank the punch , they went to the house of Mr. Story, regifter deputy of the Admiralty, broke into it, and broke it all to pieces, and took"
1173200104_000159,The tatler. ...,Joseph Addison,32,0,3,0,0,0,0,1,3,1,0,0,0,2,3,0,0,0,1,1,0,1,0,0,1,0,0,5,1,1,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,1,0,1797,4,4,"London : printed by Bye and Law; for Messrs. Longman, Dodsley, Law, Johnson, Nichols, Dilly, Robinson, Sewell, Richardson, Baldwin, Faulder, Rivington, Otridge and Son, B. and J. White, Hookham and Carpenter, Wilkie, Scatcherd, Ogilvie and Son, Newbery, J. Edwards, Vernor and Hood, Nunn, Pote, Miller, Cadell and Davies, and H. Lowndes, 1797.",London,571,male,1672,1719,TRUE,"at the lame time, that I think the finest strokes of wit ""Addiofn was the affifiant here alluded to. and humour in all Mr. Bickertaff's Lucubrations, are those for which he also is beholden to him. As for the satirical part of these writings, those against the gentlemen who profess"
0182100702_000005,"The beauties of biography: containing the lives of the most illustrious persons who have flourished in Great Britain, France, Italy, and other parts of Europe, Either as Poets, Historians, Divines, Philosophers, Soldiers, or Politicians. In which all superfluous Matter is avoided, and every thing Interesting, Entertaining, or Curious, carefully preserved. Extracted from the Biographia Britannica, Baile's Dictionary, and other valuable works, For the Instruction of Youth of Both Sexes, And calculated to inspire them with a Love of Virtue, and create a Spirit of Emulation absolutely necessary to those who would wish to arrive at any Degree of Superiority in their different Professions, or Amusements. ...",,35,0,3,0,0,0,0,2,6,0,1,2,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,4,0,0,1,0,0,0,1,1,0,1777,2,2,"London : printed for G. Kearsley, at No. 46, near Serjeant's Inn, in Fleet-Street, MDCCLXXVII. [1777].",London,237,unknown,,,FALSE,"an evenness of mind not to be ruffled. During a considerable part of the time in which he was employed upon this performance, he was without lodging, and often without food; nor had he any other conveniences for study than the fields, or the street, in which he used to"
0099104100_000035,"A curious collection of letters, serious, comical, satyrical and political; chiefly extracted from the Westminster journal. ...",,27,1,0,1,0,1,1,1,1,0,1,0,0,1,2,3,2,0,0,2,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1761,1,1,"London : printed for and sold by H. Serjeant, at the Star, without Temple Bar, 1761.",London,336,unknown,,,FALSE,"Fracee to the same Ebb it was at the End of the lati War. monfieur, who had the Honour of France and the Grand Monarch at Heart, had laughed at the Assertion; and, with a long Detail of Politics, of Campaigns, of Sieges, of Barrier Towns , of Marches ani"
0151600600_000005,The new Margate and Ramsgate guide in letters to a friend describing the accomodations & amusements of those delightful watering places in prose & verse.,,42,0,0,2,0,0,2,0,2,0,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,5,0,0,2,5,0,0,0,0,4,1,2,0,0,1780,1,1,"London : printed for H. Turpin No 18 near Grays Inn Gate Holborn, & T. Wilkins Aldermanbury, [1780?].",London,49,unknown,,,FALSE,"season opened an elegant library and toy fhop, at the bottom of the ihigh Street, the back of which, fronts the sea. As for the enjoyment of public amusements, and in their own apprehensions, hatlening to the borders of the grave. If this does not create seriousness even in the"
0127800302_000033,"Montgomery; or, scenes in Wales. In two volumes. ...","Plumptre, Bell",38,2,0,0,0,0,1,2,2,3,7,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,2,4,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,0,0,1796,2,2,"London : printed for William Lane, at the Minerva, Leadenhall Street, 1796.",London,329,male,,,FALSE,"Chriltmas day , when he was to be present at high mass, in compliance with the request of the Abbe, who was always desirous of giving strangers a strong impression of the grandeur of'this celebrated church. On Christmas day , when Montgomery went with the Abbe and Sir Patrick's family"
0406900102_000026,"The justice of the peace, and parish officer. By Richard Burn, LL. D. Chancellor of the Diocese of Carlisle, and one of His Majesty's Justices of the Peace for the Counties of Westmorland and Cumberland. The eleventh edition. In four volumes. ...",Richard Burn,48,0,0,2,1,6,6,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,6,0,0,2,0,0,0,2,0,0,0,0,11,0,0,0,0,1770,2,4,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's most Excellent Majesty ; for T. Cadell, (successor to Mr. Millar) in the Strand, M.DCC.LXX. [1770].",London,510,male,1709,1785,FALSE,"shall be delivered out with a permit signed by the officer at such warehouse, to be delivered to the officer where they are intended to be carried, that the same officer may take the same into flock. Io G. C Io. f 26 Taking oat of 11 And as to"
0632400900_000005,"Luxury, pride and vanity, the bane of the British nation. Wherein is shewn the prodigality and profuseness of all ranks, and conditions. The Transposition of the City to the Court, with the Tradesmen's expensive manner of Living. The Encrease of the Wine-Trade, the Decay of the Wealth, and Industry of the People. Town and Country over-run with false Splendor. Most of our modern Equipage compar'd to the Life of Man. Physicians, and even Apothecaries under an absolute Necessity of keeping Equipages in support of their Characters and Families. An Account of a Lady, who unhappily lost her Life through the Avarice of her Man-Midwife's attending in a Hackney-Coach, instead of his own Chariot. A new piece of Frugality among Men of Quality, in keeping their Mistresses in their own Dwelling-Houses. More Wines and Viands expended in the City of London and County of Middle-Sex, than in the sixteen United Provinces of Holland. The Beggars of the several Parishes within the City and Suburbs of London, proved to eat more white Bread than the whole Kingdom of Scotland. The proud, insolent and extravagant Humours of Parish-Officers, Petty-Clerks in the Offices, Gentlemen's Gentlemen, Petty-Foggers, Led Captains and Runners, in Men of Qualities Chambers and Kitchens. Dancing-Masters, Gamesters, &c. exposed. The late horrible Instances of wilful and corrupt Perjury animadverted on; with some Account of Mr. Wreathock's Calves-Leather-Club: Together with a true Copy of the Highwayman's famous Bill formerly filed in the Court of Exchequer, by the said Wreathock on the Part of John Everet against Joseph Williams, two notorious Robbers, about settling the Property of their Plunder, both afterwards executed, and Wreathock committed to the Prison of the Fleet. With diverse other entertaining Subjects Serious and Comical.","Jones, Erasmus",28,0,0,1,0,0,2,2,1,1,1,0,1,1,2,0,1,0,1,1,1,0,0,1,0,0,1,0,2,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,1736,1,1,"[London] : Printed for J. Roberts near the Oxford-Arms in Warwick-Lane; and sold by Edward Withers, at the seven Stars over against Chancery-Lane, Fleetstreet; J. Joliffe in St. James's-Street; and the rest of the booksellers of London and Westminster, [1736?].",London,62,male,,,FALSE,"in this Town , to see Families make a most flaming Appearance in Public , throwing their haughty Looks upon all, whom they think inferior to them, that were one to see them truly within Doors, mhould find oftentimes resolve into Committees of the whole House , on Ways and"
0407200301_000226,"The justice of the peace, and parish officer. By Richard Burn, Clerk; One of His Majesty's Justices of the Peace for the County of Westmorland. ...",Richard Burn,42,0,0,2,1,5,7,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,6,0,0,2,0,0,0,2,0,0,0,0,7,0,0,0,0,1762,1,3,"London : printed by E. Richardson and C. Lintot, Law-Printer to the King's Most Excellent Majesty; for A. Millar, in the Strand, M.DCC.LXII. [1762].",London,606,male,1709,1785,FALSE,"same (hall be sold in lots or parcels less than a hundred weight. Io G. C Ic. f. 34 wk: choure 13 And the warehouse keeper and officer appointed by cel to k: an the commifliorers of the inland duties shall each of them ac.cu.t. keep a book , wherein"
0842700103_000198,"The works of the late Right Honorable Joseph Addison, Esq; ... . With a Complete Index.",Joseph Addison,29,1,0,0,0,0,2,2,1,2,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,3,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,1761,3,4,"Birmingham : printed by John Baskerville, for J. and R. Tonson, At Shakespear's Head in the Strand, London, MDCCLXI. [1761].",Birmingham,593,male,1672,1719,TRUE,"HEN I confider this great city in its several quarters and divisions, I look upon it as an aggregate of various nations diftinguifled from each other by their refpeaive customs, manners and interests. The courts of two countries do not so much differ from one another, as the court and"
0499600106_000075,The spectator. ...,,40,0,4,0,0,0,0,2,0,0,2,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,9,2,0,1,0,2,0,2,1,0,5,0,0,0,0,0,0,1,3,0,0,1733,6,8,"London : printed for J. Tonson, at Shakespear's-Head, over-against Catharine-Street in the Strand, 1733.",London,312,unknown,,,FALSE,"of self-love did not hinder them. Thereis no difference, says Cicero, between advidng a Crime, and approving it when committed. The Roman. Law confirmed this Maxim, having subjected the Approvers and Authors of this Evil to the same Penalty. We may therefore conclude, that thofewho arepleafed witk with reading Defamatory"
0108300902_000005,"The memoirs of Michael Clancy, M.D. Containing, his observations on many countries in Europe: particularly, the southern parts of France, the Province of Guienne, Part of Spain, Paris, London, and Ireland, where he resided at different Times, for the Space of twenty-five Years. ...","Clancy, Michael",30,0,0,3,0,0,0,2,1,1,5,0,1,0,1,0,2,0,1,0,1,0,0,0,1,0,0,2,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1750,2,2,"Dublin : printed by S. Powell, for the author, MDCCL. [1750].",Dublin,142,unknown,1700,,FALSE,"situated on the River Garonne, in a moult beautiful Country, and is a fair and opulent Port. The next Day after my Arrival, I went to Mr. Gordon, who delivered me my Chest and Money, which were left in his Hands, by Captain Leveflon, who by this Time had sailed"
0590200202_000092,The spectator. ...,,28,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1,1,1,3,1,1,0,0,1,0,0,5,2,0,0,0,0,1,0,1,0,0,1767,2,8,"London : printed for J. and R. Tonson, MDCCLXVII. [1767].",London,349,unknown,,,FALSE,"inilcad of Par. L 5  donetiu · doneth .and abfolveth, Pardons and afolves. These  are often pretty clatical scholars, and would think it  an unpardonable sin to read Firg.! or Martial with so little tafle as they do divine service.  This indifferency seems to me to"
1241100101_000017,The spectator. ...,,38,0,0,1,0,0,0,1,0,3,6,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,5,0,1,1,0,0,1,1,0,1,0,0,1,1,0,3,2,0,1,3,1788,1,8,"London : printed for Messrs. Payne, Rivington, Davis, Longman, Dodsley, White, Law, Robson, Crowder, Johnson, Nichols, Dilly, Robinson, Cadell, Stuart, Bowles, Sewell, Murray, Flexney, Baldwin, Goldsmith, Lowndes, Knox, Otridge, Hayes, Piquinet, Macqueen, & Newbury, [1788].",London,354,unknown,,,FALSE,"and to temper wit with morality, that my readers may, if possible, both ways find their account in the Speculation of the day . And to the end that their virtue and dicfretion may not be short, transient, intermitting itarts of thought , I have resolved to refresh their memories"
0201300101_000030,The rambler. ...,Samuel Johnson,27,0,0,0,0,0,0,2,2,1,2,0,1,2,0,0,1,2,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,2,1752,1,6,"London : printed for J. Payne, at Pope's-Head, in Pater-Noster-Row, M.DCC.LII. [1752].",London,313,male,1709,1784,TRUE,"in a kind of literary revel, and I have now found that nothing is so expensive as great abilities, unless there isjoin'd with them an insatiable eager nets of praise; fr to escape from the pain of hearing myself exalted above the greatest names dead and living of the learned"
0184100800_000014,"A complete collection of the genuine papers, letters, &c. in the case of John Wilkes, Esq: late member for Aylesbury, in the county of Bucks.",John Wilkes,33,0,1,1,0,0,0,2,2,2,2,0,2,0,3,0,1,0,2,0,0,0,0,0,2,0,0,1,1,3,1,0,0,2,1,0,0,2,0,0,0,0,0,1,0,1,0,1767,1,1,"Paris [i.e. London?] : chez J. W. imprimeur, rue du Colombier Fauxburgh, St. Germain, à l'hotel de Saxe, 1767.",London,279,male,1727,1797,TRUE,"as send me an answer by my servant who will wait for it. Lieutenant Crockat of dragoons, who is now in Scotland, desires his' compliments to you for the many civilities shown him when he was quartered near your country seat; you -78 may be assured that many of the"
