PassageID,Title,Author,Total termFreq,termFreq(appli),termFreq(art),termFreq(children),termFreq(cloth),termFreq(consumpt),termFreq(contriv),termFreq(cotton),termFreq(engin),termFreq(fabric),termFreq(hand),termFreq(improv),termFreq(invent),termFreq(iron),termFreq(labour),termFreq(machin),termFreq(machineri),termFreq(manner),termFreq(manufactur),termFreq(mechan),termFreq(method),termFreq(mill),termFreq(number),termFreq(oper),termFreq(patent),termFreq(peopl),termFreq(power),termFreq(present),termFreq(price),termFreq(proport),termFreq(quantiti),termFreq(raw),termFreq(silk),termFreq(skill),termFreq(steam),termFreq(us),termFreq(valu),termFreq(water),termFreq(wheel),termFreq(women),termFreq(wool),termFreq(woollen),termFreq(work),termFreq(workmen),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0943901200_000006,Considerations on the effects of protecting duties. In a letter to a newly-elected member of parliament.,"Johnson, Robert           18th cent           18th cent",53,0,0,0,1,3,0,0,0,0,1,0,0,1,9,1,0,0,8,0,0,0,2,4,0,1,0,0,7,1,3,0,0,2,0,2,0,0,0,0,1,2,4,0,1783,1,1,"Dublin : printed for W. Wilson, No. 6, Dame-Street, M,DCC,LXXXIII. [1783].",Dublin,47,unknown,,,FALSE,"A proteeing duty when en ated, will not add an additional number of ploughshares, to assist the hand of man in tilling the earth. It will not dive into the earth to procure C the the iron to make that ploughshare. It will not procure corn to be sown, nor"
1403100900_000003,"Two tracts: Information to those who would remove to America. And, remarks concerning the savages of North America. By Dr. Benjamin Franklin.",Benjamin Franklin,42,0,3,2,3,0,0,0,0,0,1,0,0,0,3,1,0,0,1,2,0,0,1,1,0,2,1,0,3,0,2,0,3,1,0,0,2,0,0,0,2,1,4,3,1784,1,1,"London : Printed for John Stockdale, opposite Burlington-House, Piccadilly, MDCCLXXXIV. [1784].",London,40,male,1706,1790,TRUE,"* an: d a good translation of them into French:, has lately been published at Paris. * Printed for John Stockdale, rppofite B: irl:  - tonne Iloufe, Piccadilly; with an Appendix, Prefac and Dedication, by the R,, -. \, ia: 2 n J., .if: :. 6s. in board, ("
1613700300_000004,"An attempt to promote the commercial interests of Great-Britain. By William Langworthy, of the Honourable Society of the Inner Temple. Tract I.","Langworthy, William",42,3,1,0,1,1,0,1,0,0,0,5,1,4,1,1,0,0,2,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,0,2,8,0,1,0,1,0,2,0,1793,1,1,"Bath : Printed by R. Cruttwell, for the author; and sold by C. Dilly, Poultry; J. Deighton, Holborne; and J. Evans, Pater-Noster-Row, London, MDCCXCIII. [1793].",Bath,179,unknown,,,FALSE,"of man over the works of nature, -- in the application of those: ifuperior powers of invention , by which the is to honourably distinguished, to the various purposes of manufacture , for converting the productions of the soil into all the conveniences and comforts of life; and appropriating hingris,"
0917900500_000002,"A treatise on silk, wool, worsted, cotton, and thread, describing their nature, properties and qualities, with instructions to clean the manufactures in the hosiery branch, And At The Same Time Preserve their Colour and Beauty; (calculated For The Use Of Families.) to which are added, descriptive remarks on frame-work knitting, Knitting With Wires, And Patent Manufacturies. By R. March, Hosier, (no 230) Temple-Bar.","March, R.",60,0,0,0,1,0,0,1,0,0,5,2,6,0,0,4,0,1,1,0,0,0,2,0,1,0,0,0,0,0,4,0,2,0,0,2,0,1,6,0,20,0,1,0,1779,1,1,"London : printed for the author, 1779; and sold by J. Murray, Fleet Street; J. Almon, Piccadilly; Mess. Richardson and Urquhart, At The Royal Exchange; and P. Brett, Opposite ST. Clement's Church, Strand, [1779].",London,42,unknown,,,FALSE,"of the greatest improvement , and is an object of the utmost importance, especially to the Eaft india Company. In 1777, I invented a simple machine purposely to free silk from burs, without loss of time or attendance, to which I made an additional improvement to take out the gouts,"
0215100102_000162,"An historical geographical, commercial, and philosophical view of the American United States, and of the European settlements in America and the West-Indies. By W. Winterbotham. In four volumes. With numerous engravings. ...",William Winterbotham,39,0,0,0,0,0,0,6,0,0,1,1,1,5,1,2,1,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,1,5,1,1795,2,4,"London : printed for the editor; J. Ridgway , York-Street ; H. D. Symonds , Paternoster Row ; and D. Holt, Newark, [1795?].",London,497,male,1763,1829,FALSE,"be brought to the Philadelphia market. From this great abundance and vari; n of fuel it results, that lennfylvania, and the United States in genenl re well suited to all manufaaories that are effected by fire, fucha furnaces, foundaries, forges, glais houfes, breweries, distilleries, f:; L works , smith hops,"
1436700100_000040,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",63,1,0,0,0,0,0,18,0,0,0,0,0,0,3,2,2,0,3,0,0,1,1,0,0,2,0,3,10,2,0,5,2,0,0,2,3,1,0,0,0,0,2,0,1785,1,1,"Dublin : Printed for R. Moncrieffe, L. White, and P. Byrne, M.DCC.LXXXV. [1785].",Dublin,407,male,1735,1821,FALSE,"to o00 F cent. lower than British printed goods. Fustians ad printed goods are the principal objeats of the ihn cheffer manufaaures. France; France, and so far the competition will be fair but thie burdens of B; ritain give Ireland an advantage; and the cheapness of lihen yarn in the"
0550900100_000012,"A view of the United States of America, in a series of papers, written at various times between the years 1787 and 1794; by Tench Coxe, of Philadelphia, commissioner of the revenue. Interspersed with authentic documents. The whole tending to exhibit the progress and present state of civil and religious liberty, population, agriculture, exports, imports, fisheries, navigation, ship-building, manufactures; and general improvement.",Tench Coxe,39,0,1,0,2,0,1,0,0,0,2,1,0,2,1,2,0,0,6,0,0,3,1,0,0,2,0,1,1,0,0,2,0,0,0,4,0,3,0,0,0,1,2,1,1795,1,1,"Dublin : printed for P. Wogan, P. Byrne, J. Chambers, J. Milliken, J. Halpen, W. Jones, and G. Follingsby, 1795.",Dublin,452,male,1755,1824,FALSE,"of Pennsylvania, on Thursday the th of augufj, 1787, and publihed at their reuejf. GENTLEMEN, WHILE I obey with sincere pleasure the coma mands of the refpeaable assembly whom I have now the honour to address, I feel the most trying emotions of anxiety and apprehension, in attempting to perform"
0026203002_000002,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, ... In three volumes. ...",Adam Smith,43,0,0,0,0,3,0,0,0,0,0,2,1,0,5,3,1,3,1,0,0,1,1,2,0,1,1,0,2,2,5,0,0,0,0,1,0,1,0,0,0,0,5,2,1776,2,3,"Dublin : printed for Messrs. Whitestone, Chamberlaine, W. Watson, Potts, S. Watson [and 15 others in Dublin], 1776.",Dublin,533,male,1723,1790,TRUE,"leads to this improvement . The person who employs his flock in maintaining labour , necessarily wishes to employ it in such a manner as to produce as great a quantity of work as possible. He endeavours, therefore, both to make among his workmen the most proper distribution of employment,"
1693000173_000138,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),32,1,0,0,2,0,0,4,4,0,0,6,1,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,2,1,0,1782,73,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,578,unknown,,,FALSE,"Great Ltvrer Works , Lancnshire. Harrison, R. and A. Latlham, W. Harrison, H. and hltham, R. Bahia, llrazils. loye, J. Dyson, I. and Stead, WV. Sayland, York, colttn.manufacturers. Ilopwood, j.and P. Wigan, Lancaster, linen manu facturers. Hatfirld, W. and Weston, R. Great new.st. Gough iq. printers. Jeltvs, H. and Ham,"
0960800900_000036,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",49,0,0,1,10,0,0,0,0,1,3,1,0,0,1,1,0,0,7,0,2,3,0,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3,1,7,0,1785,1,1,"Dublin : printed for R. Moncrieffe, L. White, and P. Byrne, M.DCC.LXXXV. [1785].",Dublin,416,male,1735,1821,FALSE,"when milled . They for the mols part hold sufficient land to afford them mantainance for a cow and horse, and a garden for vegetables, which they till themselves. The whole family is engaged, and if they are not sufficient themselves, they hire servants to card, spin and weave. The"
0067200102_000228,"Reports of cases argued and determined in the Courts of Common Pleas and Exchequer Chamber, from ... 1788, to ... 1791, ... By Henry Blackstone, ...","Blackstone, Henry           1761 or 2",72,0,1,0,3,2,0,0,4,0,0,0,3,1,0,0,0,1,4,1,7,0,0,0,29,0,0,0,0,0,2,0,0,0,0,8,0,5,0,0,0,0,1,0,1791,2,2,"London : printed by A. Strahan and W. Woodfall; for Whieldon and Butterworth, 1791-96.",London,663,unknown,,,FALSE,"it was rightly and candidly admtlitted that he could not. The method and the mode of doing a thing are the same : and I think it impossible to support a patent for a method only, without having carried it intoc effec and produced some new substance. But here it"
0091800900_000030,"A tour to the Royal Spa at Cheltenham; or, Gloucestershire Displayed. Containing an Account of Cheltenham, in its improved State; its Mineral Waters, Publick Walks, Amusements, Environs, &c. The Natural History of the County and City of Gloucester, and the Towns of Cirencester, Tetbury, Tewkesbury, Fairford, &c. A correct itinerary from Cheltenham; and an Account of The Posts to and from Gloucester and Cheltenham. The Whole interspersed with Explanatory Historical, Chronological, and Genealogical Notes. By Simeon Moreau, M. C. Cheltenham. To which is prefixed, an Account of The Royal Visit to Cheltenham in 1788.","Moreau, Simeon",45,0,3,1,4,0,0,1,0,0,1,0,6,4,2,0,0,0,3,0,0,3,1,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,2,4,2,2,0,1797,1,1,"Bath : printed for the author, by R. Cruttwell; and sold by Mrs. Forty, (only) at Cheltenham Well; C. Dilly, Poultry, London; and all other Booksellers, 1797.",Bath,215,unknown,,,FALSE,"now flourishing in this kingdom. [ IIO ] Hampton, Stroud, Painfwick, Woodchelter, Horsley, Stonehoufe, Stanley, Uley, Durfley, Wotton Underedge, and neighbouring places of less note, where tie mafier clothiers live; but the women and children all over the county are employed in carding of wool and spinning of yarn. This"
1135001300_000028,"Speech of the Right Honourable Sylvester Douglas in the House of Commons, Tuesday, April the 23d, 1799, ON Seconding The Motion Of The Right Honourable The Chancellor Of The Exchequer, For The House To Agree With The Lords In AN Address To His Majesty relative to a union with Ireland.",Great Britain. Parliament. House of Commons,39,0,0,0,2,2,0,4,0,0,0,1,0,4,6,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,1,1,0,2,0,0,2,0,0,0,2,3,2,0,1799,1,1,"London : printed [by S. Gosnell] for J. Wright, Piccadilly, 1799.",London,203,unknown,,,FALSE,"this part of the argument to have been assumed. Take the cafe of iron : I am informed that some of the articles made of that metal which require the greatef consumption of coals, for example anchors, are manufactured in this metropolis, where fuel is, I believe, dearer than in"
0215100101_000160,"An historical geographical, commercial, and philosophical view of the American United States, and of the European settlements in America and the West-Indies. By W. Winterbotham. In four volumes. With numerous engravings. ...",William Winterbotham,48,0,0,0,1,0,0,18,0,3,1,0,1,0,0,2,0,1,6,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,4,3,0,0,0,0,0,1,1,1795,1,4,"London : printed for the editor; J. Ridgway , York-Street ; H. D. Symonds , Paternoster Row ; and D. Holt, Newark, [1795?].",London,597,male,1763,1829,FALSE,"supply. Thirdly. .Ar to d; rri btunrtli, or premiums upon the mtanrfatred artici. To afford mere effcctual encouragement to the manufacture , and at tce same time to promote the cheaiicfs of the article for the benefit of a igation, it would be of great use for the American government"
0797801100_000020,"The naturalist's, and traveller's companion, containing instructions for collecting & preserving objects of natural history, and for promoting inquiries after human knowledge in general. By John Coakley Lettsom M.D.F.R.S. & S.A.",John C. Lettsome,53,1,3,1,2,0,0,3,0,0,0,0,0,0,3,3,0,3,3,0,4,0,4,0,0,3,1,0,2,2,3,0,2,0,0,7,0,0,0,0,2,0,1,0,1774,1,1,"London : printed for E. & C. Dilly, 1774.",London,114,male,1744,1815,TRUE,"birth of children ; the marriages, sepulchral rites, and any other circumstances chara6terizing each nation. 8 An account of the astronomy and - chronology of different nations, whether they observe the system of the seven days of the week, the names for there days, with their signification. The number ,"
0211200404_000046,"The philosophical dictionary: or, the opinions of modern philosophers on metaphysical, moral, and political subjects. In Four Volumes. ...","Swediauer, F. (Franz)",50,0,1,0,2,0,0,0,0,0,0,2,0,0,3,1,2,1,6,0,0,0,1,0,0,2,1,2,10,0,6,0,1,0,0,3,2,0,0,0,0,2,2,0,1786,4,4,"London : printed for G. G. J. and J. Robinson; and for C. Elliot, Edinburgh, M,DCC,LXXXVI. [1786].",London,388,male,1748,1824,FALSE,"freemen. The work of the former mull, upon that account, generally have been dearer than that of the latter. The Hungarian mines, it is remarked by Mr VOL IV IS f Mon Montesquieu, though not richer, have always been wrought with' less expense, and therefore with more profit, than the"
0954301700_000002,"A letter to the inhabitants of Manchester, on the exportation of cotton twist.",Mercator,43,0,0,0,0,1,0,8,2,0,1,0,0,1,1,0,1,0,13,1,0,3,0,0,0,1,2,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,1,0,1800,1,1,"Manchester : printed by R. and W. Dean, 9, Spring-Gardens; and sold by Messrs. Clarke, Market-Place, 1800.",Manchester,17,unknown,,,FALSE,"advance would at any time have diminished the consumption and the demand of our manufactures , but then produced a much greatereffect in consequence of the impover 7 ished state of the few remaining parts of Europe where our goods could be offered to sale. It is remarkable, however, that"
1783800111_000955,"The journals of the House of Commons of the kingdom of Ireland, From the eighteenth day of May, 1613, inclusive, in the eleventh year of King James the First, to the seventh day of August, 1666, inclusive, being the end of King Charles the Second's Parliament. Re-printed by order of the Honourable House of Commons. Vol. I.",Ireland. Parliament. House of Commons,77,0,0,5,0,0,0,6,0,0,0,0,2,0,12,5,0,0,7,0,0,0,0,0,0,1,0,0,13,6,5,3,0,0,0,4,1,0,0,7,0,0,0,0,1796,11,19,"Dublin : Printed by George Grierson, printer to the King's Most Excellent Majesty, M,DCC,XCVI. [1796].",Dublin,1528,unknown,,,FALSE,"of it would be evaded, and that the Goods would be clandestinely introduced soto this. Country? - I think there is no Doubt of it, .because the Duties would be on the Importation of Irish printed Goods, from 251 to jjt percent. ¦ *  If Ireland has hitherto possessed"
0642900401_000065,"The wonders of nature and art; being an account of whatever is most curious and remarkable throughout the world; Whether relating to its Animals, Vegetables, Minerals, Volcanoes, Cataracts, Hot and Cold Springs, and Other Parts of Natural History; or, to the Buildings, Manufactures, Inventions, and Discoveries of its Inhabitants. The whole collected from the writings of the best historians, Travellers, Geographers, and Philosophers, among which are some Original Manuscripts; interspersed with pious Observations and Reflections; illustrated with Notes, and adorned with Copper-Plates. The second edition. ...",,40,0,0,0,3,0,1,0,0,0,0,2,3,0,0,1,0,0,4,0,4,0,2,0,0,1,0,0,0,0,0,0,8,0,0,3,0,1,0,0,1,2,3,1,1768,1,6,"London : printed for Newberry and Carnan, sons and successors to the late Mr. John Newberry, at the Bible and Sun, No. 65. the North Side of St. Paul's Church-Yard, MDCCLXVIII. [1768].",London,287,unknown,,,FALSE,"with silk or worsted of such a colour as his piece requires, and having passed it among the threads of the warp, which he raises or lowers by means of treddles, che beats the woof close * M. Le Blon contrived a new way of weaving tapestry in the loom"
