PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(ag),termFreq(alexandria),termFreq(ancient),termFreq(build),termFreq(built),termFreq(charact),termFreq(column),termFreq(countri),termFreq(cut),termFreq(egypt),termFreq(egyptian),termFreq(empir),termFreq(emploi),termFreq(figur),termFreq(granit),termFreq(height),termFreq(hieroglyph),termFreq(inhabit),termFreq(king),termFreq(knowledg),termFreq(languag),termFreq(long),termFreq(marbl),termFreq(monument),termFreq(nile),termFreq(peopl),termFreq(pharoah),termFreq(poster),termFreq(pyramid),termFreq(red),termFreq(rock),termFreq(roof),termFreq(ruin),termFreq(sepulchr),termFreq(sphinx),termFreq(stone),termFreq(strabo),termFreq(templ),termFreq(time),termFreq(travel),termFreq(upper),termFreq(variou),termFreq(wall),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1101700301_000002,"Letters on Egypt, with a parallel between the manners of its ancient and modern inhabitants, the present State, the Commerce, the Agriculture, and Government of that Country; and an account of the descent of St. Lewis at Damietta: extracted from Joinville, and Arabian authors. Illustrated with maps. By Mr. Savary, Author of the Life of Mahomet, and Translator of the Coran. In two volumes. ...","Savary, M. (Claude Étienne)",54,9,1,2,8,0,1,0,1,3,0,5,4,0,0,0,2,1,0,3,1,0,0,0,0,0,2,1,0,0,1,1,0,0,2,0,0,0,1,0,2,2,0,1,0,0,0,1786,1,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVI. [1786].",London,593,male,1750,1788,FALSE,"beholding the spot where the great Pompey was aifaffinated on his landing near Pelufium; if the wonders of Egypt have not struck him with aftonijh ment and admiration; if he has not lamented over the august ruins of Alexandria , and over the irreparable ]ofs of 400, 0 volumes, devoured"
1372700101_000504,"A new system of geography: or, A general description of the world. Containing a particular and circumstantial account of all the countries, kingdoms, and states of Europe, Asia, Africa, and America. Their situation, climate, mountains, seas, rivers, lakes, &c. The religion, manners, customs, manufactures, trade, and buildings of the inhabitants. With the birds, beasts, reptiles, insects, the various vegetables, and minerals, found in different regions. Embellished with a new and accurate set of maps, by the best geographers; and great variety of copper-plates, containing perspective views of the principal cities, structures, ruins, &c. By D. Fenning, (Author of the Royal English dictionary, the use of the globes, the young algebraist's companion, &c.) J. Collier, (Author of the Letters from Pelicia to Charlotte; and translator of the Messiah, from the German of Mr. Klopstock.) and others.",Joseph Collyer,55,1,1,0,3,4,2,0,5,0,1,3,1,0,1,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,9,0,0,5,1,4,2,0,0,0,2,1,1,1764,1,2,"London : Printed for S. Crowder, at the Looking-Glass, in Pater-noster-Row; and sold by Mr. Jackson, at Oxford; Mr. Merril, at Cambridge; Mess. Smith, in Dublin; and all other booksellers in Great Britain and Ireland, MDCCLXIV. [1764].",London,584,male,1748,1827,FALSE,"find them dead they embalmed them, anti wrapped them up with the same care as they did the human bodies. This catacomb is about thirty feet deep, and has the same kind of entrance, only the p'aflge from it is about eight feet wide, and almof filled with ifnd. It"
1498600100_000112,"Geography anatomiz'd: Or, The geographical grammar. Being a short and exact analysis of the whole body of modern geography, after a new and curious method. Comprehending I. A general view of the terraqueous globe, being a compendious system of the true fundamentals of geography; digested into various definitions, problems, theorems, and paradoxes; with a transient survey of the surface of the earthly ball, as it consists of land and water. II. A particular view of the terraqueous globe, being a clear and pleasant prospect of all remarkable countries upon the face of the whole earth; shewing their situation, extent, division, sub-division, cities, chief towns, name, air, soil, commodities, rarities, archbishopricks, bishopricks, universities, manners, languages, government, arms, religion. Collected from the best authors, and illustrated with divers maps. The eighteenth edition, corrected, and somewhat enlarged; and a set of new maps, by Mr. Senex. By Pat. Gordon, M.A.F.R.S.","Gordon, Patrick",47,3,0,2,4,0,0,1,0,4,0,9,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,2,1,0,2,0,1,2,0,0,2,3,1,0,1,0,0,1744,1,1,"London : Printed for A. Ward, J. and P. Knapton, J. Brotherton, J. Clarke (Exchange), S. Birt, T. Longman, C. Hitch, R. Hett, J. Hodges, M. Cooper, J. Davidson, and J. Rivington, M.DCC.XLIV. [1744].",London,477,male,,,FALSE,"vations cod SEC T. I. Concerning Egypt . D. M. 22 0 Length from N. E. to S. between 36 0 of Lon. W. E about 6 go Miles. 2i 0 Breadth from E. to W. is between 31 0 of Lat. about 31o Miles. (Erif'e, or the Lower Egypt"
0175500701_000010,"Letters on Egypt, containing, a parallel between the manners of its ancient and modern inhabitants, its Commerce, Agriculture, Government and Religion; with the descent of Louis IX. at Damietta. Extracted from Joinville, and Arabian authors. Translated from the French of M. Savary. In two volumes. ...","Savary, M. (Claude Étienne)",60,0,0,9,1,0,4,0,7,0,1,6,0,0,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,3,2,2,2,4,1,0,2,0,6,1787,1,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVII. [1787].",London,488,male,1750,1788,FALSE,"abounded, no longer exiits; the Turks having negleced to repair the canals, through which the waters of the Nile flowed into it. Belon, a very accurate observer, who travelled Egypt some years after the Ottoman conquest, affirms that, in his time , the lake Mareotis was but half a league"
0175500701_000024,"Letters on Egypt, containing, a parallel between the manners of its ancient and modern inhabitants, its Commerce, Agriculture, Government and Religion; with the descent of Louis IX. at Damietta. Extracted from Joinville, and Arabian authors. Translated from the French of M. Savary. In two volumes. ...","Savary, M. (Claude Étienne)",39,1,0,1,1,3,0,0,2,2,1,1,1,1,0,0,1,0,0,1,0,0,0,2,0,1,3,1,0,0,1,1,2,0,1,0,0,1,0,1,2,0,0,1,1,1,4,1787,1,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVII. [1787].",London,488,male,1750,1788,FALSE,"halls of these ruinous buildings the rich carpet is fabricated which the Emir Hadgi, (d) bears every year to Mecca; the old carpet is obtained in bits, by the pilgrims, as holy relics, and the new covers the Caaba, or temple of Abraham. (e) The Pachas inhabit a large building"
1534300300_000112,"Geography anatomiz'd: Or, The geographical grammar. Being a short and exact analysis of the whole body of modern geography, after a new and curious method. Comprehending I. A general view of the terraqueous globe. Being a compendious system of the true fundamentals of geography; digested into various definitions, problems, theorems, and paradoxes: with a transient survey of the surface of the earthly ball, as it consists of land and water. II. A particular view of the terraqueous globe. Being a clear and pleasant prospect of all remarkable countries upon the face of the whole earth; shewing their situation, extent, division, subdivision, cities, chief towns, name, air, soil, commodities, rarities, archbishopricks, bishopricks, universities, manners, languages, government, arms, religion. Collected from the best authors, and illustrated with divers maps. The twelfth edition, corrected, and somewhat enlarg'd. And a set of new maps. By Mr. Senex. By Pat. Gordon, M.A.F.R.S.","Gordon, Patrick",52,3,0,2,5,0,0,0,0,4,0,12,2,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,3,2,1,0,2,0,1,2,0,0,2,3,0,0,2,0,0,1730,1,1,"London : Printed for J. and J. Knapton, R. Knaplock, D. Midwinter, A. Bettesworth, B. Sprint, J. Osborn and T. Longman, J. Brotherton, R. Ford, A. Ward, and J. Clarke, MDCCXXX. [1730].",London,449,male,,,FALSE,"i a z r i~ ~9· · I .···': - g~p ~nn tj~j~ X 4·; R ~: ~~3~*·_~·~i~. ~~1~7t P;; ·, 3 ~~; b : f; 4~ 8cE.11' IJE A1FRBC.A ~· ·$·"" a ~ n ~~ n ~bh~ ~lchi~7 0'2a; u; ~59·· c~sfervaf; aas ~b33- SOUTHEAST CT. I., Concerning egypt"
0617000200_000053,"Travels through Sicily and that part of Italy formerly called Magna Græcia. And a tour through Egypt, with an accurate description of its cities, and the modern state of the country. Translated from the German, by J. R. Forster, F.R.S.","Riedesel, Johann Hermann von",55,0,0,0,1,2,1,0,8,0,1,1,1,0,0,6,5,0,4,0,1,0,0,3,2,0,0,1,0,0,0,3,2,0,4,2,0,1,0,0,0,0,2,0,3,0,1,1773,1,1,"London : printed for Edward and Charles Dilly, in the Poultry, MDCCLXXIII. [1773].",London,387,male,1740,1785,FALSE,"remains. Six rows of twenty-eight columns each, ibpport a part of the ceiling; their capitals,  which are of a mixed order, are well wrought. The columns are not all oi an equal thickness, twelve of the middlemost are thirty-one feet in circumference, the others twenty-eight. They consist of several"
0334200601_000094,"Letters on Egypt, containing, a parallel between the manners of its ancient and modern inhabitants, its Commerce, Agriculture, Government, and Religion; with the descent of Louis IX. at Damietta, extracted from Joinville, and Arabian authors. Translated from the French of M. Savary. In two volumes. ...","Savary, M. (Claude Étienne)",49,0,0,0,4,0,2,0,2,0,1,3,4,0,0,2,0,0,2,0,1,1,0,1,0,1,3,2,0,0,0,0,0,0,3,0,0,6,1,5,0,1,2,0,0,1,1,1799,1,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, 1799.",London,457,male,1750,1788,FALSE,"This declaration strangely embarrass d the Arab prince, who would have arrested the learned missionary, had not a janifrary, who travelled with him, become refp'nfible for his person, and affirmed the Copts were landerers. This incident, Sir, will give you an idea of the ignorance and fupe ftition of modern"
0535800102_000047,"Travels through part of Europe, Asia Minor, the islands of the Archipelago; Syria, Palestine, Egypt, Mount Sinai, &c. ... By ... J. Ægidius van Egmont, ... and John Heyman, ... Translated from the Low Dutch. In two volumes. ...","Heyman, Johannes Wilhelmus",41,0,0,3,3,0,2,0,3,2,1,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,4,0,0,2,0,1,0,1,1,0,2,2,1,1759,2,2,"London : printed for L. Davis and C. Reymers, 1759.",London,385,male,1667,1737,FALSE,"arches sus ported by pillars. The form and architecture of them are very curious, and deserve the attention of a traveller ; but they are not all of the same dimensions. One cf them was remarkably capacious, and its arched ceiling supported by fourteen pillars. Others we saw which consisted"
1121800801_000519,"A new system of geography: or, a general description of the world. Containing A Circumstantial Account of all the Countries, Kingdoms, and States of Europe, Asia, Africa, and America; Their Situation, Climate, Mountains, Seas, Lakes, Rivers, &c. The Religion, Manners, Customs, Manufactures, Trade, and Buildings of the Inhabitants: with The Birds, Beasts, Fishes, Reptiles, Insects, the various Vegetables and Minerals found in different Regions: also A Concise History of each Country from the earliest Times; And an Introductory Treatise on the Science of Geography. Embellished with a new and accurate set of maps, by the best Geographers; and a great variety of copper-plates, exhibiting Views of the most remarkable Cities, Structures, or Ruins; Representations of memorable Historical Events, engraved from masterly Designs; singular Customs, Ceremonies, and Dresses prevailing in the World, particularly among the South Sea Islanders; and many other curious and interesting Subjects. By the late D. Fenning and J. Collyer. A new edition, revised, and supplied with the latest and most authentic particulars respecting every Part of the World, by Frederick Hervey, Esq; Author of the Naval History of Great Britain, in Five Volumes Octavo. The account of North America corrected and Improved, by Captain Oarver [sic], Author of Travels into the interior Parts of that Country. Comprehending every Event of Importance in the American War, and much new and important Information concerning the West India Islands. The Whole brought down to the Commencement of the present Year.",Joseph Collyer,61,1,0,0,2,4,2,0,0,0,0,2,0,0,0,5,4,2,3,0,1,0,0,1,1,0,1,0,0,0,1,4,0,0,6,0,0,0,0,12,2,0,1,0,5,1,0,1780,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, M.DCC.IXXX. [1780].",London,590,male,1748,1827,FALSE,"and according to others by Bufiris II who appointed its circuit, adolrned it with magnificent Ibuildings, and rendered it the mofl opulent city upon earth. It was originally called Diofpolis, or the city of d Jupiter, and afterwards obtaincit hr name of Thebes. Diodorus Siculus obfc.vcs, "" that not only"
0169401001_000123,"The history of ancient and modern Egypt: Comprehending A View of the Natural Phenomena; the Efforts of Genius and Art; and the Moral, Religious, Commercial, and Politcal Transactions of the Egyptians, from the earliest Dawn of Intelligence, to the latest Period of authentic Information. Comprizing Likewise, a Comparison Betwixt the Ancient and Present State of Egypt, and a Philosophic View of those Remarkable Productions Connected with the History of that Country. From the most authentic Records. By J. Franklin, Esq. ...","Franklin, J.",50,4,0,0,1,2,4,0,0,1,0,4,3,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,10,0,2,0,1,1,0,2,0,1,3,2,1,0,0,0,1,1800,1,3,"Newcastle on Tyne : printed and sold by J. Mitchell. - Sold also by West & Hughes, No. 40; Hurst, Paternoster-Row; W. Clark, Bond-Street; and J. Johnson, St Paul's Church-Yard, London, [1800]-1802.",Newcastle upon Tyne,502,unknown,,,FALSE,"rock as to appear they were designed for a portico before them. Thdcf apartments were perhaps designed likewise as Egyptian temples , or residences for the priests. The Arabs took off their Ihoes and stockings, and went into ths grotto. I was the only European who followed their exam ple."
1726800201_000058,"Travels through Syria and Egypt, in the years 1783, 1784, and 1785. Containing the present natural and political state of those countries, their productions, arts, manufactures, and commerce; with observations on the manners, customs, and government of the Turks and Arabs. Illustrated with copper plates. By M.C-F. Volney. Translated from the French. In two volumes.",Constantin-François Chassebœuf,48,0,1,0,1,2,0,1,1,2,0,3,1,0,0,0,0,3,0,3,0,0,2,0,0,3,0,4,0,0,5,0,1,0,2,1,0,0,0,2,1,2,0,1,0,4,2,1788,1,2,"London : printed for G.G.J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVIII. [1788]",London,434,male,1757,1820,TRUE,"ts of anti quity, have hitherto been able to effedtl but little against: the pyramids . The solidity of their con~ruction, and their enormous iize, have secured them agoainft every attemnpt, and seem to promise them an eternal duration. All travellers fcpeak of them with enthufiaths, and enthuiiafin they may"
0900200104_000036,"A compendium of the most approved modern travels. Containing a distinct account of the religion, government, commerce, manners, and natural history of several nations. ...",,51,0,0,0,5,3,1,0,3,0,1,0,0,0,1,0,3,0,4,0,0,0,0,0,0,1,4,3,0,0,0,0,2,0,5,1,0,4,1,2,1,2,0,1,3,0,0,1757,4,4,"Dublin : printed for J. Smith, on the Blind-Quay, MDCCLVII. [1757].",Dublin,303,unknown,,,FALSE,"aga's, to hasten our departure. The aga had bargained with the reys to carry us from the first to the fecord cataract, for four and twenty fevillans, besides fomc trifling presents. The reys begged some ti; northeast to bake bread for liim and his ftilors. We also wanted fonie, therefore"
0145800400_000005,"Report of the Commission of Arts to the First Consul Bonaparte, on the antiquities of Upper Egypt, and the present state of all the temples, palaces, obelisks, statues, tombs, pyramids &c. Of philoe, syene, thebes, tentyris, latopolis, memphis, heliopolis, &c. &c. From the cataracts of the nile to cairo: with an accurate description of the pictures with which they are decorated, and The Conjectures that may be drawn from them, respecting the Divinities to whom they were consecrated. Translated from the French of Citizen Ripaud, Librarian to the Institute of Egypt.",Louis Ripault,47,0,2,1,5,0,0,1,0,0,0,4,7,0,1,1,0,1,0,4,3,1,0,0,0,3,1,1,0,0,1,0,1,0,1,2,0,0,0,0,1,1,1,2,1,0,0,1800,1,1,"London : printed for J. Debrett [by S. Gosnell], opposite Burlington House, Piccadilly, 1800.",London,109,male,1775,1823,FALSE,"whose colours retain all their original freshness and brilliance. The figures which have not been coloured, have received a polish equal to that of the finest stucco. The ancient Egyptians believed, that, after a certain number of ages , they should return to life, if their bodies had not undergone"
