PassageID,Title,Author,Total termFreq,termFreq(advantag),termFreq(africa),termFreq(america),termFreq(american),termFreq(britain),termFreq(british),termFreq(carri),termFreq(claim),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commod),termFreq(compani),termFreq(consider),termFreq(control),termFreq(countri),termFreq(cultiv),termFreq(cultur),termFreq(dutch),termFreq(east),termFreq(empir),termFreq(europ),termFreq(exclus),termFreq(foreign),termFreq(govern),termFreq(grant),termFreq(hold),termFreq(holland),termFreq(increas),termFreq(indi),termFreq(india),termFreq(inhabit),termFreq(island),termFreq(land),termFreq(law),termFreq(manner),termFreq(nation),termFreq(nativ),termFreq(navig),termFreq(negro),termFreq(parliament),termFreq(peopl),termFreq(place),termFreq(plantat),termFreq(planter),termFreq(price),termFreq(produc),termFreq(regul),termFreq(servant),termFreq(settlement),termFreq(ship),termFreq(slave),termFreq(sold),termFreq(subject),termFreq(territori),termFreq(time),termFreq(tobacco),termFreq(trade),termFreq(traffic),termFreq(west),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0529500104_000365,"An historical and chronological deduction of the origin of commerce, from the earliest accounts. Containing an history of the great commercial interests of the British Empire. To which is prefixed, an introduction, exhibiting a view of the ancient and modern state of Europe; of the importance of our colonies; and of the commerce, shipping, manufactures, fisheries, &c. of Great-Britain and Ireland; and their influence on the landed interest. With an appendix, containing the modern politico-commercial geography of the several countries of Europe. Carefully revised, corrected, and continued to the present time. In four volumes. ...",Adam Anderson,109,0,2,1,0,14,5,3,0,2,4,3,1,3,0,0,15,0,0,0,1,1,0,3,5,0,1,0,0,0,3,1,0,1,0,3,1,0,0,0,0,4,0,1,1,0,0,9,4,0,4,4,0,0,0,0,7,0,0,0,2,0,0,1787,4,4,"London : printed at the Logographic Press, by J. Walter, Printing-House Square, Blackfriars, and sold by J. Robson, T. Payne and sons, B. White and Son, L. Davis, B. Law, R. Baldwin, T. Becket, P. Elmsly, W. Otridge, J. Johnson, C. Dilly, W. Richardson, W. Flexney, W. Goldsmith, J. Bew, T. Evans, G. and T. Wilkie, T. Whieldon, W. Lowndes, J. Debrett, Scatchard and Whitaker: also by L. White, Dublin, Elliot and Gordon, Edinburgh; and Dunlop and Wilson, Glasgow, MDCCLXXXVII. [1787-1789].",London,776,male,1692,1765,FALSE,"goods and commodities of the growth, produce , or manufacture of British or foreign colonies in Ameriea or the Weit Indies , and the British or foreign settlements on the coast of Africa , imported into Ireland, should, on importation, be subjee to the fame'duties and regulations , as the"
0750300102_000065,"Britain's commercial interest explained and improved; in a series of dissertations on several important branches of her trade and police: Containing A Candid Enquiry into the secret Causes of the present Misfortunes of the Nation. With Proposals for their Remedy. Also The great Advantages which would accrue to this Kingdom from an Union with Ireland. By Malachy Postlethwayt, Esq; Author of the Universal Dictionary of Trade and Commerce, &c. ...",Malachy Postlethwayt,91,1,8,1,1,0,1,4,0,0,1,3,0,13,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,9,0,0,1,0,1,3,0,1,1,0,2,0,2,0,1,1,0,0,0,1,1,0,1,0,3,1,20,2,0,0,0,1757,2,2,"London : printed for D. Browne, without Temple-Bar; A. Millar, in the Strand; J. Whiston and B. White, and W. Sandby, in Fleet-Street, MDCCLVII. [1757].",London,563,male,1707,1767,FALSE,"blacks do: and, if also all the Europeans were upon a level in regard to the price of labour in their colonies , we cannot but think they would all find their account in laying absolutely aside the flave trade ,. and cultivating a fair, friendly, humane, and civilised commerce"
1492900700_000006,"The Conduct of the present Parliament considered, previous to its dissolution.",,96,2,0,0,0,12,3,1,1,0,8,1,1,5,0,0,6,0,0,0,3,0,0,5,4,0,2,2,0,0,1,4,2,0,0,6,1,2,0,2,0,3,0,0,2,0,0,4,2,0,0,1,0,0,2,0,2,0,6,0,0,0,0,1789,1,1,"London : Printed for J. Ridgway, No. 1, York Street, St. James's-Square, M.DCC.LXXXIX. [1789].",London,80,unknown,,,FALSE,"plied, the Company will import for themselves, and smuggling will prevail as formerly. The Commutation at, then, was a measure treacherous, cruel, ruinous, and inefficient, Treacherous, because it made a fraudulent exchange; cruel, because it opprefied the poor; ruinous, because it drained the weakh of the nation , and inefficient,"
0181400501_000060,An historical account of the rise and progress of the colonies of South Carolina and Georgia. In two volumes. ...,Alexander Hewat,81,1,0,0,0,2,5,4,0,0,7,1,1,1,1,0,2,1,0,0,0,0,2,0,3,0,0,0,0,1,1,0,0,2,1,7,0,4,0,1,0,1,1,1,2,1,3,3,2,0,1,2,0,0,0,0,5,0,7,0,1,0,3,1779,1,2,"[London] : Printed for Alexander Donaldson, London, 1779.",London,356,male,1739,1824,FALSE,"gold and silver current was foreign coin, and the different assemblies fettled their value from time to time , by laws peculiar to each province. To remedy the inconveniences arising from the different rates at which the same species of foreign coin did pass in the several colonies and plantations"
0040501702_000005,"Tracts, on various subjects, chiefly relating to East-India affairs. Published at different periods, by John Prinsep. ...",John Prinsep,67,0,0,3,0,1,0,0,0,0,2,2,1,1,2,0,3,4,0,1,1,0,6,0,0,2,0,0,0,3,1,1,0,7,2,0,0,3,1,0,1,0,3,0,1,3,3,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0,2,1800,2,2,"[London?, s.n., 1800?].",London,259,male,1746,1830,FALSE,"hare in the trade or the territory of the new world, the East Indies and China would have been resorted to many years sooner, without hesitation, or exciting complaint of injustice or breach of faith. Slavery might then have been confined to the / malefador; or at least the national"
0505600103_000179,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Translated from the French of the Abbé Raynal, by J. Justamond, M.A. ...",Guillaume Thomas François Raynal,66,1,0,2,0,1,1,1,0,1,8,0,2,0,1,0,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,7,1,0,0,1,0,1,1,0,5,1,2,2,2,1,0,0,3,0,2,0,0,1,3,0,4,0,0,0,1,1779,3,4,"Dublin : printed for John Exshaw, No. 86, and William Halhead, No. 63, Dame-Street, M,DCC,LXXIX. [1779].",Dublin,577,male,1713,1796,TRUE,"not extend themselves to Dominica. T' r: - THIS island is somewhat larger than St. Vincent. e' It is thirteen leagues in length, and nine, at mort, t dm r ill breadth; and in the centre are inaccessible moun . tains, which pour down numerous rivers of excel d fig"
1134800501_000076,"A summary, historical and political, of the first planting, progressive improvements, and present state of the British settlements in North-America. ... By William Douglass, M.D. ...","Douglass, William",88,0,0,1,3,1,2,0,0,0,17,0,0,1,0,0,5,0,0,0,0,0,0,0,2,6,2,0,0,0,0,1,0,1,2,1,1,1,0,0,1,0,10,1,4,2,0,0,0,3,5,0,1,2,0,1,7,1,1,0,1,0,1,1749,1,2,"Boston, New-England : Printed and sold by Rogers and Fowle in Queen-Street, MD,CC,XLIX. [1749-1752].",Boston,278,male,1691,1752,FALSE,"We may in general observe; that Spices, Precious Stones, Gold, Silver, other Metals and Minerals, were the first Inducements and Objets of our eaji and West India Discoveries; (the Trade for Tobacco , Rice, Fish, Furs, Skins, and Naval Stores, seem to have been only incidental) as there did not"
0099200100_000003,"A general view of the African slave-trade, demonstrating its injustice and impolicy: with hints towards a bill for its abolition.",William Roscoe,85,5,4,0,1,1,2,2,0,3,0,0,1,1,4,0,4,2,0,0,1,0,1,0,1,1,0,0,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,0,2,0,1,0,0,0,1,1,10,0,1,0,8,0,10,1,3,0,4,1788,1,1,"London : printed for R. Faulder, New Bond-Street, MDCCLXXXVIII. [1788].",London,37,male,1753,1831,FALSE,"the Bahamas from East Flirida, on the cession of that province to the crown of Spain. Quere. Would nort the apprehensions of infilrrecion be much abated, if the plantations were cultivated by slaves born on the Island ? mediate £ 2! ] mediate trade between the coast of Africa and"
0014800305_000035,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. By the Abbé Raynal. To which is added, The revolution of America. By the same author. A new translation. With notes, Large Additions and Improvements, and a Copious Index. ...",Guillaume Thomas François Raynal,69,0,0,3,2,0,0,3,0,0,1,1,3,0,1,0,5,0,1,0,0,0,2,2,1,0,0,0,0,0,1,0,0,7,2,0,1,3,0,2,0,2,2,0,3,1,1,5,0,0,2,3,2,1,0,0,0,0,3,0,0,0,3,1782,5,6,"Edinburgh : printed for W. Gordon, W. Gray, J. Bell, J. Dickson, & P. Anderson, Edinburgh; W. Anderson, Stirling; J. Duncan, & Dunlop & Wilson, Glasgow; Angus & Son, Aberdeen; & E. Wilson, Dumfries, M,DCC,LXXXII. [1782].",Edinburgh,369,male,1713,1796,TRUE,"America to England, and back again fofom England to America , would find but few purcha, gers; but this consideration did not [op her. Her chief view was, not to sell a commodity to the northern colonies which fie could readily dispose of in Europe ; ind particularly to secure"
0432500700_000650,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,108,1,1,0,0,0,0,4,0,5,7,1,0,6,2,0,4,0,0,1,0,0,0,0,3,1,0,1,0,1,0,1,0,0,1,0,2,0,0,2,2,0,0,0,1,5,3,0,0,3,1,9,15,0,0,0,4,0,20,0,1,0,0,1789,1,1,"[London], 1789.",London,890,unknown,,,FALSE,"that on the other Hand, their Noble and Great Mightinefles are fully convinced, that the Want of Slaves is fatal to the Planters ; and that as the Dutch Trade to the African Coast is greatly il, ufficicnt to Supply their Colonies with Slaves , the Planters are under the"
0175700102_000229,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the present unhappy contest between Great Britain and her colonies. By William Russell, Esq. of Gray's-Inn. ...",William Russell,84,0,0,3,0,2,4,3,0,0,8,1,7,0,0,0,13,0,2,0,0,1,1,0,3,1,0,1,0,2,1,0,1,0,0,1,1,1,1,1,0,1,0,0,3,0,2,8,0,0,1,1,0,0,1,0,1,1,5,0,0,1,0,1778,2,2,"London : printed for Fielding and Walker, No. 20, Pater-Noster-Row, MDCCLXXVIII. [1778].",London,627,male,1741,1793,FALSE,"season, or if single, in consequence of a particular licence, which is generally purchased at no small premium. This policy opens, indeed, the commerce of the colonies to all the natives of the mother- country , provided' they trade from the proper port, at the proper season, and in the"
1051200103_000787,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, Buildings, Manners, Laws and Customs, Religion and Policy, Arts and Sciences, Trades, Manufactures and Husbandry, Plants, animals and minerals. Being The most complete and correct System of Geography and Modern History extant in any Language. By Mr. Salmon. Illustrated with cuts and maps accurately drawn according to the Geographical Part of this Work, by Herman Moll. ...",Thomas Salmon,66,0,0,2,2,7,4,0,1,0,2,1,0,0,1,0,5,2,0,0,2,0,2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,2,1,1,0,0,3,2,2,0,0,0,0,0,1,1,0,0,2,1,1,0,3,1,2,1,5,1739,3,3,"London : printed for Messrs. Bettesworth and Hitch in Pater-Noster-Row ; J. Clarke under the Royal Exchange in Cornhill ; S. Birt in Ave Mary Lane ; Tho. Wotton over against St. Dunstan's Church, and J. Shuckburgh next the Inner Temple Gate, both in Fleetstreet ; and T. Osborne in Gray's-Inn, M.DCC.XXXIX. [1739].",London,878,male,1679,1767,FALSE,"prejudicial to the trade and navi choir into all the., captures that had been made, gation of Great Britain ,. in cafe of another war: and atually. ent. orders to .their American go .they have iaftly increased and enlarged itheir so vernors to do usjuftice, Nay, tis reported, they reign"
1261000103_000059,"A view of universal modern history, from the fall of the Roman empire. In three volumes. ... . Translated from the last edition of the celebrated Chevalier Mehegan, by H. Fox.",Guillaume-Alexandre de Méhégan,64,4,1,3,0,1,1,0,0,2,1,5,1,1,1,0,5,2,0,1,0,1,3,1,1,0,0,0,2,0,0,1,0,4,0,1,0,4,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,2,0,4,1,1,0,0,1779,3,3,"London : printed for G. Robinson, Pater-Noster Row, MDCCLXXIX. [1779].",London,373,male,1721,1766,FALSE,"and catholics, and urged them to take shelter in America , where they might quietly exercise Q. their their religion; by this means the colony of Maryland was formed. THE general confusion instead of impeding the progress of commerce , served only to in. crease it. The gentry, stripped of"
0567700200_000219,"Political annals of the present united colonies, from their settlement to the peace of 1763: compiled chiefly from records, and authorised often by the insertion of state-papers. By George Chalmers, Esq. Book I.",George Chalmers,75,0,1,2,0,0,0,0,3,1,3,3,1,6,1,0,2,2,0,4,1,0,0,1,0,4,3,0,2,1,0,3,1,2,3,1,0,1,0,1,0,0,3,0,2,0,0,1,0,0,1,0,0,0,0,0,4,0,4,0,2,0,5,1780,1,1,"London : printed for the author: and sold by J. Bowen, Corner of Beaufort-Buildings, No 95, Strand, M.DCC.LXXX. [1780].",London,704,male,1742,1825,FALSE,"to the king of "" England, and to the governor of Virginia under him.""' The Dutch yielded to their fate without complaint, because they had yet scarcely acquired BOOK I. quired independence; because they had been extremely indebted to James I. and yet stood in need of his aid. But,"
1765700103_000085,"The history of America. By William Robertson, ... In three volumes. ...",William Robertson,80,1,0,5,2,0,0,3,0,2,5,6,3,4,2,0,3,0,1,1,0,0,3,1,1,0,1,0,0,2,1,0,1,2,0,0,1,1,0,0,0,0,3,0,0,1,2,2,2,0,2,5,0,0,0,0,2,0,6,1,0,0,2,1792,3,3,"London : printed for A. Strahan; T. Cadell; and J. Balfour, Edinburgh, 1792.",London,495,male,1721,1793,FALSE,"to remedy this, Spain has permitted a considerable part of her commerce with America , to be carried on by regyler Ships . there are fitted out, 4uring the intervals between the slated seasons when the Galeons and Flota fail, by merchants in Seville or Cadiz, upon obtaining a licence"
0175700102_000057,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the present unhappy contest between Great Britain and her colonies. By William Russell, Esq. of Gray's-Inn. ...",William Russell,66,0,0,2,0,3,0,1,0,0,4,0,2,0,2,0,3,0,1,0,0,0,1,0,1,2,0,0,0,1,3,4,3,7,1,0,0,1,0,1,2,0,1,2,1,2,1,0,1,1,1,0,1,0,0,1,2,0,0,0,7,0,0,1778,2,2,"London : printed for Fielding and Walker, No. 20, Pater-Noster-Row, MDCCLXXVIII. [1778].",London,627,male,1741,1793,FALSE,"to be hoped that the name will.prove auspicious. The caribs, formerly so numerous in this island , are now reduced to a few families; so that the English have little to fear at Dominica, or indeed in all the West Indies , .except from the french. Let us now inquire"
0432500700_000093,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,89,1,3,0,0,1,0,1,0,1,1,1,0,12,2,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,3,0,0,0,1,0,0,2,0,7,3,0,0,1,3,2,0,2,0,1,0,1,0,2,0,4,0,21,1,2,0,2,1789,1,1,"[London], 1789.",London,890,unknown,,,FALSE,"of them should be supported out of the Trade ; that Contracts already made with the Natives should be kept, and other Alliances made from Time to Time , for Enlargement of the Trade ; that the Plantations ought to be supplied with Negroes at reasonable Rates; that a considerable"
1520300400_000041,"Observations on the commerce of the American States. By John Lord Sheffield. A new edition, much enlarged. With an appendix, containing tables of the imports and exports of Great Britain to and from all parts, from 1700 to 1782. Also, the exports of America, &c. With remarks on those tables, on British navigation, and on the late proclamations, &c.","John Baker Holroyd, 1st Earl of Sheffield",85,3,0,2,1,2,2,1,0,0,0,0,0,0,2,0,4,2,2,1,1,1,0,0,6,0,0,0,0,2,1,2,0,6,5,0,2,1,0,0,1,0,0,0,0,5,6,3,0,0,0,1,2,2,0,0,4,3,3,0,3,0,3,1784,1,1,"Dublin : Printed for P. Byrne, No. 35, College Green, M,DCC,LXXXIV. [1784].",Dublin,364,male,1735,1821,FALSE,"remzit a fortune in a short time . Our islands also might be afifited by encoutraging the growth of indigo, coffee, * cocoa, cotton, tobacco , t and Indian corn, * That wre have mnarkrets fora greazter quantity of coffee, appears from this, that although we raise a large quantity,"
0133400100_000048,"An historical disquisition concerning the knowledge which the ancients had of India; and the progress of trade with that country prior to the discovery of the passage to it by the Cape of Good Hope. With an appendix, containing observations on the Civil Policy-The Laws and Judicial Proceedings-The Arts-The Sciences-And Religious Institutions, of the Indians. By William Robertson, D. D. F. R. S. Ed. Principal of the University, and Historiographer to his Majesty for Scotland.",William Robertson,72,1,3,6,1,1,0,0,0,3,0,2,1,0,4,0,2,1,0,1,3,1,6,0,0,0,0,0,0,2,1,1,2,2,0,0,3,2,1,0,4,0,0,0,0,0,0,1,0,0,2,0,4,0,0,1,5,0,0,2,2,1,0,1794,1,1,"London : printed for A. Strahan and T. Cadell; and E. Balfour at Edinburgh: and sold by T. Cadell Jun. and W. Davies, (successors to Mr. Cadell,) in the Strand. [London], 1794.",London,469,male,1721,1793,TRUE,"disadvantage. By such a continual drain of gold and silver, as well as by the unavoidable wafe of both in circulation and in manufa&tures, the quantity of those metals must have gone on diminishing, and their value would have been so much enhanced, that they could not have continued long"
