PassageID,Title,Author,Total termFreq,termFreq(afternoon),termFreq(air),termFreq(anchor),termFreq(bear),termFreq(blow),termFreq(breez),termFreq(calm),termFreq(caus),termFreq(clear),termFreq(clock),termFreq(cloud),termFreq(cloudi),termFreq(cold),termFreq(continu),termFreq(cours),termFreq(dark),termFreq(dry),termFreq(east),termFreq(fail),termFreq(fall),termFreq(fine),termFreq(fleet),termFreq(fun),termFreq(gale),termFreq(gener),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(land),termFreq(latitud),termFreq(leagu),termFreq(light),termFreq(littl),termFreq(mean),termFreq(moder),termFreq(month),termFreq(morn),termFreq(mountain),termFreq(night),termFreq(noon),termFreq(north),termFreq(observ),termFreq(rain),termFreq(reason),termFreq(rock),termFreq(run),termFreq(sail),termFreq(sea),termFreq(season),termFreq(set),termFreq(small),termFreq(snow),termFreq(south),termFreq(trade),termFreq(warm),termFreq(water),termFreq(weather),termFreq(weft),termFreq(wind),termFreq(winter),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0364300500_000014,"Physico-Theology: or, a demonstration of the being and attributes of God, from His works of creation. Being the substance of sixteen sermons Preached in St. Mary le Bow-Church, London, at the Honourable Mr. Boyle's Lectures, in the Year 1711 and 1712. With large Notes, and many curious Observations. By W. Derham, Rector of Upminster in Essex, and F. R. S.","Derham, William",91,0,8,0,0,1,1,0,3,0,1,9,1,11,0,0,0,0,1,0,2,0,0,0,3,3,2,1,1,1,0,0,0,1,0,0,0,2,0,0,1,6,3,2,0,0,0,1,1,0,0,0,3,1,1,5,0,2,1,12,0,1716,1,1,"London : printed for W. Innys, at the Prince's Arms in St. Paul's Church-Yard, MDCCXVI. [1716].",London,502,male,1657,1735,FALSE,"Cracow in Poland. Ubi, saith he, opifices, & ipse so. dins dominus Andreas Morfiin, Nob. Polonus, mihi ayferuerunt, quod tanta aliquando ?entrrum tempeflas ex ambagiofis blimu fodinms Use, and of such absolute Neceility are they to tile Salubrity of the Atmosphere, that all the World would be poisoned without those"
0890600103_000004,"A collection of voyages and travels, some now first printed from original manuscripts, others now first published in English. In six volumes. With a general preface, giving an account of the progress of navigation, from its first beginning. Illustrated with a great numbe of useful maps and cuts, curiously engraven. ...",,63,1,3,0,0,0,1,0,2,1,1,2,2,2,0,0,0,0,3,0,2,0,0,2,0,0,3,0,0,6,1,1,0,0,0,0,1,0,4,1,0,2,0,3,0,0,1,0,4,2,0,1,1,5,0,0,0,1,0,1,3,1732,3,6,"London : printed by assignment from Messrs. Churchill. For John Walthoe, over-against the Royal-Exchange, in Cornhill; Tho. Wotton, at the Queen's-Head and Three Daggers over-against St. Dunstan's Church, in Fleet-Street; Samuel Birt, in Ave-Mary-Lane, Ludgate-Street; Daniel Browne, at the Black-Swan, without Temple-Bar; Thomas Osborn, in Gray's-Inn; John Shuckburgh, at the Sun, next the Inner-Temple-Gate, in Fleetstreet; and Henry Lintot, at the Cross-Keys, against St. Dunstan's Church, in Fleetstreet, MDCCXXXII. [1732].",London,893,unknown,,,FALSE,"great lea to the pole, and the islands discovered in it. Abraham Ortelius was of opinion, that there was on this south fide of the kingdom of Chile, a land which was contiguous with New Guinea; and this opinion lasted till we were undeceived by those, who having passed by"
1262801300_000069,"A voyage to the South-Seas, and to many other parts of the world, performed from the month of September in the year 1740, to June 1744, by Commodore Anson, In his Majesty's Ship the Centurion, Having under his Command The Gloucester, Pearl, Severn, Wager, Trial, and two Store-Ships. By an officer of the squadron.",Officer of the Squadron,121,9,2,0,3,1,0,0,1,1,0,0,8,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,6,1,9,1,3,0,14,0,1,0,1,0,5,0,12,0,1,2,3,5,0,1,2,0,4,0,0,3,10,0,4,0,1744,1,1,"London : printed by and for the proprietors of the Yeovil Mercury, and deliver'd Gratis to the Customers to that News-Paper, MDCCXLIV. [1744].",London,419,unknown,,,FALSE,"and their Feet like other iland fowl, and they build on Trees, where they find any, but where there are none, then on the Ground; when they fly off to the Sea , they leave Guardians to their Young, least they should be starved, or de ftroy'd by their Neighbours"
0785700101_000053,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,92,4,1,0,0,1,2,6,0,1,0,0,0,0,5,1,1,0,3,0,0,0,0,0,5,0,0,0,0,1,15,0,1,0,1,0,0,3,0,0,4,3,2,5,0,0,2,0,3,0,3,0,0,5,0,0,0,4,5,5,0,1784,1,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXXIV. [1784].",London,437,male,1728,1779,FALSE,"S. E.; being at this time, in the latitude of 40° 53' South , longitude 163° Ro' West. We We continued to firetch to the S. E., with a fresh gale and, 773- June. fair weather , till four o'clock in the afternoon the next day, e when we flood"
0169600101_000021,"Voyages to the East-Indies; by the late John Splinter Stavorinus, Esq. Rear-Admiral in the service of the States-General. Translated from the original Dutch, by Samuel Hull Wilcocke. With notes and additions by the translator The Whole comprising a full and accurate Account of all the present and late Possessions of the Dutch in India, and at the Cape of Good Hope. Illustrated with maps. In Three Volumes. ... . Containing A Voyage to the Cape of Good Hope, Batavia, Bantam, and Bengal, with Observations on Those Parts, &c. in the Years 1768-1771.",Johan Splinter Stavorinus,82,1,0,5,1,1,0,1,0,1,0,1,0,0,1,2,1,0,4,1,2,0,0,4,1,2,0,0,0,5,4,2,1,1,0,0,0,5,0,2,1,5,4,0,0,0,0,5,4,0,2,0,0,2,0,0,4,2,0,4,0,1798,1,3,"London : printed for G.G. and J. Robinson, Pater-Noster-Row, 1798.",London,580,male,1739,1788,FALSE,"the flag, at the maintop, which was the mark of diftinion granted to the director F by the governor- general , though only by special favour; for in the quality of director, he might only bear a pendant at the masthead. The governor- general too, had directed me not to"
0806500103_000086,"A voyage to the Pacific Ocean undertaken by command of His Majesty for making discoveries in the northern hemisphere performed under the direction of Captains Cook, Clerke and Gore in the years 1776.7.8.9 and 80. ...",James Cook,81,4,2,5,3,1,0,1,0,1,1,0,1,0,2,0,2,0,6,0,1,2,0,0,0,1,0,0,1,4,0,1,0,1,0,0,0,2,3,0,0,4,1,0,0,6,0,1,0,0,2,2,1,4,0,0,3,3,0,9,0,1785,3,4,"Perth : printed by R. Morison, junr. for R. Morison & Son, 1785.",Perth,352,male,1728,1779,FALSE,"for the flowing of the tide to raise the anchor . This measure succeeded, thcugh not without damaging the cable. About three o'clock in the afternoon , the best bower was weighed, and we set sail ; but, at eight, the tide making against us, and the wind being inconsiderable,"
1401700600_000026,"A summary of geography and history, both ancient and modern; Containing, an account of the political state, and principal revolutions of the most illustrious nations in ancient and modern times; their manners and customs; the local situation of cities, especially of such as have been distinguished by memorable events: with an abridgement of the fabulous history or mythology of the Greeks. To which is prefixed, an historical account of the progress and improvements of astronomy and geography, from the earliest periods to the time of Sir Isaac Newton: also, a brief account of the principles of the newtonian philosophy, occasionally compared with the opinions of the ancients, concerning the general and particular properties matter; the air, heat and cold, light, and its effects; the laws of motion; the planetary system, &c.-with a short description of the component parts of the Terraqueous Globe, according to the Notions of the ancients, and the more accurate discoveries of modern chemists. Designed chiefly to connect the study of classical learning with that of general knowledge. By Alexander Adam, LL.D. rector of the high school of Edinburgh.",Alexander Adam,97,0,9,0,0,10,6,1,0,1,0,0,0,4,0,0,0,0,1,1,1,0,0,3,1,1,1,0,0,5,0,0,1,1,1,1,2,0,1,1,0,5,1,2,0,0,0,1,7,2,0,0,0,2,4,1,0,2,1,15,1,1794,1,1,"Edinburgh : Printed for T. Cadell and A. Strahan, London, 1794.",Edinburgh,733,male,1741,1809,FALSE,"b .!: .1` .·. n1; : !.'... The ~ ~ ~ ··· ic nnnli burgh 4: .: et i. ..e but.. (I., : ..7. CL in w don, bor 2 1, r in the n .e: J Andwi.1 ls: ma I, b ed w : E a : 1: R,"
0779600101_000021,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,78,1,0,0,0,0,0,0,0,2,0,0,0,2,3,3,0,0,2,0,0,0,3,0,4,1,0,0,0,3,5,2,1,1,1,1,0,4,1,0,2,2,0,0,0,1,0,4,2,0,1,0,4,7,0,0,6,5,1,3,0,1779,1,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXIX. [1779].",London,468,male,1728,1779,FALSE,"or fifteen leagues distance. It is therefore very probable, that what Bouvet took for land , was nothing but mountains of ice, surrounded by loose or field ice. We ourselves were undoubtedly deceived by the ice hills, the day we first fell in with the field ice. Nor was it"
1728900200_000042,"A voyage round the world; but more particularly to the North-West Coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, captains Portlock and Dixon. Embellished with twenty Copper-Plates. Dedicated, by permission, to His Majesty. By Captain Nathaniel Portlock.",Nathaniel Portlock,130,1,0,1,3,1,4,0,0,4,0,0,0,0,2,0,1,0,11,0,0,1,0,0,3,0,0,0,0,11,4,12,2,1,0,1,0,2,0,2,6,30,0,0,0,3,0,0,2,0,0,0,0,7,0,0,2,7,1,5,0,1789,1,1,"London : Printed for John Stockdale, opposite Burlington-House, Piccadilly; and George Goulding, James Street, Covent Garden, M,DCC,LXXXIX. [1789].",London,457,male,1748,1817,FALSE,"in sight extended from North half West to North Northeast: half East , difiant from the nearest 5 · part ca:, r part four or five leagues . We now flood to the North by a -- r Eaff, in order to gain the situation laid down by captain Cook"
0806700104_000004,"A voyage to the Pacific Ocean; undertaken by command of his Majesty, for making discoveries in the northern hemisphere: performed under the direction of Captains Cook, Clerke, and Gore, in the years 1776, 1777, 1778, 1779, and 1780. Being a copious, ... abridgement of th Voyage written by Captain James Cook, F.R.S. and Captain James King, ... Illustrated with cuts. In four volumes. ...","King, James",79,3,2,7,3,1,0,1,0,1,0,0,1,0,1,0,2,0,4,0,1,1,0,0,2,1,0,0,2,3,0,1,0,1,0,0,0,3,2,0,1,2,1,0,0,6,1,0,3,0,5,1,0,4,0,0,3,1,0,8,0,1784,4,4,"London : printed for John Stockdale, Scatcherd and Whitaker, John Fielding, and John Hardy, 1784.",London,391,male,1750,1784,FALSE,"were in good condition when they arrived. The four succeeding days were employed in making preparations for putting to sea ; and, on Friday the irth, about two o'clock in the morning , we began to unmoor. Before, however, we had got up one anchor , so violent a gale"
1319000102_000079,"The natural history of Aleppo. Containing a description of the city, and the principal natural productions in its neighbourhood. Together with an account of the climate, inhabitants, and diseases; particularly of the plague. By Alex. Russell, M.D.",Alexander Russell,85,1,2,0,0,0,1,2,0,5,0,3,6,1,8,0,1,0,0,0,2,1,0,0,0,1,1,3,0,0,0,0,2,1,0,1,7,3,0,1,1,2,1,12,0,0,0,0,0,0,1,1,1,0,0,0,0,9,1,2,1,1794,2,2,"London : Printed for G.G. and J. Robinson, Pater-Noster-Row, 1794.",London,515,male,1715,1768,FALSE,"afternoon of the 23~rd. June, except a few close dayrs towards the end, wras freth; as likewsife July, after the first week: the Weft : winlds being generally constant,, bothi months . Augufi was calm and hot . On the i~ithe some heavy clouds a~role in the west anld North"
1766100102_000132,"A voyage to the Pacific Ocean. Undertaken, by the command of his Majesty, for making discoveries in the northern hemisphere. ... Performed under the direction of Captains Cook, Clerke, and Gore, ... In the years 1776, 1777, 1778, 1779, and 1780. In three volumes. Vol. I. and II. written by Captain James Cook, F.R.S. Vol. III. by Captain James King, ... Illustrated with maps and charts, from the original drawings made by Lieut. Henry Roberts, under the direction of Captain Cook. ...","King, James",103,0,2,0,2,0,2,0,0,1,0,0,1,1,3,0,0,1,7,0,0,0,0,0,0,2,0,0,0,13,5,9,0,2,0,0,0,2,2,0,3,6,0,1,1,1,0,0,0,0,0,4,3,16,0,0,3,3,2,5,0,1784,2,3,"Dublin : printed for H. Chamberlaine, W. Watson, Potts, Williams, Cross, [and 22 others in Dublin], 1784.",Dublin,571,male,1750,1784,FALSE,"and that the land , East of the bay, is a part of the continent. Some small islands lie on the West of the bay. The seacoast to the Southward of it is rather low, with projet ing rocky points, between which are finall bays or inlets. There was no"
0168900703_000033,"Travels round the world, in the years 1767, 1768, 1769, 1770, 1771. By Monsieur de Pagés, Captain in the French Navy, Chevalier of the Royal and Military Order of St. Louis, and Corresponding Member of the Academy of Sciences at Paris. Translated from the French. ...","Pagès, Monsieur de (Pierre Marie François)",72,1,0,0,0,0,0,1,1,0,2,0,0,6,0,0,1,0,1,2,0,1,0,2,1,1,0,0,1,0,4,1,1,3,1,1,0,1,1,1,0,4,3,0,0,0,0,1,2,1,0,0,2,5,1,1,3,5,0,9,0,1791,3,3,"London : printed for J. Murray, No 32, Fleet Street, M.DCC.XCI. [1791]-92.",London,326,male,1748,1793,FALSE,"64° and 2 ""eastern longitude, I weighed Iweighed oo pounds of seawater, and found thatitcontained 4- pounds offalt. Inlatitude 59° 8"", and longitude 55"" the same quantity of water gave only 34 pounds of faltj but at that time we were still within the limits of the German ocean. We"
0785700101_000097,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,100,0,0,0,0,0,1,1,0,2,0,0,0,1,6,5,0,0,4,1,0,1,0,1,5,1,0,0,0,4,16,2,0,3,1,0,0,5,1,0,5,2,3,1,1,0,2,1,0,0,1,0,0,8,0,0,1,2,3,9,0,1784,1,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXXIV. [1784].",London,437,male,1728,1779,FALSE,"of the lea to the West, containing near 40° of lonlgitude, and half that in latitude . Had the wind continued favourable, I intended to have run 15 or 20 degrees of longitude more to the Well in the latitude we were then in, and back again to the East"
1764800106_000165,"A collection of voyages and travels, some now first printed from original manuscripts, others translated out of foreign languages, and now first published in English. To which are added some few that have formerly appear'd in English, but do ... deserve to be reprinted. In six volumes. With a general preface, giving an account of the progress of navigation, from its first beginning to the perfection it is now in, &c. The whole illustrated with a great number of useful maps, and cuts, all engraven on copper. ...",,99,0,0,2,4,0,1,2,0,1,0,0,2,0,2,0,1,0,6,0,0,4,0,0,10,1,1,0,0,0,8,5,0,0,0,0,0,7,0,1,7,0,5,3,0,0,5,3,1,0,2,5,0,0,1,0,3,2,0,4,0,1732,6,6,"London : printed, by assignment from Messrs Churchill, for John Walthoe; Tho. Wotton; Samuel Birt; Daniel Browne [and 3 others in London], 1732.",London,761,unknown,,,FALSE,"when we had a faint breefe at S. E. till ten; then becalmed again till eight this morning , when a gale sprung up at W. S. W. frefhning till twelve. We lying up S. E. had good observation in 8° 34'; eait'ing before 452, now 6; total 458 Friday"
0115000101_000013,"Universal geography formed into a new and entire system; describing Asia, Africa, Europe, and America; with their Subdivisions of Empires, Kingdoms, States, and Republics: The Extent, Boundaries, and remarkable Appearances of each Country; Cities, Towns, and Curiosities of Nature and Art. also giving a general account of the Fossil and Vegetable Productions of the Earth, and of every Species of Animal: the history of man, in all Climates, Regions, and Conditions; Customs, Manners, Laws, Governments, and Religions: the state of arts, sciences, commerce, Manufactures, and Knowledge. Sketches of the Ancient and Modern History of each Nation and People, To which is added, a short view of astronomy, as Connected with Geography, of the Planetary System to which the Earth belongs; and of the Universe in General. by John Payne. With a Set of Maps, drawn from the best Materials, every one of which is very Neatly Coloured; And a great Variety of Copper-Plates. ...","Payne, John",138,0,8,0,0,14,2,2,1,0,0,0,0,0,2,1,1,0,9,0,0,0,0,5,5,4,5,0,0,2,4,3,0,0,0,0,0,0,0,0,0,7,3,0,1,0,0,0,1,1,0,0,0,10,6,1,1,2,2,35,0,1791,1,2,"London : printed for the author, and sold by J. Johnson, No 72, St. Paul's Church Yard, and C. Stalker, Stationer's Court, Ludgate Street, MDCCXCI. [1791].",London,703,unknown,,,FALSE,"and the like..  Winds are either constant or variable, generatlor particular. Conitant winds are such as continue blowing the same way, at least for several hours or days; but variable winds are such as frequently shift within an hour or a day. A general wind is that which blows"
