PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(author),termFreq(bishop),termFreq(brother),termFreq(canon),termFreq(cardin),termFreq(caus),termFreq(church),termFreq(citi),termFreq(clergi),termFreq(council),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(emperor),termFreq(empir),termFreq(england),termFreq(faith),termFreq(father),termFreq(follow),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hand),termFreq(head),termFreq(held),termFreq(holi),termFreq(itali),termFreq(king),termFreq(kingdom),termFreq(latin),termFreq(law),termFreq(legat),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(oblig),termFreq(order),termFreq(peopl),termFreq(person),termFreq(pope),termFreq(power),termFreq(present),termFreq(princ),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(roman),termFreq(rome),termFreq(sever),termFreq(taken),termFreq(took),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0413601102_000026,"A master-key to popery. In two parts. Containing I. The lives and transactions of several Bishops of Rome, ... II. The lives and abominable intrigues of several priests ... of the Church of Rome. Volume the second. By D. Antonio Gavin, ...","Gavin, Antonio",107,0,0,1,0,0,7,1,2,1,1,3,0,3,0,0,0,11,0,3,0,1,3,0,3,1,0,0,1,0,0,3,1,1,8,0,0,0,2,0,0,0,0,0,0,3,2,26,2,0,1,0,1,1,3,7,0,1,3,0,1726,2,2,"London : printed for J. Stephens; and sold by A. Bettesworth. J. Osbourn, and T. Longman; W. Meadows, and J. Brotherton; and the booksellers of London and Westminster; and by the booksellers of Edinburgh and Dublin, 1726.",London,311,male,,,FALSE,"to Sutrio; but Califlus followed him, took him, and brought him to Rome with great Ignonmy, and put him in a lonaftery. This calijlur, califdis, the more to confirm Idolatry, and the better to entertain Superstition, made the Church of St. James of Galicia arch bishopric, and wrote a Book"
0002800110_000130,"A general history of the world, from the creation to the present time. Including All the Empires, Kingdoms, and States; their Revolutions, Forms of Government, Laws, Religions, Customs and Manners; the Progress of their Learning, Arts, Sciences, Commerce and Trade; Together with Their Chronology, Antiquities, Public Buildings, and Curiosities of Nature and Art. By William Guthrie, Esq; John Gray, Esq; and others eminent in this branch of literature. Volume I.","Gray, John",74,1,3,4,1,0,5,1,1,0,1,0,1,1,2,0,4,3,0,7,0,0,0,1,2,1,0,0,1,1,1,0,4,2,3,0,0,0,2,0,1,1,0,0,1,1,1,7,0,0,2,0,0,2,0,3,0,0,2,0,1764,10,12,"London : printed for J. Newbery, R. Baldwin, S. Crowder, J. Coote, R. Withy, J. Wilkie, J. Wilson and J. Fell, W. Nicoll, B. Collins, and R. Raikes, MDCCLXIV. [1764].",London,477,male,1724,1811,FALSE,"the disputes that remainedbe tween his holiness and the duke of Ferrara. Charles befriend ed the latter, and adjudged to him the pofieflion of Miodena and Reggio, upon his paying the pope one hundred thou. sand ducats. Clement objected to this decision, and the duki accused him of carrying on"
0444800106_000079,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,74,1,0,2,0,0,4,0,5,0,1,0,0,2,5,2,0,4,1,3,0,1,2,0,1,1,0,0,0,0,1,0,2,1,5,2,0,1,3,2,1,0,0,1,1,0,1,6,1,2,0,0,1,0,3,2,0,3,0,0,1748,6,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,495,male,1686,1766,FALSE,"the Pope , and dreading the Consequences of an Interdict, thought it advifeable to submit. But. Johk, to gratify the King , and regain his Favour, declaring himfelffatisfied with the Bishopric of Dunkeld, - to which he had been translated by p6pelucius, gave up all Claim to the See of"
1555500126_000080,"The modern part of an universal history, from the earliest account of time. Complied from original writers. By the authors of the antient part.",,75,1,1,1,0,0,3,0,1,2,1,5,1,0,1,2,3,2,2,0,0,0,3,0,1,0,1,0,2,0,0,0,0,1,3,4,0,1,7,0,0,0,1,5,3,2,1,6,1,0,1,0,3,0,0,2,1,0,0,0,1759,26,44,"London : printed for S. Richardson, T. Osborne, C. Hitch, A. Millar, John Rivington, S. Crowder, P. Davey and B. Law, T. Longman, and C. Ware, M.DCC.LIX. [1759].",London,506,unknown,,,FALSE,"Felix. After some conferences thejr proceeded' to geneva, where Felixe wyas and, with his codient, composed some articles, which, if 1vicolas would agr ee to, Felixe promised to abdicate. and the MEANWHILE Nicolas received an embassy from Polanzd, de. Poles, whob firiing a tax often thodand florins to be railed"
0365200103_000025,"A compendious history of the church, from the beginning of the world to this present time. Written in French by Lewis Ellis Dupin, Doctor of Sorbonne, and Regius-Professor of Divinity at Paris. ...",Louis Ellies Dupin,106,2,1,1,3,0,0,5,3,4,1,3,0,2,4,3,2,4,0,0,0,0,1,2,0,1,0,1,0,1,0,2,3,8,2,0,0,0,0,0,1,0,0,3,1,0,0,7,2,0,2,0,4,4,8,13,1,1,0,0,1713,3,4,"London : printed for Bernard Lintott, at the Cross-Keys, between the Two Temple-Gates, MDCCXIII. [1713].",London,335,male,1657,1719,FALSE,"had by Pope Sergus, who bore the Name of Yohn. XI Guy dying, fie married Hugh, Son t6 Gjunt Theoball, whom she Let up against Lambert, Brother to Guy The Romans for fonie time owned Hugh, but Loon after declared for Alberick, the Son of Marofia, who seized his Mother"
1548300104_000038,"Commentaries on the laws of England. In four books. By Sir William Blackstone, Knt. One of His Majesty's judges of the Court of Common Pleas. Re-printed from the British copy, page for page with the last edition.","Bell, Robert",80,0,4,2,0,4,0,0,1,0,5,0,4,2,0,2,0,1,0,3,0,1,0,0,0,3,0,1,1,1,2,2,3,1,4,3,0,4,2,0,1,1,3,0,0,1,0,7,2,1,2,0,1,0,0,4,0,0,1,0,1771,4,4,"[Philadelphia] : America: Printed for the subscribers, by Robert Bell, at the late Union Library, in Third-Street, Philadelphia, MDCCLXXI[-MDCCLXXII] [1771-1772].",Philadelphia,495,male,1732,1784,FALSE,"difficulty, his decrees were enforced by anathemas and spiritual cedrures, he dethroned even kings that were re fraaory, and denied to whole kingdoms (when undutiful) the exercise of Christian ordinatnces, and the benefits of the gospel of God . BUT, though the being spiritual head of the churchl was a"
0130400101_000058,The general history and state of Europe. ...,Voltaire,87,1,0,2,1,0,0,0,2,1,0,0,1,4,0,0,1,9,1,1,0,1,0,0,1,0,3,0,0,0,1,0,3,2,1,4,0,0,1,1,1,1,2,1,4,5,2,14,2,1,2,0,1,0,2,3,0,2,1,1,1758,1,3,"Edinburgh : printed by Sands, Donaldson, Murray, & Cochran. For A. Donaldson, at Pope's head, opposite to the exchange, MDCCLVIII. [1758].",Edinburgh,361,male,1694,1778,TRUE,"was more hated in this part of Italy , than in Germany; and luckily for Henry, the aveifion to the Pope's extravagant ambition, prevailed over the indignation with V hich they had heard of this prince's mean behaviour. He made a proper use of this disposition of the people ,"
0444800106_000019,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,85,0,0,5,0,2,0,0,2,3,3,13,1,0,0,2,0,3,0,0,1,0,2,0,2,0,2,0,1,2,1,3,1,1,4,1,0,0,3,0,1,0,1,0,2,1,0,5,1,4,1,0,3,2,0,4,0,1,1,0,1748,6,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,495,male,1686,1766,FALSE,"was read and approved by the Council , the Pope calling to him, by their Names, all the Bishops , who were present and had been consecrated by Anacletus, he snatched their Crosiers from their Hands , their Rings from off their Fingers, and their Palls from their Shoulders, upbraiding"
1667200109_000590,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,92,0,0,13,2,0,4,1,5,3,1,3,0,1,3,0,0,3,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,1,2,0,0,10,3,2,2,0,1,6,2,6,6,1,0,0,1763,9,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,721,unknown,,,FALSE,"the pope . whealt lap Tas emperor , thle following year, having got poffemion of the Lateran palace, caused makes himself gu~iber to be consecrated by the bishops of Modena and Rimini, and the Sunday after, being b mayer of Ea, /isr, he was crowned by him in the Lateran"
0682900600_000027,"Seven prophetical periods; or, a view of the different prophetical periods mentioned by Daniel and Saint John: wherein The Events that have happened under each Period, are briefly stated from History, and compared with the Predictions. By the author of Speculum Britannicum.","Burton, Philip           1792",83,1,1,5,2,0,1,1,3,0,0,0,2,0,5,0,1,4,1,4,0,0,1,1,2,0,0,0,1,1,1,1,1,0,8,3,0,2,4,0,0,1,0,0,3,0,1,9,1,0,2,0,1,1,1,5,1,0,0,0,1790,1,1,"London : printed at the Logographic-Press, Printing-House Square, Blackfriars. And sold by G. G. J. and J. Robinson, Paternoster-Row, M.DCC.XC. [1790].",London,274,unknown,,,FALSE,"wherein the Papalpower was at its utmost height in England ; and, if I mistake not, in. most other. kingdoms of Europe. I might confirm my assertion with rium berlefs proofs, if what has been said did not appear to be sufficient. The frequent contests about eletions of bishops ard"
0788400106_000053,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,89,1,3,6,0,2,7,3,7,0,0,7,1,0,0,0,2,7,0,0,0,1,1,0,0,0,0,2,2,1,0,1,1,0,2,0,0,2,3,6,0,1,0,1,2,0,1,1,3,1,3,0,0,3,5,0,0,0,0,0,1749,6,7,"Dublin : printed by George Faulkner, in Essex-Street, MDCCXLIX. [1749]-68.",Dublin,662,male,1686,1766,FALSE,"Legates , who brought hin that unwelcome Intelligence, to be hanged, anc his Order would have. been executed before he returned to himself, had. not Duke Welpho and the Duke of Saxony interposed, and not only appeafec him, but prevailed upon him to grant the Legates an Audience, and even"
0548200102_000030,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, enlarged and greatly improved. ...",William Russell,89,0,0,0,0,0,2,0,1,6,0,0,2,6,0,0,3,6,2,0,0,1,0,0,0,1,0,1,0,1,1,0,9,1,4,2,0,1,2,1,1,1,1,1,2,1,0,4,4,0,3,0,3,2,3,5,1,1,3,0,1786,2,5,"London : printed for G.G.J. and J. Robinson, Paternoster-Row; J. Robson, New Bond-Street; A. Hamilton, jun. Falcon-Court, Fleet-Street; J. Walter, Charing-Cross; and J. Sewell, Cornhill, 1786.",London,587,male,1741,1793,FALSE,"lstter Rome , in order to be crowned by the pope , together. - J. with Eekatora, sister of the king of Portugal, to whom A.D.. 45,. he was contrated in marriage, and whom he promised to meet at Sienna. As soon as Frederic had crossed the Alps, he wall"
1667200109_000639,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,84,0,1,0,0,0,5,0,3,8,0,2,0,2,1,2,0,5,1,1,1,2,2,1,4,0,0,0,0,0,0,0,0,2,2,1,0,0,5,0,1,0,1,1,6,0,1,4,0,1,2,0,2,3,1,5,3,0,2,0,1763,9,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,721,unknown,,,FALSE,"he was reckoned by' his fellow citizens a madman, and his father even cadfed him to be put in prison; but, finding that nothing could prevail with him to alter his resolution, he again for him at' liberty. By his preaching and manner of -1 Throdoric de Polio, in I"
0246000601_000108,"The history of France: from the establishment of that monarchy under Pharamond, to the death of Lewis XIII. Interspers'd with Relations of the most memorable Events which have happened in the several Kingdoms and States of Europe, in the Course of that Period. Written at the request and under the direction of M. Harlay, first President of the Parliament of Paris, by M. Chalons. In two volumes.","Châlons, Vincent-Claude",95,1,0,0,3,0,2,0,0,2,0,0,1,2,5,2,0,1,2,7,0,0,1,3,4,1,1,0,0,0,1,0,2,1,16,0,1,0,0,3,2,1,0,1,2,0,1,7,0,1,6,1,1,2,2,2,2,0,2,0,1752,1,2,"Dublin : printed by George Faulkner in Essex-Street, MDCCLII. [1752].",Dublin,447,male,1642,1694,FALSE,"his behaviour; but he not appearing , the king sent the king of England a declaration of war. Historians observe that he declared it to him, according to custom, by a letter ; but that this letter was carried and presented to the king of England by a menial servant"
0765300101_000122,"The lives and characters of the most eminent vvriters of the Scots nation; with an abstract and catalogue of their works; their various editions; and The Judgment of the Learn'd concerning Them. By George Mackenzie, M. D. Fellow of the Royal College of Physicians in Edinburgh. ...","Mackenzie, George",81,1,2,6,0,1,0,3,2,5,0,1,0,3,1,2,1,7,5,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,2,1,0,0,5,0,0,0,0,1,0,0,0,12,0,0,4,0,3,0,1,2,0,1,1,1,1708,1,3,"Edinburgh : printed by James Watson in Craig's-Closs, on the North-Side of the Cross, M.DCC.VIII. [1708]-22.",Edinburgh,534,male,1669,1725,FALSE,"he was Crowned , for a second time, by that Archbishop. tphilip, being. XX in (i) Vld. h&t. Boet. Aberd. Itl. Vital, Pag. s. Dempit. Hilt. Eccl. Gten. Sbco. Lbt. 2 it. L. 1$ S srimpood Hlt. of rhe Church of scotljndlib.. Pag. io. (b) Yid. M. Du liu Nouv."
0251700501_000318,"The ecclesiastical history of England, to the eighteenth century. In two volumes. By Ferdo. Warner. ...",Ferdinando Warner,79,2,0,6,2,2,1,0,5,1,0,7,0,2,3,1,1,0,0,1,0,1,1,1,1,1,0,0,3,0,1,1,1,0,11,2,0,1,1,0,0,0,0,2,2,2,0,2,1,1,0,1,1,1,0,3,2,0,1,0,1756,1,2,"London : printed in the year, 1756-57.",London,697,male,1703,1768,FALSE,"X t99 some of them converted and in possession of a liturgy before the coming of AUSTIN 39 Their character in France discourages AUSTIN and his companions from proceeding further 40 Englifl church , divided into seventeen bifllopricks 140 English wakes, or village feasts, their original 49 ERCOMBERT son and"
0788400105_000165,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,96,1,0,8,0,0,1,0,1,2,1,6,0,0,0,1,0,0,0,4,0,1,3,0,3,1,0,1,3,0,2,1,3,0,12,2,0,0,6,3,1,0,2,0,2,0,1,7,0,4,0,0,2,3,2,2,0,0,1,3,1749,5,7,"Dublin : printed by George Faulkner, in Essex-Street, MDCCXLIX. [1749]-68.",Dublin,563,male,1686,1766,FALSE,"Impinity, were it to coil him his Head , These Words were, no doubt, put in the Mouth of the Holy Father , and the Wrath, or rather Rage, with which he uttered them, was put in his Heart by the Holy Ghost. However, he soon returned to himself, and"
0007200103_000092,"The history of Great Britain, from the first invasion of it by the Romans Under Julius Caesar. Written on a New Plan. By Robert Henry, D. D. One of the Ministers of Edinburgh. ...","Henry, Robert",98,0,4,2,1,3,0,2,2,0,2,10,3,2,3,3,0,0,0,7,0,0,1,1,1,1,1,0,0,1,0,3,0,0,9,0,0,0,8,0,1,0,0,0,1,0,1,7,1,1,3,0,3,1,0,5,2,2,0,0,1771,3,6,"London : printed for the author, and sold by T. Cadell in the Strand, MDCCLXXI. [1771]-93.",London,682,male,1718,1790,FALSE,"council of Well having taken a different turn in the course of this year, and that miuilter they declare i y prince having obtained his liberty, in exchange for the Earl of .in Step hen. Gloucester, the Legate changed his party once more, and openly declared for the King and"
1107300201_000028,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society, from the fifth to the eighteenth century. In a series of letters from a nobleman to his son. ...",William Russell,76,3,3,5,2,1,0,0,1,0,3,5,1,2,0,2,1,3,1,0,0,1,1,1,1,1,1,0,0,2,1,1,0,0,9,4,0,1,1,0,0,0,0,2,2,1,0,1,2,2,3,0,1,0,0,3,0,1,0,0,1779,1,2,"London : printed for G. Robinson, Paternoster-Row; J. Robson, New Bond-Street; J. Walter, Charing-cross; and J. Sewell, Cornhill, MDCCLXXIX. [1779].",London,623,male,1741,1793,FALSE,"were kings enough in this monarchy; yet Charles the Bald declared his infant son king of Aquitaine 2*. THUS was the empire of Charlemagne split by continual divisions, the source of continual wars, till it became, to use the language of Shakespeare, only "" a sage to feed contention on."""
0018500103_000096,"A general history of England. ... . Containing an Account of the first Inhabitants of the Country, and the Transactions in it, from the earliest Times to the Death of King John, A. D. Mccxvi. By Thomas Carte, an Englishman.",Thomas Carte,85,0,0,0,2,0,1,0,1,3,0,2,2,3,0,1,2,11,3,3,3,0,1,2,4,0,3,0,1,0,0,1,0,0,4,0,0,0,2,0,0,4,1,0,1,0,0,3,1,2,11,0,1,1,2,2,0,0,1,0,1747,3,4,"London : printed for the author, at his House in Dean's Yard, Westminster. And sold by J. Hodges, at the Looking-Glass facing St. Magnus' Church, London Bridge, MDCCXLVII. [1747]-55.",London,841,male,1686,1754,FALSE,"offensive league ag.iiift. D. 534 the pope ; and bringilg with them their confession of faith , which they prelsnted to Henry. This embassy was occasioned by the sending of Dr. Leigh, Mr. Paget, and other agents, to the Hanse Towns, the dukes of prf/fia, Pomerania, Saxony, and other princes"
0253700303_000067,"Miscellaneous tracts: Viz. I. The History of the Expulsion of the Moriscoes out of Spain, in the Reign of Philip III. II. The History of the Wars of the Commons of Castile, in the Beginning of the Reign of the Emperor Charles V. III. A View of the Spanish Cortes, or Parliament. IV. An Account of the Manuscripts and Reliques found in the Mountains of Granada, 1588. V. A View of the Inquisition of Portugal; with a List of the Prisoners which came out of the Inquisition of Lisbon, in an Act of the Faith., Celebrated Anno 1682. VI. A Spanish Protestant Martyrology. By Michael Geddes, Doctor of Laws, and Chancellor of the Church of Sarum.",Michael Geddes,89,2,1,5,0,2,3,0,3,1,2,6,1,0,0,0,0,13,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,2,2,0,0,0,1,2,0,1,0,0,0,3,1,7,2,4,3,1,1,1,4,7,0,3,0,0,1702,3,3,"London : printed for A. and J. Churchill, at the Black-Swan, in Paternoster-Row, MDCCII. [1702].",London,576,male,1650,1713,FALSE,"after his Elefi on, he said, he was resolve to put an end to the unhappy Quarrel of the Investitures. And having to that end dispatched Nuncio's to the Emperor , it was agreed, That they should have an Interview at mieor/n, to Treat about that Afair. And accordingly at"
