PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(amen),termFreq(angel),termFreq(apostl),termFreq(baptiz),termFreq(believ),termFreq(bless),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(command),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(ghost),termFreq(glori),termFreq(gospel),termFreq(grace),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(king),termFreq(know),termFreq(law),termFreq(life),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(merci),termFreq(mind),termFreq(natur),termFreq(offer),termFreq(order),termFreq(peopl),termFreq(person),termFreq(power),termFreq(prayer),termFreq(reason),termFreq(receiv),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(spirit),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1606701200_000010,"The Poor man's posey of prayers; or The key of heaven: Being a magazine of devotion, collected from Catholic authors, and adapted to all persons and occasions. The second edition, carefully revised, and improved, by the author. The just man's prayer is the key of heaven: our petitions ascend to God, and his mercies descend to us.",,103,0,6,2,0,0,0,2,0,3,2,0,1,1,3,2,1,2,2,4,6,1,1,0,4,3,1,1,2,1,14,4,0,2,0,4,2,3,0,0,5,0,1,2,0,0,0,1,3,0,1,1,0,3,1,1,0,2,0,2,1768,1,1,"Preston : [s.n.], MDCCLXVIII. [1768].",Preston,262,unknown,,,FALSE,"G odthe Father blets me, Jesus Christ defend and keep me, the Virtue of the Holy Ghost enlighten and direa me, now, and for ever. Amen . An An Excercrfe so r te mparning. in the Name of the Father , and of the Son, and~of the Holy ghor. Amrnn."
1221600800_000013,"The offices, According to the Use of The Church of England, For the Solemnization of matrimony; publick and private Baptism of infants; churching of women; visitation and Communion of the sick; and the burial of the dead. To which is now added, an appendix, containing useful directions for the due discharge of the foregoing offices, and other Articles relative to the Ministerial Function in general.",Church of England,123,2,6,0,0,0,0,4,5,7,11,0,2,0,2,0,3,1,0,2,9,3,5,0,1,3,0,1,2,2,7,7,1,1,0,3,2,1,0,0,4,1,0,2,1,1,1,1,3,1,3,1,0,6,0,0,0,0,0,5,1795,1,1,"Oxford : printed at the Clarendon Press, by W. Jackson and W. Dawson, Printers to the University: and sold at the Oxford Bible Warehouse, Paternoster Row, London, 1795.",Oxford,133,unknown,,,FALSE,"again; Hear us, O merciful Father , we most humbly beseech thee, and grant that we receiving these thy creatures of bread and wine, according to thy Son our Saviour Jesus Christ's holy institution, in remembrance of his death and passion, may be partakers of his most blessed body and"
0399901100_000010,"A new companion to the alter [sic], for the Holy Communion of our Lord's supper, fit to be bound up with the Common Prayer. Collected from the Holy Scriptures, and taken from the writings of Bp. Kenn, ... Mr. Nelson, &c.",,121,0,1,1,0,0,2,7,0,3,3,2,2,0,1,1,1,1,3,3,4,1,3,0,6,2,0,0,5,3,14,3,1,0,0,5,1,7,1,0,0,0,4,1,0,0,0,1,1,0,3,2,0,9,4,1,0,1,3,4,1755,1,1,"London : printed for J. Schofield, in Manchester, 1755.",London,64,unknown,,,FALSE,"only Son to take our Nature upon him, grant that I, being regenerate and made thy Child by Adoption and Grace , may daily be renewed by thy holy Spirit , and so as ffitr me Wvith thy Grace , that I may continue ... nue in the holy Fellowihip"
1257000600_000106,"The book of common prayer, and administration of the sacraments, And Other Rites and Ceremonies of the Church, according to the use of the Church of Ireland; together with the Psalter or Psalms Of David, Pointed as they are to be sung or said in Churches.",Church of Ireland,115,3,3,7,2,0,2,1,3,3,8,0,0,1,5,0,2,0,0,0,6,2,6,2,0,2,0,2,1,6,12,7,0,0,0,2,0,0,0,0,5,0,0,2,1,1,2,0,1,0,2,1,0,6,0,2,1,1,0,2,1753,1,1,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, at the King's-Arms and Two Bibles in Essex-Street, MDCCLIII. [1753].",Dublin,569,unknown,,,FALSE,"we have an Advocate with the Father , Jesus Christ the righteous, and he is the propitiation for our sins . i S. John II 1 I After which the Priest shall proceed, saying, Lift up your hearts ; Snfw. We lift them up unto the Lord. Priest. Let us"
0717600400_000070,"The whole duty of a Christian, and a guide to perfection: with directions to parents, ...","Pembridge, Michael Benedict",92,1,1,4,0,0,0,2,2,1,1,0,1,1,2,5,2,2,3,7,2,2,1,1,6,1,0,0,5,1,5,2,0,1,0,2,0,1,0,1,1,3,0,1,2,0,0,1,0,0,5,1,0,1,4,2,1,1,1,2,1775,1,1,"[London] : Printed in the year, 1775.",London,440,male,1725,1806,FALSE,"I may posiess Thee fully, see and enjoy Thee in the Splendour of thy Glory , for Eternity . Jesus grant me Grace to fix my Mind upon Thee, and to order my Life with Reference to my eternal Welfare. 0 Blefed Virgin Mary, my good Angel , Blefed Patrons"
0493701200_000037,"A manual of prayers and other Christian devotions. Revised and corrected, with large additions, by R. C. D.D.",Richard Challoner,118,0,3,6,0,0,0,11,1,1,1,0,2,0,0,0,4,1,6,1,2,1,6,0,2,2,1,1,2,3,7,8,1,0,1,3,2,1,0,0,10,1,3,0,0,0,1,3,6,0,0,4,0,3,1,0,1,0,0,5,1768,1,1,"London : [s.n.], Printed in the Year 1768.",London,445,male,1691,1781,FALSE,"to judge us. Blessed Apofiles, who in this barren Earth first planted the Chrifian Faith , and then watered it with your Blood , Prayfor us. That we may constantly profefstheancientfaith of the Catholic Church , and unfeignedly practice the perfeca Charity of the Primitive Chrifians. Blessed Disciples of our"
0445101300_000009,"The liturgy of the New Church, signified by the New Jerusalem in the Revelation. Together with the forms for the administration of baptism and the Holy Supper; also a catechism for the use of the New Church.",New Jerusalem Church,126,2,3,2,0,0,9,1,0,3,3,0,5,0,3,7,7,1,1,0,2,0,4,0,0,0,0,0,2,6,8,5,4,0,0,4,1,1,0,0,4,1,3,0,3,4,2,1,4,0,1,2,0,0,3,3,4,5,0,2,1791,1,1,"London : printed and sold by R. Hindmarsh, Printer to His Royal Highness the Prince of Wales, No. 32, Clerkenwell-Close, [1791].",London,100,unknown,,,FALSE,"the Eyes of them who sit in Darkness and in the Shadow of Death , that they may see the ge - Light of thy holy Word , and thereby be bmurnht to acknowledge thee in thy GLORIFIED HUMANITY as the only TRUE God and eternal Life . This we"
0354001400_000060,"A manual of prayers and other Christian devotions. Revised and corrected, with large additions, by R- C-, D.D.",Richard Challoner,117,0,2,3,2,0,0,3,3,0,5,0,1,0,1,0,6,4,2,1,8,5,3,0,1,3,0,0,2,10,7,3,3,0,0,2,3,1,0,0,1,2,2,0,0,0,0,2,6,0,1,2,0,4,1,0,0,3,1,8,1800,1,1,"London : printed by Sampson Low, Berwick Street, Soho; for E. Booker, No. 56, New Bond Street, 1800.",London,575,male,1691,1781,FALSE,"each succeeding age proclaim Thy glory and eternal fame; And sing, with the celestial host, To Father , Son, and Holy Ghost . The Antiphon. FEAR not, Mary; for thou hail found favour with our Lord: behold, thou shalt conceive, and bear a son. Alleluia. Terf. Drop down dew, 0"
1151700400_000046,"The book of common prayer, and administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of the Church of England: together with the Psalter or Psalms of David, Pointed as they are to be Sung or Said in Churches.",Church of England,110,3,3,5,1,0,2,1,3,4,5,0,0,1,5,0,2,0,0,0,4,3,6,2,0,2,2,2,1,6,13,8,0,0,0,1,0,0,0,0,5,0,0,1,1,1,2,0,2,0,2,1,0,5,0,2,1,0,0,2,1726,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXVI. [1726].",Oxford,122,unknown,,,FALSE,"up your hearts . anjw. We lift them up unto the Lord. Priest. Let us give thanks unto our Lord God. Anfw. It is meet and right so to do. t Then Shall the Priest turn to the Lords Table, and say, T is very meet, right, and our bounden"
0287600500_000028,"New family prayers, for the use of protestants of all denominations: being an universal prayer-book. Comprehending A Complete System Of Private Devotions; And Containing Forms of Prayer for every Morning and Evening in the Week, with suitable Meditations and Reflections. Also, Particular Prayers and Thanksgivings for All Occasions and Circumstances in Life. Likewise, a practical discourse upon the nature and institution of the Christian Sabbath. And Devout Meditations on the Sacrament of the Lord's Supper, with Prayers proper to be used before and after the Participation of that Holy Ordinance. Including An Introductory Address, Recommending the necessary Practice of Family Worship and Social Religion. By J. Worthington, D. D. Author of the New, Complete and Universal Week's Preparation for the Sacrament of the Lord's Supper;-And Editor of the Improved Edition of the New Whole Duty of Man, &c.","Worthington, Joseph",96,0,2,0,0,0,1,4,5,1,2,0,1,1,2,3,0,1,1,2,2,0,1,1,3,3,3,0,7,1,5,1,0,1,0,2,2,8,1,0,2,0,0,1,0,2,1,2,4,0,1,1,1,4,4,1,3,1,1,0,1780,1,1,"London : printed for Alex. Hogg, at the King's Arms, No. 16, Pater-Noster-Row; and sold by most other booksellers in town and country, [1780?].",London,195,male,,,FALSE,"obedience.to thy command that I come now to eat of that bread, and drink of that cup which is designed to set thee' forth in thy fufferifnecondition, thouholy Lamb of god send the' Spirit of. Truth into my heart , teaching me the iature and value of thy sacrifice, that"
0293801400_000003,The sunday service of the Methodists; with other occasional services.,Church of England,111,1,7,0,0,0,2,4,0,2,7,1,1,0,0,0,2,1,1,1,6,1,2,2,5,3,1,1,1,2,7,7,4,0,0,5,3,1,0,1,6,1,0,0,1,1,0,2,5,0,0,0,0,2,6,0,2,0,1,2,1792,1,1,"London : [s.n.], Printed in the Year 1792.",London,319,unknown,,,FALSE,"the Lord is gracious, his mercy is everlasting: and his truth endureth from generation to generation. Glory be to the Father , and to the Son, and to the Holy Ghost ; As it was in the beginning, is now, and ever fbhll be, world without end . Amen ."
0768000100_000005,The sunday service of the Methodists in the United States of America. With other occasional services.,Church of England,119,1,5,0,0,0,2,6,0,2,9,1,2,0,0,0,5,1,0,1,5,2,2,2,3,2,0,1,2,1,7,8,4,0,0,4,2,3,0,1,9,1,0,0,0,6,0,0,5,0,0,2,0,1,5,0,1,0,2,3,1790,1,1,"London : [s.n.], Printed in the Year MDCCXC. [1790].",London,425,unknown,,,FALSE,"the beginning, c. Then a lcjton out of the Aew T'efament, as it is appointed: And after that the follwing Pfanlm GOD OD be merciful unto us, and bless us; and show us the light of his countenance, and be merciful unto us. That thy way may be known upon"
1748500300_000026,"A short and plain instruction for the better understanding of the Lord's supper; with the necessary preparation required: for the benefit of young communicants, ... To which is annexed, the office of the Holy Communion. ... By the late Right Reverend Father in God, Thomas, Lord Bishop of Sodor and Man.","Wilson, Thomas",116,1,4,0,0,0,0,3,5,7,10,1,2,1,3,0,2,3,0,3,9,2,5,0,2,1,0,0,1,2,6,8,1,1,0,3,2,0,0,0,3,0,0,2,0,2,0,2,2,1,3,1,0,4,1,0,0,1,1,5,1792,1,1,"London : printed for F. and C. Rivington, 1792.",London,222,male,1663,1755,FALSE,"thy Table, is not because I am worthy, but because Thou, O God, art infinitely god and kind. Pity my Infirmities, which are known to Thee, and accept of my imperfetl Obedience to this Command . i acknowledge my Unworthiness: I place all my Hopes in thy Mercy and Promises"
1541501500_000005,"The Common-prayer-book the best companion in the house and closet as well as in the temple: or, A collection of prayers out of the liturgy of the Church of England, most needful both for the whole family together, and for every single person apart by himself. With a particular office for the sacrament.",Church of England,115,1,5,0,1,0,0,3,0,1,8,1,4,0,3,1,1,1,0,1,5,1,2,0,4,7,0,1,4,2,11,7,1,0,0,4,3,2,0,0,3,1,0,1,0,1,0,2,4,0,3,0,0,2,4,4,1,3,0,1,1701,1,1,"London : Printed by J. Leake, for Mary Howell bookseller in Oxford; and sold by A. and J. Churchill, at the Black Swan in Pater-Noster-Row, 1701.",London,309,unknown,,,FALSE,"we beseech thee, O Lord, thy Church , with thy perpetual mercy . And becadfe the frailty of man without thee cannot but fall, keep us ever by thy help from all things hurtful, and lead us to all things profitable to our Salvation, through Jesus Christ our Lord. ameni."
0854700500_000071,"A method for prayer, with scripture-expressions proper to be us'd under each head. By the late Reverend Matthew Henry, Minister of the Gospel.",Matthew Henry,111,1,1,1,0,0,1,4,0,1,5,1,0,1,1,0,2,1,3,5,1,2,6,0,7,2,0,0,4,4,7,4,1,1,0,5,4,2,0,0,1,0,3,0,0,1,0,3,4,0,3,3,0,8,0,1,0,2,1,3,1750,1,1,"Belfast : printed by and for James Magee in Bridge-Street, 1750.",Belfast,280,male,1662,1714,FALSE,"all things to thine own Glory . Let thy Kingdom come; Let Satan's Kingdom be deftroy'd, and let the Kingdom of thy Grace be advanced; let us and others be brought into it, and kept in it, and let the Kingdom of thy Glory be hastened. Let thy Will be"
1278000100_000056,"Devotion reviv'd: or, safe and easie directions for a truly religious life. With a character of the principal virtues necessary for a Christian. By a divine of the Church of England. Composed at First for his own Private Use, and now Publish'd for the common Good.",Divine of the Church of England,89,1,1,1,0,0,0,6,0,1,1,2,4,1,1,3,0,1,2,1,3,1,4,2,4,0,1,0,6,3,4,2,1,0,3,4,1,1,1,0,1,2,0,1,1,2,0,0,3,0,1,1,0,4,1,0,1,1,0,3,1729,1,1,"London : printed for Mary Smith, and sold by C. Rivington, at the Bible and Crown in St. Paul's Church-Yard, M.DCC.XXIX. [1729].",London,421,male,,,FALSE,"and blessings , which thou daily beftoweft upon me, I offer up to thee my soul and body , as a sacrifice to thee and thy service; humbly beseeching thee, to pardon all my sins , to defend me from all evil, and to lead me to all good. Conduct"
0959600400_000094,"A companion for the festivals and fasts of the Church of England: with collects and prayers for each solemnity. By Robert Nelson, Esq;",Robert Nelson,106,2,3,1,2,0,10,2,0,0,1,0,2,0,1,3,1,1,2,2,4,3,2,2,0,0,0,1,1,5,16,2,0,0,1,2,2,2,0,0,0,2,3,0,0,0,4,0,0,1,0,2,2,3,3,3,1,1,0,5,1762,1,1,"London : printed for T. Osborne, C. Hitch and L. Hawes, B. Dod, J. Beecroft, J. Fuller, J. Hinton, J. Rivington, R. Baldwin, W. Owen, W. Johnston, P. Stevens, J. Richardson, G. Keith, T. Longman, B. Law and Co. S. Crowder, T. Caslon, G. Kearsley, and J. Morgan, MDCCLXII. [1762].",London,710,male,1656,1715,FALSE,"in all Things, and evermore to rejoice in his holy Comfort, through the Merits of Christ Jesus our Saviour , who liveth and reigneth with thee in the Unity of the same Spirit , one God, World without End . Amen . II T is very meet, right, and my"
0819800100_000211,"The new whole duty of man, containing the faith as well as practice of a Christian: made easy for the practice of the present age, As the Old Whole Duty of Man was design'd for those unhappy Times in which it was written; and Supplying the Articles of The Christian Faith, Which are Wanting in that Book. Tho Essentially necessary to Salvation. Necessary for All Families, and Authorised by the King's most Excellent Majesty With Devotions proper for several Occasions.",,110,1,4,1,0,0,2,1,0,6,10,1,2,0,3,0,2,1,1,2,6,2,5,1,2,0,1,0,0,7,9,7,0,0,0,3,0,2,1,0,1,0,0,0,0,0,1,3,9,0,0,1,0,1,1,3,1,1,1,4,1773,1,1,"London : printed only for John Hinton, at the King's Arms, in Pater-Noster Row, [1773].",London,586,unknown,,,FALSE,"for Preparation zjr Y'udgrmenzt. A Lmighty God, give me grace , that I may cast away the works of darkness, and put upon me the armour of light, now in the time of this mortal life , (in which thy Son Jcfus Christ came to visit the world in great"
0920801800_000003,"The substance of a sermon, occasioned by the death of Mr. Alexander Mather, minister of the Gospel: preached in the Methodist Chapel, in York, August 26, 1800. By John Pawson.","Pawson, John",120,2,0,0,1,0,4,2,1,1,9,0,4,1,0,2,0,0,2,3,0,4,0,2,2,2,0,1,4,0,17,8,0,1,3,3,0,6,0,0,1,5,1,1,0,0,0,3,0,1,0,2,1,5,7,3,2,2,1,0,1800,1,1,"Leeds : printed by Edward Baines, 1800.",Leeds,35,male,1737,1806,FALSE,"love of God through Jesus Christ our Lord. Many of you can witness how faithfully, and zealously, our worthy friend who is now gone hence, from this very pulpit, published these glad tidings in the name of his great Master; and how strongly he insisted upon it, that this is"
1078900500_000038,"A daily exercise, and devotions, for the young ladies, and gentlewomen pensioners at the Monastery of the English canonesses regulars of the Holy Order of S. Augustin, at Bruges. Collected from many good authors.",Canonesses Regulars of the Holy Order of S. Augustin (Bruges),107,2,1,4,0,0,0,3,1,1,3,1,1,1,4,5,0,0,5,0,2,1,3,0,3,3,0,3,3,2,9,7,0,0,0,2,3,4,0,0,5,0,0,3,0,0,1,1,3,0,6,4,0,3,1,0,0,1,0,2,1766,1,1,"At Bruges : printed with permission by Paul Roose, at the Blew Goose, 1766.",Bruges,224,unknown,,,FALSE,"soul desire you. I desire to be delivered from this body , and to be with JESUS CHRIST . Union with yesus CHRIST dying My Divine jesus ! Grant me the grace OJ to let my dolours be united with yours, my Agony, and my death be sanctified by yours,"
0871900400_000031,"The poor prisoner's comforter. In a collection of proper instructions and prayers, for Christians in prison. By the Use of which a Prisoner may find Comfort and Satisfaction in his Poverty and Confinement, and wisely improve them to his eternal Salvation. To which is added, instructions and devout exercises for a person laying under sentence of death. According to Mr. Gother, and other pious Authors.","Mackenzie, Alexander",119,0,11,3,0,0,0,6,0,3,3,0,0,1,4,1,1,4,3,3,5,3,3,0,8,1,0,1,2,2,13,5,1,0,0,7,0,1,0,0,4,1,1,1,0,0,0,1,5,0,1,2,0,1,1,0,0,3,0,3,1764,1,1,"London : printed by R. Balfe, in the year, 1764.",London,229,male,1730,1800,FALSE,"my Lips may continually . bless thee, my Mind meditate on thee, and my Life glorify thee. And because, through thy only Goodness, I am created to the Praise and Glory of thy Holy Name; grant , I beseech thee, that in the Sight of thy Divine Majeftl I may"
1152300200_000096,"The book of common prayer, and administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of the Church of England: together with the Psalter or Psalms of David, Pointed as they are to be sung or said in Churches.",Church of England,112,1,5,0,0,0,5,3,1,1,10,0,2,3,1,0,1,3,1,5,4,3,1,1,2,5,3,3,0,2,9,4,1,0,0,6,2,0,0,0,3,0,0,0,0,0,0,1,1,0,3,1,0,3,3,0,0,2,3,4,1764,1,1,"Oxford : printed by Mark Baskett, Printer to the University, 1764.",Oxford,475,unknown,,,FALSE,"in this Gof D pelthe words of our Saviour Christ , that he commanded the children to be brought unto him; how he blamed those that would have kept them from him; how he exhorteth all men to follow their innocence. Ye perceive how by by his outward gesture and"
