PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(answer),termFreq(appear),termFreq(argument),termFreq(author),termFreq(believ),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(certain),termFreq(christ),termFreq(christian),termFreq(church),termFreq(concern),termFreq(confid),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evid),termFreq(faith),termFreq(gener),termFreq(god),termFreq(ground),termFreq(holi),termFreq(human),termFreq(idea),termFreq(judg),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(life),termFreq(light),termFreq(love),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(opinion),termFreq(person),termFreq(power),termFreq(principl),termFreq(proof),termFreq(prove),termFreq(reason),termFreq(receiv),termFreq(religion),termFreq(rule),termFreq(scriptur),termFreq(sens),termFreq(spirit),termFreq(suppos),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0819800202_000010,"The chart and scale of truth, by which to find the cause of error. Lectures read before the University of Oxford, at the lecture founded by the Rev. John Bampton, M.A. By Edward Tatham, D. D. ...",Edward Tatham,121,0,0,0,2,2,0,1,0,0,1,0,0,0,2,0,4,12,1,0,8,5,5,5,3,3,0,2,0,1,0,1,1,2,1,1,2,0,3,2,0,0,2,0,11,1,2,15,3,6,0,2,0,0,0,0,0,6,2,1,1790,2,2,"Oxford : sold by J. Fletcher, D. Prince and J. Cooke: J. F. and C. Rivington, St. Paul's Church Yard, by T. Cadell, in the Srand, and Richardson, Royal Exchange, London, MDCCXC. [1790].",Oxford,325,male,1749,1834,FALSE,"us, that when human abilities alone  are too weak to support us in the performance and disc charge of moral duty, God will lend his helping hand to aid our sincere endeavours, by enlightening the Intc'l'i and purifying the t4ll, by impressing upon the first all  the speculative"
0807700104_000162,"The works of that eminent and most learned prelate, Dr. Edw. Stillingfleet, ... Together with his life and character. In six volumes. ...",Edward Stillingfleet,122,0,1,4,0,0,16,0,1,0,1,3,2,2,1,0,0,3,0,7,5,0,15,2,0,1,0,0,1,1,0,0,0,0,0,2,0,0,10,3,1,1,1,0,0,2,3,4,0,12,0,2,1,0,3,1,3,4,2,1,1709,4,6,"London : printed by J. Heptinstall, for Henry and George Mortlock, 1709-10.",London,717,male,1635,1699,FALSE,"the ex ifience of God , appears moftevidently, because, Man'sunderftanding being of itself fallible, it cannot befuppofed inany thing infallible, without the fjpernatural Ajilfance of a being Infallible, which can be nothing else but god . But, it you think you have infallible proofs , produce them, and convince the"
0507800600_000008,Occasional thoughts in reference to a vertuous or Christian life.,"Masham, Damaris, Lady",104,1,2,2,0,3,8,0,0,0,2,0,1,0,4,1,0,3,3,5,3,0,12,3,0,0,0,0,3,1,0,0,0,1,0,0,1,4,0,2,2,2,1,0,1,2,0,6,1,3,0,8,2,1,1,1,0,5,3,0,1705,1,1,"London : printed for A. and J. Churchil at the Black-Swan in Paternoster-Row, 1705.",London,240,male,1658,1708,FALSE,"never be the way to establish that Truth in any rational Mind ; but, on the contrary, muss be very likely to raise a suspicion that it is not well grounded . The belief of a Deity being en tertain'd; what flould be first taught -42 taught us flould be"
0354500701_000028,A body of divinity: wherein the doctrines of the Christian religion are explained and defended. Being the substance of several lectures on the Assembly's Larger Catechism. By Thomas Ridgley. ...,Thomas Ridgley,115,0,0,3,2,2,2,0,0,2,1,0,0,0,3,1,0,11,0,1,4,1,17,0,2,2,0,1,1,0,0,0,2,2,0,3,2,1,0,1,0,0,1,1,0,0,2,3,4,1,3,12,1,2,1,1,2,3,11,0,1731,1,2,"London : printed for Daniel Midwinter, and Aaron Ward, and John Oswald; and Richard Hett, 1731-33.",London,607,male,1667,1734,FALSE,"except in two or three words , which do not much affect the cause ofchriftianity; whereas, if the Jews had designed to pervert it, why did they not alter thefifty third of Isaiah, and many other scriptures , which so plainly speak of the person and offices of the Messiah."
0949100700_000113,"The analogy of religion, natural and revealed, to the constitution and course of nature. To which are added, two brief dissertations: I. on personal identity. II. on the nature of virtue. Together with a charge delivered to the Clergy of the Diocese of Durham, at the Primary Visitation, in the year MDCCLI. By Joseph Butler, LL. D. Late Lord Bishop of Durham.",Joseph Butler,102,0,1,4,0,1,0,0,1,0,2,0,8,0,2,0,0,1,0,11,0,4,3,0,0,1,0,1,0,1,1,0,0,3,0,1,0,1,4,5,3,1,3,0,5,1,1,5,1,9,0,1,2,0,2,4,2,5,0,1,1791,1,1,"London : printed for J. F. and C. Rivington, No 62, St. Paul's Church Yard, G. and T. Wilkie, No 57, Paternoster-Row; and S. Hayes, Oxford-Street, MDCCXCI. [1791].",London,556,male,1692,1752,FALSE,"cannot but prove a dc signer. And it is intuitively manifeit, that creatures creatures ought to live under a dutiful sense of their Maker; and that justice and charity must be his laws , to creatures whom he has made social, and placed in society. Indeed the truth of revealed"
0602601300_000012,"Letters to the Honourable Mr. Justice Blackstone, concerning his exposition of the Act of Toleration, and some positions relative to religious liberty, in his celebrated commentaries on the laws of England. By Philip Furneaux, D.D. containing Authentic Copies of the Argument of the late Honourable Mr. Justice Foster in the Court of Judges Delegates, and of the Speech of the Right Honourable Lord Mansfield in the House of Lords, in the Cause between the City of London and the Dissenters.",Philip Furneaux,96,1,0,1,0,12,4,0,3,0,0,2,1,1,0,0,2,4,0,5,4,0,3,3,0,11,0,2,1,0,1,2,0,1,0,4,3,2,0,0,1,2,2,1,1,1,0,2,1,1,0,2,1,0,0,1,2,5,0,0,1771,1,1,"London : printed for T. Cadell, sucessor to Mr. Millar, in the Strand, M.DCC.LXXI. [1771].",London,305,male,1726,1783,FALSE,"legigature. But in the hands of either, it will certainly amount to nothing more than human authority , the authority of fallible men; which, I apprehend, upon examination, will be found to be no authority at all in the present cafe , that is, in defining what is TRUE faith"
1169100200_000007,"A test of true and false doctrines. A sermon preached in the parish church of St. Chad, Salop; on September 24, 1769. By William Adams, D. D. Minister of St. Chad's and Chaplain to the late Bishop of St. Asaph.","Adams, William",81,1,0,1,0,1,0,0,0,0,0,3,1,6,0,0,2,1,0,1,2,2,11,0,3,0,1,2,0,0,4,0,2,2,1,1,2,1,3,1,0,2,1,2,1,0,0,3,1,3,1,2,2,3,0,2,1,1,1,0,1770,1,1,"London : printed for B. White, Fleet-Street; and T. Cadell, in the Strand, MDCCLXX. [1770].",London,42,male,1706,1789,FALSE,"think be denied that the writings of many of our first reformers, and even the articles of the church , in their mor obvious meaning , give too much countenance to rome of the dotrines here controverted. Thfci have indeed been interpreted in a different icnfe, by writers of the"
0040000101_000004,"True Christian religion; containing the universal theology of the New Church: which was foretold by the Lord, in Daniel, chap. vii. 5. 13,14. and in the Apocalypse, chap. xxi. 1,2. By Emanuel Swedenborg, Servant of the Lord Jesus Christ. Now first translated from the original Latin. ...",Emmanuel Swedenborg,81,0,0,0,1,4,1,1,0,0,1,2,1,7,0,0,1,6,2,2,6,0,5,1,0,3,0,0,1,1,1,0,1,1,2,0,1,3,1,3,0,0,2,0,1,1,2,2,0,1,0,4,1,1,0,1,1,1,1,3,1781,1,2,"London : sold by J. Phillips, George-Yard, Lombard-Street; also by J. Denis & Son, No. 2, New-Bridge Street, near the Obelisk, Fleet-Street, MDCCLXXXI. [1781].",London,497,male,1688,1772,FALSE,"meie natural Impulse, or from worldly Motives of Honour, Interest, or Charaaer, have no Title to that Denomination; and he also evidently proves , that what is called Faith , as separate from Charity and gocd Works, is no TRUE Faith ; he opens the Doatrine of Repentance fi-om its"
0770801700_000068,"Sermons and tracts upon religious subjects. By William Adams, D. D. Master of Pembroke College, Oxford. And late Vicar of St. Chad's, Shrewsbury.","Adams, William",84,2,0,1,0,2,0,0,0,1,0,2,1,5,0,0,2,2,0,0,1,2,11,0,2,0,1,3,0,2,3,0,2,1,1,0,2,2,3,0,0,3,1,2,2,0,0,3,0,4,1,3,4,2,0,2,2,1,0,0,1777,1,1,"Shrewsbury : printed by J. Eddowes; and sold by B. White, and T. Cadell, in London; J. and J. Fletcher, and D. Prince, in Oxford; and J. Woodyer, in Cambridge, MDCCLXXVII. [1777].",Shrewsbury,369,male,1706,1789,FALSE,"little countenance their labours meet with, they whose office it is to call men to repentance, [ 34 ]J tance, iliffead of increasing their efforts, have been more slack and remiss in their duty than they ought. In this state of things, men of serious minds , alarmed with the"
0053200500_000006,"The sufficiency and perfection of the Holy Scriptures, as a rule of faith and manners.","Savage, Samuel",127,3,0,1,1,0,4,0,0,0,5,0,1,0,3,1,1,0,1,2,2,0,9,1,1,0,0,0,0,2,4,0,0,1,0,4,4,3,0,2,3,2,0,0,2,0,0,7,1,1,4,20,4,1,0,2,11,5,8,0,1719,1,1,"London : printed for J. Roberts near the Oxford-Arms in Warwick-Lane, J. Harrison at the Royal Exchange, and A. Dodd without Temple-Bar, [1719].",London,48,unknown,,,FALSE,"of Things, and to determine all our Doubts. Nay, in mattersabove our Comprehension, which we don't perceive how they are or can be TRUE , yet we have all the reason that can be, to to acquiesce in the Testimony of God , that they muss be TRUE . So"
1207900100_000091,A companion for the festivals and fasts of the Church of England: with collects and prayers for each solemnity.,Robert Nelson,111,1,0,0,2,4,9,0,1,0,0,1,4,1,0,0,1,4,1,3,5,2,11,2,5,0,0,0,0,0,0,1,0,1,2,1,0,2,0,5,1,0,4,2,1,1,0,12,0,7,1,1,1,2,0,0,4,2,0,3,1737,1,1,"Dublin : printed by R. Reilly, for R. Gunne, and R. Owen, Booksellers, M,DCC,XXXVII. [1737].",Dublin,623,male,1656,1715,FALSE,"Christ . thens, Plato made three diftinetions in the Deity, Relig. by the Names of ejfential Goodness, Mind , and Spirit . Q. What Use may we make of this? A. That neither the yews nor Gentiles have any Reason to object this doetrine to us Christians , especially since"
0192900104_000032,"The works of the Most Reverend Dr. John Tillotson, Lord archbishop of Canterbury. In twelve volumes. Containing two hundred and fifty four sermons and discourses on several occasions: together with the Rule of Faith; Prayers composed by him for his own use; a discourse to his servants before the sacraments; and a form of prayer, composed by him, for the use of King William.",John Tillotson,123,7,0,1,1,2,0,1,0,0,0,7,5,0,2,0,0,3,0,1,17,4,2,0,0,0,0,10,1,1,1,0,0,0,0,1,4,1,2,0,0,3,0,0,2,0,0,1,2,1,22,1,2,0,2,1,3,2,3,4,1742,4,12,"London : printed for R. Ware, A. Ward, J. and P. Knapton, T. Longman, R. Hett; C. Hitch, J. Hodges, S. Austen, J. and R. Tonson, J. and H. Pemberton, and J. Rivington, MDCCXLIII. [1742-1744].",London,437,male,1630,1694,TRUE,""" as much as to say oral tradition is the rule of ""Q faith ,"" the whole bufinels had been concluded without any more ado; and I think no body would have gone about to confute him. § 3 Rejeting then his way of definition as inept and frivolous, and"
0519200106_000310,"Several conferences between a Romish priest, a fanatick-chaplain, and a divine of the Church of England, concerning the idolatry of the Church of Rome: being a full answer to the late Dialogues of T.G. The sixth volume. By the Right Reverend Father in God Edward Stillingfleet, D. D. Late Lord Bishop of Worcester.",Edward Stillingfleet,115,1,0,0,0,4,8,0,1,0,0,3,1,21,1,1,2,0,2,2,5,3,2,0,2,0,0,5,1,0,5,0,0,0,0,5,1,0,0,1,1,1,1,1,1,0,3,7,2,0,6,5,2,0,3,2,2,1,0,0,1710,6,6,"London : printed for Henry and George Mortlock, at the Phaenix in St. Paul's Church-Yard, MDCCX. [1710].",London,651,male,1635,1699,FALSE,"One Church , which Christ left upon Earth. And this Principle being removed (which ought to be taken for granted, since it can never be proved ) we must unavoidably enter into the Ocean of Particular Disputes. And I know no reason any can have to be so afraid of"
0924300200_000003,"Three discourses: I. On the progress of religious and Christian knowledge. By William Enfield, LL.D. II. On religious zeal; with a comparative view of the protestant dissenters of the last and present age. By Richard Godwin. III. On the character, offices, and qualifications of the Christian preacher. By Philip Holland.","Holland, Philip",92,0,0,5,0,4,1,0,0,2,0,7,6,5,0,1,0,4,1,0,3,0,3,1,1,1,2,0,0,1,0,0,3,0,2,0,3,0,1,3,0,2,1,5,2,1,0,0,3,6,1,2,1,1,1,0,0,4,2,0,1780,1,1,"Warrington : printed by William Eyres, for J. Johnson, No. 72, St. Paul's Church-Yard, London, MDCCLXXX. [1780].",Warrington,256,male,1721,1789,FALSE,"virtue. To complete the important design of conducting human nature to a state of intellectual and moral perfecion, it was therefore become necessary, that a B 4 Divin Divine Inftrucor should appear , who should give men a more perfect rule of life than any they had hitherto received ;"
0271300200_000012,"Christianity true deism, addressed to the younger clergy of the Church of England. By Misophenax.",Misophenax,97,2,0,1,0,3,4,0,1,1,0,1,5,0,0,1,0,3,0,0,0,1,4,0,0,3,0,0,1,2,2,1,1,2,0,0,3,1,1,3,3,4,1,2,1,0,1,3,1,4,0,2,3,0,0,2,5,7,4,7,1762,1,1,"London : printed for R. Griffiths, opposite Somerset-House in the Strand, MDCCLXII. [1762].",London,99,unknown,,,FALSE,"owing to the free disquisitions of wise and learned Men, who, forsaking the Chimaeras of Priests and Visionaries, inveltigat ed Truth with Care and Diligence in the Works and Laws of Nature . By making these their Study, they arrived at a competent Knowledge of the great Author of all"
1022101201_000031,"Sermons on several subjects, by Thomas Secker, LL.D. Late Lord Archbishop of Canterbury. Published from the original manuscripts, by Beilby Porteus D.D. and George Stinton D.D. His Grace's Chaplains. ... . To Which IS Prefixed, A Review of his Grace's Life and Character.",Thomas Secker,76,2,1,1,0,3,1,0,0,2,0,1,4,0,2,1,2,0,1,0,1,0,5,1,2,1,0,1,0,2,0,1,3,0,0,1,4,1,1,2,1,1,2,0,0,0,3,3,0,3,1,2,1,2,0,2,3,2,2,1,1770,1,4,"London : printed for J. and F. Rivington, in St. Paul's Church-Yard; and B. White, at Horace's Head, in Fleet-Street, MDCCLXX. [1770].",London,396,male,1693,1768,FALSE,"otherwi/e minded , God will reveal even this unto you f. f Phil. III 16 15 SER. [ 49 3 SOUTHEAST R MO niii, I THESS. V 21, 22 Prove all Things: hold fajf that which is good: abjtainjrom all Appearance of Evil. N Ndifcourfing on these Words , I"
0051800200_000021,"The christian's dictionary; or, sure guide to divine knowledge. Containing a full and familiar explanation of all the remarkable words made use of, in the Holy Scriptures, And In the Writings of the most eminent and pious Divines, whether ancient or modern. Wherein All the various Terms, Phrases, Titles, and Allusions, are traced from their Originals: The several Acceptations in which they are held, are clearly pointed out, in such a Manner as will enable the serious Christian to give an Account of the Faith that is in him, and render him Wise unto Salvation. In Every Part Of This Body Of Divinity, Great care has been taken to apply the subject matter to the Faith, Experience, And Duty Of Every Sincere Believer In The Doctrines Of The Gospel. The Whole being a Work calculated to promote the interests of Religion and Virtue, by conveying Knowledge with Simplicity, even to the most ignorant, rectifying the Errors that too many are apt to run into, and representing real Religion in its Native Colours, as taught in the Sacred Volume of Inspiration. To which is added, a brief explication of all the proper names found in sacred scripture, Including The Senses Wherein They Were Used BY The Ancient Jews: Every one of them being significant of some remarkable Transaction, or providential Event. B the Reverend John Fleetwood, D. D. Author of the Life of Our blessed Lord and Saviour, Jesus Christ, &c. Published by the King's Authority. Illustrated and adorned with Thirty curious and emblematical Engravings, executed, from the Original Drawings of the celebrated Wale, by the most eminent English Artists, particularly Grignion, Walker, Taylor, and Rennoldson.","Fleetwood, John",88,0,0,1,1,0,3,1,0,0,0,3,4,1,1,0,0,4,1,2,1,0,8,0,2,1,0,0,0,1,3,0,2,4,3,1,0,1,0,4,1,0,8,1,2,1,0,1,0,1,3,3,2,2,1,0,0,2,2,5,1775,1,1,"London : printed for J. Cooke, in Pater - Noster - Row, MDCCLXXV. [1775].",London,631,male,,,FALSE,"own poets, in proof of what he said; he made it appear evident , that fuppoing man able to obtain the divine favour,. without the assistance of divine revelation, yet the wretched ifate of the world , at that time, made it evident , that a revelation was wanting.. Surely"
0179200600_000073,"Some considerations relating to the present state of the Christian religion; wherein the nature, end, and design of Christianity, as well as the Principal Evidence of the Truth of it, are explained and recommended out of the Holy Scriptures; with a General Appeal to the Experience of all Men for Confirmation Thereof. In three parts. By Alexander Arscott.","Arscott, Alexander",94,2,1,2,0,3,3,1,1,1,0,4,4,0,1,0,0,4,1,2,0,1,4,1,7,0,0,0,1,0,4,2,1,0,0,2,1,4,1,3,0,0,0,1,0,0,0,2,0,3,0,7,1,7,2,1,0,5,2,1,1779,1,1,"London : printed and sold by J. Phillips, in George-Yard, Lombard-Street, MDCCLXXIX. [1779].",London,296,male,1676,1737,FALSE,"peculiar design of the gospel, but the nature of it, viz. That it consists in having the law of God put in our minds , and written in our hearts, and in this sense he would be to them a God , and those that obeyed his laws so inwardly"
0251500402_000116,"A defence of natural and revealed religion: being an abridgment of the sermons preached at the lecture founded by the Honble Robert Boyle, Esq; by Dr. Bentley Bp. Kidder Bp. Williams Bp. Gastrell Dr. Harris Bp. Bradford Bp. Blackhall Dr. Stanhope Dr. S. Clarke Dr. Hancock Mr. Whiston Dr. Turner Dr. Butler Dr. Woodward Mr. Derham Dr. Ibbot Bp. Leng Dr. J. Clarke Archd. Gurdon Dr. Burnet Dr. Berriman. In four volumes. With a general index. By Gilbert Burnet, Vicar of Coggeshall, Essex.",,104,0,0,4,0,0,1,1,0,0,1,4,3,0,1,1,0,6,1,5,0,0,17,1,3,2,0,0,1,0,6,0,2,3,2,0,2,2,5,6,0,0,0,4,1,0,1,1,1,3,2,1,1,3,0,0,2,1,1,2,1752,2,4,"London : printed for Charles Hitch and Lacy Hawes, at the Red-Lion, in Pater Noster-Row, MDCCLII. [1752].",London,475,unknown,,,FALSE,"for they nearly concern the Peace and Bliss of all Men. But what they wanted, the Gospel has flupplied, in which Life and Immortality are brought to Lighto And not only so; but, II The Christian Religion communicates supernatural Aids, in order to the Reformation of Men's Hearts and Lives,"
