PassageID,Title,Author,Total termFreq,termFreq(bacon),termFreq(bake),termFreq(beat),termFreq(beef),termFreq(boil),termFreq(bone),termFreq(bread),termFreq(brown),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(egg),termFreq(fat),termFreq(fine),termFreq(flour),termFreq(fry),termFreq(gravi),termFreq(half),termFreq(herb),termFreq(hot),termFreq(hour),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(littl),termFreq(mace),termFreq(meat),termFreq(mix),termFreq(nutmeg),termFreq(onion),termFreq(pan),termFreq(pepper),termFreq(pickl),termFreq(piec),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quarter),termFreq(roll),termFreq(round),termFreq(salt),termFreq(sauc),termFreq(season),termFreq(serv),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(sweet),termFreq(togeth),termFreq(veal),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0268800700_000034,"The housekeeper's instructor; or, universal family cook. Being an ample and clear display of the art of cookery In All Its Various Branches. Containing Proper Directions for Dressing all Kinds of Butcher's Meat, Poultry, Game, Fish, &c. Also, The Method of preparing Soups, Hashes, and Made Dishes; With The Whole Art of Confectionary, Pickling, Preserving, &c. Likewise The making and keeping in Persection British Wines; And Proper Rules For Brewing Malt Liquor, As well for Family Consumption as the Regale of private Visitants. To Which IS Added, The Complete Art of Carving, Illustrated With Engravings, Explaining, by proper References, the Manner in which the Young Practitioner may acquit himself at Table with Elegance and Ease. Also, bills of fare for every month in the year; With Copper-Plates, displaying The Best Manner of decorating a Table; Whereby every Person will be enabled to add to the Art of Cookery the proper Disposition of each Article in its respective Season. Together with directions for marketing, and the management of the kitchen and fruit-garden. The Whole formed on so New a Plan, that the Inexperienced will be instructed, and the professed Cook receive that Information which has never been made known by any preceding Publication. By William Augustus Henderson, Who has made the Culinary Art his Study for upwards of Forty Years.","Henderson, William Augustus",225,1,1,0,0,11,2,4,3,6,0,0,1,0,5,13,6,2,1,3,7,0,10,7,1,8,1,8,2,12,12,2,3,3,1,7,5,6,4,8,4,0,2,1,4,3,5,3,2,3,6,5,9,0,0,1,2,2,2,4,1,1790,1,1,"London : printed and sold by W. and J. Stratford, Holborn-Hill, [1790?].",London,491,unknown,,,FALSE,"lay it on a foup plate; boil the brains with a little age and parsley, chop them fine , and mix them with some melted butterand a spoonful of cream ; make it quite hot , then pour it over the tongue, and serve it up with the head. the"
1060400100_000040,"The experienced English housekeeper, for the use of ladies, housekeepers, cooks, &c. Written purely from Practice; Dedicated To The Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper: Consisting of several hundred original receipts, most of which never appeared in Print. Part I. Lemon-Pickle, Browning for all Sorts of made Dishes; Soups, Fish, plain Meat, Game, made Dishes, both hot and cold, Pies, Puddings, &c. Part. II. All Kinds of Confectionary, particularly the Gold and Silver Web for covering of sweetmeats, and Desert of Spun Sugar; with Directions to set out a Table in the most elegant Manner, and in the modern Taste, Floating Islands, Fish Ponds, Transparent Puddings, ..., Whips, &c. Part III. Pickling, Potting, and Collaring; Wines, Vinegars, Catchups, ...; with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines; and a correct List of every Thing in scale for every Month in the Year. By Elizabeth Raffald. A new edition. In which are inserted some celebrated receipts by other modern authors.",Elizabeth Raffald,178,1,0,1,1,7,2,3,6,9,1,2,0,0,5,10,4,3,0,4,4,6,9,4,1,2,2,3,5,6,7,1,4,4,2,2,6,4,3,5,2,0,1,1,2,1,4,2,2,4,3,0,5,0,1,2,3,2,1,0,3,1800,1,1,"London : published for the booksellers ; and printed and sold by H. and G. Mozley, Market-Place, Gainsbrough, 1800.",London,384,female,1733,1781,FALSE,"to the head, Ikewer them itraight, and close the ends, to prevent the force meat coming out, ficwer the ears back, and tie them in separate clothes, and boil them half an hour i when you dish them up take out the jawbones, and slick them in the eyes for"
0657300100_000009,"The lady's assistant in the oeconomy of the table: a collection of scarce and valuable receipts, taken from the manuscripts of divers persons of the most refin'd Taste and greatest Judgment in the Arts of Cookery, Preserving, &c. To which is added, the author's own method of pickling, together with Directions for making several Sorts of Wines, Mead, Sherbet, Punch, &c. after the most approved Manner. Also Directions for Marketing, Instructions for Carving, Bills of Fare for every Month in the Year, &c. Concluding with many excellent Prescriptions, of singular Efficacy in most Distempers incident to the Human Body. Originally published, by the late Mrs. Anne Battam. from several Ladies, never before published.","Battam, Anne",178,4,0,2,1,4,1,1,4,13,4,1,0,1,3,3,1,7,2,1,6,9,6,4,4,2,2,1,0,5,8,3,1,2,2,6,6,4,0,4,3,0,1,3,2,1,6,2,2,2,3,5,4,0,1,4,1,4,1,0,5,1759,1,1,"London : printed for R. and J. Dodsley, in Pall-Mall, [1759].",London,312,female,,,FALSE,"little good gravy to it and the tripe, and toss it up togther. Brown frcicaf'e of rabbits. C UT your rabbits fit for africase'e, then wash them very clean , and wipe them dry, then brown Some butter , and put your rabbits into the pan , and when they"
0657400300_000048,"The art of cookery, made plain and easy; which far exceeds anything of the kind ever yet published. Containing, I. Of Roasting, Boiling, &c. II. Of Made-Dishes. III. Read this Chapter, and you will find how Expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes fit for a Supper or Side-Dish, and little Corner-Dishes for a great Table; and the rest you have in the Chapter for Lent. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner, a Number of good Dishes, which you may make use of for a Table at any other Time. X. Directions for the Sick. XI. For Captains of Ships. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries, and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, &c. and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, By Way of Appendix, I. To dress a Turtle, the West-India Way. II. To make Ice Cream. III. A Turkey, &c. in Jelly. IV. To make Citron. V. To candy Cherries or Green Gages. VI. To take Ironmolds out of Linnen. By a lady.",Hannah Glasse,181,2,2,4,2,3,0,2,0,7,0,2,3,2,4,1,1,8,1,2,5,1,4,3,3,0,2,8,0,6,10,5,1,4,3,3,3,8,2,7,3,0,3,0,8,1,7,2,2,0,2,6,2,0,3,6,2,3,2,2,3,1751,1,1,"London : printed for the author, and sold at the Bluecoat-Boy, near the Royal-Exchange; at Mrs Ashburn's China-Shop, the Corner of Fleet-Ditch; at the Leg and Dial, in Fleet-Street; at the Prince of Wales's Arms, in Tavistock-Street, Covent-Garden; by W. Innys, in Pater-Noster Row; J. Hodges, on London-Bridge: T. Trye, near Gray's-Inn-Gate, Holborn; J. Brotherton, in Cornhill; and by the Booksellers in Town and Country, M.DCC.LI. [1751].",London,364,female,1708,1770,TRUE,"Gravy which runs from them, and mix it up with a little Red Wine , a little of the Farce meat and some Nutmeg . Let it boit, then thicken it with a Piece of Butter rolled in Flour , and the Yolk of an Egg beat up and some"
0521200600_000032,"The art of cookery, made plain and easy; Which far exceeds any Thing of the Kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheese-Cakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Mussins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,203,1,4,8,2,3,2,0,2,12,1,1,0,2,0,7,6,7,1,4,6,7,4,7,3,3,4,9,1,7,15,2,2,1,5,1,5,5,4,3,6,0,3,4,3,1,3,3,2,0,0,0,4,0,0,6,1,2,2,2,4,1774,1,1,"London : printed for W. Strahan, J. and F. Rivington, J. Hinton, Hawes and Co. W. Johnston, T. Longman, W. Owen, S. Crowder, B. White, T. Caslon, J. Wilkie, G. Robinson, T. Davies, J. Robson, T. Cadell, T. Becket and Co. W. Davis, Y. Knox, W. Nicoll, W. Cornish, T. Lowndes, R. Dymott, H. Gardner, B. Donville, J. Richardson, T. Durham, R. Baldwin, and J. Bell, [1774].",London,439,female,1708,1770,TRUE,"of butter , and when that is quite melted stir in the yolks of six eggs , first beat ; then take a diflhand butter it all over, take the teaks and put a little pepper and fait over them, dip them in a little melted butter , lay them"
0223600500_000029,"The accomplished housekeeper, and universal cook. Containing all the various branches of cookery; directions for Roasting, Boiling and Made Dishes, also for Frying, Broiling, Stewing, Mincing, and Hashing. The different Methods of Dressing Poultry, Game, and Fish, And of Preparing Soups, Gravies, Cullices, and Broths, To dress Roots and Vegetables, And to make all Sorts of Pies, Puddings, Pancakes, and Fritters; Cakes, Puffs, and Biscuits; Cheesecakes, Tarts, and Custards; Creams and Jams; Blanc Mange, Flummery, Jellies, and Syllabubs. The various Articles in Candying, Drying, Preserves, and Pickling; The Preparation of Hams, Tongues, Bacon, and of Made Wines and Cordial Waters. Directions for carving. With a Catalogue of the various Articles in Season every Month in the Year. By T. Williams, and the principal cooks at the London and Crown and Anchor taverns.","Williams, T., cook",184,2,0,1,0,5,1,0,7,7,3,1,0,2,3,8,1,7,2,2,8,3,11,7,1,2,3,3,0,5,11,2,2,2,2,1,2,8,7,4,2,2,1,2,1,2,6,3,1,1,2,1,5,0,0,2,2,3,4,4,4,1797,1,1,"London : printed for J. Scatcherd, No. 12, Ave-Maria-Lane, 1797.",London,302,unknown,,,FALSE,"and fl tten them with a rolling pin, feifon them with fair, pepper , cloves, and mace . Lard them with bacon , ltmon pee], and thyme, and dip them in the volks of eggs . Make tiiieet of strong cap papci up at the four corners, in the form"
1011100100_000038,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Written purely from Practice, Dedicated To The Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper: consisting of several hundred original receipts, most of which never appeared in print. Part I. Lemon Pickle, Browning for all Sorts of Made Dishes, Soups, Fish, Plain Meat, Game, Made Dishes both hot and cold, Pies, Puddings, &c. Part II. All Kinds of Confectionary, particularly the Gold and Silver Web for covering of Sweet meats, and a Desert of Spun Sugar, with Directions to set out a Table in the most elegant Manner and in the modern Taste, Floating Islands, Fish-Ponds, Transparent Puddings, Trifles, Whips, &c. Part III. Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, distilling, with two most valuable Receipes, one for resining Malt Liquors, the other for curing Acid Wines, and a correct List of every thing in Season for every Month in the Year. By Elizabeth Raffald.",Elizabeth Raffald,164,5,0,2,1,9,1,1,2,3,1,4,0,2,2,4,2,3,1,2,4,0,8,5,2,1,4,4,3,7,8,3,3,2,2,2,3,3,2,2,4,0,3,2,6,2,4,6,1,2,2,1,2,0,2,1,4,4,1,3,1,1788,1,1,"London : printed for A. Millar, W. Law, and R. Carter, MDCCLXXXVIII. [1788].",London|York.,406,female,1733,1781,FALSE,"Qnq onie and pull the meat off the breast, and beat it in a' marble mortar, with the forcemeat it was' ftuffed with; have ready a strong gravy made of ham and veal , strain it into a stew pan , then take the bacon off the other two, wipe'them"
0094700400_000073,"Domestic economy; or, a complete system of English housekeeping: containing the most approved receipts, confirmed by Observation and Practice, in every reputable English book of cookery now extant; besides a great Variety of others which have never before been offered to the Public. Also a valuable Collection, translated from the Productions of Cooks of Eminence who have published in France, with their respective Names to each Receipt; which, together with the Original Articles, form the most complete System of Housekeeping ever yet exhibited, under the following Heads, viz. Roasting, Boiling, Made-Dishes, Frying, Broiling, Potting, Fricasses, Ragouts, Soups, Sauces, Gravies, Hashes, Stews, Puddings, Custards, Cakes, Tarts, Pies, Pasties, Cheesecakes, Jellies, Pickling, Preserving, and Confectionary. To which is prefixed, in order to render it as complete and perfect as possible, An Elegant Collection of Light Dishes for Supper, Adapted for Every Month in the Year. Also the complete brewer; Containing Familiar Instructions for brewing all Sorts of Beer and Ale; including the proper Management of the Vault or Cellar. Likewise the family physician; being a collection of the most valuable and approved prescriptions by Mead, Sydenham, Tissot, Fothergill, Elliot, Buchan, and Others. By Maximilian Hazlemore.",,190,3,1,0,2,8,0,2,1,4,0,2,4,3,0,8,3,5,1,6,2,1,7,6,4,4,5,5,1,4,9,4,1,4,1,2,6,8,1,3,4,0,1,4,4,2,7,4,4,5,3,2,1,0,5,3,4,2,0,1,3,1794,1,1,"London : printed for J. Creswick, and Co, 1794.",London,423,unknown,,,FALSE,"the rice, stir it all together , and pour over the pigeons. Garnish with hard eggs cut into quarters . gln/e, 91 To broil Pigeons. When you set about to broil pigeons, take care that your fire is clear. Take some parsley shred fine , a piece of butter as"
0412400900_000013,"The house-keeper's pocket-book, and compleat family cook: containing above twelve hundred curious and uncommon receipts in cookery, pastry, preserving, picking, candying, collaring, &c. with plain and easy instructions for preparing and dressing every thing suitable for an elegant entertainment, from two dishes to five or ten, &c. and directions for ranging them in their proper order. Also a copious and useful bill of fare, of all manner of provisions in season, for every month in the year; so that no person need be at a loss to provide an agreeable variety, at a moderate expence [sic]. Together with directions for making all sorts of wine, mead, cyder-shrub, &c. and distilling strong-waters, &c. after the most approved methods: for brewing ale and small-beer in a cleanly, frugal manner: and for managing and breeding poultry to advantage. Likewise several useful family receipts for taking out stains, preserving furniture, cleaning plate, taking iron-moulds out of linen, &c. As also easy tables, of sums ready cast up, from one farthing to one pound, for the use of those not conversant in arithmetic: and tables shewing the interest of money from 3, 3 1/2, 4, and 5 per cent. from one day to a year. The whole is so contrived as to contain as much as any book of double the price; and the excellency of the receipts renders it the most useful book of the kind. By Mrs. Sarah Harrison, of Devonshire. The sixth edition, revised and corrected. To which is now added several modern receipts, by very good judges of the separate articles, particularly to dress turtle, &c. Also, Every one their own physician ; A collection of the most approved receipts for the cure of most disorders incident to human bodies. Carefully compiled by Mary Morris.","Harrison, Sarah",184,1,5,4,1,4,2,5,1,7,1,3,1,5,3,10,0,5,1,1,1,4,3,4,3,5,2,2,1,9,12,3,1,2,4,2,4,7,1,6,4,0,1,1,0,1,5,1,2,6,6,2,0,0,4,2,1,2,3,3,4,1755,1,1,"London : printed for R. Ware, 1755.",London,326,female,1733,1777,FALSE,"into a stew pan with your Pig, and itew it gently I when it is enough lay it upon Sippets, and garnish with Lemon sliced . A L E'sl Head, o bake . Wah your Head clean , and divide it, then beat the Yolks of three Eggs , and.iviti"
0094600100_000046,"The English art of cookery, according to the present practice; being a complete guide to all housekeepers, ... With bills of fare for every month in the year. Neatly and correctly engraved on twelve copper-plates. The third edition. By Richard Briggs, ...","Briggs, Richard",207,1,1,3,3,13,2,2,6,4,1,1,0,3,0,5,1,5,2,3,6,1,9,10,2,0,2,0,1,2,16,4,5,3,1,2,7,5,0,4,6,0,10,4,2,1,4,5,2,0,0,1,5,4,3,3,4,9,2,3,3,1794,1,1,"London : printed for G.G. and J. Robinson, 1794.",London,605,unknown,,,FALSE,"wouldihave it, .then strain it.oss for,,. use. You may make it of beef , without veal or riut; i: tonne, in the same manner. Gravy for 14hite Sauces . TAKE two pounds of lean veal , cut it in finall: pieces ,. put it in a ftew pani with two"
0094600200_000055,"The art of cookery, made plain and easy; Which far exceeds any Thing of the Kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soups and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes which may be made use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Dishes for a Voyage; and setting out a Table on board. XII. Of Hog's-Puddings, Sausages, &c. XIII. To pot and make Hams &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Mussins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicelli, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog, by Dr. Mead. XXII. A Receipt to keep clear from Bugs. To which are added, one hundred and fifty new and useful receipts; and also fifty receipts for different articles of perfumery. With a Copious Index. By a lady.",Hannah Glasse,185,0,1,1,1,6,4,3,1,11,1,4,0,6,5,12,3,3,0,5,6,2,3,5,3,0,2,2,0,2,11,1,4,2,3,4,6,3,1,7,2,0,2,5,3,1,4,8,1,1,3,1,2,0,3,4,2,1,4,2,2,1778,1,1,"London : printed for W. Strahan, J. Rivington and Sons, S. Crowder, J. Hinton, J. Johnson, T. Longman, W. Owen, B. White, T. Caslon, J. Wilkie, J. Robson, G. Robinson, T. Cadell, T. Becket, W. Davies, J. Knox, W. Nicoll, T. Lowndes, R. Dymott, H. Gardner, B. Domville, J. Richardson, T. Durham, R. Baldwin, J. Bew, F. Newberry, W. Goldsmith, Fielding and Walker, J. Wallis, and W. Fox, MDCCLXXVIII. [1778].",London,451,female,1708,1770,TRUE,"with a blade or two of mace , some whole pepper , black and white , an onion stuck with cloves, a bundle of sweet herbs , and a nutmeg cut to pieces , and cover it with water ; cover the ltew pan close , let it flew till"
