PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(believ),termFreq(better),termFreq(brother),termFreq(captain),termFreq(colonel),termFreq(cry),termFreq(daughter),termFreq(differ),termFreq(end),termFreq(famili),termFreq(father),termFreq(form),termFreq(friend),termFreq(girl),termFreq(god),termFreq(govern),termFreq(hand),termFreq(happi),termFreq(heart),termFreq(herself),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(kind),termFreq(know),termFreq(ladi),termFreq(letter),termFreq(life),termFreq(light),termFreq(littl),termFreq(love),termFreq(madam),termFreq(marri),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(miss),termFreq(morn),termFreq(mother),termFreq(near),termFreq(oblig),termFreq(old),termFreq(opinion),termFreq(person),termFreq(poor),termFreq(prai),termFreq(receiv),termFreq(return),termFreq(set),termFreq(suppos),termFreq(sure),termFreq(taken),termFreq(think),termFreq(thought),termFreq(turn),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0653501102_000046,"Ethelinde, or the recluse of the lake. By Charlotte Smith. In five volumes. ...",Charlotte Turner Smith,64,3,1,0,0,0,3,0,2,0,0,3,3,0,1,1,1,0,2,1,2,1,0,0,0,0,3,1,1,0,0,1,0,4,3,3,0,0,7,1,0,0,1,0,0,0,0,3,1,3,0,3,0,0,1,0,1,0,0,1,2,1789,2,5,"London : printed for T. Cadell, 1789.",London,294,female,1749,1806,TRUE,"""Going whither?"" inquired her cout sin. ""To London,"" replied Ethelinde. ""And immediately ?"" "" immediately to night."" ""With whom do you go, Miss Chef terville?"" aifed Mrs. Ludford, whose temper was greatly ruffled to perceive the little attention Ethelinde lent to her son. ""With my father , Madam ."" ""'"
0953300103_000007,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,80,0,1,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,3,2,0,2,0,0,5,4,1,1,0,4,4,2,0,1,1,0,3,1,2,0,0,0,2,1,4,1,1,1,0,0,4,1,8,3,0,0,2,0,5,1780,3,7,"Dublin : printed for Thomas Walker, (no. 79) Dame-Street, MDCCLXXX. [1780].",Dublin,397,male,1689,1761,TRUE,"are ever curveting like a prancing horse; and they will often throw the rider who depends more upon his skill in managing them, than he has reason to do. My Uncle was charmed with the scene; and thinks the two Ladies did just as he would have done. He means"
0022600301_000063,The errors of education. In two volumes. By Mrs. Parsons. Dedicated (by Permission) to the Right Hon. the Countess of Hillsborough. ...,Eliza Parsons,82,3,1,2,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,1,1,4,1,1,1,1,5,14,1,1,0,2,0,3,0,0,0,3,8,1,3,0,1,0,0,1,4,0,3,1,3,1,0,2,1,0,0,1,0,0,1,1792,1,2,"Dublin : printed for T. Jackson, No. 23, Parliament-Street, MDCCXCII. [1792].",Dublin,249,female,1738,1811,TRUE,"(said he hastily.) My dear mother let us lore no time."" ""'Well, replied The, if you are determined, we will go together and' set off tomorrow. I' will send my niece again to Lady Stanley, who will rejoice in having her: poor girl , file has only met hitherto with"
0257800201_000010,"Elizabeth Percy; a novel, founded on facts. Written by a lady. In two volmes: ...",Lady,75,3,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,1,2,0,3,0,2,0,9,4,0,3,0,2,2,4,0,2,0,2,0,2,0,4,0,0,3,1,0,4,1,0,1,1,1,1,2,1,1,0,2,1,1792,1,2,"London : printed for A. Hamilton, near Gray's-Inn-Gate. Holborn, 1792.",London,202,female,,,FALSE,"by her husband; but for him I have no pity; pity; I always think men deserve such flocks, who condescend to marry their domestics; but how I while away my time with such insignificants; let me impatiently aik if Lord Carey is likely to relent, and fifty other questions, equally"
0049900106_000121,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. In eight volumes. To Each of which is added a table of Contents. The third edition. In which many passages and some letters are restored from the original manuscripts. And to which is added, an ample collection of such of the Moral and Instructive sentiments. interspersed throughout the Work, as may be presumed to be of general Use and Service. ...",Samuel Richardson,72,2,3,1,1,0,0,0,4,0,1,5,1,0,3,1,1,1,0,0,1,1,0,1,0,0,2,2,4,0,0,1,1,4,0,0,0,3,9,0,2,0,0,0,0,1,2,0,1,0,2,0,2,2,3,1,0,0,0,0,3,1750,6,8,"London : printed for S. Richardson: and sold by John Osborn, in Pater-Noster Row; by Andrew Millar, over-against Catharine-Street in the Strand; by J. and J. Rivington, St. Paul's Church-Yard; and by J. Leake, at Bath, M.DCC.LI. 1750-51 [1751].",London,431,male,1689,1761,TRUE,"I so weak an adversary; whose first Let, is all low malice, and whose next is made up of of falsehood and inconfiltence, as well as spite and ill mariners? Yet I was willing to give you a part of my mind . Call for more of it; it (hall"
0019000405_000051,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life; And particularly shewing, The Distresses that may attend the Misconduct Both of Parents and Children, In Relation to Marriage. In seven volumes. Published by the editor of Pamela. ... . To which is prefixed, A Table of Contents to the Whole.",Samuel Richardson,69,0,0,0,1,6,0,0,3,0,1,2,2,0,2,0,0,0,2,5,2,2,0,3,1,0,2,6,4,1,0,0,2,3,0,0,2,0,1,0,1,0,0,0,2,0,1,0,0,1,1,1,1,1,0,1,3,1,1,1,0,1749,5,7,"London : printed for S. Richardson: and sold by John Osborn, in Pater-Noster Row; by Andrew Millar, over-against Catharine-Street in the Strand; by J. and J. Rivington, in St. Paul's Church-Yard; and by J. Leake, at Bath, M.DCC.XLIX. [1749].",London,379,male,1689,1761,TRUE,"us not appear to them, on their visit, thus unhappy with each other. Lady Betty, the next hour that she sees you, will write her opinion of you, and of the likelihood of our future happiness , to Lady Sarah, her sister, a weak fpirited woman , who now hopes"
0444200202_000063,"Memoirs of Miss Sidney Bidulph. Extracted from her own journal, and now first published. In three volumes. ...",Frances Sheridan,69,1,2,0,4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,2,0,2,2,0,1,4,1,2,3,1,2,3,1,0,0,1,2,4,0,5,0,1,0,2,0,3,0,2,3,0,1,3,0,2,0,0,2,0,1,1,1772,2,3,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXII. [1772].",London,359,female,1724,1766,TRUE,"acknowledging, that the humiliating change had levelled me to those principles which I formerly contemned; would lay me under mortifying obligations to Mr. Faulkland, and destroy the merit of that refusal which proceeded from fuchjuftifiable motives. No, my sordid brother ! if I could recompense Mr. Faulkland as he deserves"
0277600202_000065,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,73,1,1,1,3,0,0,1,4,0,0,1,6,0,0,1,1,0,1,0,1,0,0,5,3,1,4,8,2,1,1,1,2,0,0,0,0,1,3,1,0,0,0,0,0,0,4,0,1,2,1,2,1,0,0,0,1,3,1,1,1,1762,2,7,"London : printed (by assignment from Mr. Richardson's executors) for J. Rivington, in St. Paul's Church-Yard; C. Hitch and L. Hawes, R. Baldwin, J. Richardson, S. Crowder and Co. and J. Coote, in Pater-Noster-Row, MDCCLXII. [1762].",London,360,male,1689,1761,TRUE,"the next village, in hopes of a favourable turn of the distemper. On the sixth day, the physicians giving no hopes of Sir Thomas's recovery, Mrs. Oldham sent to ac quain thetwo young Ladies with his danger; and they initantly set out to attend their Father . They could not"
0930901601_000007,"Frederic; or, the Fortunate Beggar. Wherein is displayed the various events in human life, in a series of letters, copied from originals. ...",,71,2,0,1,0,0,0,0,4,0,1,4,1,0,2,2,0,0,3,2,2,1,2,6,3,1,1,2,2,1,0,3,4,1,0,0,1,1,0,0,1,0,1,0,0,2,1,0,2,1,0,0,1,1,1,2,0,1,0,0,4,1777,1,2,"London : printed for J. Roson, at No. 54, in St. Martin's le Grand, and sold by S. Bladon, and W. Goldsmith, in Pater-Noster-Row, [1777?].",London,193,unknown,,,FALSE,"would mention Come other time the reasons that had prompted him to make the inquiry. He told me, that he hoped there was fill Something in store for me; but I must now put an end to my letter . I am, c. FRED. lovemors, From -44 - From thejame"
0110300101_000012,The false friends. A Novel. In a series of letters. By the author of The ring. In two volumes. ...,Author of 'The ring',77,0,1,2,4,3,0,0,2,1,0,0,5,0,5,1,1,0,1,2,0,0,1,0,2,1,1,6,2,2,0,2,5,0,2,1,0,0,1,1,0,0,0,0,0,0,3,0,1,1,0,1,6,0,6,0,1,2,0,1,0,1785,1,2,"London : printed for J. Barker, 1785.",London,262,unknown,,,FALSE,"LETTER XV CAPTAIN farmborougah to JOHN , HERVEY, Efqi. MY DEAR FRIEND ; THIS is the worst place we could have come to: This girl , this Eliza Watson, will totally overturn all'mygood purposes. For the first time in my life , Hervey, I love ; and love too without"
0889700103_000086,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, ... In eight volumes. ...",Samuel Richardson,74,0,0,0,4,0,0,0,1,0,0,7,1,0,3,0,1,1,0,1,3,1,2,2,1,0,1,12,1,1,0,0,3,1,0,0,0,3,1,0,5,0,1,0,1,0,1,1,1,1,1,0,2,0,2,0,1,1,0,0,5,1776,3,8,"Edinburgh : printed by William Darling, 1776.",Edinburgh,299,male,1689,1761,TRUE,"discourse? ""We were all obliged to him, no doubt. So bravely to rescue my brother , and to pursue the bravoes; and as my brother says, to put him in his own chaise, and walk on foot by the fide of it Why, as you say, assassins might have murdered"
0335900903_000022,Honoria Somerville: a novel. In four volumes. ...,"Purbeck, Jane",65,0,0,0,2,1,1,0,0,0,1,1,1,1,2,2,0,0,1,1,1,2,0,0,2,1,3,6,2,1,0,0,0,2,0,0,0,1,6,4,0,0,0,1,0,1,0,0,1,3,0,1,4,2,3,3,0,0,0,0,1,1789,3,4,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, M,DCC,LXXXIX. [1789].",London,258,female,,,FALSE,"Honoria was sorry that it was not in her power to do more for them, but determined to write by them to Miss Melmoth, whose liberal heart and large fortune enabled her to afift them. Full of her purpose, The returned home, and directly began her ltter, giving her friend"
0428600102_000058,"Cecilia, or memoirs of an heiress. By the author of Evelina.",Frances Burney,65,2,1,0,4,0,0,0,0,1,0,1,0,1,1,0,0,0,1,2,1,2,1,2,3,1,1,1,0,0,0,1,0,3,1,0,3,3,4,3,5,0,3,0,2,0,0,0,0,1,0,1,0,1,4,1,1,1,0,0,1,1783,2,5,"London : printed for T. Payne and Son, and T. Cadell, 1783.",London,284,female,1752,1840,TRUE,"opinion fihehad already conceived of the weakness of his unde'ftand ing: but the obstinacy of Mr. Harrel irritated i'' ' ~ 254 C E C IL I A. and distressed her; though weary of expostulating with so hopeless a subject, whom neither reason nor gratitude could turn from his own"
1348200204_000005,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In seven volumes.",Samuel Richardson,67,2,0,1,1,0,0,0,6,0,0,3,2,0,0,1,0,0,3,1,1,0,1,2,0,0,2,8,0,0,0,2,0,2,2,1,0,1,4,1,4,0,1,2,0,0,0,0,2,0,2,0,1,0,0,1,0,1,1,2,3,1754,4,4,"London : Printed for S. Richardson; and sold by C. Hitch and L. Hawes, in Pater-noster-Row; By J. and J. Rivington in St. Paul's Church-Yard; By Andrew Millar, in the Strand; By R. and J. Dodsley, in Pall-Mall; and by J. Leake, at Bath, M.DCC.LIV. [1754].",London,304,male,1689,1761,TRUE,"fortune. The Daughters are remarkable for their piety, patience, good economy, and prudence. They are the most dutiful of children, and most affe~lionate of fiffers. They were for three years the support of their Father's spirits, and have always been the consolation of their Mother . They Joft their Father"
0926400400_000005,"The school for fathers; or, Lionel & Clarissa. A comic opera. By Isaac Bickerstaff. Adapted for theatrical representation, as performed at the Theatres-Royal Drury-Lane and Covent-Garden. Regulated from the prompt-book, By Permission of the Managers.",Isaac Bickerstaffe,73,0,3,1,0,0,0,0,3,0,0,0,2,0,2,1,0,0,1,4,0,0,1,2,1,1,1,4,0,0,0,3,0,6,2,2,0,2,1,0,0,0,5,1,0,2,2,1,0,0,1,1,6,0,3,2,0,1,2,1,2,1791,1,1,"London : printed for the proprietors, under the direction of John Bell, British-Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCI. [1791].",London,108,male,1733,1812,TRUE,"it does, to see such a dear, sweet, worthy young Lady , as you are, pining yourself to death. 380 Clar. Jenny, you are a good girl , and I am very much obliged to you for feeling so much on my account; but in a little time, I hope"
0834801100_000122,"Lydia; or, filial piety. A novel. By John Shebbeare, M.D, Reg. Acad. Scient. Paris. Consoc. In four volumes.",John Shebbeare,71,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,4,3,3,3,1,2,0,0,5,9,1,1,0,2,2,4,1,0,0,0,3,1,2,0,0,1,0,0,1,0,1,3,0,0,2,0,1,1,1,3,1,0,1,1786,1,1,"London : printed for Harrison and Co. No 18, Paternoster Row, MDCCLXXXVI. [1786].",London,281,male,1709,1788,FALSE,"pallion with you first, Madam : and our Mary, the great  lazy flut, burned one of my best aprons in ironing it. You may run your sift - through the hole. That put me into a  pa: fion the second time. Lord knows m ny heart , Miadam,"
0292300130_000046,"Bell's British Theatre. Consisting of the most esteemed English plays. .. . Containing Comus,..,[sic]....... By Milton. Alchymist, ....... - Ben Jonson. Love for Love, ..... - Congreve. Rival Queens, ..... - Lee.",,71,0,0,1,2,1,1,0,3,0,0,0,8,1,1,1,0,0,3,1,2,0,1,1,3,0,4,2,1,1,0,0,2,5,2,1,1,0,3,0,0,0,0,1,0,4,0,1,2,2,0,1,0,0,2,3,1,0,0,0,2,1797,30,34,"London : printed for, and under the direction of, George Cawthorn, British Library, Strand, 1797.",London,344,unknown,,,FALSE,"life and honour , my daughter should be his. Mrs. Win. I have ever disapproved of that method of affiancing young persons . Have you no idea that it is possible the Colonel may dislike your daughter ? Sir W. I am not very apprehensive on that account. Mrs. Win."
0272700106_000012,The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson. In seven volumes.,Samuel Richardson,86,0,4,0,4,0,0,2,0,0,0,0,1,0,1,2,3,0,0,2,5,2,0,0,0,1,6,15,3,1,0,0,5,0,2,1,1,1,3,0,6,2,1,0,1,0,3,0,0,0,0,1,1,1,3,0,0,0,1,1,0,1783,6,7,"London : printed for Harrison and Co. No. 18, Paternoster-Row, MDCCLXXXIII. [1783].",London,169,male,1689,1761,TRUE,"my heart upon it.'  Miss Byron, my dear, loves you so well, that fie will not be able to deny you anything your heart is let upon, that is in he' power to grant.'  God bless Mils Byron as I love her, and lhe will Ie the happiest"
1769200202_000033,"Memoirs of a Magdalen: or, the history of Louisa Mildmay. By Hugh Kelly, ... In two volumes.",Hugh Kelly,63,0,1,0,6,0,0,1,3,0,0,2,3,1,0,2,4,0,2,1,4,2,1,1,1,0,0,3,2,0,1,1,0,0,1,1,0,3,1,0,3,0,0,0,0,0,2,0,1,0,1,0,1,2,0,1,0,1,1,1,1,1767,2,2,"London : printed for W. Griffin, 1767.",London,244,male,1739,1777,FALSE,"entitled to our ut"" "" services- -- the everlaff ing L prayers of me and my whole family . "" -- Your lad2yh~ip's munificent hand , "" and your noble brother's , have been "" the blessed infirumnents of Providence, ""' to snatch both me and mine from L defiruation."
0444200201_000034,"Memoirs of Miss Sidney Bidulph. Extracted from her own journal, and now first published. In three volumes. ...",Frances Sheridan,74,2,1,1,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,2,1,1,1,1,0,7,8,2,0,1,1,1,3,1,1,1,0,2,0,8,0,0,0,0,0,2,0,1,0,0,0,4,0,6,2,1,0,1,2,1,1772,1,3,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXII. [1772].",London,340,female,1724,1766,TRUE,"good mother might have been listened to on this fubjeet not without uneasiness; though my duty to her would not susser me to give her a moment's pain, unless I was sure that my eternal as well as temporal happiness was at stake. I told I told Mrs. Vere that"
1185400105_000025,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,75,0,0,1,4,0,0,0,0,1,0,2,1,0,3,1,0,0,0,2,3,2,1,4,0,1,2,4,0,0,0,1,15,0,0,1,1,1,1,1,2,0,1,2,0,1,0,2,0,2,0,1,2,0,2,2,2,2,0,0,1,1753,5,7,"[Dublin] : London, printed by S. Richardson, and Dublin, re-printed and sold by the booksellers, 1753.",Dublin,295,male,1689,1761,TRUE,"in the conversation. O fne is a lovely , and beloved young creature! I think verily, that though' she was the admiration of everybody, when she was with us, yet (he is, if possible, more amiable at home, and among her own relations. Her uncle Selby raillies her sometimes. But"
1606300106_000070,"The works of the Reverend Dr. J. Swift, D.S.P.D. in eleven volumes. Containing, I. His miscellanics in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the drapier's letters. V. The conduct of the Allies, and the Examiners. VI. The publick spirit of the whigs, &c. with polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c. IX. Letters to Governor Hunter. The history of the last sessions of Parliament, and the peace of Utrecht, &c. X. Sermons on several subjects, and other pieces on different occasions. XI. Letters on different subjects the author's life; and poems on several occasions.",Jonathan Swift,103,0,2,2,2,0,5,0,0,0,2,0,1,0,4,1,0,0,0,0,2,0,2,2,0,0,1,26,0,3,0,0,2,8,1,1,3,0,10,0,0,1,0,1,0,0,0,5,0,0,0,1,2,0,4,2,1,1,4,0,1,1763,6,11,"Dublin : Printed by George Faulkner, M,DCC,LXIII. [1763].",Dublin,347,male,1667,1745,TRUE,"Lappets is longer than t'other. Lady Afnw. Well, no Matter ; they that ride on a trotting Horse will never perceive it. Nev. Indeed, Miss , your Lappets hang worse. Mfis. Well, I love a Liar in my Heart , and you sit me to a Hair. [144 [ Mi"
0022600301_000044,The errors of education. In two volumes. By Mrs. Parsons. Dedicated (by Permission) to the Right Hon. the Countess of Hillsborough. ...,Eliza Parsons,76,2,0,1,0,0,0,0,2,0,0,0,0,0,3,2,0,0,1,2,0,1,2,5,1,4,1,11,3,0,0,0,1,2,0,0,2,0,7,0,5,0,1,0,1,1,1,1,4,1,1,0,2,1,1,1,0,0,1,0,1,1792,1,2,"Dublin : printed for T. Jackson, No. 23, Parliament-Street, MDCCXCII. [1792].",Dublin,249,female,1738,1811,TRUE,"the one I have accepted to oblige you, the other to please myself: this, is from Lady Summers for a rout next Thursday; that, from Mr. and Miss Thornhill to spend the day with them on the Monday after: I hope you will accompany me to both places."" Sir William"
0335900902_000032,Honoria Somerville: a novel. In four volumes. ...,"Purbeck, Jane",73,3,2,2,0,1,5,0,2,1,0,0,0,0,1,0,0,0,0,0,1,3,0,4,0,0,1,9,2,1,0,3,2,5,0,0,1,3,2,0,0,1,0,0,1,2,0,0,1,3,0,2,0,0,0,2,2,1,1,0,3,1789,2,4,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, M,DCC,LXXXIX. [1789].",London,236,female,,,FALSE,"ofe to V whor, they owe their exiitence; and that ignorance comprehends every other misfortune."" A shower of tears a little relieved her, yet this idea took such falft hold upon her mind , that even the flattering hope which Sometimes entered it, arising from the refletion, that he was"
0201000203_000024,"Georgina: or, memoirs of the Bellmour family. By a young lady. In four volumes. ...","Bouverie, Georgina",69,1,0,0,0,0,1,0,1,0,0,5,3,0,1,1,0,0,1,3,1,2,2,2,0,1,1,9,5,2,0,4,0,2,2,0,1,1,2,0,2,0,0,1,0,1,1,0,3,1,0,0,0,0,1,1,0,0,0,1,3,1787,3,4,"London : printed for the author; and sold by R. Baldwin, Pater-Noster Row ; J. Robson New Bond-Street ; P. Elmsly, Strand ; and J. Walter, Charing-Cross, MDCCLXXXVII. [1787].",London,263,female,,,FALSE,"to reflec; that the ruin of my family was occasioned, by ensuring happiness to the truly amiable Miss Bellmour: yet still I could not be I 6 rendered rendered completely miserable, whilst conscious of having used every effort in my power to prevent injustice."" Observing the surprise which this address"
0000300202_000032,"Zelia in the desert. From the French. By the lady who translated ""adelaide and Theodore""; and ""anecdotes of Henry IV. of France."" In three volumes. ...","Daubenton, Mme. (Marguerite)",66,2,3,1,1,0,0,0,1,0,0,3,1,1,0,1,0,0,0,2,2,1,0,1,0,2,1,1,0,0,0,2,9,3,2,0,1,0,0,1,4,0,1,0,1,1,1,0,0,1,0,0,1,1,3,2,1,1,0,1,5,1789,2,3,"London : printed for G. and T. Wilkie, No 71, St. Paul's Church-Yard, MDCCLXXXIX. [1789].",London,258,female,1720,1788,FALSE,""" the young ladies here. So, Madam , "" you may begin today to take a "" lesson; I have already informed the "" drawing maier, but it will be right "" to afl Madame Sping's permission"" "" I dare say will be charmed to give you that satisfaction. It"
