PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(belong),termFreq(bishop),termFreq(borough),termFreq(cafe),termFreq(church),termFreq(citi),termFreq(countri),termFreq(court),termFreq(crown),termFreq(declar),termFreq(dioces),termFreq(elect),termFreq(famili),termFreq(follow),termFreq(gener),termFreq(god),termFreq(ground),termFreq(half),termFreq(hall),termFreq(held),termFreq(hill),termFreq(hous),termFreq(inhabit),termFreq(judg),termFreq(king),termFreq(kingdom),termFreq(knight),termFreq(land),termFreq(larg),termFreq(law),termFreq(littl),termFreq(london),termFreq(manor),termFreq(mayor),termFreq(mean),termFreq(member),termFreq(near),termFreq(offic),termFreq(old),termFreq(order),termFreq(parliament),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(prison),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(river),termFreq(sever),termFreq(small),termFreq(town),termFreq(true),termFreq(villag),termFreq(vote),termFreq(war),termFreq(wind),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0981800400_000013,"History of the original constitution of Parliaments, from the time of the Britons to the present day; Shewing their Duration and Mode of Election, the various Innovations and Alterations which have taken place in the State of the Representation of the People in the Reigns of the several Kings and Queens of England, the Periods at which Cities and Boroughs respectively first sent Members, the Times of their discontinuing to exercise that Privilege, their Restoration, &c. To which is added, the present state of the representation; Containing an impartial Account of the several Contests which took place at the last Election; Names of Proprietors and Patrons of Boroughs; Contradictory Rights of Election; Charters and Local Privileges; Number of Voters; State of Factions in Cities and Boroughs, &c. By T. H. B. Oldfield, Author of the History of the Boroughs.","Oldfield, T. H. B. (Thomas Hinton Burley)",87,0,0,0,14,0,0,0,0,1,1,0,0,6,1,0,0,0,0,0,0,1,0,3,5,0,1,0,0,3,3,0,0,0,1,5,0,13,1,4,0,0,2,1,0,1,2,0,1,0,6,0,0,0,5,0,0,6,0,0,0,1797,1,1,"London : printed for G. G. and J. Robinson, Pater-Noster Row, 1797.",London,553,male,1755,1822,FALSE,"Corporation, none, Right of election , 1679, 15 May, in al' the inhabitants paying foot and lot only. 1690, 17 May, is not only in the felee number of burgesses, holding by burgage tenure in the said borough , but in all the in habitants paying scot and lot. Number"
0299402800_000018,"Determinations of the Honourable House of Commons, Concerning elections, and all their incidents; as the issuing of the writ, the Taking of the Poll, the Scrutiny, the Return, the Qualification of the Electors and Elected, Oaths to be Taken, Rights of Election in the several Cities and Boroughs, Evidence proper on Hearing, Disqualification by Offices, Bribery, Treating, Riots. The Whole Alphabetically digested under proper Titles, and interspersed with Abstracts of Acts of Parliament on the Subject; also Two Tables, (viz.) One of Statutes used in the Work; the Other of the Principal Matters.",Great Britain. Parliament. House of Commons,82,0,1,0,5,1,2,1,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,3,0,0,1,0,4,8,0,0,0,0,0,2,0,3,0,2,0,7,4,0,5,0,3,2,2,0,0,0,0,0,3,1,0,13,0,0,0,1741,1,1,"London : printed for Thomas Harris, at the Lookingglass and Bible on London-Bridge, MDCCXLI. [1741].",London,317,unknown,,,FALSE,"Election , hath highly infringed the Liberties and prmivleges of the Commons of. Great Britain. .Jovis, 17 die mlartii, i725. 25 - rocjoled, ntmine Co; ltradicen7e, .That it appears to this House ,. that Mr. Richard Shrimpton, Mayor of the Borough of Che ping fó/icombe in the County of""bucks, has"
0418500700_000100,"A new display of the beauties of England: or, a description of the most elegant or magnificent public edifices, royal palaces, noblemen's and gentlemen's seats, and other curiosities, natural or artificial, in different parts of the kingdom. Adorned with a variety of copper-plate cuts, neatly engraved.",,72,0,5,0,3,1,6,0,2,2,0,0,0,0,2,0,0,0,0,0,0,5,1,4,2,0,3,0,0,0,3,0,0,6,0,0,0,1,3,1,0,1,1,0,1,0,0,0,0,2,0,1,3,1,7,0,4,0,1,0,0,1773,1,1,"London : printed for R. Goadby; and sold by J. Towers, at No 111, in Fore street, near Cripplegate; and by R. Baldwin No. 47, in Pater-Noster-Row, MDCCLXXIII. [1773].",London,395,unknown,,,FALSE,"views. And near it is a small delightful village , called Boxgrove, where a monastery was founded in the reign of King Henry I. for monks of the Benedicine order . The church which belonged to this monastery is now used by the inhabitants of the parish for divine service."
1003300106_000359,"Magna Britannia antiqua & nova: or, a new, exact, and comprehensive survey of the ancient and present state of Great-Britain. Consisting of I. A Compleat and Accurate Description of the Cities, Boroughs, Towns and Parishes in the Kingdom. II. Their Antiquities. Their Ecclesiastical, Civil, Natural, and Literary History; with a View of the Manners, Policy and Customs of the Inhabitants. III. A Copious Account of the Foundations, Endowments, Original State, and present Condition of the Cathedrals, Monasteries, Churches, Palaces, and other publick Structures. IV. Compleat Lists of most of the Church Livings in England, and in what Hundred or Deanary they lye: Their Value in the King's Books, and real Income; also an Account of many of their Present Patrons and Incumbents. V. A full History and Description of all the Noblemen and Gentlemen's Seats and their Present Possessors, with Pedigrees of their Families, Ancient and Modern, according to the best Accounts. Likewise Memoirs of the Lives and Actions of such eminent Persons as have particularly signalized themselves by their Conduct or Writings. The whole being more Comprehensive and Instructive than Camden, or any Other Author on this Subject. And Illustrated not only with General Mapps, but also particular ones of each County, and other Plates curiously Engraved, representing the Roman, Saxon and Danish Antiquities found in this Island: As likewise Tables shewing at Sight the Distances of Market Towns and other remarkable Places not only from one another but also from London. With many other Particulars that are curious and worthy Notice. Collected and compiled from the antiquities and histories at large of each county. With many Accounts accurately taken on the Spot, and communicated by several judicious hands. ...","Cox, Thomas",56,0,1,3,0,1,3,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,4,0,2,2,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,5,1,0,8,0,2,0,1,0,0,1738,6,6,"London : printed for and sold by Cæsar Ward and Richard Chandler, booksellers, at the Ship without Temple Bar, and at their shops in Coney Street, York, and at Scarborough Spaw, MDCCXXXVIII. [1738].",London,719,male,,,FALSE,"Der,,; (for which making it Navigable to the River o/fe, an A of Parliament passed i Ann. C 20.) which glides on with a large Stream near this Town . Its Market is weekly on Saturday, and air or Mart yearly on September 14 when the Londoners come down constantly,"
0736801600_000003,"Three letters to a member of Parliament, on the subject of the present dispute with our American colonies.",,73,0,1,0,3,1,0,0,0,3,4,0,0,3,0,0,1,0,0,0,0,1,0,7,3,0,4,3,1,2,0,2,1,0,0,0,1,4,0,0,1,0,5,4,2,2,2,0,1,4,0,0,2,0,2,2,0,1,0,0,0,1775,1,1,"London : printed for T. Lowndes, No. 54, Fleet-Street, MDCCLXXV. [1775].",London,77,unknown,,,FALSE,"know, has been alleged as a proof of an assumption on our part to tax them; but in faa the introduction of it into our Colonies was a mere thing of commercial convenience; for letters are carried by this means with more dispatch and security, and with less expense to"
0085000601_000126,"The natural history of England; or, a Description of each particular County, In regard to the curious Productions of Nature and Art. Illustrated by a Map of each County, and Sculptures of Natural Curiosities. ... . Containing, I. Cornwall, II. Devonshire, III. Dorsetshire, IV. Somersetshire, V. Wiltshire, VI. Hampshire, Vii. Surrey, Viii. Sussex, IX. Kent, X. Middlesex, XI. Berkshire, XII. Gloucestershire, XIII. Oxfordshire, XIV. Buckinghamshire. By Benjamin Martin.",Benjamin Martin,67,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,5,1,4,0,2,1,0,0,6,0,2,1,0,4,0,1,3,0,0,1,1,0,0,0,0,0,1,0,1,8,1,1,9,0,1,0,0,2,1,1759,1,2,"London : printed and sold by W. Owen, Temple-Bar, and by the author, at his House in Fleet-Street, MDCCLIX. [1759]-63.",London,448,male,1705,1782,TRUE,"who came hither from Gaul. These were a considerable Part of the Kingdom of the West Saxons, and rendered themselves famous from the Share they had in the signal Defeat of the Danes at Inglcield, about six Miles from Reading. This County was termed by the Latin Writers Bercheria, and"
0162100501_000017,"A new display of the beauties of England; or, a description of the most elegant or magnificent public edifices, Royal Palaces, Noblemen's and Gentlemen's Seats, and other curiosities, natural or artificial, in different parts of the Kingdom. Adorned with a variety of copper-plate arts, Cuts, neatly engraved. ...",,65,1,1,1,1,0,1,0,0,2,0,0,0,0,1,1,0,0,2,0,0,4,1,2,0,0,5,0,0,1,2,0,1,4,1,1,0,3,2,1,0,0,3,0,0,0,1,0,1,2,0,3,3,1,12,0,0,0,0,0,0,1787,1,2,"London : printed for R. Goadby and Co. and sold by R. Baldwin, No. 47, in Pater-Noster-Row, M.DCC.LXXXVII. [1787].",London,571,unknown,,,FALSE,"burnt out 138 families , and did near thirty-three thousand pounds damage. The county gaol was kept in the catle here, till it fell to decay; but a new one has been built; and by a late a the summer assizes, which had been sometimes held at Aylesbury, are always"
0495800203_000144,"The english traveller: giving a description of those parts of Great-Britain called England and Wales. Containing I. A particular Survey, both Geographical and Historical of every County in the same. II. An Ample and Accurate Account of all the Cities, Boroughs, Market-Towns, Villages, Rivers, Royal-Palaces, Noblemen's and Gentlemen's Seats. III. The Fairs, Trade, Commerce, and Product of each County; of the Rarities both natural and artificial; of the eminent Persons born, or who have resided in them, and of the extraordinary Events that have happened in the same. IV. A map of every County, from the best and latest Observations; wherein are mark'd the Number of measured Miles, and the usual Roads from one Post-Town to another, after the Designs of Herman Moll. V. Of the Isles of Wight, Man, Jersey, Guernsey, and other British Isles, with the Maps of the same. ...","Read, Thomas, Printer",69,0,1,1,2,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,13,0,0,1,1,0,0,1,3,1,0,1,0,1,0,1,5,0,0,2,2,0,0,6,0,2,1,1,8,0,0,0,1,0,1,1746,3,3,"London : printed for T. Read, in Dogwell-Court, White-Fryars, Fleet-Street, MDCCXLVI. [1746].",London,558,unknown,,,FALSE,"being dedicated to the ever bleffd Trinity, was soon after incorporated by the Trustees, who obtained a Charter and Seal, to authorise their aaings as such. It is governed by a Master, (who is to be the Sub. Dean of Lincoln iucceffively) and ten Brethren, who have a Power to"
0189401202_000002,"An entire and complete history, political and personal, of the boroughs of Great Britain; to which is prefixed, an original sketch of constitutional rights, ... In two volumes octavo. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",76,0,1,12,1,0,2,9,0,3,1,0,1,0,2,0,1,0,0,0,0,2,1,0,0,2,3,2,0,4,0,0,0,0,0,0,0,4,0,2,0,0,5,1,0,4,3,0,0,3,1,1,1,1,2,0,0,0,1,0,0,1792,2,3,"London : printed for G. Riley; and sold by J. Debrett; Messrs. Egertons; Messrs. Whieldon and Butterworth; and Richardson, 1792.",London,556,male,1755,1822,FALSE,"the bishopric in the other. THE common people , jealous of their. privileges, have even refused to march into Scotland in time of war , from the pretence of their being hialwerkmen, i. e. men bound to perform none but boly w7ork, as they held their lands to defend the"
0189401202_000079,"An entire and complete history, political and personal, of the boroughs of Great Britain; to which is prefixed, an original sketch of constitutional rights, ... In two volumes octavo. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",66,0,0,1,0,0,0,15,1,1,0,0,0,2,0,1,0,0,2,0,1,1,1,3,3,0,4,1,0,0,4,0,0,1,0,6,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,2,0,1,1,0,1,1,0,0,1792,2,3,"London : printed for G. Riley; and sold by J. Debrett; Messrs. Egertons; Messrs. Whieldon and Butterworth; and Richardson, 1792.",London,556,male,1755,1822,FALSE,"city upon her account, and having flrcngthened it with a caflce, garrisoned itagainft kingstephen; The empress, on making her escape from the siege of Arundd caflie, fled hither, and was followed by king Stephen; when hearing of his approach, she fled to Gloucester, and then to Lincoln. Stephen pur sied"
0697800100_000380,"The history of the town and county of Kingston upon Hull, from its foundation in the reign of Edward the First to the present time, ... Embelished [sic] with engraved views of public buildings an ancient and modern plan of the town, and several antiquities, by Revd. Iohn Tickell.","Tickell, John, Rev",58,0,3,0,0,0,5,0,2,0,0,0,0,1,6,1,1,0,0,0,2,1,1,3,1,0,1,1,0,3,1,0,1,0,3,0,0,1,2,0,0,0,1,0,0,0,2,0,0,2,0,2,4,0,2,0,3,1,0,0,1,1798,1,1,"Hull : printed by and for Thomas Lee & Co. Also for T. Browne, Richd. Millson, booksellers, and G. W. Browne, stationer, 1798.",Hull,1011,unknown,,,FALSE,"Luke Lillingflon, esq. as a testimony of his filial duty and affetion. There are ome few more plain, neat, marble monuments in this church , one of which is ercted to the memory of the father and mother of sir Henry Etherington, bart. but nothing remarkable in their inscriptions. In"
1719509600_000021,"A treatise on the law of elections in Ireland. By George Grace, Esq. Barrister at Law. The several clauses of acts of Parliament relative to elections inserted in this treatise, are printed with permission of His Majesty's printer.","Grace, George",90,0,0,0,3,8,0,0,0,2,0,1,0,10,0,0,3,0,2,0,1,2,0,2,0,0,0,0,2,0,0,2,1,0,0,1,1,6,0,3,0,3,3,0,1,0,2,0,5,0,1,0,0,1,1,1,0,22,0,0,0,1790,1,1,"Dublin : Printed for H. Watts, bookseller and stationer, No. 3, Christ Church-Lane, adjoining the entrance into the four-courts, MDCCXC. [1790].",Dublin,172,unknown,,,FALSE,"candidate, and at the eletion vote for another, on whose behalf he has received no bribe is the gratuitous ( 93) gratuitous vote given by such elector for the other a good vote or void? It was generally understood by the council, that according to the state of the poll"
1022800300_000006,"Free Parliaments: or, a vindication of the parliamentary constitution of England; in answer to certain visionary plans of modern reformers.",John Almon,61,0,0,0,1,1,0,0,1,1,2,0,0,3,0,1,1,0,1,0,0,1,0,1,1,0,4,3,5,3,0,0,1,0,2,0,0,1,0,1,0,1,11,2,2,1,2,0,0,2,0,0,1,1,0,0,0,3,0,0,0,1783,1,1,"London : printed for J. Debrett (successor to Mr. Almon), Opposite Burlington House, in Piccadilly, MDCCLXXXIII. [1783].",London,75,male,1737,1805,FALSE,"might be changed; and new men from ignorance, or other causes, might disapprove of it; consequently the government might be kept in continual confusion. Of ( 3) Of representatioan i parlianmena b CQOUTITES. The advocates for the reform of parliament , as they term it, do not stop with a"
0424702300_000028,"Liberty and property: or, a New Year's gift for Mr. Pope. Being a concise treatise of all the laws, statutes and ordinances, made for the benefit and protection of the subjects of England; ... By Mr. Jacob ...",Giles Jacob,82,0,0,0,2,0,0,2,2,3,1,0,0,4,0,0,0,0,0,0,1,1,0,4,0,0,3,1,3,2,0,5,0,0,0,2,0,4,0,3,0,2,11,1,7,2,3,0,0,0,7,0,1,0,0,0,0,5,0,0,0,1736,1,1,"London : printed for E Curll, 1736.",London,139,male,1686,1744,FALSE,"those are entirely nrifit for this Service, who are' Osicers in the Government, Dependants oh'courts, Pensioners, non residents, ambitious Pcrfrons, and negli gent.of their Duty.: Of this enough has beco said in the .atd Times; nd by sone of our Lvs, no Person who has anv Office or Place of"
