PassageID,Title,Author,Total termFreq,termFreq(church),termFreq(civil),termFreq(conscienc),termFreq(equiti),termFreq(exercis),termFreq(fear),termFreq(god),termFreq(govern),termFreq(law),termFreq(mind),termFreq(opinion),termFreq(ought),termFreq(passion),termFreq(peac),termFreq(persecut),termFreq(pretenc),termFreq(pretend),termFreq(privat),termFreq(public),termFreq(reason),termFreq(religion),termFreq(soul),termFreq(state),termFreq(toler),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1723202100_000040,"Scripture politicks: Or An impartial account of the origin and measures of government ecclesiastical and civil, taken out of the books of the Old and New Testament. With a postscript relating to the report of the committee of convocation about the Bishop of Bangor's preservative, and sermon before the king. To which is subjoin'd the supposal, or a new scheme of government, first publish'd A.D. 1712. and now re-printed. By William Whiston, M.A. sometime professor of the mathematicks in the University of Cambridge.",William Whiston,51,10,10,1,0,4,0,0,6,5,1,1,2,0,3,0,1,1,0,1,0,1,1,3,0,1717,1,1,"London : Printed for J. Senex, at the Globe in Salisbury Court, Fleet-street, and W. Taylor, at the Ship in Pater-Noster-Row, MDCCXVII. [1717].",London,171,male,1667,1752,TRUE,"where the uncertain Notions of particular Seas or bare Human Opinions and Decrees are to be supported : which Observation ought ever to be born in Mind upon there Occasions. N. B. Since the Second of the last mentioned Examples, I mean that of solommn, when he confined Abiathar to"
0397600600_000047,"Loose hints upon education, chiefly concerning the culture of the heart.","Henry Home, Lord Kames",40,1,1,2,0,1,0,1,1,1,4,10,5,1,0,5,0,0,1,0,4,1,0,0,1,1782,1,1,"Edinburgh : printed for John Bell, Parliament-Square; Geo. Robinson, Paternoster-Row, and John Murray, London, M,DCC,LXXXII. [1782].",Edinburgh,429,male,1696,1782,TRUE,"his wife was an angel. SEEING then that our opinions and belief depend greatly on passion and pre poffeifion, little upon reason , and not at all upon will, how extravagant is the attempt to force conviction by rewards and punishments! Suppose that the law . had taken place prohibiting"
0295500102_000025,"The works of Jonathan Swift, D.D: D.S.P.D. with notes historical and critical, by J. Hawkesworth, L.L.D. and others. Vol. I.",Jonathan Swift,31,2,0,4,0,0,1,0,3,1,0,2,0,1,2,2,0,1,0,2,3,2,0,2,3,1778,2,18,"Edinburgh : printed by Mrs Mundell, Old Excise-Office; by David Willison, Craig's Close; and by Churnside and Wilson, Royal Bank Close; the publishers, 1778.",Edinburgh,479,male,1667,1745,TRUE,"of mankind in general, or of our own country in particular, what as furances can they hawes that any compliances. they stall make, will remove the evil of dissension, while the liberty still continues of proses fing whatever new opinions we please? Or how can it be imagined, that the"
1611200400_000015,"An Argument proving that the design of employing and enobling foreigners, Is a treasonable conspiracy against the constitution, dangerous to the kingdom, an affronr to the nobility of Scotland in particular, and dishonourable to the peerage of Britain in general. With an appendix; wherein an insolent pamphlet, entituled, The anatomy of Great Britain, is anatomiz'd; and its design and authors detected and exposed.",Daniel Defoe,39,7,1,1,1,2,0,1,1,0,0,6,0,0,1,2,1,0,0,0,5,6,0,0,4,1717,1,1,"London : Printed for the booksellers of London and Westminster, 1717.",London,104,male,1660,1731,TRUE,"ui~nity in Circumstances; a otte~nes cf Principle, and a onesefs in Opinion ; and when we allow that it is not absolutely neceffry, though' we acknowsledge is to be very desirable too, that there; Should be but one Opiniont in Religion ; yet we infiift upon it, that it is"
0959200100_000145,"The principles of moral and political philosophy. By William Paley, M. A. Archdeacon of Carlisle.",William Paley,47,1,1,0,0,1,0,0,5,1,0,4,2,1,0,1,0,0,1,5,2,13,0,5,4,1785,1,1,"London : printed for R. Faulder, New Bond Street, M.DCC.LXXXV. [1785].",London,699,male,1743,1805,TRUE,"of the subject to the religion of the state , is a needless violation of natural liberty, and in an instance in which constraint is always grievous. Persecution produces no sincere con vietion, nor any real change of opinion ; on the contrary, it depraves the public morals by driving"
0503100500_000024,"Jura Anglorum. The rights of Englishmen. By Francis Plowden, Esq. Conveyancer, of the Middle Temple.",Francis Plowden,56,9,5,5,0,1,0,7,5,1,1,0,0,0,0,0,2,2,0,0,3,9,0,5,1,1792,1,1,"London : printed for E. and R. Brooke, Bell-Yard, Temple-Bar, MDCCXCII. [1792].",London,645,male,1749,1829,FALSE,"requisite, that I diligently use my reason , in order to make myself acquainted with the will of God ; and also, that I have liberty to do whatever I believe he requires, provided I do not molest my fellow creatures by such assumed liberty."" In vain will any individual"
0358200103_000110,"The history of the Puritans or Protestant non-conformists, From The Reformation To The Death of Queen Elizabeth: with an account of their principles; their Attempts for a further Reformation in the Church; their Sufferings; and the Lives and Characters of their principal Divines. By Daniel Neal, M. A.",Daniel Neal,36,1,2,1,0,0,1,3,5,0,1,2,1,0,1,3,0,0,0,0,2,4,0,2,7,1736,3,4,"London : printed for Richard Hett, at the Bible and Crown in the Poultry, M.DCC.XXXII. [1732].",London,731,male,1678,1743,FALSE,"who are endea °  vouring to supplant the TRUE Religion by pleading for Liberty of Conscience , which (fay they) is the Nou rifher of all Heresies and Schilms. They then declare against all such Notions as are inconsistent with the Truth of Religion , and opening a d"
0421700304_000048,"Cato's letters: or, essays on liberty, civil and religious, and other important subjects. In four volumes. ...","Gordon, Thomas",50,4,0,4,0,1,0,5,3,0,1,0,0,1,0,1,0,1,1,5,2,18,0,1,2,1748,4,4,"London : printed for T. Woodward, J. Walthoe, J. Peele. T. Longman and T. Shewell, C. Hitch, A. Millar, and J. and J. Rivington, 1748.",London,334,male,,,FALSE,"Companies. This was so much the Design of the Conspirators, that one Reason given by themselves for delaying the Execution of the Plot, was, That a principal Conspirator,, who had a great deal of Stock, might have Time to sell out. So that they who did so virtuously and disinterestedly"
0320800100_000041,"Observations upon the United Provinces of the Netherlands. By Sir William Temple of Shene, in the County of Surrey, Baronet, Ambassador at the Hague, and at Aix-la-Chapelle, in the Year 1668.","Sir William Temple, 1st Baronet",47,2,3,1,0,2,0,1,6,2,0,1,0,1,0,0,1,0,1,7,1,6,1,11,0,1747,1,1,"Edinburgh : printed by W. Sands, A. Murray, & J. Cochran, for G. Hamilton and J. Balfour, MDCCXLVII. [1747].",Edinburgh,202,male,1628,1699,FALSE,"necessary to provide against Discontents within; which can never be; dangerous, where, they are not grounded or fat ithered upon Oppreffionin point either of Religion or Liberty. But, in those two Cafes, the ilamre often proves rmolt violent in a Sat; thue l 3 more more it Is fltit up,"
1719301602_000060,"The works of the Most Reverend Dr. Edward Synge, Lord Archbishop of Tuam in Ireland. In three volumes.",Edward Synge,44,1,1,1,1,0,1,10,2,12,0,0,2,2,0,1,0,0,1,3,0,1,3,2,0,1738,2,3,"London : printed for Thomas Trye near Gray's Inn Gate in Holbourn, MDCCXXXVIII. [1738].",London,576,male,1659,1741,FALSE,"requires, and is necessary for the TRUE End, for which such Puniihments are or ought to be always designed. They who are under Errors as to Matters of Religion , are to be argued with, and persuaded for their Souls good, in the mildelt and moult gentle manner; nor should"
1198900101_000142,"The works of Jonathn. Swift, D.D.: D.S.P.D. with notes historical and critical. By J. Hawkesworth, L.L.D. and others. Vol. I.",Jonathan Swift,32,3,1,2,0,0,0,1,3,2,0,0,1,0,2,0,1,3,1,1,2,4,0,2,3,1774,1,15,"[Dublin] : Printed for J. Williams, Dublin, 1774.",Dublin,446,male,1667,1745,TRUE,"of worship was, in those days, reckoned so dangerous and sinful in itself, and so offensive to Roman Catholics at home, and abroad, that it was too unpopular to be attempted: neither, I believe, was the expedient then found out, of maintaining separate pastors out of private purses. When afchin/m"
0563800400_000040,The scourge in vindication of the Church of England.,"Lewis, Thomas",39,5,1,3,0,0,1,0,1,1,1,3,1,0,0,0,2,1,2,4,4,8,0,0,1,1717,1,1,"London : [s.n.], Printed in the Year, MDCCXVII. [1717].",London,373,male,1689,1749,FALSE,"to Schism, Novelty, or Ambition, and in all refpcfls observed the exact Temper, Order, and Decorum of a Christian; but of late the World seems to be dtrected by new Lights, and more especial Inlpirations; every Man pretends to Inffina within him to determine in Matters of Faith, and to"
0611700701_000019,"The old whig: or, the consistent Protestant. In two volumes. ...",,42,2,5,1,0,1,0,0,1,0,0,2,0,2,1,0,1,1,3,4,7,10,0,1,0,1739,1,2,"London : printed for W. Wilkins, A. Ward, R. Hett, A. Millar, and J. Gray, MDCCXXXIX. [1739].",London,461,unknown,,,FALSE,"zeal. If it be F 2 said, said, that there evils and disorders, however repugnant to the TRUE genius of religion , are the actual corfequencc of a variety of fes, enthufiftically fond of their particular hemes, and animated by a strong spirit of opposition: tis sufficient to answer, That"
0996100102_000056,"The spirit of laws. Translated from the French of M. de Secondat, Baron de Montesquieu, by Mr. Nugent. ...",Montesquieu,61,0,1,0,0,1,3,3,3,9,4,0,4,0,0,3,1,0,0,0,1,23,1,2,2,1752,2,2,"London : printed for J. Nourse, and P. Vaillant, in the Strand, MDCCLII. [1752].",London,551,male,1689,1755,TRUE,"it; not as a religion , but as a tyranny. It is necessary then that the laws require from the several religions , not only that they shall not embroil the state , but that they shall not raise disturbances amongst themselves. A citizen does not fulfil the laws ,"
0742500400_000052,"The life of the Venerable and Right Reverend Richard Challoner, D.D. Bishop of Debra, and V.A. Collected from his writings, from authentick records, and from near twenty years personal acquaintance with him: by Mr. James Barnard.","Barnard, James",27,3,1,1,0,0,1,5,1,1,0,1,1,0,2,1,1,1,0,0,1,2,0,1,3,1784,1,1,"London : printed by J.P. Coghlan, in Duke-Street, Near Grosvenor-Square, MDCCLXXXIV. [1784].",London,296,male,1733,1803,FALSE,"Time "" deem expedient."" The consequence of this Address was, that an Ad of Parliament was passed in the same year 1778, entitled, An Aa for relieving his Maje ftp's subjeds profcfing the polis.n RELIGION , from certain Penalties and Disabilities imposed on them by an Act of the Eleventh"
0280500200_000009,"A vindication of the Protestant Dissenting Ministers, with regard to their late application to Parliament. By Andrew Kippis, D.D.",Andrew Kippis,32,5,2,1,0,1,0,2,2,1,0,2,4,0,1,0,1,0,1,2,3,1,0,1,2,1773,1,1,"London : printed for G. Robinson, Paternoster-Row, MDCCLXXIII. [1773].",London,128,male,1725,1795,FALSE,"arguments. Bishop Hoadly appears to have been enlightened by his method of reasoning : at leafs, it is certain that he availed himself of it in his subsequent writings: and from the time of the Hoadlian controversy to the present day, the objections to the exercise of human authority in"
0045800900_000027,"A vindication of a sermon preach'd before the Honourable House of Commons of Ireland. On Saturday the 23rd of October, 1725. In which the Question concerning toleration, particularly of popery under certain Conditions and Limitations is farther consider'd, and the Mistakes and Weak Reasonings about it are laid open. In answer to the Revd. Mr. Radcliffe's letter. By Edward Synge, M. A. Prebendary of St. Patrick's, Dublin; and Chaplain to his Excellency, the Lord Lieutenant.","Synge, Edward",52,1,8,1,0,1,2,1,3,0,0,0,2,0,1,0,0,1,0,5,3,8,0,2,13,1726,1,1,"Dublin : printed by A. Rhames, for Robert Owen, Bookseller in Skinner-Row, MDCCXXVI. [1726].",Dublin,97,male,,,FALSE,"of what 1 have done. But it may be you may here tell me, than in this whole Matter I have acted like a rtnning YE SV 1 T; That I have artfully .vended the most pernicious Dogtrines in such a Manner, as to have Evafons ready, whenever I come"
1402500101_000269,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; volume the first.",Edward Gibbon,33,4,0,0,0,1,1,2,2,3,2,2,0,1,1,4,0,0,1,3,1,3,1,0,1,1781,1,1,"London : Printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXXI. [1781].",London,725,male,1737,1794,TRUE,"of his ambitious views, the experience of six years of persecution , and the f~atutary refle~tion s which a lingering and painful distemper suggested to the mind of Galerius, at length convinced him that the most violent efforts of defpotifmn are insufficient to extirpate a whole people, or to thbdue"
0035101200_000007,"A letter concerning toleration. By John Locke, Esq;",John Locke,40,7,3,0,0,0,0,1,1,2,2,2,4,0,6,2,1,0,1,0,1,4,0,0,3,1757,1,1,"Glasgow : printed by R. Urie, M.DCC.LVII. [1757].",Glasgow,211,male,1632,1704,TRUE,"feel themselves the fironger, then presently peace and charity are to be laid aside; otherwise, they are religiously to be observed. Where they have not the power to carry on persecution , and. to become masters, there they desire to live upon fair terms, and preach up toleration . When"
0592202100_000019,"A letter to a nobleman, containing considerations on the Laws relative to dissenters, and on the intended application to Parliament for the repeal of the Corporation and Test Acts. By a layman.","Sir George Colebrooke, 2nd Baronet",29,2,1,3,0,1,0,1,1,2,1,1,0,0,1,4,0,0,0,2,0,3,0,2,4,1790,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.XC. [1790].",London,198,male,1729,1809,FALSE,"persecution , and the philosophical and unl bounded toleration of opinion , have never yet diitinguilhed the practice of nations. ""Theg ""serve only to illustrate the capacity and vir: 3 "" tu [ 85 ] t ue of those rare and singular individuals, vio are the favourites of heaven, who"
0644800400_000005,The principles of liberty of conscience stated and defended: in a letter to a friend. By Gwitmarpscheldon.,"Wishart, William",40,1,7,1,0,2,1,4,2,0,0,1,0,0,4,1,2,0,1,4,1,8,0,0,0,1739,1,1,"Edinburgh : printed by Tho. and Wal. Ruddimans, and sold by the booksellers, 1739.",Edinburgh,37,male,,,FALSE,"second Table are punishable? Doubtless not all; but only such as by disorderly eruption pervert the Course of public Quiet and Society. Yea, none but such fall under human Cognizance. The Warrant of exercising vindictive Power among Men, is from the Reference of Offences to their common Tranquillity. Deliaa puniti"
