PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(acr),termFreq(appear),termFreq(belong),termFreq(brought),termFreq(cafe),termFreq(charg),termFreq(church),termFreq(common),termFreq(counti),termFreq(court),termFreq(daughter),termFreq(debt),termFreq(deed),termFreq(devis),termFreq(enter),termFreq(estat),termFreq(execut),termFreq(executor),termFreq(father),termFreq(field),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(ground),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(law),termFreq(life),termFreq(manor),termFreq(monei),termFreq(paid),termFreq(pass),termFreq(peopl),termFreq(person),termFreq(purchas),termFreq(rent),termFreq(sea),termFreq(sever),termFreq(statut),termFreq(taken),termFreq(tax),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(town),termFreq(valu),termFreq(water),termFreq(wife),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0409300700_000084,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following Heads, viz. I. Of Actions and Remedies, Writs, Process, Arrests, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired, Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, the Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen, Peers, Judges, Sheriffs, Coroners, Justices of Peace, Constables, &c. Vii. Of Publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of, that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In all Cases whatsoever.",Giles Jacob,112,0,0,1,0,2,0,0,0,1,0,1,0,0,3,0,2,8,0,0,0,0,0,1,0,8,0,1,0,1,3,3,2,1,0,6,2,20,1,1,2,0,0,10,0,2,1,0,2,1,0,10,2,8,0,1,0,4,1,1737,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J.R. and J. Hazard against Stationers-Hall, S. Birt in Ave-Mary Lane, and C. Corbett against St. Dunstan's Church in Fleet-Street, MDCCXXXVII. [1737].",London,479,male,1686,1744,FALSE,"if a Wife commit. Treason, Teeafon or Felony, she shall forfeit and lose her Dower. 1 I sit. 35:. 2 lizft. 3 3 edi. To entitle Dower there must be three Things, Marriage, Seisin, and Death of the Husband: At Common - law , Dower is assigned by the Sheriff,"
0231200101_000895,"The complete conveyancer; or, the theory and practice of conveyancing in all its branches. The Practical Part. Consisting Of AtPrecedents of every Kind that the Practisers of the Law of every Denomination can possibly have Occasion to consult in the Course of Business. Particularly Under The Following Heads, Viz. Acknowledgments Acquittances Acts of Parliament relating to Conveyancing Affidavits Agreements of all Kinds Anonities Appointments Articles Assignments of all Kinds Awards Bargain and Sale Bills Bonds of all Kinds Certificates Charter-Parties Collateral Securities Compositions of Creditors Conditions Confirmations Consent Consideration Copartnership Copyhold Precedents Covenants Declarations Defeasances Demise Deputations Disclaimer Distribution Distress Enfranchisement Exceptions Exchange Feoffments Fines Gift (deeds of) Grants Indemnity Indorsements Inrollment of Deeds Jointures Leases of all Kinds Lease and Release Letters of Attorney Letters of Licence Limitations of Uses Licence Livery of Seisin Memorials Mortgages Orders Partition Petitions Presentation Provisoes Receipts Recitals Reconveyances Recoveries Releases Resignations Revocations Separation (deeds of) Settlements Surrenders Uses Warrants of Attorney Warrants Wills, &c. The Theoretical Part Consists Of At The Law of Conveyancing: OR, The Various Methods of Acquiring and Conveying Estates, both Real and Personal. By William Newnam of the Inner Temple, Esq; and others. ... . Part I.",William Newnam,70,1,2,0,4,0,2,2,1,1,3,5,0,0,3,0,0,1,0,1,0,0,0,0,0,1,2,1,1,7,0,0,2,0,3,5,1,1,5,1,1,0,0,2,0,2,0,1,0,1,0,0,4,2,0,0,0,1,0,1786,1,3,"Dublin : printed by Elizabeth Lynch, No. 6, Skinner-Rows And In The Four-Courts, M,DCC,LXXXVI. [1786].",Dublin,1420,male,,,FALSE,"of the other mef iilages, c. mentioned in the said deeds , or any of them do or shall belong , hall and will produce and Show, or cause to be produced and Il ewed in any court or courts of record, or other place or places within the cities"
0550400502_000035,The history and practice of the High Court of Chancery. In two volumes. ... By the late learned Judge Gilbert. ...,Jeffrey Gilbert,105,2,0,0,0,0,1,0,0,0,0,1,0,14,3,13,0,7,8,6,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,11,1,2,0,4,2,1,0,4,7,1,0,0,1,1,0,1,0,1,0,4,0,0,0,1758,2,2,"Dublin : printed by Richard Watts, from the original manuscript, with the addition of several marginal references; two copious indexes; and two cases in Chancery, &c. not contained in the London edition, 1758.",Dublin,256,male,1674,1726,FALSE,"caf posa bond if the obligor obtains a ter lease he is fife. So if a co obligor pays the money to the obligee, and afterwalds the obligee assigns the bond as a co.. lateral security, the other obligor shall not pay the debt over .agin. Aliter if the bond"
0525901200_000135,"The complete court-keeper: or, land-steward's assistant: ... By Giles Jacob, ...",Giles Jacob,77,4,0,1,0,0,0,1,0,0,0,5,1,0,1,1,0,2,0,6,0,0,0,0,0,4,0,1,2,7,1,2,0,0,1,3,5,2,10,4,2,0,0,0,0,2,0,0,0,1,0,1,3,3,0,0,0,1,0,1781,1,1,"London : printed by his Majesty's law-printers; for J. Rivington and Sons; W. Owen; T. Longman; P. Uriel; W. Flexney; E. Brooke; and T. Whieldon and Co., 1781.",London,570,male,1686,1744,FALSE,"ili the Year, the firt to begin at, c. reciting at large this Deed of Surrender in the Beginning. . S: ra Surrender of a Copyhold ejlate, held ly a Widowhood and one Life , out of Court , in order to take a new ejlate in the Premies by"
0231600200_000011,"Precedents in Chancery, being a collection of cases, argued and adjudged in the High Court of Chancery; from the year 1689, to 1722.",Great Britain. Court of Chancery,86,0,0,0,0,1,6,3,0,0,2,9,2,2,1,2,2,2,1,1,0,0,0,0,0,1,0,3,0,1,1,0,3,0,2,9,0,3,0,4,1,0,0,4,4,1,0,1,0,1,0,0,0,4,0,1,0,7,1,1733,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Arthur Bettesworth, and Charles Hitch, at the Red-Lyon in Pater-Noster Row, M,DCC,XXXIII. [1733].",London,644,unknown,,,FALSE,"the Husband and Wife , and the Sur ""nider to the Heirs of vivor of them, and the Alfigns of the Survivor. The the Body of Wife dies without Issue; then the Husband dies: The Remainderto Brother and Administrator of the Wife brings this Bill t leaini,  to have"
0931800102_000115,"Ecclesiastical law. By Richard Burn, L.L. D. Vicar of Orton, in the County of Westmorland. In two volumes. ...",Richard Burn,81,0,0,0,0,0,2,0,1,0,1,2,0,0,6,3,0,3,0,2,0,0,0,1,0,3,0,4,0,2,2,0,0,3,0,14,0,1,7,0,0,1,0,5,6,2,0,0,3,2,0,1,1,2,0,1,0,0,0,1763,2,2,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's most Excellent Majesty ; and sold by A. Millar, in the Strand, M.DCC.LXIII. [1763].",London,832,male,1709,1785,FALSE,"do bring up his said children in TRUE religion. f. 9 XXXVI Shiall not be executors , adminizlrators, or gzuardians. By the 3 J. C 5 A recufent convics Shall be disabled to be executor or d qninijirator by force of any tejiament or letters of admini tration; ior flyi"
0571600102_000177,"The practical conveyancer: in two parts. Part I. Containing rules and instructions for drawing all sorts of conveyances of estates and interests, whether Real or Personal, in Possession or Expectancy. Also Particular Rules for the Exposition of Deeds, Wills, &c. and of Words used in Conveyances. Together With The Resolutions of the several Courts at Westminster, in Cases wherein Difficulties have arisen touching the Words and Clauses in Deeds, Devises, &c. The whole extracted by Way of Abridgment from the Reports at large of the said Cases, and alphabetically digested under proper Heads. Part II. Being the first part reduced into practice, in a select collection of precedents, viz. Marriage-Settlements, Bargains and Sales, Leases, Leases and Releases, Deeds of Copartnership, of Exchange, of Release and Confirmation; Mortgages, Surrenders, Wills, Letters of Attorney, Assignments of Stocks and Exchequer Annuities, Ecclesiastical Instruments, &c. By John Lilly, Gent.","Lilly, John",80,0,0,0,2,0,0,1,2,1,7,0,1,1,0,0,0,2,0,2,0,2,0,0,0,0,0,6,2,1,0,0,1,0,12,5,1,0,8,1,1,0,0,4,0,3,0,2,0,1,1,0,4,2,2,0,0,2,0,1719,2,2,"[London] : In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edward Sayer, Esq;) for Tho. Ward in the Inner-Temple Lane, and John Hooke at the Flower-de-Luce against St. Dunstan's Church in Fleet-Street, 1719.",London,387,male,,,FALSE,"mentioned to be thereof limited to them refpecively as aforesaid, for their respective Jointures; and subject to the said Term of four hundred Years in the firt recited Indenture qirin.quepar tite of Release mentioned, and to the Trusts thereof declared for the railing of Portions and Maintenances for the Daughters"
0067200101_000215,"Reports of cases argued and determined in the Courts of Common Pleas and Exchequer Chamber, from ... 1788, to ... 1791, ... By Henry Blackstone, ...","Blackstone, Henry           1761 or 2",63,0,2,1,0,0,1,2,0,0,0,3,3,0,1,8,1,1,0,2,1,0,2,0,0,1,0,0,1,0,2,2,0,0,1,4,0,1,6,1,3,0,0,1,0,5,0,0,0,0,1,1,2,3,0,0,0,0,0,1791,1,2,"London : printed by A. Strahan and W. Woodfall; for Whieldon and Butterworth, 1791-96.",London,745,unknown,,,FALSE,"C :, .. a.1-7, - 1790 1772, devised to his son Thomas Weflon Harper in fee, all lithe premises devised to him the said li'iijam j Ioeflo' Irper, roe by the will of his said brother the said Thomas yejton lhrper lo wr. deceased as aforesaid; he also gave the"
0470300103_000389,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,76,1,6,0,1,0,0,0,0,5,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,2,1,7,3,1,0,1,2,6,6,0,3,1,0,0,0,8,2,2,1,3,0,1,0,0,2,0,2,2,1,0,0,1770,3,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,790,male,1723,1769,FALSE,"and enaced that immediately after such Descent, Gift, Devise or Purchase to or by any such Commissioner, the said Descent, Gift, Devise or Purchase shall he an Avoidance of his being a Commissioner, and shall make him be incapable of being again nominated or appointed a Commissioner whilst his Interest"
0526400102_000076,"Laws of the state of New-York, comprising the Constitution, and the acts of the legislature since the Revolution, from the first to the twelfth session, inclusive. Published according to an act of the legislature, passed the 15th April, 1786. In two volumes. ...",New York (State),75,1,0,1,0,0,0,0,0,1,2,2,0,1,1,1,1,2,3,2,0,0,0,0,0,1,0,1,1,5,0,1,0,0,0,6,1,1,4,0,0,2,1,11,0,2,0,0,1,0,0,5,7,6,1,0,0,0,0,1789,2,2,"New-York : Printed by Hugh Gaine, at his printing-office and book-store, at the Bible, in Hanover-Square, M,DCC,LXXXIX. [1789].",New York,491,unknown,,,FALSE,"particular Tenant was, is or fiall be seifed, of any such particular Estate as aforesaid, or against any other, with Voucher over of any such particular Tenant , or of any having, or that had Right or Title to any such particular Estate or Tenancy as aforesaid, shall from henceforth,"
0550400502_000040,The history and practice of the High Court of Chancery. In two volumes. ... By the late learned Judge Gilbert. ...,Jeffrey Gilbert,97,1,0,2,0,1,0,0,0,1,0,2,0,8,2,10,1,3,2,2,5,0,0,2,0,0,0,2,0,4,0,0,0,0,0,4,1,5,0,5,3,0,0,6,5,0,0,0,1,0,0,2,0,6,0,2,0,9,0,1758,2,2,"Dublin : printed by Richard Watts, from the original manuscript, with the addition of several marginal references; two copious indexes; and two cases in Chancery, &c. not contained in the London edition, 1758.",Dublin,256,male,1674,1726,FALSE,"When legacies shall lapse or not, according as the time is annexed to the legacy itself, or to the payment of it. p. o6, 6 1, 62 A portion devised out of lands shall not lapse .in favour of the heir , nor where the particular lands are devised cum"
1413400107_000071,"Reports of cases, upon appeals and writs of error, in the High Court of Parliament; from the year 1701, to the year 1779. With tables, notes, and references. By Josiah Brown, Esq. Barrister at Law.",Great Britain. Parliament. House of Lords,84,0,0,1,0,0,3,0,0,0,5,3,0,1,0,12,0,9,0,0,2,0,1,1,0,0,0,0,0,2,2,1,0,0,5,6,2,1,4,0,2,3,0,1,3,1,0,1,0,0,0,1,5,4,0,0,0,2,0,1784,7,7,"Dublin : printed by E. Lynch, No. 6, Skinner-Row, and in the Four Courts, MDCCLXXXIV. [1784].",Dublin,659,unknown,,,FALSE,"that in consequence of the devises and directions of the will of the said John Morgan, whatever interest the said Thomas Morgan had in such customary estates , he became and was a truffee therein for Sir William Morgan, and that Sir William held and enjoyed all the said cuftomaryhold"
1066300400_000143,"The common law common-plac'd: containing, the substance and effect of all the common law cases, ... collected as well from abridgments as reports, in a perfect new method. ... The second edition, with very large additions. By Giles Jacob, Gent.",Giles Jacob,81,0,0,0,0,0,2,0,0,3,0,6,0,1,5,0,1,7,1,0,0,0,0,0,0,2,0,1,0,4,1,0,1,1,0,9,5,4,2,1,1,4,1,2,0,1,0,0,3,2,0,3,2,0,0,1,1,0,3,1733,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for F. Clay; and H. Lintot, 1733.",London,413,male,1686,1744,FALSE,"to deliver Pofeflion, are to pay double the yearly Value to their Landlords, which may be recovered by Action of Debt . See Rent . Who ( hall have Corn sown, on the Death of Tenants . Vide Emble nents. What Wood Tenants stall have. Vide Estovers. The Interest they"
0597800101_000007,"A complete body of conveyancing, in theory and practice, by Edward Wood. A new edition, being the fifth, revised and corrected, with the Addition of Original Precedents, Notes, References, &c. By John Joseph Powell, of the Middle Temple, Esq. Barrister at Law. In three volumes. ...","Wood, Edward, conveyancer",80,2,1,1,0,0,0,1,0,7,0,0,0,2,5,0,0,5,3,8,2,3,0,0,0,0,0,1,2,0,0,0,1,0,0,4,0,0,1,3,1,0,0,4,7,3,0,2,0,1,0,5,0,1,0,3,0,1,0,1790,1,3,"London : printed by A. Strahan and W. Woodfall, Law Printers to the King's Most Excellent Majesty; for J. Johnson, in St. Paul's Church-Yard; J.F. and C. Rivington, P. Uriel, B. Law, G. G. J. and J. Robinson, R. Baldwin, W. Otridge, W. Brown, E. and R. Brooke, S. Hayes, W. Stuart, T. Whieldon, Ogilvy and Co. W. Lowndes, W. Clarke, and J. Evans, MDCCXC. [1790]-93.",London,937,male,,,FALSE,"340 Subsequent touching the purchase of two leases, a time after executing the purchafe deeds being given for payment of the money , and parting with deeds , c. 342 (By deed poll endorsed) between landlord and tenant , whereby the tenant surrenders up part of the premises to the"
0173100300_000031,"The new law-dictionary: containing the definition of words and terms, and also the whole law, and practice thereof, &c. Carefully abridged: In the most Compleat and informing Manner, for the use and benefit of students, attornies and solicitors, Stewards, and Clerks of Courts, Justices of the Peace, Sheriffs of Counties, the Clergy and others. And particularly Referring To all the Law-Reports, and Acts of Parliament, especially those Statutes which have lately altered our Law, down to the present Time. Whereto is added, a curious catalogue or register of the year-books and reports, with the times of their publication &c. By Giles Jacob, gent.",Giles Jacob,93,1,0,0,1,1,3,2,0,0,0,2,0,6,4,2,1,3,0,9,2,0,0,1,0,0,0,1,3,7,0,1,1,0,0,7,7,2,0,2,1,0,0,7,0,5,0,1,2,0,1,0,0,6,0,1,0,0,0,1743,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) for R. Ware, A. Ward, J. and P. Knapton, T. Longman, R. Hett, C. Hitch, J. Hodges, S. Austen, J. and H. Pemberton, and J. Rivington, MDCCXLIII. [1743].",London,608,male,1686,1744,FALSE,"rome Commodity or Profit And is used in the Law in several arises to them in the Right of the Cafes . Where Goods are given to a Testator, which are called' ajets ip Person by Will, the Alent of the their Hands . Terms de Lay 56, 57 Executor"
0676300100_000075,"The touch-stone of common assurances: or, a plain and familiar treatise, opening the learning of the common assurances, or conveyances of the kingdom: by William Sheppard, ...","Sheppard, William           1675?",125,2,7,0,0,0,7,3,0,0,0,0,0,0,13,1,0,5,0,1,0,0,0,2,0,21,0,0,0,8,0,1,0,0,0,7,4,10,4,0,0,1,0,1,1,8,0,2,0,3,0,10,1,1,0,0,0,0,1,1784,1,1,"[London] : Printed by W. Strahan, and W. Woodfall: for P. Uriel, Inner-Temple Lane; E. Brooke; T. Whieldon; and A. Critchet, 1784.",London,546,unknown,,,FALSE,"deed , and livery of seisin thereupon; this is the feoffment of. 7, 14, L the heir only and the confirmation of the diffeiffee (i). 6 If 5 ""4 z4. one have diverse estates in land , and he make any charge or grant upon or out of it; this"
0836800102_000297,"A new and complete law-dictionary, or general abridgment of the law, on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq; The second edition, corrected. In two volumes. ...",Timothy Cunningham,119,1,1,1,0,6,5,1,0,4,0,0,0,8,0,1,0,0,5,2,2,0,0,4,0,0,0,13,0,20,0,0,0,0,1,14,5,0,1,0,0,0,0,3,3,2,0,1,3,2,0,0,6,1,0,3,0,0,0,1771,2,2,"London : printed by his Majesty's law printers, for W. Flexney; G. Kearsly; J. and F. Rivington; T. Longman and Robinson and Roberts, 1771.",London,871,male,,1789,FALSE,"statute , recogni the zance, c. the heir is liable not only as tertenant, but s as also as heir , otherwise he could not have his age and he cannot oblige a purchaser , whether for valuable confi and deration, or without, to contribute, but one heir may oblige"
0979800101_000915,"The complete conveyancer; or, the theory and practice of conveyancing in all its branches. The practical part consisting of Precedents of every Kind that the Practisers of the Law of every Denomination can possibly have Occasion to consult in the Course of Business. Particularly under the following heads, viz. Acknowledgments Acquittances Acts of Parliament relating to Conveyancing Affidavits Agreements of all Kinds Annuities Appointments Articles Assignments of all Kinds Awards Bargain and Sale Bills Bonds of all Kinds Certificates Charter-Parties Collateral Securities Compositions of Creditors Conditions Confirmations Consent Consideration Copartnership Copyhold Precedents Covenants Declarations Deafeasances Demise Deputations Disclaimer Distribution Distress Enfranchisement Exceptions Exchange Feoffments Fines Gift (deeds of) Grants Indemnity Indorsements Inrollment of Deeds Jointures Leases of all Kinds Lease and Release Letters of Attorney Letters of Licence Limitations of Uses Licence Livery of Scizin Memorials Mortgages Orders Partition Petitions Presentation Provisoes Receipts Recitals Reconveyances Recoveries Releases Resignations Revocations Separation (deeds of) Settlements Surrenders Uses Warrants of Attorney Warrants Will, &c. The theoretical part consists of the law of conveyancing; or, the Various Methods of acquiring and conveying Estates, both real and personal. A new edition in three volumes, with additions and improvements. By William Newnam, of the Inner Temple, Esq. and Others.",William Newnam,72,1,1,0,3,0,1,3,1,1,3,5,0,0,6,0,0,2,0,1,0,0,0,0,0,1,1,4,1,8,0,0,0,0,4,3,1,1,5,1,1,0,0,3,0,1,0,2,1,1,0,0,2,2,0,0,0,1,0,1788,1,3,"London : printed for S. Bladon, in Pater-Noster-Row, [1788].",London,714,male,,,FALSE,"evei, several mef'uages, c. situate, is. ill the said indenture particularly mentioned, and all deeds and writings belonging to the said premises, as thereby, relation, c. and thereupon the said G. hath delivered to the said IY. to his own use, the several deeds and writings concerning the said prenmifes"
