PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(bed),termFreq(begin),termFreq(border),termFreq(branch),termFreq(care),termFreq(common),termFreq(cover),termFreq(crop),termFreq(cut),termFreq(dry),termFreq(dung),termFreq(earth),termFreq(end),termFreq(feed),termFreq(feet),termFreq(flower),termFreq(fruit),termFreq(garden),termFreq(green),termFreq(ground),termFreq(grow),termFreq(growth),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(kind),termFreq(larg),termFreq(leav),termFreq(light),termFreq(littl),termFreq(month),termFreq(observ),termFreq(open),termFreq(plant),termFreq(pot),termFreq(produc),termFreq(propag),termFreq(proper),termFreq(rais),termFreq(remain),termFreq(requir),termFreq(root),termFreq(row),termFreq(season),termFreq(seed),termFreq(set),termFreq(sow),termFreq(sown),termFreq(speci),termFreq(spring),termFreq(stalk),termFreq(taken),termFreq(tree),termFreq(water),termFreq(weather),termFreq(weed),termFreq(winter),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
1011000200_000030,"The gardeners kalendar; directing the necessary works to be done every month in the kitchen, fruit, and pleasure-gardens, As also in the Conservatory and Nursery: Shewing I. The particular Seasons for propagating Esculent Plants and Fruits, with the Time when each Sort is proper for the Table. II. The proper Seasons for transplanting Trees, Shrubs, and Plants, with the Time of their Flowering. By Philip Miller, F. R. S. Late Member of the Botanic Academy at Florence, and Gardener to the Worshipful Company of Apothecaries, at their Botanic Garden in Chelsea. The sixteenth edition, with a list of the medicinal plants, which may be gathered for Use each Month. To which is prefixed, A short introduction to the science o botany, illustrated with copper plates.",Philip Miller,126,3,1,9,5,1,0,1,0,4,2,0,4,2,2,2,0,0,3,2,2,0,4,1,1,2,1,2,0,0,1,0,1,6,2,4,12,0,0,0,1,2,2,0,7,2,3,5,1,7,2,0,0,0,2,2,1,5,1,2,1,1775,1,1,"London : printed for John and Francis Rivington in St. Paul's Church-Yard, J. Hinton, Hawes, Clarke and Collins, R. Horsfield, B. Whitt, T. Caslon, T. Longman, B. Law, C. Rivington, E. and C. Dilly, J. Dodsley, W. Richardson, T. Cadell, N. Conant, E. Johnston, W. Stuart, T. Payne, J. Robson, S. Bladon, and J. Bill, M.DCC.LXXV. [1775].",London,333,male,1691,1771,FALSE,"African Wood Scrrel with umbellated yellow flowers , Shrubby purp e Starwort from the Cape of Good Hope, Spreading D Star Three Gardeners calendar. Feb. 49 Starwort with purple flowers from Africa, Sify rinchium, Crinum, Pancratiums, Corona Regalis with roundish leaves , Indian Gladiolus, Indian Birthwort with a scarlet flower"
1280100100_000103,"The instructor: or young man's best companion. Containing, spelling, reading, writing, and arithmetic, in an easier Way than any yet published; and how to qualify any Person for Business without the Help of a Master. Instructions to write Variety of Hands, with Copies both in Prose and Verse. How to write Letters on Business or Friendship. Forms of Indentures, Bonds, Bills of Sale, Receipts, Wills, Leases, Releases, &c. Also Merchants' Accompts, and a short and easy Method of Shop and Book-Keeping; with a Description of the Product, Counties and Market-Towns in England and Wales. Together with the Method of measuring Carpenters, Joiners, Sawyers, Bricklayers, Plaisterers, Plumbers, Masons, Glaziers, and Painters Work. How to undertake each Work, and at what price; the Rates of each Commodity; and the common Wages of Journeymen: with the Description of Gunter's Line, and Coggleshall's Sliding Rule. Likewise the practical guager made Easy: the Art of Dialling, and how to erect and fix Dials; with Instructions for Dying, Colouring, and making Colours; and some General Observations for Gardening through every Month in the Year, to which is added, The Family's best companion: With Instructions how to Pickle and Preserve; to make divers Sorts of Wine; and many excellent Plaisters, and Medicines necessary in all Families: And a compendium of the Sciences of Geography and Astronomy: Containing a brief Description of the different Parts of the Earth, and a Survey of the Celestial Bodies. Also some useful interest tables. By George Fisher, Accomptant.","Fisher, George",111,2,1,5,0,2,2,0,1,3,2,2,1,1,3,1,0,1,6,4,9,0,3,0,0,1,1,2,2,1,2,1,2,2,0,2,9,1,0,0,0,1,0,0,2,0,2,5,3,7,2,0,1,1,1,4,2,2,1,1,1,1800,1,1,"London : published for the proprietors; and printed and sold by H. and G. Mozley, Market-Place, Gainsbro', 1800.",London,341,male,,,FALSE,"and adminifirators, of all ard all Manner of Atlion' and Aflions, ""Suits, Bills, Bonds, Writings, Debts, Dues, Duties, Accounts, Sum and Sums of Money, Leases, Miort gauges, Judgments by'co.ifeflion, or otherwise obtained; Exe ccutioris, Exrents, Quarrels, Controversies, Trefptaffes. Damages, and Drmands whaifoever, which by Law or Equity, or otherwise ficver"
0328300104_000036,"A new and complete system of practical husbandry; containing all that experience has proved to be most useful in farming, Either in the Old or New Method; With a Comparative View of Both; And whatever is beneficial to the Husbandman, or conducive to the Ornament and Improvement of the Country Gentleman's Estate. By John Mills, Esq; Editor of Du Hamel's Husbandry. ...","Mills, John",103,1,0,2,3,2,0,2,1,6,3,0,0,2,8,2,0,3,2,2,2,0,4,3,3,1,2,4,1,0,1,2,2,0,1,1,8,0,1,0,1,1,1,0,2,1,3,2,0,2,2,0,2,0,2,0,3,2,3,1,0,1762,4,5,"London : printed for R. Baldwin, W. Johnston, S. Crowder, T. Longman, J. Coote, J. Hinxman, W. Nicoll, and S. Davis, MDCCLXII. [1762].",London,476,male,,,FALSE,"different appeilations, are, in fat, only seminal variations, which will degenerate into their original fate in a few years, if they are not very carefully managed. The only way to prevent this, is to r.gue them, as the gardeners term it, that is to lay, to examine attentively those which"
0377600400_000028,"The gentleman gardener instructed in Sowing, planting, pruning, and grafting seeds, plants, flowers, and trees; also in the manner of making wines from the fruits of the garden; and in the management of bees. To which is added the gardener's kalendar, shewing The particular Work to be done every Month in the Kitchen-Garden, Fruit-Garden, and Pleasure-Garden. By the Reverend Mr. Stevenson, of East-Retford, Nottinghamshire.","Stevenson, Henry",143,0,1,1,3,1,0,0,2,2,0,4,7,4,6,2,0,2,8,1,1,2,3,1,0,0,0,5,1,2,1,6,0,2,0,1,12,2,0,3,0,3,1,0,6,5,2,9,7,1,6,0,2,0,0,7,0,0,1,3,4,1766,1,1,"London : printed for J. Hinton, at the King's-Arms, in Pater-Noster-Row, 1766.",London,301,unknown,,,FALSE,"are: two Sorts. F 2 Lareal. laurel tree , a very handsome Green , is propagated either by the Seeds or Beries' as soon as they are ripe, or when the bay berries' are sown , which see : Or of Layers in July, and sometimes of Cuttings about the"
0257500101_000109,"The gardeners dictionary: containing the best and newest methods of cultivating and improving the kitchen, fruit, flower garden, and nursery; As also for Performing the Practical Parts of agriculture: including The Management of Vineyards, with the Methods of making and preserving the wine, According to the present Practice of The most skilful Vignerons in the several Wine Countries in Europe. Together with directions for Propagating and Improving From real Practice and Experience, all sorts of timber trees. The seventh edition, revised and altered according to the latest system of botany, and embellished with Several copper-plates, which were not in the former Editions. By Philip Miller, F.R.S. Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden in Chelsea, and Member of the Botanick Academy at Florence. ...",Philip Miller,155,1,4,7,0,0,2,0,10,3,0,1,3,0,2,1,0,2,11,9,2,0,3,7,0,2,2,1,1,2,5,1,0,1,2,2,9,10,4,2,1,0,2,3,2,0,4,6,0,0,0,1,0,1,1,10,3,3,1,5,0,1764,1,2,"Dublin : printed for George and Alexander Ewing, at the Angel and Bible in Dame-Street, M.DCC.LXIV. [1764].",Dublin,771,male,1691,1771,FALSE,"Bilberry of Acadia, with the Alaterrus Leaf. 4 ARBUTUS caulibra proriumentibusrfli/s rugoio fr ratis. Flor.lap. i61. Arbutus with trailing Stalks and rough sawed Leaves . Bilberry withoblong whitiflh Leaves . 5 arnut us caulibus prccumbenti6lusolii integerrimir. Flor. Lap. 162 Arbutus with trailingstalks and entire Leaves . This is the Uva"
1473300101_000163,"The gardeners dictionary. Containing the methods of cultivating and improving the kitchen, fruit, and flower-garden, as also the physic-garden, wilderness, conservatory, and vineyard. In which likewise are included the practical parts of husbandry; and the method of making and preserving wines, according to the practice of foreign vignerons. Abridged from the two volumes in folio, by the author, Philip Miller, F.R.S. gardener to the Worshipful Company of Apothecaries, at their botanic garden, in Chelsea. In three volumes.",Philip Miller,134,2,1,5,1,3,0,1,1,0,0,2,3,0,6,0,0,0,7,2,11,0,2,1,2,1,0,1,0,6,8,2,1,0,1,3,17,3,3,2,1,1,1,1,6,0,2,6,0,2,1,3,0,2,1,2,3,1,1,1,1,1748,1,3,"London : Printed for the author; and sold by John and James Rivington, at the Bible and Crown, in St. Paul's Church-yard, M.DCC.XLVIII. [1748].",London,507,male,1691,1771,FALSE,"they were held in great Effeem by the Romans, for their incomparable beauty and Use. The fourth and iifth Sorts were discovered by Dr. ~oulrnefort, in his Travels, .who seat their Fruits to the Royal Garden at: Paris; where they were raised , and have f ince been diffributed to"
0318000900_000003,"The gardeners pocket journal and annual register; in a concise monthly display of all the practical works of general gardening throughout the year Forming A Complete Practical Remembrancer and Compendious Journal of the proper seasons and different methods of sowing, planting, propagating, and raising the various productions of the Kitchen and Fruit-Garden, Flower-Garden and Pleasure-Ground, Green-House and Hot-House; with the essential Culture of the respective Plants, Trees, Shrubs, Flowers; and a General Register and full Display of all the necessary Works requisite in the Practical Management of the several Garden Districts in the different months of the year, from the beginning of January to the end of December. By John Abercrombie, Author The Gardeners Daily Assistant; and, every man his own Gardener, &c.","Abercrombie, John",163,2,0,7,1,4,0,2,0,6,1,2,4,7,5,1,0,2,0,4,2,0,7,0,0,3,6,5,3,1,3,1,1,1,0,7,25,3,0,0,3,1,0,5,2,2,1,2,3,4,0,0,0,0,0,8,1,9,3,1,2,1789,1,1,"London : printed for C. Stalker, No. 4, Stationer's Court, Ludgate-Hill, [1789].",London,255,male,1726,1806,FALSE,"for early transplanting. - Lettuce toforce plant tome largest plants , from borders , c. into a hotbed. lmujroom beds defend constantly with dry straw or long littera foot thick. - Make muhroom beds forfpring produfgn. [See Sept. c. and the Gardener's Daily 4lja7ant.] Strawberres to force for early fruit"
0317800100_000883,"The universal gardener and botanist: or, a general dictionary of gardening and botany. Exhibiting in Botanical Arrangement, according to the Linnaean System, The various Genera and Species of Plants, Trees, Shrubs, Flowers, and Fruits, that merit Culture for Use, Ornament and Variety, in the different Departments of Gardening, Plantations, Shrubberies, Nursery, Green-House, Hot-House or Stove, Forcing-House, Hot-Walls, and Hot-Beds: describing the Botanic Classes, Orders, and Characters of the Genera, with General and Specific Descriptions of the Species of each Genus; their respective and general Uses, different Methods of Propagation, and General Culture, in their several Departments. Comprising accurate Directions, according to real Practice, for the Management of the Kitchen-Garden, Fruit-Garden, Pleasure-Ground, Flower-Garden, Nursery, Plantations, Green-House, Hot-House, or Stove, Hot-Beds, Forcing-Frames, Hot-Walls, and Forcing in general. Describing the General Plans and Formation of the several Gardening Districts and Departments, as above; with distinct Arrangements, and general Descriptions of the various tribes of Plants, Trees, Flowers, and Fruits, adapted to each different Department; and Explanations of the proper Situations, Exposures, Soils, Manures, Composts, various Garden Materials, and principal Utensils; together with full Directions for performing all the Practical Operations of Gardening in general, both in the various Methods of Propagation and Culture of the numerous Plants, and in the Management of every Garden District, and the various relative Plantations. By Thomas Mawe and John Abercrombie.","Mawe, Thomas",142,1,1,1,1,1,2,1,3,0,0,5,6,0,5,2,0,2,8,0,4,0,0,1,1,0,1,2,1,1,6,6,2,2,2,1,12,13,1,6,0,0,0,2,10,0,3,5,2,1,1,2,2,4,1,0,2,2,1,3,0,1797,1,1,"London : printed for G. G. and J. Robinson, Pater-Noster Row; and T. Cadell Jun. and W. Davies, Strand, 1797.",London,1308,male,,,FALSE,"more particularly the glbiferrum and arachnoideum; the former for the curiofitv of its numerous surrounding progeny of globular offsets.. is fiequently called hen and chicken Houseleek; and the latter, cob web Sedum, or final ler house leek, as being curious in its diminutive growth , and interwoven hairs, as before"
1053100200_000109,"The young gardener's best companion, For the thorough practical Management of the Pleasure Ground and Flower Garden; shrubbery, nursery, forest tree plantations, Green House and Hot House; With the most approved Plans for the whole fully described. Also the Proper Trees, Shrubs, Plants, and Flowers, Arranged in Botanical Order; Together with the Methods of Propagation and Culture, The whole displayed under the following Heads: Pleasure Ground, consisting of the Shrubbery, Flower Garden, and all Ornamental Plantations; with an Account of the Trees, Shrubs, and Flowers, proper for the same; Directions for their Propagation in the Nursery; and Instructions for the Transplanting of them to those Situations where they are intended to remain. Forest Tree Plantations, particularising the proper Trees, Methods of raising them in the Nursery, Order of Planting, and general Management. Green House, its requisite Form and Collection of Plants, their Propagation and Method of Culture. Hot House, or Stove, its great Use in Gardening, Dimensions and Construction, with the Propagation and Culture of Plants suitable to it. Comprising all the modern Improvements, according to the Methods now in Practice among the best Gardeners. By S. Fullmer and other gardeners. A new edition, corrected and improved with additions, by Alexander Hamilton, Formerly of his Majesty's Gardens, Hampton Court. To which is added, a complete monthly kalendar, describing All the Work necessary to be done in the Pleasure Ground and Flower Garden throughout the Year.","Fullmer, Samuel",209,4,1,9,3,7,1,0,0,0,0,8,6,0,4,3,1,0,7,1,1,5,1,3,1,1,5,3,6,0,3,1,0,8,0,1,37,19,0,0,3,2,1,3,5,0,1,3,3,2,0,0,1,1,2,3,14,8,0,0,7,1786,1,1,"London : printed 1786, for J. Barker, Russell-Court, Drury-Lane; Scatcherd and Whitaker, Ave-Maria-Lane; and W. Lowndes, No. 77, Fleet-Street. Of whom may be had, A new edition of The Kitchen and Fruit Gardener, [1786].",London,427,unknown,,,FALSE,"out, pick off decayed leaves , and cut out dead shoots, stir the top earth of the pots , and give a moderate watering thereto, and over the branches . PLANTS with decayed heads, or of deformed or irregular growth , may be pruned, and long, weak, or frag gling"
1165000200_000038,"The botanist's and gardener's new dictionary; containing the names, classes, orders, generic characters, and specific distinctions of the several plants cultivated in England, according to the system of Linnæus; Directing the Culture of each Plant, describing its singular Virtues and Uses, and explaining the Terms peculiar to Botany and Gardening. In which is also comprised, a gardener's calender, Divided Alphabetically, according to the Names of the twelve Months of the Year, Directing the whole Practice of Gardening in the Flower-Garden, the Seminary, the Fruit-Garden, the Kitchen Garden, the Green-House, and the Stove. And to which is prefixed, an introduction to the Linnæan system of botany, Explaining The Theory of that System, and the Names and Characters of all its Classes and Orders. By James Wheeler, Gardener and Nursery-Man in Glocester.","Wheeler, James           1763",136,0,0,1,2,1,2,1,1,1,0,4,3,0,5,2,0,1,11,2,2,1,3,3,1,0,2,1,0,0,6,2,2,5,1,0,16,0,2,3,0,0,1,2,10,0,1,7,1,4,0,8,1,5,0,2,2,2,1,1,1,1763,1,1,"London : printed for W. Strahan; W. Owen at Homer's Head, near Temple-Bar, Fleet-Street; Mess. Hawes, Clarke and Collins; R. Baldwin; and S. Crowder; in Pater-Noster-Row; R. Goadby, at Sherborne; and R. Raikes, at Glocester, [1763].",London,549,unknown,,,FALSE,"on each fide the trench, to be ready to draw in again to earth the celleri as it advances in height. The trenches fllould be made three feet asunder, and the plants set in them at six inches distance. The tops of their leaves , and ends of their roots"
