PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(apostl),termFreq(appear),termFreq(believ),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(confid),termFreq(coven),termFreq(dead),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(foul),termFreq(glori),termFreq(god),termFreq(gospel),termFreq(grace),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(know),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mean),termFreq(natur),termFreq(noth),termFreq(peopl),termFreq(person),termFreq(power),termFreq(preach),termFreq(promis),termFreq(receiv),termFreq(righteou),termFreq(salvat),termFreq(save),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(soul),termFreq(speak),termFreq(spirit),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0329100300_000016,"Christ precious to those that believe, a practical treatise on faith and love. By John Fawcett, A.M.",John Fawcett,111,0,2,1,6,1,1,9,2,0,5,1,1,0,3,0,1,0,6,1,0,1,11,1,3,2,2,0,0,7,2,4,2,0,1,1,0,4,0,0,0,1,0,0,4,0,3,3,2,0,2,4,1,1,0,1,2,2,2,2,1799,1,1,"Ewood Hall : printed and sold at Ewood Hall near Halifax, [by John Fawcett] Sold also by Wills, Stationers' Court, Ludgate-Street; Johnson, St. Paul's Church Yard; Button, Paternoster-Row; Knott, Lombard-Street; Martin, No. 27, Great Russel-Street, Bloomsbury, London; by Edwards, Holden, &c. Halifax; Smith, Sheffield; Jones, Liverpool; Dunn and Biggs, Nottingham, and Rawson, Hull, 1799.",Midgley_eEwood Hall,307,male,1739,1817,FALSE,"To such Christ cannot be said, Jin any sense, to be precious; since they set them ifelves direely to oppose the very design of his coming into this world , which was, that he might F 2 be., s be "" the end of the law for righteousness to every"
1022900800_000107,"The divine right of church government: wherein it is proved, by fair and conclusive Arguments, that the Presbyterian government, by Preaching and Ruling Elders, in Sessional, Presbyterial, and Synodical Assemblies, may lay the only lawful claim to a divine right, according to the Holy Scriptures. A new edition corrected and amended. By sundry ministers of Christ within the City of London. To which is added, an appendix, Containing Extracts from some of the best Authors, who have written on Church Government, concerning the scriptural qualifications and Duties of Church members; the sole Right of Gospel Ministers to preach the Gospel; the People's Divine Right to choose their own Pastors; together with an Abstract of the Arguments of the great Dr. Owen (though a professed Independent) in Favours of the Divine Right of the Office of the Ruling Elder.",,128,0,0,1,7,1,0,13,0,2,0,0,1,1,0,1,2,2,1,2,0,2,23,2,4,2,1,4,4,7,0,5,0,2,0,2,0,2,0,2,7,2,0,1,1,1,1,2,0,1,4,1,0,1,0,0,1,0,6,3,1799,1,1,"Paisley : printed by Neilson and Weir, 1799.",Paisley,268,unknown,,,FALSE,"between God and man, and to reconcile their to God , by his active and passive obedience; that Jesus Christ gave himself, and became a propitiation for their sins ; -- that he assumed our nature into a personal union with himself, whereby there are two natures in one person"
1645201900_000057,"A practical comment on the hundred and seventh Psalm. Preached at the Thursday's lecture, at St. Dunstan's Church in the West, London. By William Romaine, lecturer of the said church.",William Romaine,111,1,0,0,1,0,0,3,2,0,0,1,1,0,6,1,1,3,2,3,0,7,19,1,5,0,1,1,7,4,0,1,1,1,0,2,0,2,2,0,5,3,2,0,0,0,6,2,1,1,4,1,0,1,0,1,0,1,1,3,1767,1,1,"London : Printed for J. Worral and B. Tovey, at the Dove, in Bell-Yard, near Lincoln's-Inn; and M. Folingsby, at the Seven-Stars, near Temple-Bar, in Fleet-Street, MDCCLXVII. [1767].",London,351,male,1714,1795,FALSE,"but God that giveth the increase. All the glory of planting and watering, as well as of the increase is God's . For we, says the Apofile, are only labourers together with God . Although' by our ministry the good seed was sown in your hearts , yet ye are"
0466301600_000010,"The ax laid to the root: or, a preservative against the erroneous doctrines of the methodists; Candidly offered to the Consideration of all Christians. In Three Discourses. By James Walder.","Walder, James",116,2,1,2,1,4,1,8,0,0,0,0,3,3,1,0,0,3,12,3,0,0,9,1,0,0,0,4,0,3,0,2,5,0,2,5,3,0,0,0,2,0,1,2,1,1,2,1,2,3,10,1,0,1,1,0,0,2,8,0,1763,1,1,"London : printed for James Buckland, at the Buck in Pater-Noster-Row; and William Lepard, near London-Bridge-Foot, Southwark, [1763].",London,58,unknown,,,FALSE,"the doetrine of Redemption by CHRIST , will be found to be perfectly consistent with, and agreeable to the perfeetions of the Deity, and to his wise administration of Providence over his creatures. And we may justly conclude, from the constant and general goodness of GOD towards all his creatures,"
0844800200_000049,"Evangelical discourses on several subjects. To which is added, An essay on the powers and contests of flesh and spirit. By Isaac Watts, D.D.",Isaac Watts,110,0,2,1,7,0,0,7,3,0,3,0,1,1,6,3,0,0,8,3,0,1,1,1,5,3,2,4,5,1,4,0,0,0,0,1,0,6,0,0,3,6,1,0,1,0,2,2,1,1,1,4,0,2,1,2,1,0,2,1,1791,1,1,"London : printed for C. Dilly in the Poultry, M,DCC,XCI. [1791].",London,365,male,1674,1748,TRUE,"humble confidence ; confidence ; and I know and adore the Lord my righteozfizefs. My nature was all corrupted, my sins were firong, I had no power to think or to do that which was good; and I know whose grace it was that renewed all my nature , that"
0343200700_000057,"A practical discourse concerning death. By William Sherlock, D. D. Late Dean of St. Paul's.",William Sherlock,124,0,0,0,0,3,4,8,1,3,1,0,3,7,0,5,3,2,6,1,0,1,2,6,9,2,1,2,3,0,1,0,6,0,5,0,2,0,1,0,0,0,1,1,0,0,3,4,2,0,5,1,0,2,0,1,0,0,2,14,1767,1,1,"London : printed for J. Walthoe, H. Woodfall, J. Rivington, J. Hinton, R. Baldwin, L. Hawes and W. Clarke and R. Collins, W. Johnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, T. Lowndes, C. and R. Ware, W. Nicoll, W. Richardson and S. Clarke, J. Knox, and S. Bladon, MDCCLXVII. [1767].",London,308,male,1641,1707,FALSE,"all our Sins , and rewarded with eternal Life at the Day of Judgement; but we must sue out our Pardon, and make our Calling and Election sure in this World . The Gospel of Christ , which is the Gospel of Grace , and contains the Promises of Pardon"
0267500400_000080,"A parallel of the doctrine of the pagans, with the doctrine of the Jesuits; and that of the Constitution Unigenitus issued by Pope Clement XI. Divided into several Chapters and Sections, shewing the contrary Sentiments of the Pagans and Jesuits, Concerning, I. The Knowledge and Love of God and Justice. II. The Worship due to God, and the Love due to our Neighbour. III. Sins of Ignorance, and wilful or premeditated Sins. IV. Precipitant Absolutions. V. The servile Fear of God. VI. Vain Swearing. Vii. Concupiscence, and the sensual Pleasures. Viii. Publick Shews, loose Conversation, obscene Tracts, lascivious Looks and Behaviour. IX. Sins of the Marriage Bed. X. Pimps and Procurers. XI. Luxury and Vanity of Women. XII. Gluttony and Drunkenness. XIII. The Murder of Kings, &c. Translated from the original printed in France. To which are added, copies of the said constitution, and of the 101 propositions of Father Quesnel thereby condemned.","Boyer, Pierre",114,1,2,0,2,1,1,7,5,13,0,0,0,0,1,1,0,0,4,1,0,1,11,3,2,1,0,0,7,3,1,1,3,3,3,0,1,2,2,2,3,2,1,0,0,3,0,0,0,5,4,0,0,3,0,2,3,2,0,1,1726,1,1,"London : printed for J. Pemberton at the Buck and Sun in Fleetstreet, 1726.",London,279,male,1677,1755,FALSE,"LXXI LXXI Man, for his Preservation, can dispense witi this Law , for his Advantage, which God hath made for its Use. LXXII The Mark of the Christian Church is, that it ought to be Catholic, or Universal, corn prehending all the heavenly Angels, all the eleet, all the Righteous"
0721400300_000041,"The poor man's library: or, guide to salvation. Containing I. A short historical catechism, Collected from the Holy Scriptures. II. An enlargement thereof in most controverted Points, about Faith and God's Worship. III. Prayers and meditations, with Directions conformable to the foregoing Instructions. By the author of the Pastoral instructions.",Jan Kazimierz Denhoff,112,1,3,1,4,1,3,3,3,1,1,0,4,1,1,1,1,5,11,2,0,3,15,0,3,0,0,2,2,1,3,2,4,0,5,1,0,0,1,1,0,0,0,0,0,1,2,0,1,0,1,2,0,2,0,2,3,3,3,2,1730,1,1,"London : printed, and sold by P. M. bookseller in Duke-Street, near Lincoln's-Inn-Fields. Anno Dom., 1730.",London,503,male,1649,1697,FALSE,"Kingdtm all things that offed, and them 1 which do Iniquity, and Jiall cast them into a Furnace of Fire; there ffiall be wailing and gnfniing of Teeth. Theit Jfhll the Righteous faime forth as the Sun, in the Kingdom of their Father , Matth. 13, 41, c. In a"
0265800400_000054,"A spiritual treasury, for the children of God: consisting of a meditation for each day in the year, upon select texts of Scripture. Humbly Intended To establish the Faith, promote the Comfort, and influence the Practice of the Followers of the Lamb. By William Mason. With a recommendatory preface by the Rev. William Romaine, A. M. Lecturer of St. Dunstan's in the West.",William Mason,149,0,0,0,2,1,0,3,0,0,1,0,0,0,2,0,1,2,11,2,1,3,20,2,9,0,5,0,4,6,0,0,5,3,0,10,1,0,0,0,4,1,2,1,1,0,3,0,1,1,8,5,0,8,0,3,13,2,2,0,1765,1,1,"London : printed: and sold by M. Lewis, in Pater-Noster-Row; and E. and C. Dilly, in the Poultry, MDCCLXV. [1765].",London,369,male,1719,1791,TRUE,"saints, His glory and his Erace. Is faithful to his Son. al'ril 19 Ibhat all we say then? hall we continue in sin that grace may abound? Rom. 6 i. Believer in Jesus , what are the thoughts of thy mind? what the answer of thine heart this day, in"
0125300300_000078,"A collection of evangelical discourses on fifteen passages of Scripture, adapted to the family and closet. By the late Reverend Mr Charles Irvine, Sometime Minister of the Gospel at Lunan, and afterwards at Marytown. Published for the Benefit of his Daughters.","Irvine, Charles, Reverend Mr.",120,0,2,0,3,4,0,16,1,0,2,2,0,3,1,1,0,1,2,8,0,1,8,1,5,0,2,2,6,6,1,0,1,0,1,0,1,0,0,1,2,1,0,1,1,0,0,1,1,0,2,4,0,9,1,1,2,3,4,5,1772,1,1,"Edinburgh : printed by J. Reid, for the author's daughters. Sold by W. Gray, front of the Exchange, MDCCLXXII [1772].",Edinburgh,464,unknown,,,FALSE,"world , from their being afflicted, hated, and persecuted by the world , John XV 19 & XVI 20 7 From and by their fanctificationj Acts XX 32 & XXVI 18 such as are washed from their sins by the blood of the Testator, John XIII 8 i Cor. VI"
0361200800_000050,"The glorious truth of universal grace and atonement exalted: in a treatise concerning I. Election and reprobation, necessity and freedom. II. The divine prescience. III. The extent and intent of the death of Jesus Christ. IV. The divinity, universality and sufficiency of the light, Spirit, and grace of God. V. The gospel, and law of grace. VI. The state of the Heathen. Vii. The perseverance or defectibility of the saints. Viii. With a clear and full answer to the strongest objections usually made against universal grace and atonement. By Thomas Thompson.","Thompson, Thomas           1727",165,0,4,1,3,0,0,9,0,0,0,1,0,0,4,2,3,2,8,0,0,0,24,19,0,0,2,3,1,0,0,2,0,14,1,1,0,1,0,3,0,11,8,0,2,0,4,3,1,0,1,5,1,3,0,2,5,9,1,1,1725,1,1,"London : printed for William Ellis at the Queen's-Head in Grace-Church-Street, 1725.",London,422,unknown,,,FALSE,"preached in evenj creature (i. e. in every manw) under heaven . W E Shall nex m it make appear , that the divine light and spirit of Christ , whereby a day of gracious visitation is given to every man, is the gospel which is preached to or in"
0767500901_000012,"Village sermons on the following important subjects, viz. The Cries of the Son of God. The Gift and Office of the Holy Ghost. The Danger of Infidelity; or, the Necessity of a living Faith in Christ. Naaman cleansed. The bloody Issue healed. St. Paul's Conversion. The best Foundation. The good Samaritan. Simon and Mary. The Marriage of Isaac. The two Covenants. The Benefits of the New Testament. The Divinity of Christ. The Sower. The lost Sheep, Piece of Silver, and Prodigal Son. The Syrophoenician. The Shadows of Christ. The Fall and Redemption. By John Cennick. ...",John Cennick,105,0,0,1,6,2,1,4,0,0,1,0,0,1,1,0,1,1,6,3,0,1,10,1,0,1,2,1,2,5,4,0,4,0,1,2,1,0,2,0,0,1,0,1,3,2,2,2,4,0,5,4,2,6,0,1,1,2,2,2,1795,1,2,"London : printed and sold by V. Griffiths, No. I, Paternoster-Row, [1795?].",London,359,male,1718,1755,TRUE,"it plain in the gospel that we are not lost on account of Adam's transgression, nor because we have sinned , for a remedy is prepared, a cure is found for both there; but who comes not to him by faith , who has not such a faith by means"
0134703900_000015,An impartial and explicit supplement to the life of Mathetes: with some further elucidations of the doctrines of grace and Christian experience.,Mathetes,120,2,0,1,1,5,0,8,0,1,0,4,0,1,3,0,0,2,3,4,0,2,12,1,10,2,1,2,3,5,1,0,5,0,3,7,0,3,0,3,0,1,0,3,0,0,1,1,1,0,2,2,0,3,1,1,2,3,0,4,1789,1,1,"London : printed by J. Moore, No. 134, Drury-Lane, MDCCLXXXIX. [1789].",London,218,male,,,FALSE,"dispensations and an everlasting arm to them under all their appointed'and useful tribulations. In short, Christ's free salvation will be an armour of Jefence against all our combined adversaries in every conflit. "" Oh, that our covenant God may cause the waters of the fanatuary to run into our souls"
0901700600_000018,"The modern plasterer detected, and his untempered mortar discovered. By William Huntington, S.S. Minister of the Gospel at Providence Chapel, Little Titchfield-Street; at Monkwell-Street Chapel, in the City; Richmond, in Surrey.",William Huntington,95,0,0,1,4,1,0,6,0,0,0,3,0,0,1,0,0,0,4,1,2,0,14,3,3,0,4,0,1,4,1,1,2,0,2,5,3,0,0,1,0,0,1,2,0,0,3,2,1,1,3,1,2,1,2,2,2,1,2,2,1787,1,1,"London : sold by G. Terry, Paternoster-Row ; J. Chalmers, No 210, White-Cross-Street, near Moorfields ; J. Davidson, No 7, Postern-Row, Tower-Hill ; Mr. Baker, No 226, Oxford-Street ; Mrs. Howes, No 15, Charles-Street, Oxford-Market ; at Monkwell Chapel every Tuesday evening ; at Providence Chapel, Titchfield-Street ; by Mr. Mantle, Lewes, Sussex; Mr. Fenley, Broad Mead, Bristol; and by Mr. Chalmers, Cambden-Alley, Portsmouth Common, MDCCLXXXVII. [1787].",London,109,male,1745,1813,FALSE,"will never refute to face any of you, who sit so often in judgement upon me; nor to face any accuser cufer that shall speak to the contrary. I will never believe that any man that can conform to the fafiions of the world appear in the cottiflnefs of a"
1096900400_000003,"The poor man's help, and young man's guide. Containing I. Doctrinal instructions for the Right Informing of his Judgment. II. Practical directions for the General Course of his Life. III. Particular advice for the well managing of every Day. With Reference to his I. Natural Actions. II. Civil Employments. III. Necessary Recreations. IV. Religious Duties Unto which is added, principles of religion, useful to be known, believ'd, and practis'd, by such as desire to Receive the Holy Communion with Benefit and Comfort. With Forms of prayer for Families and Single Persons. Also divine hymns on several Occasions. By William Burkitt, M. A. of Pembroke-Hall in Cambridge, late Vicar of Dedham in Essex.",William Burkitt,129,2,0,1,2,1,4,5,0,1,0,0,1,4,2,2,1,6,3,2,0,1,18,2,2,2,1,3,2,5,2,0,5,0,3,1,3,8,0,0,1,2,0,0,0,0,4,4,2,0,13,1,0,1,0,1,1,2,1,1,1741,1,1,"London : printed for D. Midwinter, C. Hitch, M. Downing, A. Ward, J. Clarke, R. Hett, and J. Oswald, 1741.",London,191,male,1650,1703,FALSE,"God hath made Man upright, but he hati found out many Inventions. 3 That by reason of Man's Fall, his Nature is wholly corrupted with Original Sin , which is the Seed and Root of all other Sins , derived upon us by Natural Generation, whereby we are disabled to"
0319001900_000025,"A sermon preach'd at the ordination of Mr. Thomas Morgan, at Froom, in the County of Somerset, on Thursday, Sept. 6th, 1716. By Nicholas Billingsley. With Mr. Morgan's confession of faith; the Questions and his Answers on that Occasion: and the exhortation to him at the Close. By the Reverend Mr. John Bowden. Publish'd at the request of the ministers present at the assembly. With a preface by the Reverend Mr. Henry Chandler of Bath.","Billingsley, Nicholas, Minister at Ashwick",124,2,0,0,4,1,0,5,0,4,0,6,0,8,2,1,4,3,2,7,0,2,3,3,4,1,0,1,1,3,0,9,1,0,1,2,1,9,0,1,1,5,0,0,3,0,1,0,2,2,8,2,0,3,0,1,0,0,5,0,1717,1,1,"London : printed for John Clark, at the Bible and Crown in the Poultry, near Cheapside, [1717].",London,96,unknown,,,FALSE,"sunk into Sensuality, became miserable Vailals to Sin and Satan; their corrupt difiemper'd Appetites and Passions obtaining the Mastery of their Reason, and prevailing in the general Determinations, and Choice of the Man, against the eternal Rule of Righteousness, and unchangeable Law of rational Nature . * AND, I believe"
1118400800_000166,"Fifteen discourses upon doctrinal, connected subjects, with practical improvements, viz. On the primitive covenant of work, or law of nature. On the eternal obligation of the law of nature. On the universal condemnation of sinners by the law and covenant of works. On the impossibility of the sinner's justification, by the law, in the sight of God. On the imputation of righteousness without works. On the covenant of grace in general, or divine reconciliation. On the covenant of redemption, or mediation. On the first covenant, or law of Moses. On the second or bette covenant of our Lord Jesus Christ. On faith and its connection with justification and holiness. Objections to the doctrine of justification in the vicarial way answered, and its consistence with the reward of virtue demonstrated. On Christian obedience as a new-covenant condition. On the perseverance of the saints, and final salvation of believers. On the final judgment, and justification and condemnation in that day. Recapitulation and reflections relative to the whole. By John Mellen, A.M. Pastor of the Second Church in Lancaster.",John Gill,129,3,1,1,4,1,1,13,1,0,0,9,3,3,0,0,1,2,7,3,0,3,10,2,4,0,0,0,2,11,0,18,3,0,0,0,2,4,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,2,0,1,0,0,4,2,1765,1,1,"Boston: N.E. : Printed and sold by Edes and Gill, in Queen-Street, MDCCLXV. [1765].",Boston,568,male,1732,1785,FALSE,"kingdom and covenant of the Son of God . By means of grace , the darkness and confusion .of nature is cleared and set right, and her religion placed upon a proper and conliftent basis. MOREOVER., that christian obedience, as flowing from faith in Jesus Christ , and supposing reconciliation"
