PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(appear),termFreq(armi),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(citi),termFreq(command),termFreq(common),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(earl),termFreq(england),termFreq(father),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(head),termFreq(honour),termFreq(hous),termFreq(israel),termFreq(king),termFreq(kingdom),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(servant),termFreq(set),termFreq(taken),termFreq(thought),termFreq(took),termFreq(war),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0194300201_000063,"The peerage of England; containing a genealogical and historical account of all the peers of England, Now existing, either by Tenure, Summons or Creation: Their Descents and Coblateral Lines: Their Births, Marriages, and Issues: Famous Actions both in War and Peace: Religious and Charitable Donations: Deaths, Places of Burial, Monuments, Epitaphs: And many valuable Memoirs never before printed. Also Their Paternal Coats of Arms, Crfsts, and Supporters, curiously engraven on Copper Plates. Collected from Records, Old Wills, Authentick Manuscripts, our most approv'd Historians, and other Authorities. By Arthur Collins, Esq; ...",Arthur Collins,75,0,2,1,0,0,3,0,2,1,5,1,1,0,1,4,1,3,0,3,0,1,3,1,2,1,0,1,2,4,0,5,0,0,2,0,0,2,1,0,0,0,1,1,1,0,0,0,2,4,4,2,0,2,0,1,4,0,0,0,0,1735,1,3,"London : printed for R. Gosling and T. Wotton in Fleet-Street, and W. Innys and R. Manby at the West End of St Paul's, MDCCXXXV. [1735].",London,568,male,1682,1760,FALSE,"with whom he prevailed to continue his Forces in the Service of the Duke of Savoy, which kept that Prince firm to the Alliance; and his Grace also laid such Schemes at the Court of Berlin, as suspended their Disputes with the Dutch about King William's Estate; which wise conduet"
1289600100_000111,"Memorials of the English affairs, from the suppos'd expedition of Brute to this island, to the end of the reign of King James the first. By Sir Bulstrode Whitlocke, Lord Commissioner of the Great Seal, &c. Publish'd from his original manuscript, with some account of his life and writings by William Penn, Esq; Governour of Pensylvania. And a preface by James Welwood, M.D.","Whitlocke, Bulstrode",77,0,0,1,0,0,2,0,1,1,1,1,2,1,1,1,0,3,4,0,1,1,2,0,1,0,0,1,1,1,0,18,3,0,0,0,1,0,0,1,1,3,0,0,1,3,1,1,0,2,3,1,2,2,0,2,3,1,0,1,0,1709,1,1,"London : printed for J. Pemberton at the Golden-Buck against St. Dunstan's-Church, Fleet-Street, E. Curll at the Peacock without Temple-Bar, and E. Sanger at the Post-House at the Middle Temple-Gate, 1709.",London,392,male,1605,1675,FALSE,"cters iboon returned into England , and was received into the. lv*er. King CC C King Henry continued his Feaflings and Entertainments of King Philip and his Queen at Windsor, and at London with great Magnificence and Triumph, and here they concluded that Treaty, which the Flemmings call, Intercurfus Malus,"
0418600702_000004,"An history of England, in a series of letters from a nobleman to his son. ...",Oliver Goldsmith,74,0,0,2,1,3,2,1,0,2,0,3,3,0,1,0,1,2,1,3,0,2,2,0,1,1,0,1,1,0,0,10,5,0,0,1,1,0,0,0,1,0,2,2,0,3,0,2,0,0,1,1,0,1,1,1,1,3,1,4,0,1786,2,2,"London : printed for T. Carnan, in St. Paul's Church-Yard, MDCCLXXXVI. [1786].",London,288,male,1728,1774,TRUE,"opinion of all the judges. who voted it to be customary and legal. Their opinion will, at once, serve to explain the nature of this tax. and what they judged concerning it. It runs thus: We every man by himself, and. all of us together,. have taken into jerious consideration"
0764301500_000063,"English liberties, or the free-born subject's inheritance; containing Magna Charta, Charta de Foresta, the statute De Tallagio non concedendo, the Habea Corpus act, and several other statutes; with comments on each of them. Likewise. The Proceedings in Appeals of Murder: Of Ship-Money; Of Tonnage and Poundage. Of Parliaments, and the Qualification and Choice of Members: Of the Three Estates, and of the Settlement of the Crown by Parliament. Together with a Short History of the Succession, not by any Hereditary Right: Also a Declaration of the Liberties of the Subject: And of the Oath of Allegiance and Supremacy. The Petition of Right; with a short but impartial Relation of the Difference between Charles I. and the Long Parliament, concerning the Prerogative of the King, the Liberties of the Subject, and the Rise of the Civil Wars. Of Trials by Juries, and of the Qualifications of Jurors; their Punishment for Misbehaviour, and of Challenges to them. Lastly, Of Justices of the Peace, Coroners, Constables. Church-Wardens, Overseers of the Poor, Surveyors of the Highways, &c. With many Law-Cases throughout the Whole. Compiled first by Henry Care, and now continued, with large additions, by W. N. of the Middle-Temple, Esq;",Henry Care,86,2,0,1,4,0,0,1,2,2,0,0,0,0,5,1,2,1,0,1,0,0,0,0,1,0,1,0,0,5,0,10,6,0,0,1,0,0,0,0,0,2,5,10,1,1,5,1,2,2,2,0,1,1,1,3,0,0,0,3,0,1719,1,1,"[London] : In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edward Sayer, Esq;) for Arthur Bettesworth at the Red Lyon in Pater-Noster-Row, and John Hooke at the Flower-de-Luce against St. Dunstan's Church in Fleet-Street, MDCCXIX. [1719].",London,373,male,1646,1688,FALSE,"and of the Militia, such Perfbns, as both Houses should approve or recommend to him, so that they would declare their Names beforehand to him. Now 3 Now before the two Houses named Persons to be Lords Lieatenants of the Cbunty Militia, they first made an Ordinance to regulate the"
1725300100_000472,"A new universal and impartial history of England, from the earliest authentic records, and most genuine historical evidence, to the summer of the year 1786. Containing a clear, authentic, candid, accurate, faithful, and circumstantial account of every memorable transaction, interesting event, and remarkable occurrence, recorded in the annals of Great Britain. With a comprehensive account of its origin and progressive state, the various revolutions it has undergone, and the conquests and acquisitions it has obtained in different parts of the world. Also a concise view of the constitution and political establishments of Britain, its laws, institutions, parliaments, charters, commerce, arts, sciences, inventions, civil, ecclesiastical, military and naval transactions, &c. Likewise an accurate and chronological account of all the sovereigns who have swayed the British scepter; with an impartial display of their characters, whether distinguished for their wisdom in the cabinet, their military atchievements in the field, their private virtues, or their public vices. Including anecdotes of other illustrious and extraordinary personages, such as historians, poets, orators, admirals, generals, statesmen, patriots, heroes, heroines, divines, physicians, philosophers, &c. &c. whose private virtues, and public actins, have combined in promoting the honour, and supporting the dignity, of the British nation. Interspersed with occasional remarks, observations and reflections, wherein the errors of former writers are corrected, glaring absurditics printed out, ... and legendary tales expunged, party prejudices removed, and what has hitherto appeared obscured and doubtful placed in the clearest light, and authenticated from the most undeniable historical evidence. The whole comprizing, in the most accurate, clear and impartial manner, every thing worthy of being recorded in the annals of the British Empire. Embellished and illustrated with upwards of one hundred and twenty beautiful copper plate engravings, taken from the original drawing ... and Samuel Wale, Esq by those celebrated ... monarch of England, .... By George Frederick Raymond, Esq. Assisted by Alexander Gordon and Hugh Owen, [Esqrs.] and others, who, for many years past, have made the history of this country their peculiar study.","Owen, Hugh",72,0,0,2,1,0,0,0,0,1,3,0,2,0,2,7,2,3,0,1,6,1,2,0,1,0,1,0,2,4,0,1,0,0,1,1,1,1,0,2,1,0,1,1,5,0,0,2,0,3,4,3,0,0,0,1,0,1,0,2,0,1787,1,1,"London : Printed for J. Cooke, at Shakespear's Head, No. 17, Pater-noster-Row, [1787?]",London,715,male,1761,1827,FALSE,"who was then inl the hoof~e incognito, whether he did not on all oc cations inform her and her council of all the proposals offelrd by the enemy for a peace , and had not detlired infirualions for his conduflt on that fibje&? he declared upon his conscience, that he"
0991500201_000254,"Letters and correspondence, public and private, of the Right Honourable Henry St. John, Lord Viscount Bolingbroke, during the time he was Secretary of State to Queen Anne; with state papers, explanatory notes, and a translation of the foreign letters, &c. By Gilbert Parke, Wadh. Coll. Oxon. Chaplain to his Royal Highness the Prince of Wales. ...","Parke, Gilbert",105,1,2,3,0,3,0,0,0,1,0,0,0,0,1,8,2,0,0,5,4,0,5,1,0,0,3,2,1,0,0,9,1,2,0,2,0,6,0,0,1,1,9,0,8,1,0,5,2,1,6,1,0,2,0,2,0,0,0,3,1,1798,1,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, 1798.",London,706,male,1759,1824,FALSE,"the town, citadel, and sorts of Dunkirk into her Majesty's keeping, though all the foreign troops, or a part of them, refuse to. obey the orders of the Duke of Ormond, and to retire with him, her Majesty will no longer hefitace to conclude her own peace ; leaving for"
0138200200_000111,"A new geographical and historical grammar: wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing, I. A description of the figure and motion of the earth. II. Geographical definitions and problems, being a necessary introduction to this study. III. A general division of the globe into land and water. IV. The situation and extent of the several countries contained in each quarter of the world; their cities, chief towns, history, present state, respective forms of government, forces, revenues, taxes, revolutions, and memorable events. Together with an account of the air, soil, produce, traffic, curiosities, arms, religion, language, universities, bishopries, manners, customs, habits, and coins, in use in the several kingdoms and states described. By Mr. Salmon. Illustrated with a set of twenty-two new maps of the several countries; drawn, by the direction of Mr. Salmon, and ingraved by Mr. Jefferys, geographer to his royal highness the Prince of Wales.",Thomas Salmon,97,0,2,2,4,0,0,1,0,0,3,4,2,2,1,2,0,3,3,0,1,0,0,5,0,3,0,2,0,5,1,23,0,0,1,0,2,0,1,2,0,0,4,2,0,4,0,1,1,4,0,0,1,1,0,0,0,0,1,2,1,1749,1,1,"London : printed for William Johnston, at the Golden-Ball in St. Paul's-Church-Yard, MDCCXLIX. [1749].",London,647,male,1679,1767,FALSE,"nmet to confider, how to proceed in a Way of Juilice againtl the King . And it was ordered by the Council of War , that the Ceremony of the Knee should be omitted to the King , and al Appearance of State left off, and that the Charges of"
0015701100_000093,"The history of England; or, memorials of the English affairs, from the suppos'd expedition of Brute to this island, to the end of the reign of King James the First. By Sir Bulstrode Whitlocke, Lord Commissioner of the Great Seal, &c. Publish'd from his original manuscript, by William Penn, Esq; Governour of Pensylvania. To which is prefix'd, the author's life. And a preface, by James Welwood, M.D.","Whitlocke, Bulstrode",103,0,0,7,2,0,0,0,2,1,3,0,3,0,1,16,13,1,4,1,1,1,0,0,0,0,0,1,0,0,0,20,0,0,0,2,0,1,1,1,1,1,0,2,1,1,1,0,1,1,4,0,0,2,0,1,3,1,0,1,0,1713,1,1,"London : printed for E. Curll at the Dial and Bible; and J. Pemberton at the Buck and Sun, both against St. Dunstan's Church in Fleetstreet, 1713.",London,397,male,1605,1675,FALSE,"Earl of. r XXXVII marched into Wales; and thither. the Earl of Warw; C canmetomthem, X and brought with him frollop and Blount, Captains o'tgreat ex perience: And with a good Army they marched to ludlow,,, the King , and diverse of his Nobility, with a firong Army , lodged"
0334500101_000030,"History of Great Britain, from the revolution to the session of parliament ending A.D. 1793. By W. Belsham. In four volumes. ...",William Belsham,72,1,3,1,0,0,0,0,0,1,1,1,2,2,4,1,3,1,0,0,1,1,1,0,1,0,1,0,0,4,0,7,2,0,0,2,2,0,0,0,1,4,3,3,0,1,4,1,3,1,5,0,2,0,0,0,0,0,1,0,0,1798,1,4,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCVIII. [1798].",London,526,male,1752,1827,FALSE,"moil unalterable friends; and it is said that, the unfortunate fate of King Charles I. being once mentioned in his presence, as a proof of their implacable animosity to kings , he replied with a pleasant indifference, "" that he had nothing to fear, for that the king killers were"
0922200400_000263,"A new and compleat history and survey of the cities of London and Westminster, the borough of Southwark, and parts adjacent; from the earliest accounts, to the beginning of the year 1770. ...",,86,1,1,7,0,0,0,0,5,2,4,3,1,1,1,0,0,2,0,1,0,1,5,0,1,1,1,3,1,4,0,1,1,0,0,2,4,0,1,0,1,3,3,8,2,0,2,6,2,0,0,0,0,1,0,0,1,0,0,2,0,1769,1,1,"[London], 1769.",London,790,unknown,,,FALSE,"their sham power into his hands , he was, by the officers of the army , chose "" Oliver Crom  well, Proteaor of the Commonwealth es England , Scotland, and Ireland; "" after which he was inttalled in weilminfier hall . The Lord mayor, aldermen, and recorder attended the"
1137900102_000252,"Annals of the Reformation and establishment of religion, and other various occurrences in the Church of England; During the First Twelve Years of Queen Elizabeth's Happy reign. Wherein Account is given of the Restoring of religion from its Corruptions introduced under Queen Mary; Of filling the Sees with Protestant Bishops; Of the Famous Synod assembled in the Year MDLXII. Of the Workings and Endeavours of the Papists; And of the first Appearances of the Dissension from the Church Established. Compiled faithfully out of Papers of State, Authentick Records, Publick Registers, Private Letters, and other Original Manuscripts. Together with an appendix or repository, Containing the most Important of them. By John Strype, M. A. ...",John Strype,89,1,0,1,2,1,0,0,0,1,1,1,1,0,0,3,4,2,0,2,7,1,2,1,0,0,0,0,4,0,0,13,0,1,0,1,0,4,0,2,2,0,1,0,2,2,0,0,1,2,1,5,0,0,0,0,4,3,1,6,3,1725,2,4,"London : printed by, and for, Tho. Edlin, at the Prince's Arms over-against Exeter-Exchange in the Strand, M.DCC.XXV. [1725].",London,883,male,1643,1737,FALSE,"stay only for Wind and Weather. Yet in the mean Time the States by their Privateers, did great Da. mage to their Enemies that traded to and with Spain; and took ABUNDANCE of their Ships and Goods: insomuch as the aforesaid Merchant writes in the same Letter ,  That"
1037100203_000372,"The history of England, by M. Rapin de Thoyras, continued, from the abdication of King James II, to the accession of His late Majesty K. George I. By Thomas Lediard, Gent. Late Secretary to His Majesty's Envoy Extraordinary in Lower Germany. Vol.III.",Paul de Rapin,62,1,0,0,2,0,0,1,0,0,1,1,2,0,0,2,2,1,0,0,2,0,0,0,2,1,1,1,0,5,0,2,2,0,1,2,1,0,0,3,1,1,2,1,1,0,2,0,3,1,4,1,1,0,0,0,5,2,0,1,0,1736,3,3,"London : printed by and for, the sole proprietor, J. Mechell, at the King's-Arms, next the Leg Tavern, in Fleet-Street, MDCCXXXVI. [1736].",London,448,male,1661,1725,TRUE,"The reasons for and against this bill, at this time, being much the same as they were in the preceding eflion, I shall not detain the reader by repeating them. The 7th of December, the Queen came to the house of lords, and having given the royal assent to the"
