PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(appear),termFreq(appoint),termFreq(better),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(chariti),termFreq(children),termFreq(church),termFreq(citi),termFreq(counti),termFreq(court),termFreq(famili),termFreq(gave),termFreq(gener),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(inhabit),termFreq(justic),termFreq(king),termFreq(labour),termFreq(laid),termFreq(land),termFreq(law),termFreq(littl),termFreq(live),termFreq(mean),termFreq(monei),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parish),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(poor),termFreq(pound),termFreq(power),termFreq(present),termFreq(provid),termFreq(rate),termFreq(reason),termFreq(receiv),termFreq(relief),termFreq(remov),termFreq(rich),termFreq(school),termFreq(set),termFreq(settlement),termFreq(tax),termFreq(think),termFreq(town),termFreq(want),termFreq(wife),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1202700103_000308,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,108,0,0,0,5,0,1,2,0,0,0,0,11,5,3,0,0,0,0,5,0,0,1,10,0,0,6,1,5,0,0,0,2,0,1,0,4,10,0,10,3,1,3,1,2,2,0,2,1,0,0,0,2,0,2,3,1,1,0,2,1786,3,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,763,male,1723,1769,FALSE,"Name and Sat, be Bodies Politic and Corporate in Law , to all Intents and Purposes, and hall have a perpetual Succefion, and may sue or plead, or be sued and impleaded, by the Name of the President and Governors for the Poor of the refpeaive Places aforementioned, in all"
0753900100_000111,"The precedents and supplement to the law of a Justice of Peace and parish officer; &c. By John Lord Viscount Dudley and Ward, and T. Cunningham, Esq. Under the Title Appeal, in the Precedents, are the Proceedings in several Appeals of Murder, in the Reign of Queen Elizabeth and King James I, now first translated from the Latin Entries of Sir Edward Coke. The Supplement contains many late Acts to the End of last Session; and under the Title Bricks and Tiles are inserted at Large the Acts of 12 Geo. 1, c. 35; 2 Geo. 2, c. 15, and 3. Geo. 2, c. 22, concerning the making of Bricks and Tiles, as well throughout the Kingdom in general, as more particularly within fifteen Miles of the City of London: All which Acts expired in the Year 1733, but were revived, continued, and amended, by an Act of the last Session.","Cunningham, T. (Timothy)",110,0,4,5,0,0,1,4,1,0,0,0,0,11,1,0,0,0,0,0,5,3,3,4,1,1,4,1,1,0,0,0,0,0,3,1,11,4,2,2,17,2,0,2,1,4,0,0,6,0,0,0,1,0,1,0,0,0,0,3,1770,1,1,"London : printed for W. Griffin, at Garrick's Head, in Catharine-Street, MDCCLXX. [1770].",London,365,unknown,,,FALSE,"apply to the pariihioners of your said pal iin at a vestry (or other public mcrlin, or to and two of tle overseers of the poor of the laid parith) and wis by them refused to be relieved: There are therefore to require you in his said majesty's name, to"
0172301900_000032,"The laws concerning the poor. Wherein is treated of overseers, and their office. Of rates and contributions. Of settlements. Of families, vagrants, children, servants, &c. What shall make or amount to a Settlement by the former and latter Statutes. Stat. 14 Car. 2. c. 12. Explained. Of the 40 Days continuance; Of Notice by Statute 1 Jac. 2. and what shall amount to a Notice or not. Statute 3 & 4 W. & M. c. 11. Explained. What shall be said a Disturbance. Of Vagranes, Vagabonds; Stat. 39 El c. 4. 11 W. 3. c. 18. 1 Ann. c. 13. Explained. Of Workhouses, House of Correctio &c. and many other Matters relating to the Poor. All which lying in a confused Manner, are here setled under their proper Titles; And Illustrated with many late Resolutions of the Judges, as to Allowance or quashing several Orders of Sessions. To which are added several forms of orders of sessions, warrants, mittimus, &c.",,110,2,1,2,0,0,1,0,0,0,1,1,0,0,1,2,1,0,0,0,2,3,7,3,1,0,0,0,1,0,1,0,2,2,8,0,10,3,0,8,6,0,0,0,1,1,0,2,0,15,0,0,1,13,1,1,1,0,1,4,1705,1,1,"London : printed by the assigns of Richard and Edward Atkins, for Abel Roper at the Black Boy against St. Dunstan's Church, Fleetstreet, 1705.",London,239,unknown,,,FALSE,"of Peace by the Churchwardens oroverfeers,. within 4o Days, of any Person likely to be chargable coming o settle in a Tenement under iol. ptr Annum, twojuftices ( .uorum unus) ofthat Division where he comes to inhabit , may by Warrant remove and convey him to the Parish where he"
1202301502_000031,"The practical justice of peace: or, a treatise shewing the power and authority of that officer in all its branches. Extracted from the several books hitherto written on that subject, ... By Joseph Shaw, ... In two volumes.","Shaw, Joseph",99,0,1,0,2,0,4,0,2,0,9,0,0,5,2,2,0,0,0,0,0,1,0,5,0,0,0,1,1,0,4,0,0,0,10,0,10,3,0,4,7,0,0,0,1,1,2,0,1,4,0,0,1,4,5,0,0,2,3,2,1733,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Messieurs Ward and Wicksteed, 1733.",London,740,male,1671,1733,FALSE,"o""' il u Lo removed , upon Proof of two credible Witneilcs, bef = fore southeast lo ur, ~ u line p r Yw to the Ilonf 0± Lu, riesilon. So if they vil nin tc~tiin the s ~·ck in' ti~t ed with tile n1. wilere"" I 1 r livee"
1202700103_000566,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,95,2,0,0,0,1,1,3,2,0,1,1,2,2,0,1,0,0,0,7,1,1,3,3,3,0,2,0,1,0,0,0,0,1,0,0,9,3,0,7,9,0,0,1,4,0,0,0,1,0,0,0,0,6,1,0,13,2,1,0,1786,3,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,763,male,1723,1769,FALSE,"An at for the better Relief of the Poor of this King . dom, (except what relates to the Corporation therein mentioned and constituted thereby), was revived and continued with some Alterations, bv One other At made in the First Year of the late King James the Second, and have"
0174500201_000300,"The practical justice of peace, and parish and ward-officer: or, a treatise shewing the present power and authority of these officers, .... By Joseph Shaw, ... The sixth edition, corrected and very much enlarged ... In two volumes. ...","Shaw, Joseph",93,1,0,0,3,0,1,1,7,0,0,1,0,6,2,1,0,1,0,7,1,8,3,2,1,0,1,1,1,0,1,0,1,2,1,2,4,2,0,9,1,0,2,0,0,7,1,3,0,2,0,0,0,0,5,0,0,1,0,0,1756,1,2,"[London] : In the Savoy: printed by Henry Lintot; for James Hodges, and Edward Wicksteed, 1756.",London,684,male,1671,1733,FALSE,"Receivers genera, certifying I'erfons in Arrear, who have paid , Al to Perns to forfeit double Damages to the Persons grieved, and to the certified against, King double the Sum certified. who have paid . Receivers chargeable with the Arrears of their Account , &r.reccivcr charg » and not the"
1246500607_000053,"An exact abridgment of all the statutes in force and use, from the beginning of the eleventh year of King George I. to the fourth year of his present Majesty's reign. Vol. Vii.",Great Britain,105,5,2,1,4,1,0,2,3,0,0,0,11,1,0,0,0,1,0,4,3,2,2,7,0,0,2,0,3,0,0,0,3,5,0,1,3,2,0,12,5,2,2,0,0,4,3,3,1,0,0,0,2,0,0,2,0,0,0,1,1732,7,7,"London : printed by his Majesty's printers, and by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Crown and Mitre against Fetter-Lane in Fleet-Street, MDCCXXXII. [1732].",London,383,unknown,,,FALSE,"Dilfrefs arc deduced; and the Penalties to be applied to the Ute of the Corporation. XXXI Sea. ri. All Eletsions of the President, Receiver , and other Officers , shall be made by Ballot in the Manner following, viz. The Mayor, Recorder, and Justices of the City , or any"
0498500103_000090,"The state of the poor: or, an history of the labouring classes in England, from the conquest to the present period; ... together with parochial reports ... With a large appendix; ... By Sir Frederic Morton Eden, Bart. In three volumes. ...","Sir Frederick Eden, 2nd Baronet",79,1,3,0,0,0,0,0,0,0,2,1,0,2,0,4,1,0,0,0,0,5,0,0,0,2,0,3,1,0,0,0,1,1,2,3,4,0,0,3,10,5,0,2,1,7,0,3,2,1,0,0,0,1,1,1,2,0,2,2,1797,3,3,"London : printed by J. Davis, for B. & J. White; G. G. & J. Robinson; T. Payne; R. Faulder; T. Egerton; J. Debrett; and D. Bremner, 1797.",London,670,male,1766,1809,FALSE,"veli, 4 td. to 5d. ditto; pork, 5d. to 6d. ditto; bacon, Iod. ditto; butter, 9 d. to 1 Id. ditto; milk, Id. the quart; potatoes, 2s. the bufhlel of L o gallons; wheat, 12s. to 136 ditto; barley, Ss. ditto; oats, Is. 6d. ditto : coals are, I. ics."
0655800500_000007,"An act for better regulating the poor, within the City of Oxford. Passed March the 8th, 1771.",Great Britain. Parliament,117,1,0,1,1,1,1,2,2,0,0,0,6,0,3,4,0,0,0,2,0,12,2,0,0,4,0,0,2,0,1,1,2,2,2,0,4,0,1,15,12,0,3,0,6,0,2,3,3,2,0,0,3,0,0,2,0,3,0,6,1771,1,1,"Oxford : [s.n.], Printed In The Year M.DCC.LXXI. [1771].",Oxford,95,unknown,,,FALSE,"the said City of Oxford, wanting or seeking Relief ; and of such other Poor who shall be taken and received into the said House of Industry, or under the Care of the said Guardians, pursuant to any Power hereby given (except such Poor of the said several Parishes who"
1216000500_000008,"Defence against foreign invasion. In order to prevent any mis-apprehension of the measure taken for the defence of the kingdom against a French invasion, all true friends to their country are desired to remark, that by the act lately passed, a force of sixty thousand men will be ready in case of necessity, ..",Great Britain,103,0,1,1,6,0,1,1,1,0,0,0,2,3,1,1,0,4,0,12,1,2,7,6,0,0,1,1,2,0,0,0,1,9,5,1,4,6,0,4,6,0,0,0,0,4,0,3,3,0,0,0,0,0,1,0,2,0,0,0,1796,1,1,"[London?, 1796?].",London,21,unknown,,,FALSE,"( hall , with the aftent of any two Judlicee of the Peace , appoint the time and place of holding the flt court of general sessions, of which no: ice ( hall be given five days before the day appointed . The Cnmmifnioners of his Maj: .ly Treasury ("
1536600400_000020,"The new universal parish officer. Containing all the laws now in force, relating to parish business, ranged in alphabetical order. Very proper for attornies, constables, churchwardens, justices, overseers of the poor, surveyors of the highways, and all persons in office, who would gain a competent knowledge of this branch of the law, so as to enable them to discharge their respective duties with ease and expedition. It is also very proper for every house-keeper and inhabitant who is desirous of being perfectly acquainted with the laws relating to parishes, that he may not entirely rely upon the skill of parish officers, who are but too frequently unacquainted with some material part of their duty. This work is entirely freed from the errors, obscurities, and repetitions of former writers on this subject. Collected from the common, statute, and other authentick law-books. Interspersed with many useful precedents. The second edition, with the addition of the act of last session for better regulating apprentices, and persons working under contract, and several cases of settlements and removals determined in the King's Bench, since the time of Lord Mansfield's coming to preside in that court. By a Gentleman of the Middle Temple.",Gentleman of the Middle Temple,103,0,1,1,0,0,0,1,1,0,3,1,1,5,2,1,0,0,0,0,2,0,3,4,0,1,0,0,2,0,2,0,3,0,7,1,7,6,0,18,11,1,0,0,2,0,1,4,1,5,0,0,0,1,0,1,2,1,0,0,1767,1,1,"London : Printed for S. Crowder, at No. 12, and J. Coote, at No. 16, in Pater-noster-row; and G. Kearsly, in Ludgate-street, 1767.",London,336,male,,,FALSE,"before any justice of peace of the county , city , tices of peace Sor town corporate, to which the person thall be upon St, ge removed ) thall forfeit Eive pounds to the poor of nahy, the parimh, c. from which the person was removed , to be levied"
0525700400_000173,"The magistrate's assistant; or, a summary of those laws, which immediately respect the conduct of a justice of the peace: to the end of the fifteenth Parliament of Great Britain. To which are Added, More than an Hundred Forms of Warrants, Summonses, Recognizances, &c. And a Complete Index or Table of Contents to the Whole. By a country magistrate.","Glasse, Samuel, magistrate",118,2,2,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,0,1,6,8,2,7,0,0,9,12,0,0,0,2,5,1,3,4,8,0,0,3,15,1,0,0,1,1,5,1784,1,1,"Glocester : printed by R. Raikes; and sold by H. Gardner, No. 200, in the Strand, London; and by the booksellers in town and country, M.DCC.LXXXIV. [1784].",Gloucester,493,unknown,,,FALSE,"recourse may be had to the mother's settlement - id. Settlement by apprcnticelhip - zz Person bound by indenture gains a settlement in 40 days - __ _ id. But not if bound to a certificate person id Apprentice deed not indented, does not invalidate the settlement -. id Apprentice"
0172900103_000227,"The law of a justice of peace and parish officer: containing all the acts of Parliament at large concerning them, and the cases determined on those acts in the Court of King's Bench. To which is added, a collection of precedents revised and settled by Persons of Eminence in the Law; comprising a greater Variety than any other Work of this Kind extant. By John Lord Viscount Dudley and Ward, and T. Cunningham, Esq. ...","Cunningham, T. (Timothy)",106,1,1,0,1,0,2,1,0,0,1,1,6,4,0,0,0,0,0,4,0,1,5,4,0,1,1,0,4,0,0,0,0,5,0,0,13,6,0,15,3,1,2,1,4,0,0,1,0,3,0,0,0,1,0,1,2,0,1,9,1769,3,4,"London : printed by H. Woodfall and W. Strahan; Law-Printers to the King's Most Excellent Majesty; and sold by W. Griffin, in Catharine-Street, in the Strand, MDCCLXIX. [1769].",London,1116,unknown,,,FALSE,"parish to another, and Po'er F'prc theretfoe do endeavour to settle theemfelves in those parishes where there gsi s so03 is the best flock, the largft commons or wastes to build cottages, and the cr.c piho most, oods for them to burn and dettroy, and when they have consumed it,"
0648102701_000069,The reports of the Society for Bettering the Condition and Increasing the Comforts of the Poor. ...,Society for Bettering the Condition and Increasing the Comforts of the Poor,106,1,0,1,1,0,0,0,2,0,4,1,0,1,0,4,0,0,0,0,2,1,0,3,0,5,0,1,3,1,0,3,3,2,0,1,13,1,0,3,15,0,0,0,1,13,0,2,6,0,0,1,2,0,0,1,0,1,0,7,1798,1,4,"London : printed by W. Bulmer and Co., 1798-1800.",London,321,unknown,,,FALSE,"are this day appointed , is of no small importance; inasmuch as the welfare of a considerable part of our fellow-subjects depends upon the due execution of it. It is your duty, Sir, to be the GUARDIAN AND PROTECTOR OF THE POOR ; and, as such, to provide employment for"
0172800100_000169,"The law of costs, in civil actions and criminal proceedings. By John Hullock, Esq. Of Gray's-Inn, Barrister at Law. With an appendix, containing the cases to Hilary term, 1796, inclusive.","Hullock, John, Sir",107,1,1,2,1,0,0,2,2,0,0,1,1,6,1,0,0,5,0,0,1,0,1,11,1,0,0,1,3,0,2,0,2,1,6,1,3,7,0,21,8,0,0,0,0,3,4,1,2,1,0,0,0,2,0,0,2,0,0,0,1796,1,1,"London : printed for W. Clarke and Son, Portugal-Street, Lincoln's-Inn, 1796.",London,732,male,1767,1829,FALSE,"or more d.' ""the aplprobation and signature of one or more of his ma the judges of .assize, c. ""jesty's justices of oyer and terminer, or general gaol delivery, at the assizes for the county , shall be binding, and "" not otherwise, on all persons whatsoever: and no person"
0572600502_000192,"The office and authority of a justice of peace: collected out of all the books, whether of common or statute law, hitherto written on that subject. ... Digested under alphabetical titles. To which are added English precedents, of indictments, warrants, &c. ... The eleventh edition, corrected, amended and continued down to this present year: ... By W. Nelson, ...",William Nelson,97,1,3,0,0,2,0,0,4,0,0,1,0,1,1,0,0,0,0,2,1,1,0,6,0,1,0,0,0,0,0,0,3,2,2,1,8,1,0,9,14,5,0,0,1,1,1,2,2,13,0,0,3,1,1,0,0,1,0,2,1736,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for R. Gosling, W. Mears, T. Woodward [and 6 others in London], 1736.",London,574,male,1652,,FALSE,"caufe.ft; .reliep continues, and no longer..: : r - : ·  3 i i .*.. *.-;  - * i....  ..nse*i..,; - *-. Two or more Parishes (if small) .may..vith Approbation of one ju/lice, under his hand and seal, unite ir hiring a houfe, c- -- lodging, employing,"
0597100100_000046,"The history of the poor: their rights, duties, and the laws respecting them: in a series of letters. A new edition corrected, and continued to the present time. By Tho. Ruggles, Esq. F. A. S. One of his Majesty's Justices of the Peace for the Counties of Essex and Suffolk.",Thomas Ruggles,90,7,2,0,2,0,2,1,1,0,1,3,0,0,0,0,0,1,0,1,3,0,0,6,0,0,1,0,3,0,0,0,4,3,3,2,3,2,0,4,6,0,0,0,2,14,1,2,5,2,0,0,0,1,1,0,0,1,0,0,1797,1,1,"London : printed for W. Richardson, Royal Exchange, M.DCC.XCVII. [1797].",London,460,male,1737,1813,FALSE,"done, and individuals have written, on the subjet to the close of the last parliament. The law , with refpec to natural children , remained on the footing the aets of the i8th of Elizabeth and the 7th of James the First had left the subjea; until the sixth year"
