PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(bridg),termFreq(carriag),termFreq(cart),termFreq(cattl),termFreq(chair),termFreq(chais),termFreq(charg),termFreq(chariot),termFreq(coach),termFreq(collector),termFreq(counti),termFreq(cross),termFreq(duti),termFreq(forfeit),termFreq(gate),termFreq(good),termFreq(highwai),termFreq(hors),termFreq(hous),termFreq(market),termFreq(monei),termFreq(pai),termFreq(parish),termFreq(pass),termFreq(repair),termFreq(road),termFreq(surveyor),termFreq(ticket),termFreq(toll),termFreq(town),termFreq(truste),termFreq(turnpik),termFreq(wagon),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0598200103_000075,"A new abridgment of the law. By Matthew Bacon, of the Middle Temple, Esq; The fourth edition, corrected; with many additional notes and References of and to Modern Determinations. ...",Matthew Bacon,88,0,0,9,5,0,1,2,0,1,1,1,0,0,2,1,3,2,0,5,0,2,3,5,0,2,0,2,0,0,23,1,5,4,8,1778,3,5,"London : printed by W. Strahan and M. Woodfall, Law-Printers to his Majesty: for C. Bathurst W. Strahan, J. F. and C. Rivington, P. Uriel, W. Owen, B. Law, B. White, T. Caslon, T. Longman, W. Stuart, W. Flexney, T. Payne, T. Cadell, G. Robinson, W. Cater, W. Fox, J. White, J. Johnson, E. Brooke, and T. Whieldon and Co. MDCCLXXVIII. [1778].",London,932,male,,,FALSE,"Part of Tolls , or to pay less Toll for or in respect of any Wagon , Wain, Cart , or other Carriage , or Horse drawing the same, and carrying any particular Kind of Goods , than other Carriages of the like Nature, carrying other Goods , ought to"
0349000106_000154,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,81,1,0,6,4,4,6,5,0,4,4,0,0,0,4,0,3,2,2,11,3,0,2,2,0,1,2,3,0,0,7,0,1,2,2,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"by the King's mosl excellent Majelfy, by and with the advice and content of the lords spiritual and temporal and commons in this present Parlia Troflce for repair ment alfembled, and by the authority of the same, That for the thereof. better surveying, ordering, amending, and keeping in repair the"
1548602500_000002,"A bill for repairing and widening the road leading from the Well at the North-West end of the town or village of Farnborough in the county of Kent, to a place called Riverhill, in the parish of Sevenoakes, in the said county.",Great Britain. Parliament,74,4,0,6,5,1,3,0,2,1,2,0,2,1,2,0,10,2,1,1,0,1,1,3,0,1,3,6,0,0,6,1,1,4,4,1748,1,1,"[London : s.n., 1748].",London,28,unknown,,,FALSE,"other Catdle, from any Wagon , Wain, Cart , or other Carriage , at or before the same ahall come to any of the Gates or Tirrnpikes ereaecd byt virtue of this art, with an Intent to avoid paying any of the. Tolls or Duties hereby imposed, or thall conceal"
1246600600_000015,"An act for repairing the roads from the town of Leeds, through Harwood, to the South-west corner of the inclosures of Harrogate; ...",Great Britain. Parliament,63,3,1,1,1,0,1,1,2,1,1,0,1,0,0,0,1,1,4,1,0,0,9,1,2,0,5,5,7,0,3,3,3,4,1,1752,1,1,[London] ; Printed in the year 1752.,London,76,unknown,,,FALSE,"said respective Days Work, fb ordered and appointed, as aforesaid. 1.'nl it. L ?: sng, That in cafe any Tollbar shall be ercted between the said Town of Ripenz, and the End of the lane leading to gir vendalc, it flvill and may be lawful to and for the said"
0349100109_000279,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,79,3,0,1,0,1,0,0,2,0,1,6,2,1,2,1,4,3,3,1,2,0,3,2,0,2,3,8,6,0,7,0,12,3,0,1786,9,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,653,unknown,,,FALSE,"los. · before 5 truf this act shall for gain, reward, or otherwise permit any person tees or a or persons whatsoever to pass through any gate , passage, or way, justice with any coach .or carriage whatsoever, horse , horseman, mare, ass, mule, or any sort of cattle ,"
1247200600_000038,"Laws relating to the turnpike roads. I. The General Turnpike Road Act. II. Acts relating to Colnbrook Turnpike. With a Plan of the Road from Cranford-Bridge, in Middlesex, to Maidenhead-Bridge, in Bucks.",Great Britain,78,0,0,2,3,0,0,0,2,0,3,0,3,0,1,0,2,5,2,3,0,0,2,6,2,1,1,5,3,2,11,0,9,2,8,1772,1,1,"Eton : printed by J. Pote, MDCCLXXII. [1772].",Eton,220,unknown,,,FALSE,"or negleet to do the same 15 Days after Notice, log C Carts , Carriages , or Wagons attending Soldiers on a March not to pay the Tolls , 1 7 -- -- - * nor with Vagrants sent by Passes , ibis. Clerks to the Trustees , to affix"
0122301400_000004,"An act for repairing and widening the road from Flimwell Vent in the county of Sussex, through Highgate, in the County of Kent, and the Parishes of Sandhurst, Newenden and Northiam to Rye in the said County of Sussex, and from Highgate aforesaid to Cooper's Corner in the said County of Sussex, and to Tubb's Lake in the said County of Kent.",Great Britain. Parliament,95,0,0,9,2,3,0,1,0,1,0,2,0,0,7,1,12,1,0,8,0,0,1,5,2,5,2,6,0,4,13,1,0,7,2,1762,1,1,"[London : s.n., 1762].",London,27,unknown,,,FALSE,"Chalk, Lime, Marl, Compost, or other Materials for manuring of Lands or Gardens, or with Hay, Corh in.the Straw, Hops, Wood, Faggots, hop poles, and Charcoal, do not pass through more than one of the said Gates , toll free. - ~lienb aid, and it it betdb furtitbe cnatted and"
0121700800_000065,"An appendix to the abridgment of the statutes of Ireland; containing an abridgment of the several acts passed in this Kingdom, in the seventh year of ... King George the Third, to the eleventh and twelfth years inclusive. With a table of the titles of the statutes, ... B Francis Vesey, Esq;","Vesey, Francis",69,1,0,1,2,1,1,1,3,1,1,1,1,0,1,0,6,2,0,7,4,2,3,0,0,0,1,4,0,1,10,2,6,4,2,1773,1,1,"Dublin : printed by the executors of David Hay, assignee of the late Boulter Grierson, 1773.",Dublin,330,male,1721,1804,FALSE,"exposing * sin any place whatsoever any flax, tow, hemp, flaxen yarn, hempen yarn, ticken, plain, striped, chequered, painted, or stained linens, buckrams, or canvas, so as they they shall not at same time carry or expose to sale any other goods , wares, or merchandises. XIV sect. 14 This"
0977201000_000048,"An abstract of all the acts passed in the fourth session of the sixth parliament of Great Britain, and in the Twelfth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,79,0,0,2,3,1,0,0,3,0,1,0,3,0,0,0,2,2,4,3,2,0,0,5,4,2,6,11,1,2,10,0,7,3,2,1726,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1726.",London,80,unknown,,,FALSE,"Toll at the First Gate , and. 4r. producing a Ticket , shall be liable to pay at any of the other Gates ; and no Person pafling the Place where Toll is taken, and returning the same Day before Teste at Night, with the same Horse , Coach ,"
1272902400_000002,"Turnpike and highway laws. (Necessary for all trustees of turnpikes, justices and their clerks, surveyors, constables, farmers, &c.) Abstracts of two acts passed in the 13th year of ... King George III. Anno 1773, ...",,93,0,0,12,7,0,1,1,0,1,1,0,0,0,3,5,4,0,0,12,0,1,1,1,2,1,0,4,1,0,18,1,4,6,6,1774,1,1,"[London?, 1774?].",London,57,unknown,,,FALSE,"with wheels lefi..an 6 inches, by 5 horses ; and carts with wheels legs than 6 inches, by 4 horses . And in cafe the whole rise of any hill be more than 4 inches in a yard on an average, the trustees may allow any number of horses they"
1203501300_000001,"A bill for repairing and widening the roads leading from Lobcomb-Corner, in the parish of Winterslow, to Harnham-Bridge, in the county of Wilts; ...",Great Britain. Parliament,68,2,4,1,0,2,1,1,2,1,1,0,3,1,0,0,6,2,2,1,1,0,2,3,8,1,4,5,0,0,8,0,2,3,1,1753,1,1,"[London, 1753].",London,28,unknown,,,FALSE,", [I ]- % *. b.,.,, · . t  : .: : .:.. : -   .' /. ..... - /. ..-.,; t ... ....^  h ty :  ./-: - (- : l2i85at* southeast 3$ ""A z * b g RI... Saturn, ft th Paril,. e"
1615900200_000002,"An act for repairing the road leading from the city of Dublin to Kilcullen-Bridge, in the county of Kildare.",Ireland,77,4,2,1,1,2,1,1,5,1,1,0,2,0,6,1,4,5,2,3,0,0,5,4,0,1,2,5,3,0,13,0,0,1,1,1781,1,1,"Dublin : Printed by the executors of David Hay, assignee of the late Boulter Grierson, printer to the King's Most Excellent Majesty, 1781.",Dublin,92,unknown,,,FALSE,"of Money , thall be demanded and taken in the 7 G. 2 r6. Said fatal Name of or as a Toll or Duty ; ared. and the Money to to be raised as aforesaid, is, and thall hereby be vefied in the said Trdl tees, and the same and"
1246500607_000160,"An exact abridgment of all the statutes in force and use, from the beginning of the eleventh year of King George I. to the fourth year of his present Majesty's reign. Vol. Vii.",Great Britain,104,0,1,5,4,2,3,3,1,2,5,0,9,0,0,0,0,0,3,21,0,0,0,2,1,8,6,7,0,0,14,2,0,1,4,1732,7,7,"London : printed by his Majesty's printers, and by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Crown and Mitre against Fetter-Lane in Fleet-Street, MDCCXXXII. [1732].",London,383,unknown,,,FALSE,"the County of Nottiniham. The Toll by this A. took Place, and is to continue Twenty one rears, from the twenty-fifth of June, 17 6 The said Toll is as follows, viz. For every Coach , Berlin, Six Horses , or more, as. Chariot , Chaise , Chair , or"
1548602100_000002,"A bill for inlarging the term and powers granted by an act passed in the third year of the reign of His Present Majesty, for repairing the several roads leading into the city of Hereford.",Great Britain. Parliament,80,3,0,5,4,5,5,1,2,3,4,0,1,0,4,1,8,1,0,4,0,0,1,4,0,2,0,1,0,3,11,0,0,5,2,1749,1,1,"[London : s.n., 1749].",London,12,unknown,,,FALSE,"mentioned, initead of the Tolls and duties litid, and made payable, b12 y the said former AB, before any Coach , berlin, l~ndau, Clhariot, L icaric, Calash, Chaire , Chlair·, wgaggon, Wain, Catrt ~r othce Carriage . ht e~i, ivmare, Ociding, Mule or Als, Oxen, Sheep, Lamrrbs, Ilogs or other"
0349000107_000331,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,79,1,0,3,2,3,5,4,2,4,4,0,0,1,5,0,2,3,1,11,1,0,3,2,0,0,0,2,0,0,9,0,4,3,4,1786,7,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,948,unknown,,,FALSE,"Wilson esquire, William Gunne esquire, Walter Weldon efiquire, VOL. VII 7 F George A. D. George Hartpole esquire, John Bambrick esquire, reverend Though. i757. mas Bufl, John Wandesford gentleman, Francis Lodge esquire, Chap. 18 James Edmonds gentleman, John Whitehead gentleman, Theo mas Wright gentleman, Christopher Hunt esquire, Andrew Nef bitt"
1203701800_000001,"A bill for repairing the road from North-Shields in the county of Northumberland, to the town of Newcastle upon Tyne.",Great Britain. Parliament,73,2,0,3,1,2,0,2,2,2,2,0,2,1,7,0,2,4,1,3,2,0,2,2,0,1,4,6,0,0,10,1,6,2,1,1749,1,1,"[London, 1749].",London,24,unknown,,,FALSE,"2/ / A B I L L for repairing the Road from North... in the County of Northumberland, to the Tojwn of Newcastle upon Tyne. ^ftisiim8 lc crz the Road leading from North shields in the Preambc. County of Northumberland, to the Town ofnewcafile as. tw. upon ryine, is, in"
1246500607_000163,"An exact abridgment of all the statutes in force and use, from the beginning of the eleventh year of King George I. to the fourth year of his present Majesty's reign. Vol. Vii.",Great Britain,119,0,2,8,6,3,5,6,4,6,9,0,5,0,0,0,0,0,0,32,0,1,0,1,0,4,5,5,0,0,7,3,0,2,5,1732,7,7,"London : printed by his Majesty's printers, and by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Crown and Mitre against Fetter-Lane in Fleet-Street, MDCCXXXII. [1732].",London,383,unknown,,,FALSE,"June, 1727, and is to have Continuance from thence for twanty open Tears, and is as fallowsj, viz. For For every Cobch, Berlin, - Six Horses , is. 6d. Chariot , Calafi, Chaise , or Four Horses , 8 d. Chair , drawn by mtwo Horses , 6d. For every"
1246500607_000171,"An exact abridgment of all the statutes in force and use, from the beginning of the eleventh year of King George I. to the fourth year of his present Majesty's reign. Vol. Vii.",Great Britain,104,0,1,2,5,2,2,3,1,3,6,0,7,1,1,0,0,0,2,27,0,0,0,0,2,2,6,9,0,0,11,4,0,1,6,1732,7,7,"London : printed by his Majesty's printers, and by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Crown and Mitre against Fetter-Lane in Fleet-Street, MDCCXXXII. [1732].",London,383,unknown,,,FALSE,"fi County , lying on the south fide or north fide of the Road hereby intended to be repaired , leading from Boughtoa stteet under the Blen to Bor don, for pafling or repafiing cross the Roads to everjbham. Sittenbam, Milton, or Crowvn key in that County : Nor for"
0079801700_000013,An act for repairing and widening the high road from Wetherby to Grassington.,Great Britain,79,2,0,2,2,1,0,2,1,2,2,0,0,0,6,1,2,1,2,5,1,0,6,4,0,0,6,9,0,0,8,0,10,2,2,1759,1,1,"London : printed by Thomas Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, 1759.",London,116,unknown,,,FALSE,"entitled thereto, and in cafe of Refusal to accept the same, then, upon leaving the same in the Hands of the Clerk, for the time being, of the said Truffees, for the Use of such Person or Persons as the said Trustees , or any Five or more of them,"
0596900106_000336,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,84,1,0,6,4,3,5,5,2,4,4,0,0,0,5,0,4,3,1,10,2,0,3,3,0,1,0,2,0,0,9,0,3,2,2,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"rated, the honourable Henry Flower, Ephraim Dawson, William. ""pill 1 Henry Dawson, Pole Colby, Hunt Welsh, John Barrin. f; eho/d, or tonne, Jonah Barrington, colonel Humphrey Bland, Nathaniel 10 Mitchel, Thomas Fitzgerald, William Fitzgerald, John Lion, Bowen Southwell, Warner Weflenra, William Wall of Maryborough, Arthur Brereton, Robert Brereton, Bartholomew will"
1203702100_000013,"A bill for repairing and widening the road from the north end of Bridgeford-lane, in the county of Nottingham, ... to the bowling-green at Kettering, in the county of Northampton.",Great Britain. Parliament,74,2,0,2,1,2,2,2,0,2,2,0,1,1,4,0,4,1,0,2,2,0,1,1,0,3,2,9,0,0,12,0,6,8,2,1754,1,1,"[London, 1754].",London,24,unknown,,,FALSE,"the said Road , and making gcad such Stones or Posts, so broken or defaced: And in cafe the Person or Persons so offending, and convicted, shall have no Goods and Chattels, then it shall and may be lawful to and for any One or more such Justice or Justices,"
0977201000_000052,"An abstract of all the acts passed in the fourth session of the sixth parliament of Great Britain, and in the Twelfth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,68,0,0,1,3,2,0,0,2,0,0,1,3,0,0,1,0,0,6,3,0,1,6,4,1,0,2,4,6,0,9,3,6,2,2,1726,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1726.",London,80,unknown,,,FALSE,"of a Wagon , palling through the Turnpike with the Wagon ; or for a Horse bringing Milk to Liverpool or Prefcot; or for any Horse bringing Corn, Butter, or Cheese, except in Carts , to be sold in the Markets ; or for Cattle coming to or going from"
0527100101_000480,An institute of the laws of Scotland in civil rights: with observations upon the agreement or diversity between them and the laws of England. In four books. After the General Method of the Viscount of Stair's Institutions. ...,Andrew McDouall,94,0,6,4,0,1,0,0,3,1,3,0,4,0,5,1,2,4,10,4,0,0,2,3,1,3,6,5,0,0,17,0,4,4,1,1751,1,3,"Edinburgh : printed by R. Fleming, for A. Kincaid and A. Donaldson, and sold by them and other booksellers, M.DCC.LI. [1751]-53.",Edinburgh,713,male,1685,1760,FALSE,"reparation of bridges or highways shall be determined in the county , and not removed by Certiorari. S.theprivi WHERE highways or bridges cannot be repaired by the ordina iege of erecting gatec or ry course appointed by the laws and itatutcs of the kingdom, the turnpikeson, landholders, in those places"
0171600103_000079,"A new abridgment of the law, alphabetically digested under proper titles. In five volumes. By Matthew Bacon, ... The sixth edition, revised and corrected; with additional notes and references. Also a supplement, ... By T. Cunningham, ... Appendix to Bacon's New Abridgement of the Law, Alphabetically digested under proper titles. By Henry Gwillim, of the Middle Temple, esq. Barrister at Law. ...","Bacon, Matthew",92,0,0,6,5,0,0,0,0,0,3,0,0,0,4,2,2,0,9,2,0,0,1,1,3,0,5,14,7,0,5,2,4,11,6,1793,3,7,"Dublin : Luke White, 1793.",Dublin,932,unknown,,,FALSE,"The Justices of the Peace, at any Special Sefflions, u)li Application to them made by the Surveyor of any Parish , &tc. in it Sfuiotion before deferibed, may summon the Clerk and Surveyor of fact Turtpike Road to appear at same other Special Sessions, and to prodt C a State"
