PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(alon),termFreq(appear),termFreq(arm),termFreq(art),termFreq(beauti),termFreq(care),termFreq(charm),termFreq(death),termFreq(earth),termFreq(face),termFreq(fall),termFreq(fate),termFreq(fear),termFreq(fight),termFreq(flow),termFreq(form),termFreq(foul),termFreq(friend),termFreq(glori),termFreq(god),termFreq(grace),termFreq(hand),termFreq(happi),termFreq(head),termFreq(hear),termFreq(heart),termFreq(heaven),termFreq(hope),termFreq(hour),termFreq(joi),termFreq(king),termFreq(know),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mind),termFreq(natur),termFreq(night),termFreq(onc),termFreq(pain),termFreq(peac),termFreq(plain),termFreq(power),termFreq(prais),termFreq(ring),termFreq(round),termFreq(song),termFreq(sweet),termFreq(tear),termFreq(thought),termFreq(turn),termFreq(vain),termFreq(view),termFreq(virtu),termFreq(voic),termFreq(world),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0656300800_000040,The bull-finch. Being a choice collection of the newest and most favourite English songs most of which have been sett to music and sung at the public theatres & gardens.,,92,1,3,1,1,2,5,2,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,4,0,0,4,0,1,0,5,1,2,4,2,0,12,2,0,1,1,4,1,0,3,0,0,1,4,2,1,2,1,2,1,2,2,0,4,1746,1,1,"London : printed & sold by I. Hinton, [1746].",London,198,unknown,,,FALSE,"Bloom, Be obje&s of my Prayer; Let Avarice, Sanity, and Pride, Those envying glittering Joys divide, The dull Rewards of Care . To me thy letter Gifts impart, Each moral Beauty of the Heart , By studious Thought refined; For I', ealth, the Smiles of glad Content; For Power ,"
0308800600_000014,"Olney hymns, in three books. I. On select texts of scripture. II. On occasional subjects. III. On the progress and changes of the spiritual life.",William Cowper,94,0,2,1,1,1,0,1,1,2,2,2,0,0,4,0,0,0,0,1,2,4,8,0,1,0,1,4,0,4,2,7,0,5,3,3,3,4,1,1,1,1,1,2,0,2,3,0,0,2,2,1,0,1,4,0,0,1,2,0,1792,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard, MDCCXCII. [1792].",London,348,male,1731,1800,TRUE,"prayer, The angels make my soul their care ; Mine is the oromife sealed with blood, And Jofus lives to make it good, I. CHRO. Book LO 42 I. CHRONICLES. XLI Paith's Review and Expeflation. Chap. XVII 16, 17 A. AMAZING grace ! (how sweet the sound!) That fav'd a"
0499500107_000025,Bell's classical arrangement of fugitive poetry. Vol. Vii.,,90,0,0,0,4,2,1,2,2,0,2,0,1,1,3,0,0,2,0,1,1,0,0,0,3,0,1,6,1,5,0,5,0,3,0,1,1,10,2,0,3,1,2,0,1,1,1,0,1,1,3,2,6,1,3,2,1,1,0,0,1789,7,7,"London : printed by John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCLXXXIX. [1789].",London,176,unknown,,,FALSE,"Delightful scenes of blessed delusion spread. "" Come, come, my Prince! my charmer! haste away; Come, come, I cried, thy Zara blames thy stay. For thee the shrubs their richest sweets retain; For thee, new colours wait to paint the plain ; For thee, cool breezes linger in the grove,"
0720500300_000012,"A collection of poems, by a young lady.","Swinney, Jane",86,1,1,2,1,1,0,3,1,1,1,1,0,0,1,0,6,2,0,4,1,0,1,1,3,3,1,7,4,1,0,1,0,1,0,1,1,8,2,2,1,1,1,2,1,1,0,0,3,0,1,5,0,0,0,1,0,1,1,3,1792,1,1,"Rochester : printed at the Phoenix Printing-Office. By Gillman and Etherington, and sold by J. Evans, No. 32, Pater Noster Row, London; Gillman and Etherington; and Townson, Chatham; Tracy, Brompton; Simmons and Co. and Bristow, Canterbury; Blake, and Walker, Maidstone; Wise, and Knight, Tonbridge; Clout, Sevenoaks; Ledger, Dover; Burgess, Ramsgate; Silver, and Hall, Margate; and by Clacker, Chelmsford, Essex. [and 2 in Canterbury; 2 in Maidstone; 2 in Tonbridge; 1 in Sevenoaks; 1 in Dover; 1 in Ramsgate; 2 i Margate; 1 in Chelmsford], 1792.",Rochester,209,female,,,FALSE,"line the Strand, And hail them welcome to their native land. Fond expectation cheers the parent's heart . While hope and fear alternate bear a part. For just when heaven one much loved child restores, It calls her other far to distant shores. (But tis not left for mortals to"
0484900401_000034,"The fugitive miscellany. Being a collection of such fugitive pieces, in prose and verse, as are not in any other collection. With many pieces never before published.",,89,1,1,1,1,1,0,3,2,2,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,2,5,3,6,1,8,1,1,1,0,1,8,1,0,0,1,1,3,3,5,0,0,1,1,0,2,2,1,1,1,0,2,1,7,1774,1,2,"London : printed for J. Almon, opposite Burlington-House, in Piccadilly, M.DCC.LXXIV. [1774].",London,189,unknown,,,FALSE,"youthful boast? The dear exchange I hoped was given For slighted same, and fortune lost! Where, now, the joys that once were mine? Where all my hopes of future bliss? Must I those joys , these hopes resign? Is all her friendflip come to this? Must, then, each woman faithless"
0192800900_000022,A collection of hymns and psalms for public worship. From different authors.,,105,1,2,1,1,0,2,1,0,1,3,1,0,0,2,0,0,0,0,2,1,18,6,3,1,1,1,3,1,1,2,3,3,2,2,1,1,5,2,2,0,0,0,3,0,5,8,0,1,1,2,0,2,2,2,1,0,1,1,0,1790,1,1,"Plymouth : printed by B. Haydon, Printer and Bookseller to his Royal Highness the Duke of Clarence, MDCC XC. [1790].",,227,unknown,,,FALSE,"paid P 3 To To gods which mortal hands have made; Our Maker is our God alone . 11i. He framed the globe, he built the sky, He made the fining worlds on high, And reigns complete in glory there; His beams are majesty and light ; His beauties how"
0247100300_000003,"Poems by James Fordyce, D.D.",James Fordyce,82,1,0,0,0,4,4,1,2,1,0,2,0,0,1,0,2,1,0,4,0,0,2,0,2,0,1,4,1,1,1,2,1,1,1,0,3,10,3,1,1,0,2,0,0,2,1,0,0,1,1,2,2,1,2,1,2,1,1,5,1786,1,1,"London : printed [by T. Spilsbury] for T. Cadell, in the Strand, M.DCC.LXXXVI. [1786].",London,282,male,1720,1796,FALSE,"through the whole, Th'unftudied emanation of the Soul! See SERAPHINA shine with mental rays, Beyond the bloom of Beauty's richest blaze. See her to gaudy ornament a foe, To modifli flutter, and unmeaning flow . See her engage alike the old and young, ali.k inspire the male and female tongue"
0636900300_000325,"The new annual register, or general repository of history, politics, and literature, for the year 1784. To which is prefixed, a short review of the state of knowledge, literature, and taste, in this country, from the accession of Edward the First, to the accession of Henry the Fourth.",,72,0,2,0,1,1,2,1,1,2,0,2,0,1,1,0,2,2,0,2,1,1,4,0,1,0,1,5,0,1,1,1,0,1,1,0,0,6,1,1,2,2,1,1,1,1,0,0,0,2,6,1,0,1,2,0,1,2,0,3,1785,1,1,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXV. [1785].",London,714,unknown,,,FALSE,"Mr. SHERIDAN's Life of Dr. SWIFT.] AIL, bluffing goddess, beauteous Spring;, H Who, in thy jocund train dost bring Love ? and graces , smiling hours , Balmy breezes, fragrant flowers, Come, with tints of roseate hue, Nature's faded charms renew. Yet why should I thy presence hail? To me"
1301100100_000084,"The Speaker: or, Miscellaneous pieces, selected from the best English writers. And disposed under proper heads, with a view to facilitate the improvement of youth, in reading and speaking. To which is prefixed an essay on elocution. By William Enfield, L.L.D. lecturer on the belles lettres in the academy at Warrington.",William Enfield,79,1,1,0,0,0,4,1,1,0,3,1,0,1,0,0,0,3,0,1,0,0,0,3,1,0,0,3,4,2,2,4,0,1,5,1,2,4,3,3,3,0,1,1,1,2,0,0,1,3,1,1,1,0,1,1,2,1,3,1,1777,1,1,"London : Printed for Joseph Johnson, St. Paul's Church-Yard, MDCCLXXVII. [1777].",London,456,male,1741,1797,FALSE,"of gay care , he tosses out the night , Or melts the thoughtless heurs in idle slate? What though he knows not those fantaffic joys , That still amuse the wanton, fiill deceive; A face ofpleafure, but a heart of pain ; Their hollow moments undelighted all? Sure peace"
0080000600_000016,"Pleasing melancholy or a walk among the tombs in a country church yard, in the stile & manner of Hervey's Meditations; ...","Wright, George, Esq",89,0,1,1,2,2,2,0,1,5,2,0,1,1,2,0,2,0,0,6,0,2,1,1,2,1,0,6,5,1,1,1,0,0,4,1,1,9,0,0,1,1,1,1,0,1,1,0,0,1,0,4,0,0,1,2,6,1,1,3,1793,1,1,"London : printed for Chapman and Co., 1793.",London,218,male,,,FALSE,"pausing here upon life's shifting scene, One reader imitates his well fpent days Then, at his deatl, the tear , (the moral given) Though' dropped on earth , shall be exhaled to heaven . On ayoung MA RR ED LADY. ALL cold, beneath this narrow heap, The earthly charms of"
0258800800_000011,"Poems, by M. Mitchell.","Mitchell, M.           1796",86,0,1,3,1,1,0,2,1,0,1,1,0,2,2,0,2,2,0,2,0,1,1,0,1,1,2,7,0,3,3,2,0,0,0,1,1,3,1,1,0,2,2,2,1,4,0,0,2,0,0,7,5,0,2,5,1,2,0,2,1796,1,1,"Yarmouth : printed by I. D. Downes, 1796.",Great Yarmouth,113,unknown,,,FALSE,"sue in vain ! Tis for these objects that my heart overflows, Tis fond affection, (source of tenderest woes!) That now to female softness melts my soul, Whilst nature prompts, what reason would control. E 50 Oh! how my heart shrinks from that fatal hour , When bitterest pangs my"
0439801200_000003,"The triumphs of temper; a poem: in six cantos. By William Hayley, Esq.",William Hayley,87,0,0,1,0,3,2,5,2,0,3,1,0,1,0,1,0,5,0,1,0,0,4,1,1,0,1,4,1,0,1,5,0,0,3,1,4,6,2,3,1,1,1,0,0,4,0,1,2,0,2,0,1,1,2,5,0,1,1,2,1799,1,1,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1799.",London,180,male,1745,1820,TRUE,"radiant eves began to close, When to her view a friendly vision roic: A fairy Phantom firuck her mental sight, Light as the gofamer, as rcther bright; Arrav'd like Pallas was the pigmy form , When the sage Goddcfs stills the martial storm, I icr casque was amber, richly graced"
0713800400_000012,"A collection of all the poems written by William Drummond, Of Hawthornden.",William Drummond of Hawthornden,85,2,0,0,0,1,4,0,0,2,6,1,1,1,0,0,0,0,0,0,3,0,1,1,1,1,1,2,4,2,1,3,1,0,4,2,4,3,2,0,4,1,2,0,2,1,0,0,2,1,3,2,1,4,0,0,2,1,4,1,1711,1,1,"Edinburgh : printed by James Watson, in Craig's-Closs, 1711.",Edinburgh,63,male,1585,1649,FALSE,"0 E M S. The Second Part. i. SONNET. O F mortal Glory O Coon darkened Ray! O posting Joys of Man! more swift than Wind, O fond Desires! which winged with Fancies stray, O traitr'ous Hopes ! which doour Judgments blind: Lo, in a Flail that Light is gone"
0225800500_000067,"The poetical preceptor; or, a collection of select pieces of poetry; extracted from the works of the most eminent English poets. Particularly Addison, Akenside, Armstrong, D. Buckingham Collins, Congreve, Cowley, Cowper, Denham, Dryden, Dyer, Garth, Gay, Grainger, Gray, Hill, Johnson, Ben. Jonson, Lee, L. Lyttleton, Mallet, Mason, Milton, Otway, Parnell, Philips, Pope, Prior, Rowe, Shakespeare, Shenstone, Spence, Swift, Thomson, Tickell, Waller, Wharton, Whitehead, Wilkie, Young, &c. And calculated for the Use, not only of Schools, but of Private Gentlemen.",,70,1,1,1,1,0,0,1,0,2,3,0,1,1,2,1,3,2,0,1,0,3,2,1,0,0,1,1,0,0,1,4,1,3,2,3,1,0,0,1,4,1,0,0,1,0,2,0,1,2,1,0,2,1,1,4,0,2,1,2,1790,1,1,"London : printed only for S. Crowder, Pater-Noster-Row, MDCCXC. [1790].",London,396,unknown,,,FALSE,"to the wood, And lost in thought , no. more perceived The branches whisper as they waved: It seemed, as all the quiet place Confessed the pretence of the grace . When thus ihe fpoke go, rule thy will, Bid thy wild passions all be still,. Know god and bring"
0096600201_000081,"The canterbury tales of Chaucer, modernis'd, by Mr. Betterton, Mr. Boyle, Mr. Brooke, Mr. Cobb, Mr. Dryden, Mr. Grosvenor, Mr. Markland, Mr. Pope, Mr. Ogle, published by Mr. Ogle. To which is Prefixed, The Life of Chaucer, Written by Mr. Urry In two volumes. ...",Geoffrey Chaucer,83,1,1,1,3,1,1,0,4,5,2,3,0,1,1,0,1,4,0,7,1,0,3,1,0,2,0,3,2,0,1,0,1,0,3,1,1,5,0,1,1,1,2,2,0,1,1,0,0,0,1,3,1,0,2,2,2,0,0,3,1742,1,2,"Dublin : printed by and for George Faulkner, M,D,CC,XLII. [1742].",Dublin,363,male,1343,1400,FALSE,"Fiend withdrew. Thick Darkness yet withitood approaching Day, And camp'd upon the Wellern Summits lay, And scarce the fraggling Rays of orient Light , Excursive, pierced the paler Realms of Night , Their Passage through Constantia's Casement won, And viewed the brightest Form beneath the Sun, When the firll Glories"
1622400502_000234,"The preceptor: Containing a general course of education. Wherein the first principles of polite learning are laid down in a way most suitable for trying the genius, and advancing the instruction of youth. In twelve parts. Illustrated with maps and useful cuts. Viz. I. On reading speaking, and writing letters. II. On arithmetic, geometry, and architecture. III. On geography and astronomy. IV. On chronology and history. V. On rhetoric and poetry. VI. On drawing. VII. On logic. VIII. On natural history. IX. On ethics, or morality. X. On trade and commerce. XI. On laws and government. XII. On human life and manners. The seventh edition, with corrections, and improvements. In two volumes.",,74,0,1,0,1,6,0,1,3,0,3,1,0,1,0,0,1,1,0,1,0,1,1,0,2,0,2,2,1,0,3,3,0,0,2,2,3,3,1,2,1,0,0,2,1,1,1,0,0,2,4,0,3,2,3,0,1,2,0,3,1783,2,2,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXXXIII. [1783].",London,582,unknown,,,FALSE,"Love . "" Turn , gentle Youth , to me, to Love and Joy ! "" To there I lead : Nu ?lonfers here ihalj stay  Thine easy Court:; no Cares thy Peace annoy: "" I lead to Bills a II rer, sm: other wxay. ( Short is my"
0496300200_000025,The British album. A collection of poems. [Three lines of anonymous verse].,Robert Merry,77,0,1,0,0,1,1,0,2,1,0,1,0,1,1,0,1,1,1,7,0,0,1,4,2,0,2,4,2,2,4,3,0,1,3,0,1,4,2,0,1,3,1,2,0,2,0,0,1,3,2,1,1,1,1,0,0,0,1,3,1793,1,1,"[Boston] : Printed at the Apollo Press, in Boston, by Belknap and Hall. Sold at their office State Street, and at the several bookstores, MDCCXCIII. [1793].",Boston,336,male,1755,1798,FALSE,"my t iend! [To Alctta. And I will wall thy wound with my heart's blood. Wretch that I was to give implicit faith To such apparent, shallow artifice. Is there no fiery bolt of righteous Heaven To end my woes, and favc Ire trom difrlration? tiler. didcarlo wounl thy generous"
0608500900_000007,"Songs. Descriptive, moral, and pastoral. Humourous.",,86,1,1,0,1,0,2,2,1,0,0,1,2,1,1,0,0,0,0,2,0,2,0,0,0,1,0,3,1,3,1,4,4,1,3,0,1,5,4,2,4,2,2,3,1,1,0,0,1,2,4,0,1,2,6,4,1,0,1,1,1799,1,1,"[Ludlow] : Printed and sold by George Nicholson, Ludlow. Sold also by T. Knott; and Champante and Whitrow, London, 1799.",Ludlow,58,unknown,,,FALSE,"a constant fire from winter's cold, where you may sit, and think, and sing, far off from court, God bless the king ! Safe from the harpies of the law, from party rage, and great man's paw; a few choice friends of your own taste; a wise agreeable and chaste."
0134401200_000029,"Mental recreations: or, poetical essays on various subjects. By Isaac Gumley.","Gumley, Isaac",84,1,2,1,2,0,1,1,1,0,3,0,0,0,2,0,3,1,0,3,1,0,0,2,5,1,3,4,0,3,0,0,2,3,2,1,1,6,0,0,1,2,1,2,0,3,2,0,2,1,0,2,3,1,3,1,2,0,2,1,1797,1,1,"Market-Harborough : printed for the author, by William Harrod, [1797].",Market Harborough,287,unknown,,,FALSE,"me from your flig; i While you, abased, diftrefs'd and fore anaz'd, Like a mute itatue on the carpet gazed. Begor Be gone, FALSE youth , said I, though' once so dear, For thou no longer hast possession here: Hence from my sight! with thy new charmer firay Over the"
0478800100_000004,"Occasional poems, translations, fables, tales, &c. By William Somervile, Esq;",William Somervile,76,0,2,0,2,2,1,0,3,0,2,0,0,1,0,0,1,0,0,2,2,2,2,2,4,1,0,2,2,1,0,3,0,1,1,0,0,2,2,1,1,1,1,2,4,2,4,0,1,2,0,0,1,1,5,2,2,0,2,1,1727,1,1,"London : printed for Bernard Lintot, at the Cross-Keys between the Temple-Gates, Fleet-Street, M.DCC.XXVII. [1727] [1726].",London,399,male,1675,1742,FALSE,"every Thought , which every Word reveals. * The Letters which marked the spe.¶ators writ by Mr. 4ddijfz. C 4 With * With like Sutccefs, bright Beauty's Goddess tries To veil immortal Charms from mortal Eyes; Her graceful Port, and her celestial Mien, To her brave Son betray the Cyprian"
1145000500_000022,"A Collection of psalms and hymns, for publick worship.","King's Chapel (Boston, Mass.)",109,2,4,1,0,2,0,2,0,5,0,1,0,1,5,0,1,0,0,0,0,10,2,4,1,1,2,4,1,3,4,3,0,2,7,0,0,6,1,1,0,0,2,0,1,6,9,0,0,2,2,1,4,0,2,1,1,1,1,0,1799,1,1,"Boston : Printed by Manning and Loring, 1799.",Boston,263,unknown,,,FALSE,"to thee A joyful song I'll raise; - For 0! eternity alone Can. utter all thy praise , HYMN X Com mon Metre. Preserving 0oodnefs acknowledged."" HOOW are thy fervants'blefs'd, 0 LORD !' How sure is their defence:! Eternal wifdon is their guide s; Their i helpy omnipotence. hn foreign"
0110902100_000046,"Poems on several occasions. By William Hamilton Of Bangour, Esquire.","Hamilton, William",84,0,0,1,1,3,4,0,6,1,1,3,1,2,1,0,1,1,0,2,3,0,5,0,2,0,3,4,2,0,1,4,0,2,0,0,2,5,0,1,0,1,0,2,1,3,2,0,1,2,1,0,0,0,3,0,0,0,3,3,1760,1,1,"Edinburgh : printed for W. Gordon Bookseller in the Parliament Close, MDCCLX. [1760].",Edinburgh,275,male,1704,1754,FALSE,"her belong The heavenly lay, and magic song : How do we gaze with vas delight Her fingers swift harmonious slight, When over th' obedient keys they fly, To waken sleeping harmony? Whenever she speaks the joy of all, Soft the silver accents fall : Whenever she looks, in fill"
0462100603_000010,"The works of the Reverend Dr. Edward Young. In six volumes. Carefully compared and corrected by the author's edition. ... . To which is prefixed, an account of the life of the author.",Edward Young,82,0,2,0,0,1,4,0,2,4,0,0,1,4,1,0,0,1,1,2,0,2,0,1,2,1,2,1,3,1,4,4,0,0,2,2,1,7,0,0,3,2,1,2,0,1,0,0,0,7,3,2,1,0,0,0,2,0,1,1,1774,3,6,"Edinburgh : printed for C. Elliot. Parliament close, M.DCC.LXXIV. [1774].",Edinburgh,179,male,1683,1765,TRUE,"heaven lighted lamp in man, Once more I wake; and at the deftin'd hour , Puntual as lovers to the moment sworn, I keep my assignation with my wo. O! lost to virtue , lost to manly thought , Lost to the noble sallies of the soul! mwho think it"
0767200700_000014,Select hymns for the use of Christians of all denominations.,John Wesley,108,0,3,0,2,1,0,0,0,1,4,3,1,0,1,0,1,2,0,0,2,8,3,3,2,1,0,5,5,1,1,2,0,3,3,3,2,7,1,1,1,0,0,1,0,3,14,0,1,4,0,0,2,2,1,1,0,4,2,0,1774,1,1,"London : printed by R. Hawes, (no. 34.) in Lamb-Street, Near Spital-Square, 1774.",London,155,male,1703,1791,TRUE,"71) Y M N LXXX ( L 0 RY to God , whose fov'reign grace G Hath animated senseless stones, Called us to stand before his face , And r; is'd us into Abrahain's sons. 2 The people that in d: lrknefs lay, In sin and error's deadly thade, Have"
0646801300_000031,"The warbling muses, or treasure of lyric poetry: containing seven hundred and thirty-one songs, on all Sorts of Subjects, and in every Measure of Verse; a great Many of them from Manuscripts, and scarce any found in the Collections. Compiled for the Use of Musical Composers; as likewise for the Entertainment of Youth in our polite Schools. By Benjamin Wakefield, Esq; Being the first Attempt of this Kind.",,101,2,1,0,4,1,2,3,8,1,1,2,1,3,2,0,0,1,0,0,0,2,4,0,0,0,0,5,1,2,0,2,4,1,2,0,2,12,1,3,0,1,2,0,0,1,0,0,0,9,2,1,1,1,5,0,1,0,1,3,1749,1,1,"London : printed for G. Woodfall at the King's-Arms, near Craig's Court, Charing-Cross, MDCCXLIX. [1749].",London,311,unknown,,,FALSE,"A C CCEPT, my Love , as TRUE a Heart , As ever Lover gave: Iis free (it vows) from any Art , And proud to be ycur Slave. ( 37) hen take it kindly as twar meant, And let the Giver live ; ho with it would the World"
0276700500_000008,Occasional poems; by Mr. Colvill.,"Colvill, Robert",74,1,0,0,0,1,0,0,1,3,1,1,2,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,4,2,2,2,0,0,4,3,1,2,2,1,5,0,1,2,0,2,2,1,1,1,4,3,1,0,1,0,6,3,1,1,1771,1,1,"London : sold by J. Wilkie, at the Bible, St. Paul's Church-Yard; also by J. Dodsley, in Pall-Mall, and the other booksellers, M,DCC,LXXI. [1771].",London,152,male,,,FALSE,"blustering wind. Blessed isle! where kindly seasons cheer, With light and warmth,  the falling year: Where frost does life and' virtue yield, To store the air ; and' clothe the field: Whose vigorous clime, with strong embrace, For battle moulds a hardy race; .r[ [ ] While, over thy"
0089601501_000036,"The london polite songster: being, a new and choice collection of the most approved English and Scotch songs, airs, catches, &c. now in vogue, Including those Sung at the Places of Public Diversion, viz. Vaux Hall, Ranelagh, &c. Also at the Societies of Free Masons, Bucks, Sea Serjeants, True Britons, Choice Spirits, Bloods, &c. In two volumes.",,87,0,2,0,2,0,3,6,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,1,3,1,1,6,2,0,3,9,0,0,1,0,5,8,1,1,2,3,3,1,0,1,0,1,0,2,2,0,2,0,1,1,0,0,0,2,1763,1,2,"London : printed for and sold by R. Hopwood, at the Bible in Crown Court near Golden Square, MDCCLXIII. [1763].",London,267,unknown,,,FALSE,"maid, hy stings the Imart? Why throbs my once so blithlfbme heart , With pains that still ilcrcafe? Oh! why did heaven to Delia give, On whom my soul must ever live , Such beauty to destroy?? rather gave it not the maid Those beauties which can never fade, The"
