PassageID,Title,Author,Total termFreq,termFreq(agreeabl),termFreq(answer),termFreq(attent),termFreq(ball),termFreq(believ),termFreq(better),termFreq(brother),termFreq(certainli),termFreq(convers),termFreq(cri),termFreq(dai),termFreq(danc),termFreq(daughter),termFreq(even),termFreq(famili),termFreq(feel),termFreq(felt),termFreq(friend),termFreq(girl),termFreq(happi),termFreq(have),termFreq(hear),termFreq(heard),termFreq(herself),termFreq(hope),termFreq(hous),termFreq(ill),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(littl),termFreq(long),termFreq(love),termFreq(manner),termFreq(mean),termFreq(miss),termFreq(mother),termFreq(parti),termFreq(pleasur),termFreq(pride),termFreq(quit),termFreq(realli),termFreq(repli),termFreq(room),termFreq(saw),termFreq(sir),termFreq(sister),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(time),termFreq(wish),termFreq(woman),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0380000100_000076,"Woman. Sketches of the history, genius, disposition accomplishments, employments, customs and importance of the fair sex, in all parts of the world. Interspersed with Many Singular and Entertaining Anecdotes. By a friend to the sex.",John Adams,66,1,1,1,1,2,1,0,0,0,0,1,2,1,0,2,0,1,1,1,0,11,0,2,0,0,0,1,0,5,0,2,0,3,2,0,4,5,0,1,0,1,0,1,1,0,0,1,0,1,1,2,2,0,3,0,1,1790,1,1,"London : printed for G. Kearsley, No. 46, Fleet-Street, M.DCC.XC. [1790].",London,408,male,1750,1814,FALSE,"was necessary to find out his excellencies. However, with all his amiable qualities, qualities for which he was to be highly valued, he was keenly susceptible of jealousy. Maria gave him cause, indeed: yet had he made use of his reason, he must have been sensible that a woman of"
1377400203_000040,"Miss Melmoth; or, The new Clarissa. In three volumes.",Sophia Briscoe,63,1,1,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,1,0,1,4,2,1,2,2,1,1,1,4,1,4,3,1,1,0,2,8,0,0,0,1,0,1,1,1,3,1,0,1,2,1,1,1,0,0,0,1771,3,3,"London : printed for T. Lowndes, No. 77, in Fleet-Street, M D CC LXXI. [1771].",London,289,female,1740,1820,FALSE,"return of reason he used to beg I would send to. Miss Melmoth,. as with without her, life was not worth preserving; I assured him I would dispatch a servant for her the next morning, when I hoped I should be so happy as to see his choice. He expressed"
0036800504_000021,"Juvenile indiscretions. A novel. In five volumes. By the author of Anna, or the Welch heiress. ...",Anna Maria Bennett,67,1,1,1,1,1,2,0,0,0,0,0,4,2,3,4,3,1,3,0,1,7,1,1,0,1,0,1,0,4,1,0,1,0,1,2,4,1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,7,1786,4,5,"London : printed for W. Lane, Leadenhall Street, MDCCLXXXVI. [1786].",London,246,female,1760,1808,FALSE,"she conceived it, wong z derfully derfully entertaining to'our hero, at the ex. pence of every individual she knew; when a family , whose riches were at leas equal to Mr. Gab's, entered, and as the ladies were arrayed in such an elegant style, as to vie with, if not"
0507500801_000006,Seymour castle: or the history of Miss St. Leger. In two volumes. ...,,76,1,0,0,3,1,1,0,2,0,1,0,3,0,2,0,0,0,2,2,1,3,1,2,0,1,0,0,0,8,1,0,0,3,2,1,8,0,0,0,0,2,1,2,3,2,7,0,2,0,1,1,4,1,0,1,0,1789,1,2,"Dublin : printed by H. Colbert, No. 136, Capel-Street, M.DCC.LXXXIX. [1789].",Dublin,217,unknown,,,FALSE,"my dear Cecilia, is the vanity of human wishes . Whilst I was performing the part of the Archbishop of Canterbury, sr George Mordaunt made his appearance, and when the ceremony was end.d, he made me a number of compliments on my manner of acquitting myself, saying, you have the"
0036600303_000029,The ring: a novel: in a series of letters. By a young lady. In three volumes. ...,Young lady,83,0,0,2,0,2,0,1,0,2,0,1,0,1,4,3,0,2,5,0,6,11,2,0,1,1,1,0,1,8,1,1,2,3,1,1,2,0,2,1,0,1,0,0,0,0,4,1,0,2,0,1,5,1,0,0,0,1784,3,3,"London : printed for J. Stockdale, opposite Burlington-House, Piccadilly, MDCCLXXXIV. [1784].",London,193,female,,,FALSE,"in consequence of a short conversation which passed between himself and Mowbray (who with his lady has been in Town the last week, but set off for The wvood again this morning), and in which Sir Cecil assured him, that he had very good and sufficient reasons for believing ,"
0147103801_000045,"Robert and Adela: or, the rights of women best maintained by the sentiments of nature. In Two Volumes, ...",,73,0,1,1,0,2,0,0,0,0,0,0,0,1,1,5,1,0,3,1,3,10,0,2,1,1,2,0,2,8,0,2,0,1,1,1,2,1,0,1,0,3,1,0,0,1,3,2,0,0,4,0,2,0,0,2,1,1795,1,2,"Dublin : printed for P. Byrne, P. Wogan, W. Jones, and G. Folingsby, 1795.",Dublin,312,unknown,,,FALSE,"MONTFORT. WELL, at length, we are both on the same island. Both oui cafts from our native land. Adela tells me that (he has informed you of every circumstance attending on our flight. Am I not happy , Robert to have born off the only treasure I valued on earth?"
0012900501_000014,The history of Miss Maria Barlowe. In a series of letters. In two volumes. ...,,86,1,2,1,1,4,1,1,1,1,0,2,0,0,1,0,1,0,4,2,2,7,0,3,0,1,0,1,7,8,0,0,1,4,1,0,7,1,1,1,0,0,0,2,0,1,2,0,1,0,1,3,2,0,0,0,6,1777,1,2,"London : printed for Fielding and Walker No. 20, Pater-Noster-Row, MDCCLXXVII. [1777].",London,263,unknown,,,FALSE,"a sufficient excuse for the trouble of this; ever since I had the pleasure of knowing Miss Barlowe, her many agreeable qualities have attached me to her, and it was with infinite concern I heard yesterday of the cloud which at present invelops your houfe but consolation F 2 on"
0710400104_000027,The pavilion. A novel. In four volumes. ...,"De Crespigny, Mary",99,0,1,0,1,1,1,0,0,1,3,0,4,0,3,0,1,0,0,1,0,7,0,2,0,2,0,0,8,18,1,0,1,0,1,3,11,0,3,1,0,1,1,5,1,2,0,1,3,5,4,0,1,0,0,0,0,1796,4,4,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XC.VI. [1796].",London,214,female,,,FALSE,"Lady Spriggs; but not having any time for explanations, she only said a few words of comfort to her, promising to find an opportunity for farther conversation in the even ing and then, as fle had agreed, followed the party , who were gone into another flhop close by. while"
0423900302_000002,"Agitation: or, memoirs of George Woodford and Lady Emma Melvill. In three volumes. Dedicated (by permission) to the Honourable Mrs. Lionel Damer. By the author of The ring, and The false friends. ...",Author of The ring,69,1,2,1,1,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,1,6,2,1,1,2,1,0,0,8,0,3,0,1,1,0,5,0,0,1,0,1,0,1,0,0,6,2,0,1,0,4,6,3,0,1,0,1788,2,3,"London : printed for J. Barker, Russell-Court Drury-Lane, [1788?].",London,216,unknown,,,FALSE,"her child, finds the benefit of it in the end; if that child has a bad disposition, The may have a hard task to accomplish. Forgive me this digression, my fair readers, as I have no doubt but you would rather hear of George Woodford, with all his foibles, than"
0797200122_000474,The novelist's magazine. ...,,76,0,4,0,0,3,1,1,0,3,0,0,0,1,0,1,0,0,0,2,0,9,1,0,1,2,1,1,2,6,0,4,1,0,1,1,4,1,0,0,0,0,1,1,1,0,9,3,1,1,1,1,3,0,1,2,0,1787,22,23,"London : printed for Harrison and Co., 1780-88.",London,699,unknown,,,FALSE,"head about; my dear Miss Arnold ran and embraced me. (I know , Madam, you like I should be par ticullar.)  I suppose, Madam,  said Sir George, Mi's. Arnold has sent you for hlerprudent and obedievt daughter ;  Ik laid a gleat firels upon those two last"
0207200502_000008,Man as he is. A novel. In four volumes. ...,Robert Bage,83,2,3,1,0,1,2,0,0,0,0,3,2,0,1,1,1,0,1,0,2,5,1,0,1,4,0,0,1,9,1,4,1,0,2,1,11,2,1,0,0,0,0,3,0,1,5,1,0,0,5,0,0,1,0,0,3,1792,2,4,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, MDCCXCII. [1792].",London,248,male,1728,1801,FALSE,"as well without reason as with it. so Mr. Lindsay went to the Hall. D 3 C HAP. CHAP. XXXI IN my firfx exhibition of Lord Auf champ, he might not, perhaps, appear to my fair readers so polite a man as a lord ought to be. I now hope"
0425000601_000003,Isabinda of Bellefield. A sentimental novel: in a series of letters. By Mrs. Courtney. In two volumes. ...,"Courtney, Mrs",80,1,0,0,0,0,1,2,1,0,0,0,0,0,1,3,0,0,0,3,1,9,0,0,1,1,2,0,6,11,3,3,1,0,1,0,1,3,1,0,1,2,0,4,4,1,2,1,0,0,1,2,4,1,1,0,0,1795,1,2,"Dublin : printed for P. Wogan, J. Moore, J. Milliken, W. Mckenzie, and J. Rice, [1795?].",Dublin,256,female,,,FALSE,"at your house , was, I mufl own, a little mental reservation; for I could certainly have equipped myself au dernier gout, as I did thole happy evenings when with you there; but to my Ilory. When Betty came into my room in the morning, 1 alked her if the"
0423900301_000010,"Agitation: or, memoirs of George Woodford and Lady Emma Melvill. In three volumes. Dedicated (by permission) to the Honourable Mrs. Lionel Damer. By the author of The ring, and The false friends. ...",Author of The ring,68,0,1,0,0,1,1,2,1,1,1,2,0,4,1,0,0,0,3,1,2,1,1,1,1,1,1,0,0,6,2,1,0,3,1,0,6,2,0,0,1,0,0,1,0,1,5,0,0,1,3,1,4,1,1,1,0,1788,1,3,"London : printed for J. Barker, Russell-Court Drury-Lane, [1788?].",London,221,unknown,,,FALSE,"a smart blow from a lady's fan on the shoulder: he turned to see who it was, when he beheld Miss Harley and her mother , i to whom he immediately paid his compliments, at the same time expreffiig his fur.. prise at their beisg alone. The lively lively Clara,"
0479000101_000023,"Memoirs of the Marquis de Villebon, in a series of letters. A novel founded on facts; in two volumes.",,66,1,0,1,2,0,2,0,0,0,1,2,3,4,4,1,2,1,3,0,0,3,0,0,0,1,1,2,3,1,1,2,1,0,2,0,3,1,0,2,0,1,1,1,1,1,0,0,0,0,0,1,6,0,2,1,1,1796,1,2,"Salisbury : printed by J. Easton: for T. Cadell, jun. and W. Davies, (successors to Mr. Cadell); and G. and T. Wilkie, London, 1796.",Salisbury,221,unknown,,,FALSE,"could not endure that any young woman should be put in competition with her, and she had an ugly way of atting all the beaux of fortune that came into the country, in hopes that they would all dance with Miss Evelyn, if not take a fancy for life with"
0250400102_000026,The mourtray family. A novel. In four volumes. ...,"Hervey, Elizabeth",67,1,1,0,0,0,1,0,2,2,1,3,0,2,2,0,1,1,0,1,0,7,1,1,3,0,0,2,2,5,0,0,0,1,1,2,1,3,1,0,0,1,1,1,1,1,0,0,0,2,4,2,1,0,0,2,3,1800,2,4,"London : printed by Millar Ritchie, Middle Street, Cloth Fair, for R. Faulder, New Bond Street, 1800.",London,282,female,1748,1820,FALSE,"emigrants as well as the rest, would'all cut our throats, if they could."" Emma did not attempt to argue with her mother upon her ill -founded prejudices against the French in general, because she knew it would be to no purpose; so ihe contented herself with saying, that, though she"
0828900104_000014,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,81,0,4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,2,1,9,1,1,0,4,0,0,1,3,2,0,0,8,0,1,5,3,0,1,0,1,1,0,1,0,10,2,1,0,0,2,3,1,4,0,4,1770,4,7,"London : printed for J. and F. Rivington, R. Baldwin, S. Crowder, T. Longman, W. and J. Richardson, W. Griffin, W. Davenhill, W. Domville, T. Cadell, G. Pearch, T. Davies, and T. Becket, MDCCLXX. [1770].",London,305,male,1689,1761,TRUE,"and embraced me .:. My lovely girl , how .do you. ?Mylord, said he, turning to the Earl, I need not say This is Miss Byron.. He bowed low, and made me a polite compliment; but it had fenfe.in it, though'. high, and above my merits. Girls , writing of"
0555500102_000017,"Peggy and Patty; or, the sisters of Ashdale. In four volumes. ...",,59,0,0,0,1,2,0,1,0,1,0,2,1,0,1,1,0,0,4,7,1,4,1,1,1,0,3,0,0,1,1,4,0,1,2,1,1,0,2,1,0,1,0,1,0,1,2,2,0,0,1,2,1,1,1,0,0,1783,2,4,"London : printed for J. Dodsley, Pall-Mall, M,DCC,LXXXIII. [1783].",London,186,unknown,,,FALSE,""" But the manner of it,"" (said Peggy) "" is so delicate !"" -- Ah, poor deluded girl ! -- The day now arrived in which this little party were to set out for lord Racket's seat in the country: in, to our fifers, believing all that they believed ,"
0417600400_000021,"Biography for girls; or, moral and instructive examples for the female sex. Third edition. By Mrs. Pilkington.",Mary Pilkington,57,1,0,1,2,0,0,2,1,0,0,3,1,1,3,6,2,1,0,0,0,3,0,0,3,1,2,0,3,2,1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,1,0,1,3,0,1,0,0,2,1800,1,1,"London : printed for Vernor and Hood, Poultry; and Newbery, ST. Paul's Church Yard; by J. Cundee, Ivy-Lane, 1800.",London,213,female,1766,1839,TRUE,"condition that the child was always permitted to pass the Sunday with its parents. Mrs. Bowlesworth, (which was this relation's name) enjoyed some inferior situation about the court; though the perquisites and advantages which were annexed to it, put her (in point of circumstances) upon an equality with those in"
1009700202_000016,The history of Mrs. Drayton and her two daughters. In three volumes. ...,,76,1,0,0,0,1,1,3,1,2,0,2,0,2,0,0,0,0,1,6,4,13,1,1,0,1,0,0,2,2,0,0,0,2,1,1,2,1,0,2,0,0,3,2,0,2,8,0,0,2,1,1,1,1,1,1,0,1767,2,3,"London : printed for F. Noble; and J. Noble, 1767.",London,241,unknown,,,FALSE,"a man of your sense and knowledge in the world , talk so much like a fimpleton but if you F 2 really really are so besotted, as to think this agreeable , this amiable girl , necessary to your happiness , I pity you heartily, and wish you may"
0292100121_000005,"Bell's British Theatre. Consisting of the most esteemed English plays. .. . Containing Comus,..,[sic]....... By Milton. Alchymist, ....... - Ben Jonson. Love for Love, ..... - Congreve. Rival Queens, ..... - Lee.",,88,2,0,1,0,3,2,0,0,0,0,0,0,3,1,2,1,0,1,1,4,8,0,0,0,2,1,0,1,3,1,3,1,0,1,1,1,0,0,1,0,1,2,0,2,0,15,0,0,6,3,2,5,4,1,1,1,1797,21,34,"London : printed for, and under the direction of, George Cawthorn, British Library, Strand, 1797.",London,374,unknown,,,FALSE,"are, pining yourself to death. 380 Clar. Jenny, you are a good girl , and I am very much obliged to you for feeling so much on my account; but in a little time , I hope I shall be easier. Jen. Why, now, here today, Madam, for sartain you"
0277600204_000014,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,80,0,5,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,3,1,8,1,1,0,4,0,0,2,3,3,0,0,6,0,1,4,4,0,1,0,1,1,0,1,0,9,3,1,0,0,3,2,0,4,0,3,1762,4,7,"London : printed (by assignment from Mr. Richardson's executors) for J. Rivington, in St. Paul's Church-Yard; C. Hitch and L. Hawes, R. Baldwin, J. Richardson, S. Crowder and Co. and J. Coote, in Pater-Noster-Row, MDCCLXII. [1762].",London,304,male,1689,1761,TRUE,"an introdution to me by his Mother . But there were no thoughts of making any application to a girl whose heart was acknowledged not not to be her own. My Lord's honour would not allow of such an intention. Nor ought it. his impatience, however, hastened the message to"
0352200700_000014,"Orwell Manor. A novel, by Mary Elizabeth Parker.",Mary Elizabeth Parker,67,0,1,0,0,2,0,0,0,0,0,1,2,4,1,0,1,0,1,3,2,5,0,0,0,1,1,1,0,5,1,2,1,0,0,1,4,2,1,1,0,0,1,0,1,1,7,1,0,0,0,2,6,1,0,1,2,1795,1,1,"Dublin : printed for P. Wogan, P. Byrne, W. Jones, and J. Rice, 1795.",Dublin,349,female,,,FALSE,"it not a long time since we took our turn ?"" continued she. "" They have missed us in the dance , I really believe ."" They. They now mingled in the fantastic throng; and Lord John soon appeared to claim the Lady , who was resigned with a profound"
0468600101_000034,"Juliana Ormeston: or, the fraternal victim. In two volumes. By Mrs. Harley, ...","Harley, M., Mrs",60,1,0,1,1,3,2,2,0,0,1,0,2,0,0,1,0,1,0,1,1,7,2,1,0,1,0,2,1,3,1,0,1,2,0,2,1,2,0,2,0,3,3,0,0,1,1,1,1,1,0,2,1,0,0,1,0,1793,1,2,"Dublin : printed by Brett Smith, for Messrs. P. Wogan, P. Byrne, J. Moore, W. Jones, & J. Rice, 1793.",Dublin,323,female,,,FALSE,"wiicoulit, who. in the tenderefl language pofiltce end: avoured to calmn im apprehtlnfions. Finding all dang.r pait, he at length ficccedcd il fo: : .r degree. Jalmes it II 5 fecms, seems, had fired the pistol which occasioned my fright and the precipitate flight of the robber. My purse had"
1136000103_000130,"The beggar girl and her benefactors. In three volumes. By Mrs. Bennett, ...",Anna Maria Bennett,79,0,2,0,0,1,1,0,3,0,2,1,0,2,0,1,0,1,0,2,1,8,0,2,1,0,2,0,2,20,0,3,1,3,0,2,1,1,0,0,0,1,2,0,3,0,3,1,2,2,1,0,1,0,0,0,0,1797,3,3,"Dublin : printed by P. Wogan, 1797.",Dublin,376,female,1760,1808,FALSE,"dorothy and begged mhe would not speak ; he rapped again at lall Persian answered . I am come to tell my lady , said He, as 1 know (he is my, lady , and Doll tear (heet is not, that my master has cured him felf he has taken"
0048500302_000025,The posthumous daughter: a novel. In two volumes. ...,,66,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,6,0,0,2,0,0,1,2,2,0,1,0,1,3,0,1,0,0,1,0,3,0,1,2,1,8,6,1,0,2,3,0,4,0,0,0,1797,2,2,"London : printed and published by G. Cawthorn, British Library, 132, Strand, 1797.",London,333,unknown,,,FALSE,"subjec, and so pleasantly too, that I am more grieved that she has t his capricious habit. I truly am shocked at the a hole tenor of her behaviour, which is calculated to make herself and every one about her unhappy: this coolness and perversity on her part is quite"
0681500502_000010,The history of Alicia Montague. By the author of Clarinda Cathcart. ...,"Marshall, Jane",82,2,0,0,0,1,0,2,0,1,1,0,0,0,2,1,1,1,2,0,2,13,1,0,0,2,0,0,1,12,1,1,0,2,0,3,1,1,0,2,1,3,0,0,0,0,0,2,0,0,4,5,2,4,1,2,2,1767,2,2,"London : printed for the author: and sold by Robinson and Roberts: Richardson and Urquhart: and T. Cadell, (successor to Mr. Millar), 1767.",London,221,female,,,FALSE,"teems to be a sensible and agreeable woman , about about her miifrefs's years, is foeloquent in her praise, that it delights me to hear her. She tells me the fortune left by the old earl was not very great; but that, the children being young at his death, it"
0027900402_000010,The card ...,"Kidgell, John",66,2,1,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,1,3,1,6,1,0,0,0,0,0,5,2,1,4,0,0,0,0,5,1,1,2,0,0,2,0,1,1,0,5,0,2,1,2,4,0,1,1,4,1755,2,2,"London : printed for the maker, and sold by J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard, MDCCLV. [1755].",London,313,male,,,FALSE,"Sometimes these Visits to his Horses employ his Thoughts till supper time , when in he comes, with .perhaps a farmerly Fellow sneaking behind him, like his Dog, to tell his Honour where the Game lies. Delicious Elegance for Mrs. Bartlett, the politest, sweetest, gayest once of Women !- She,"
0380400205_000021,"Female stability: or, the history of Miss Belville. In a series of letters by the late Miss Palmer. ...","Palmer, Miss",86,3,5,0,0,3,0,0,0,0,0,1,0,2,0,3,1,0,0,2,6,12,1,0,0,0,2,1,1,2,2,1,0,4,1,0,3,3,0,0,0,1,2,1,2,1,12,0,1,1,0,0,2,1,0,2,1,1780,5,5,"London : printed for F. Newbery, the Corner of St. Paul's Church-Yard, M.DCC.LXXX. [1780].",London,211,female,,,FALSE,"a fiery engagement. Unknown to me they wrote to Sir William iedway; the Baronet answered the letter in person. I was surprised by his sudden appearance yeflcrday in my drefling room without any previous information; upon my asking the reason, I was not informed Sir William was in the house"
0277301202_000012,The fair Cambrians. A novel. In three volumes. ...,,89,0,0,0,0,2,0,0,0,0,7,0,0,1,0,1,0,0,0,1,0,9,4,5,2,2,0,1,3,12,0,0,1,0,0,0,13,2,0,1,0,1,0,1,3,0,2,1,1,5,1,1,1,1,2,1,1,1790,2,3,"London : printed for William Lane, Leadenhall-Street, 1790.",London,242,unknown,,,FALSE,"in the morning, had prevented the ladies from joining. "" Lord! my Lady ,"" cried Mrs. Jackson, Lady Anne's woman , as she entered, "" I have heard such a piece of news! Your Ladyflip will be so surprised; and yet it is sure to be true, for Mr. John"
0381001502_000110,"Pamela: or, virtue rewarded. In a series of familiar letters. From a beautiful young damsel, to her parents. Now first Published In order to cultivate the Principles of Virtue and Religion in the Minds of the Youth of Both Sexes. Vol.II.",Samuel Richardson,84,0,2,0,0,1,0,1,0,0,0,1,0,1,0,5,0,0,4,0,3,5,0,0,3,1,1,0,5,9,4,7,0,1,1,3,2,5,0,0,2,1,0,2,0,0,5,2,0,1,1,1,0,0,0,1,3,1742,2,2,"Dublin : printed by S. Powell, for G. Ewing and W. Smith in Dame's-Street, and G. Faulkner in Essex street, MDCCXLII. [1742].",Dublin,316,male,1689,1761,TRUE,"guilty Lessons, initead of improving. ones; till, at last, the effeet of their frequent Interviews grew too obvious to be concealed. That the young Lady then, when she was not fit to be seen, for the Credit of the Family , was confined, and all manner of Means were used,"
