PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(annuiti),termFreq(appear),termFreq(appoint),termFreq(author),termFreq(bank),termFreq(book),termFreq(cafe),termFreq(capit),termFreq(carri),termFreq(cent),termFreq(charg),termFreq(charter),termFreq(clive),termFreq(committe),termFreq(compani),termFreq(council),termFreq(court),termFreq(debt),termFreq(duti),termFreq(east),termFreq(england),termFreq(follow),termFreq(form),termFreq(fund),termFreq(gener),termFreq(govern),termFreq(governor),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(india),termFreq(king),termFreq(laid),termFreq(law),termFreq(letter),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nabob),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parliament),termFreq(payment),termFreq(person),termFreq(pound),termFreq(power),termFreq(present),termFreq(properti),termFreq(public),termFreq(receiv),termFreq(sea),termFreq(servic),termFreq(sever),termFreq(ship),termFreq(south),termFreq(stock),termFreq(taken),termFreq(trade),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0348100100_000505,"Lex mercatoria rediviva: or, a complete code of commercial law. Being a general guide to all men in business, whether as Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, or Agents. With an account of our mercantile companies; of our colonies and factories abroad; of our Commercial Treaties with Foreign Powers; of the duty of consuls, and of the Laws concerning Aliens, Naturalization, and Denization. To which is added, a sketch of the present state of the commerce o f the whole world; describing the Manufacturers and Products of each particular Nation; with Tables of the Correspondence and Agreement of their respective Coins, Weights, and Measures. Compiled from the works of the most celebrated British and Foreign Commercial writers. The whole equally calculated for the Information and Service of the Merchant, Lawyer, Member of Parliament, and private Gentleman. By the late Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar. The fifth edition, considerably enlarged, and improved, by Thomas Mortimer, Esq; Formerly his Majesty's Vice Consul at Ostend.",Wyndham Beawes,98,1,0,0,0,1,0,0,0,2,1,4,1,1,6,0,0,18,2,3,0,0,0,3,1,1,0,2,3,5,3,4,1,0,1,0,1,1,0,2,7,0,1,3,1,0,1,0,2,2,1,0,1,0,0,0,1,0,0,4,1,5,1792,1,1,"London : printed for R. Baldwin; T. Longman; B. Law; S. Crowder; T. Cadell; G. Robinson, and Co. F. and C. Rivington; J. Sewel; D. Steel; T. and J. Brooke; W. Otridge; Whieldon and Butterworth; W. Lowndes; and W. Evans, MDCCXCII. [1792].",London,1039,male,,,FALSE,"on their Stocks but in Money only. This Charter was to continue in Force for twenty-one Years, provided the Governor and Company complied exactly with the Rules therein prescribed, and likewise with such other Orders , Directions, Additions, Qualifications, and Reltritions, as their Majesties, by and rith the Advice of"
0471100200_000051,"A collection of statutes concerning the incorporation, trade, and commerce of the East India Company, and the government of the British possessions in India, with the statutes of piracy. To which, for more succint Information, are annexed, list of duties and drawbacks on the company's trade; the by-laws, constitutions, Rules and Orders for the good Government of the Company, and the Management of their Trade; and an abridgement of the company's charters. With a copious index. Compiled by F. Russell Esq. F. R. S. & F. S. A.",Great Britain,150,0,2,4,0,0,0,8,0,0,17,0,0,4,0,0,0,21,0,2,0,3,9,8,1,0,0,2,0,2,0,2,0,9,0,3,0,0,2,0,0,0,0,0,0,1,0,0,23,0,5,0,1,0,6,0,1,0,3,8,0,3,1794,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty, 1794.",London,756,unknown,,,FALSE,"that a sum not exceeding nine millions of the capital flock of the said South Sea Company , together with an annuity of five pounds per centum per annum issuing from the exchequer, and payable weekly, be ingrafted into the flock of the United Company of merchants of England trading"
0663700100_001016,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants.",Richard Rolt,84,1,2,2,0,0,0,1,2,0,3,2,0,2,0,0,0,13,0,1,7,2,0,0,0,0,1,1,1,7,2,0,1,1,0,0,2,2,0,0,5,0,0,1,0,2,2,2,1,0,0,0,4,1,1,0,0,0,3,0,1,5,1756,1,1,"London : printed for T. Osborne and J. Shipton; J. Hodges; J. Newbery; G. Keith; and B. Collins, MDCCLVI. [1756].",London,926,male,1724,1770,FALSE,"and expensive war against France in the reign of Queen Anne, due care was not taken for the regular payment of seamen employed in the royal navy; for, instead of money , those very useful men had tickets granted them in lieu of pay; which, by their great necefllitics, they"
1373400107_000098,"A collection of the Parliamentary debates in England, from the year M,DC,LXVIII. To the present time.",Great Britain. Parliament,109,0,0,16,4,2,0,2,11,1,4,2,7,5,0,0,0,7,0,1,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,5,0,1,2,4,0,3,4,0,0,1,1,1,2,2,0,1,0,2,2,4,0,1739,7,24,"[London : s.n.], Printed in the year, M,DCC,XXXIX. [1739].",London,517,unknown,,,FALSE,"taken in, and the particular duties whereupon every such annuity was charged , and the price agreed on for every such annuity ; and there shall be likewise en ter'd the additions which are to be made to the company's capital flock, after' the rate of 14 years purchase, for"
1009600300_000004,"The lottery pamphlet, or the wheel of fortune laid open to the public; or, thoughts on state lotteries: to which is added, the history of the public funds of England.",,94,0,0,3,1,0,0,10,1,0,5,1,4,1,4,0,0,17,0,1,0,2,0,1,0,1,0,1,4,1,3,0,0,3,3,0,1,0,0,1,1,0,0,0,1,2,0,2,1,0,0,0,0,3,0,0,1,0,0,8,0,6,1776,1,1,"London : printed for and sold by Messrs. Smith and Co. No. 152, Drury-Lane; and appointed to be sold at No. 91, High Holbourn; at the State Lottery Office, the Corner of Dean-Street, in Compton-Street, Soho; at the State Lottery Offices, No. 181, High Holborn; No. 292, Oxford-Street, the Corner of Davies-Street; and of Mr. Allen, in Vere-Street, Clare-Market, MDCCLXXVI. [1776].",London,33,unknown,,,FALSE,"739, 7b z2. io. to which Capital , if 963, 6391 the profits of the Company to the Year 1685, be added, the whole Stock will be fouini to i, 703, 402 Pounds . However, this Company having sustained several les by the Dutch, and the Subjets of the Great"
0372500107_000094,"A collection of the parliamentary debates in England, from the year M,DC,LXVIII. to the present time. ...",Great Britain. Parliament,111,2,1,15,0,1,0,0,3,1,4,0,1,2,0,0,0,9,0,0,6,10,0,0,2,0,2,0,2,0,7,0,1,0,0,1,0,1,0,0,2,0,0,1,0,5,2,3,0,0,1,0,6,1,6,0,4,0,5,0,4,0,1739,7,21,"[London] : Dublin: printed. London: reprinted, and sold by John Torbuck, 1739-42.",London,518,unknown,,,FALSE,"you, at my return, in such a state of tranquillity, as will show mankind how firmly my  government  government is established; which I chiefly desire, .because I think the security and preservation of my people, and of this happy constitution, de'  entirely upon it.' Then the Lord"
0764700300_000082,"The history of the customs, aids, subsidies, national debts, and taxes. Of England, from William the Conqueror, to the present year, 1778. By T. Cunningham, Esq. The third edition corrected. With several improvements suggested by Sir Charles whitworth, Chairman of the Committee of Supply and Ways and Means. And an appendix containing I. Particular Lists of the Taxes raised, and the Prices of Provisions, in the Reigns of Hen. III. Ed. I. Ed. II. Ed. III. Ric. II. Hen. IV. Hen. V. Hen. VI. Edw. IV. Hen. Vii. Hen. Viii. Ed. VI. Mary, Eliz and James I. II. A brief View of the public Revenue, both certain and casual, with the ordinary Expence of the Common-Wealth of England, Scotland and Ireland; together with a State of the public Debts, as the same appeared to a Committee of the House of Commons, in April, 1659, about seven Months after the Death of Oliver Cromwell.",Timothy Cunningham,76,0,1,5,1,4,0,0,1,0,3,2,0,1,0,0,3,4,0,0,2,3,0,1,0,0,3,2,1,0,1,0,2,0,0,0,0,0,0,0,1,0,2,3,1,1,2,0,0,0,0,0,1,5,7,1,2,0,6,0,1,3,1778,1,1,"London : printed for J. Johnson, No 72, St. Pauls Church-Yard, MDCCLXXVIII. [1778].",London,465,male,,1789,FALSE,"the coinage duty , c. By this a, betides the million to be issued to the South - sea company , in part of payment of that moiety of their capital , called South - sea annuities *, the sum of 50, 000oo. was taken from the Sinking Fund ,"
0133401800_000114,"Evidence of our transactions in the East Indies, with an enquiry into the general conduct of Great Britain to other countries, from the Peace of Paris, in 1763. By Mr. Parker, of Lincoln's-Inn.","Parker, Thomas, of Lincoln's Inn",104,2,0,0,0,6,0,0,0,0,1,0,0,2,0,15,10,9,3,1,0,0,0,5,2,1,0,9,3,1,0,1,0,2,2,1,0,5,0,1,3,5,0,1,1,0,0,1,0,5,1,0,1,3,0,0,0,0,0,0,0,1,1782,1,1,"London : printed for Charles Dilly, In The Poultry, M,DCC,LXXXII. [1782].",London,350,unknown,,,FALSE,"I will comply; but on his being pressed farther, lie agreed A small piece of money . to to give fifty thousand, which was not accepted. They at length, in about twenty days, consented to give one hundred and twenty-five thousand rupees. The money was sent in a itackeree, at"
0709501100_000154,"A collection of statutes concerning the incorporation, trade, and commerce of the East India Company, and the government of the British possessions in India, with the statutes of piracy. To which, for more succinct Information, are annexed, lists of duties and drawbacks on the company's trade, and of the Company's Duties and Charges on Private Trade; the by-laws, constitutions, Rules and Orders of the Company; and an abridgement of the company's charters. With a copious index.",Great Britain,103,0,1,0,1,0,4,1,0,2,1,1,0,0,0,0,0,14,0,1,2,1,4,3,0,0,0,1,0,1,5,1,1,2,0,3,2,0,6,1,2,0,0,0,0,6,2,1,4,2,3,0,9,1,0,2,5,0,0,0,4,3,1786,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",London,550,unknown,,,FALSE,"trial or hearing between the parties in such cause or action, in the same manner , in all respects, as if the several directions herein before prescribed and cnafled in that behalf were again repeated. XLV Provided nevertheless, and be it enacted, That no such depofi No depofiti tions, taken"
1290300104_000012,"The historical register, containing an impartial relation of all transactions, Foreign and Domestick. With a chronological diary of all The remarkable Occurrences, viz. Births, Marriages, Deaths, Removals, Promotions, &c. that happen'd in this Year. Volume VI. For the year 1721.",,99,1,0,2,0,1,0,2,1,1,0,1,0,0,0,0,4,8,0,3,6,1,0,2,1,0,0,2,0,0,1,1,6,2,0,1,3,0,0,0,1,0,0,4,1,3,0,1,0,1,5,0,9,1,9,0,3,0,5,5,1,0,1721,4,4,"London : printed by H. M. and sold by T. Norris on London-Bridge, R. Gosling in Fleet-Street, and H. Meere in Black-Fryers, where single Parts may be had, [1721].",London,436,unknown,,,FALSE,"at the Top of  every Page of the Book , all the Subfcrihers might g have read it, as many of them had done, and so  might have chosen whether they would have sot their Names to it or not; but that, it seems, some  Persons thought"
0709501100_000043,"A collection of statutes concerning the incorporation, trade, and commerce of the East India Company, and the government of the British possessions in India, with the statutes of piracy. To which, for more succinct Information, are annexed, lists of duties and drawbacks on the company's trade, and of the Company's Duties and Charges on Private Trade; the by-laws, constitutions, Rules and Orders of the Company; and an abridgement of the company's charters. With a copious index.",Great Britain,93,2,0,3,0,1,4,0,0,1,2,3,0,1,3,0,0,7,0,0,1,8,2,0,0,0,7,1,0,1,2,1,0,0,0,2,1,0,0,0,1,0,0,0,4,0,2,2,8,2,1,0,0,0,0,0,4,0,0,2,1,13,1786,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",London,550,unknown,,,FALSE,"and flock percent. of such defaulter and defaulters shall be liable to make good and anwlcr the said moneys so appointed to be paid , and the interel: thereof; and Shares nut that in cafe the principal and interest shall not be paid within the s pace or paid in"
1010400100_000499,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,128,0,1,16,0,0,0,5,0,0,5,0,0,1,0,0,0,13,0,0,3,7,0,2,0,0,18,3,1,2,4,0,2,0,0,0,0,0,1,0,2,0,0,0,0,4,3,0,0,0,0,0,1,0,12,0,5,0,12,2,0,3,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,FALSE,"boards, and scale FUN boards, and upon chequered and striped linens, and upon linens printed, painted, fained, or dyed, after the manu faeture, or in the thread or yarn before, in foreign parts; and upon silks, calicoes, linens, and fluffs, printed' painted, fained, or dyed, after the manufacure, in Great"
1424300101_000375,"A new and complete dictionary of trade and commerce: Containing a distinct explanation of the general principles of commerce; an accurate definition of its terms; an ample illustration of the laws and customs of all commercial states, with respect to mercantile affairs, in general; including the several treaties of commerce actually subsisting at this time between the different powers of Europe. A particular description of the different productions of art and nature, which are the basis and support of commerce; particularly distinguishing the growth, product, and manufactures of Great Britain and its colonies. An extract specification and valuation of all foreign coins, with easy concise tables for reducing them to the British standard. An historical and critical account of all public and private companies, and of all public banks and funds, with the nature of their securities. An abstract of the bye-laws and customs of all ports and harbours; with a description of the office and duty of consuls, agents, and other persons residing in foreign parts, for the protection of the commerce of their respective nations. Also observations on the present state of our foreign commerce, and of the new manufactures established and brought to perfection of late years in Great Britain, of which no account has hitherto been given in any other commercial dictionary. By Thomas Mortimer, Esq; His Majesty's Vice-Consul for the Austrian Netherlands.",Thomas Mortimer,102,1,0,9,0,0,0,11,1,1,0,0,1,2,0,0,0,4,0,1,0,6,0,3,0,0,8,2,0,2,1,0,0,0,0,2,1,0,1,0,9,0,1,3,3,2,11,1,0,1,0,0,1,0,7,0,3,0,1,1,0,1,1766,1,2,"London : Printed for the author; and sold by S. Crowder, at the Looking-Glass; and J. Coote, at the King's Arms, in Pater-noster-row; and J. Fletcher, in St. Paul's Church-yard, MDCCLXVI. [1766].",London,572,male,1730,1810,FALSE,"of five percent. shall be redeemned by' p>iialii~at!: the bank thall employ two perrons within theii oflcec London, one to be their chief cathier, the.cther bei accomptant general ; and the moneys conting iholisto exchequer for the payment of such annuities , hiall'~ paid quarterly to the said cashier, by"
0688700102_000296,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,94,1,1,4,1,0,0,16,0,3,1,2,0,0,0,0,0,11,0,2,1,2,1,2,3,0,1,3,7,2,0,1,0,2,0,0,0,0,1,1,7,0,2,1,3,1,0,1,0,0,0,0,3,4,0,0,0,0,0,1,0,2,1778,2,2,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,884,unknown,,,FALSE,"national debt due to the bank reduced to i, 6oo, cool. But in 1742, the com panyengagedtofupply thegovcrnment with 1, 6oo, oool. at 3 percent. which is now called the 3 percent. ant: uitier; so that the government was now indebted to the company 3, 200, 1 the one half"
