PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(arm),termFreq(bed),termFreq(birth),termFreq(blood),termFreq(bodi),termFreq(born),termFreq(bring),termFreq(brought),termFreq(cafe),termFreq(care),termFreq(caus),termFreq(child),termFreq(children),termFreq(continu),termFreq(dead),termFreq(death),termFreq(deliv),termFreq(deliveri),termFreq(father),termFreq(feet),termFreq(follow),termFreq(forc),termFreq(gener),termFreq(god),termFreq(hand),termFreq(happen),termFreq(head),termFreq(hous),termFreq(infant),termFreq(know),termFreq(labour),termFreq(ladi),termFreq(left),termFreq(life),termFreq(littl),termFreq(live),termFreq(mean),termFreq(month),termFreq(mother),termFreq(natur),termFreq(observ),termFreq(open),termFreq(oper),termFreq(order),termFreq(pain),termFreq(parent),termFreq(person),termFreq(present),termFreq(reason),termFreq(taken),termFreq(turn),termFreq(uteru),termFreq(water),termFreq(wife),termFreq(woman),termFreq(womb),termFreq(women),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0219001800_000087,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With sit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd an exact description of the parts of generation in women. A Work much more perfect than any now extant, and very necessary for all, especially Midwives and Men practising that Art. The fifth edition corrected, and augmented with several ne figures, and with the Description of an excellent Instrument to bring a Child that comes right; All correctly Engraven in Copper. Written in French by Francis Mauriceau. And translated by Hugh Chamberlen, M.D.",François Mauriceau,94,0,0,0,0,3,2,4,3,1,3,2,2,11,1,2,1,2,2,1,0,4,1,0,0,0,1,3,3,0,10,0,0,0,0,3,0,1,2,0,3,1,0,2,0,0,1,0,0,1,4,1,1,0,0,0,4,8,0,0,1716,1,1,"London : printed for A. Bell, at the Cross-Keys and Bible in Cornhill, near Stocks-Market, 1716.",London,436,male,1637,1709,FALSE,"draw it forth by at pleasure. But sometimes, notwithstanding all these Cautions, and the putting back of it, it will yet come forth every Pain ; then, without further Delays, the Chirurgeon must bring the Child forth by the Feet , which he must search for, though' the Infant comes"
0167500402_000011,"Medical instructions towards the prevention and cure of chronic diseases peculiar to women: ... To which are added, prescriptions, ... By John Leake, ...",John Leake,78,3,0,0,2,5,4,1,0,0,3,1,2,4,1,1,0,1,0,5,0,0,1,0,4,0,0,3,0,1,1,0,0,1,0,0,0,0,1,4,1,5,2,1,0,2,0,0,0,0,3,1,0,5,0,0,3,2,4,0,1787,2,2,"London : printed for Baldwin; Murray; and Egerton, 1787.",London,440,male,1729,1792,FALSE,"pass through the glands of the breafis; or even should no milk be itrained off, the want of it will dispose the habit to a plethoric tic state. For this reason , women who do not suckle, ate visited with a eturn of menses, even sometimes so early as the"
0465301100_000081,"A general treatise of midwifry: illustrated with upwards of four hundred curious observations and reflexions concerning that art. Written originally in French by Lamotte, Sworn Surgeon and Man Midwife at Valognes. And translated into English by Thomas Tomkyns, Surgeon.",Guillaume Mauquest de La Motte,87,2,0,5,0,3,0,1,0,4,2,1,0,12,0,3,2,0,2,3,0,4,1,0,1,0,3,0,0,0,1,0,1,0,0,2,1,1,1,5,1,1,3,0,0,0,6,0,0,2,0,0,1,1,2,3,2,0,4,0,1746,1,1,"London : printed for James Waugh, at the Turk's Head, in Gracechurch-Street, MDCCXLVI. [1746].",London,550,male,1655,1737,FALSE,"chord, but from that of some other vessels as those which furnish that evacuation in rome women , which make them fancy themfeives regular, which I have seen in some to the seventh month ; in this cafe delivery will be of no effect. We mufr take notice however, that"
0240001000_000062,"Outlines of the theory and practice of midwifery. By Alexander Hamilton, M. D. F. R. S. Edin. Professor Of Midwifery In The University, And Fellow Of The Royal College Of Physicians, Edinburgh. Arte Non VI.",Alexander Hamilton,100,0,2,1,0,0,4,1,3,1,3,0,0,13,2,0,0,1,3,2,0,9,0,0,1,0,12,0,2,0,0,0,1,0,1,0,3,0,3,0,1,2,0,0,5,0,6,0,0,1,1,0,3,8,2,0,2,1,0,0,1791,1,1,"London : printed for T. Kay, NO. 332. Strand; sold by W. Creech, Edinburgh, 1791.",London,422,male,1739,1802,TRUE,"edge of the bed , and her knees kept separate with a folded pillow, it will be sometimes necessary to turn her to her back; andi in those cafes where the child's feet are of difficult access, or where they lie towards the fundus uteri, the woman flioiud be placed"
0166100101_000066,"Cases in midwifery: with references and remarks. By William Perfect, M. D. of West-Malling, in Kent. ...",William Perfect,129,0,4,0,0,0,4,0,2,1,10,1,0,16,0,0,0,0,7,3,0,9,2,1,0,0,12,0,5,0,0,1,3,0,0,0,1,1,2,0,2,2,5,2,4,0,5,0,0,7,0,1,6,3,4,0,2,0,1,0,1784,1,2,"Rochester : printed for the author, by T. Fisher: and sold by J. Bew, Pater-Noster-Row; and J. Murray, Fleet-Street, London, 1784.",Rochester,427,male,1737,1809,FALSE,"mother , brought down the legs, and extraetcd the body , with the utmofi care and caution; the !iacenta followed , without much difficulty; it was a fine healthy child , and had sustained not the least accident in the delivery : the mother had an exceeding good getting up,"
0517600102_000026,"A new practice of physic; wherein the various diseases incident to the human body are describ'd, their causes assign'd, their diagnostics and prognostics enumerated, And the Regimen proper in each deliver'd; With A Competent Number of Medicines for every Stage and Symptom thereof, Prescribed after the Manner Of the most eminent Physicians among the Moderns, and particularly those of London. The whole formed on the Model of Dr. Sydenham, to execute the Design of his Processus Integri. In two volumes. By Peter Shaw, Physician, at Scarborough.","Shaw, Peter",97,2,0,0,2,0,0,0,0,0,3,0,1,16,2,5,6,2,2,5,0,0,1,0,0,0,1,1,3,0,1,0,3,0,0,0,4,0,0,1,3,1,1,0,0,1,5,0,1,0,0,0,2,5,4,0,9,0,2,2,1738,2,2,"London : printed for Thomas Longman, at the Ship in Pater-Noster-Row, M.DCC.XXXV. [1738].",London,327,male,1694,1763,FALSE,"phlegm that was lodged about the Itomach, larynx, c. and after. wards taking downwards, purges off the meconim, or black faecal matter from the intestines. So long as this black matter continues to be discharged, they usually give the child , twice or thrice a day, a teaspoonful of ol."
0203000301_000030,"Cases in midwifery; with references, quotations, and remarks. By William Perfect, Surgeon, of West-Malling, In Kent. ...",William Perfect,90,2,2,0,1,3,0,0,0,2,9,0,0,9,1,4,3,1,4,9,0,2,3,2,0,0,3,0,2,0,0,0,1,1,0,0,0,0,1,4,1,0,0,0,1,0,2,0,1,1,0,1,1,1,3,0,8,1,0,0,1781,1,1,"Rochester : printed for the author, by T. Fisher; and sold by J. Dodsley, Pall-Mall; N. Conant, Fleet-Street; and J. Bew, Pater-Noster-Row, London, [1781-83].",Rochester,427,male,1737,1809,FALSE,"was much increased, attended with no pains but an emission of coagula. The pulse. was much sunk, and the woman reduced to extreme danger: upon examination, the os tinea, felt thick and rigid, but was. enough dilated for the admission of two fingers. She was seized with a fainting fit;"
0202500600_000004,"A treatise of midwifry. In three parts. By Fielding Ould, Man-Midwife.","Ould, Fielding",86,0,0,0,1,1,0,0,4,0,5,1,0,9,1,1,2,0,1,5,0,3,2,0,2,0,4,1,2,0,3,1,7,0,1,0,1,1,0,0,2,2,0,0,5,1,1,0,0,7,0,1,0,1,1,0,0,6,0,0,1742,1,1,"Dublin : printed by and for Oli. Nelson at Milton's Head in Skinner-Row; and for Charles Connor at Pope's Head at Essex-Gate, MDCCXLII. [1742].",Dublin,238,male,1710,1789,FALSE,"thegreateft Exactness, to conider when it is, or is not proper to appl, it; for the bringing of the Child forth, is not te only Thing to be considered in the Lje of this Instrument; the Consequences f its Application mlt always be in the Operator's View, both with regard"
0927000503_000048,"A treatise on the theory and practice of midwifery. By W. Smellie, M.D.",William Smellie,98,1,7,3,1,0,1,0,5,2,5,0,0,8,0,1,0,0,4,3,0,3,1,1,0,0,8,0,6,0,0,0,3,0,7,0,0,1,0,0,1,1,0,0,3,0,1,0,0,3,0,0,5,5,1,0,5,2,0,0,1764,3,3,"London : printed for D. Wilson, 1752-64.",London,561,male,1697,1763,FALSE,"found the feet were turned up to the breech at the Fundus. I now endeavoured, with all my strength, to push farther up, so as to make more room to take hold of the legs; but the woman being strong, and itruggling incelfantly, we could not keep her in that"
0307800502_000030,"A new practice of physic: wherein the various diseases incident to the human body are describ'd their causes assign'd, their diagnostics and prognostics enumerated, and the Regimen proper in each deliver'd; With A competent Number of Medicines for every Stage and Symptom thereof. Prescrib'd after the Manner Of the most eminent Physicians among the Moderns, and particularly those of London. The whole formed on the Model of Dr. Sydenham, to execute the Design of his Processus Integri. In two volumes. By Peter Shaw, M. D. F. R. S.","Shaw, Peter",99,2,1,0,3,0,1,0,0,1,6,1,1,14,0,1,3,0,1,3,0,7,0,0,3,0,5,2,6,0,0,0,2,0,1,2,0,0,1,0,3,4,1,0,2,1,0,0,0,5,1,1,7,1,3,0,2,0,1,0,1753,2,2,"London : printed for T. and T. Longman, in Pater-Noster Row, MDCCLIII. [1753].",London,331,male,1694,1763,FALSE,"symptoms attending the labour , compared with what appears upon examination, or search. If the throws are regular and strong; the vagina and uterus fufficiencly dilated; the waters evacuated, and yet the birth does not come forward, we may conjecure that the child is large, or as sected with a"
1525800200_000054,"Outlines of the theory and practice of midwifery. By Alexander Hamilton, M.D. F.R.S. Professor of midwifery in the university, and Fellow of the Royal College of Physicians, Edinburgh. [One line in Latin].","Carlisle, David",87,1,0,0,0,1,0,1,0,0,5,0,3,12,1,1,0,2,5,4,0,1,1,1,2,0,1,1,4,0,0,0,5,0,0,1,0,0,1,1,5,3,0,2,6,0,0,0,0,2,0,0,1,6,1,0,4,1,1,0,1794,1,1,"Printed at Worcester, Massachusetts : by Isaiah Thomas. Sold at his bookstore in Worcester. Sold also by said Thomas, and Andrews, no. 45, Newbury Street, Boston; and by said Thomas, and Carlilse [sic], Walpole, in Newhampshire, 1794.",Worcester|Boston.|Walpole.,301,male,1768,1835,FALSE,"safety even after the commencement of labour , and de. livery happily succeed; or it may be sometimes praaicable to pass the hand by the fide of the tumour, to turn the child , and deliver . There are * Page 98, are many instances where, at the commencement of"
0465400100_000062,"Outlines of the theory and practice of midwifery. By Alexander Hamilton, M.D. F.R.S. Edin. Professor of Midwifery in the University, and Fellow of the Royal College of Physicians, Edinburgh.",Alexander Hamilton,121,1,0,0,9,0,1,2,0,3,7,0,1,13,9,1,0,0,1,7,0,4,0,2,1,0,7,0,2,0,0,0,8,0,0,0,0,1,0,1,0,5,1,0,0,0,7,0,0,7,2,1,1,10,1,0,3,0,1,1,1796,1,1,"London : printed for T. Kay, No. 332. Strand; sold by W. Creech, Edinburgh, 1796.",London,406,male,1739,1802,TRUE,"each fide, is jammed within the cavity of the pelvis, before the practitioner be called, all violent attempts to reduce the hands ought to be avoided, and the vectis forceps or crotchet, according to circumstances, should be employed. CHAP, CHAP. IV COMPLEX LABOURS . U NDER this title are comprehended"
0648400600_000029,"Aristotle's compleat master piece. In three parts; displaying the secrets of nature in the generation of man. Regularly digested into Chapters and in Sections, rendering it far more useful and easy than any yet extant. To which is added, a treasure of health; or, the family physician: Being Choice and Approved Remedies for all the several Distempers incident to Human Bodies.",Aristotle,93,0,1,1,3,1,4,0,1,2,3,0,1,11,0,0,4,0,2,4,0,2,2,0,0,0,6,1,5,0,0,1,2,0,3,0,1,0,0,0,3,4,2,0,5,1,1,0,0,3,0,2,0,0,0,0,6,2,3,0,1772,1,1,"London : printed and sold by the booksellers, 1772.",London,147,male,,,FALSE,"to come lait. delivering Women of a dead S. a. Of t Dive. ldbefore anything beattempt S ofa eadc the Operator ought firll to be ry aadl certain that the Child is dead indeed; which may *nown by the falling of the Mother's Breats, the ness of her Belly, the"
1125300301_000014,"A treatise on the theory and practice of midwifery. By W. Smellie, M.D. Vol.I.",William Smellie,88,0,0,0,1,0,3,0,2,2,8,0,0,7,4,0,0,0,2,2,0,3,3,3,1,0,1,1,10,0,0,1,1,0,1,1,2,0,2,1,2,0,4,1,1,0,2,0,1,3,1,0,4,2,0,0,2,0,1,2,1762,1,1,"London : printed for D. Wilson, near Round Court; and T. Durham, near Norfolk Street; both in the Strand, MDCCLXII. [1762].",London,462,male,1697,1763,FALSE,"lately, he must have been ignorant of the forceps. He, as well as Daventer, exclaims against the use of in firuments; and in most laborious cafes , when the head presented , turned and extracted the Fetius by the feet . A number of such cafes he has recounted; but"
0219200500_000026,"The art of midwifery improv'd. Fully and plainly laying down whatever instructions are requisite to make a compleat midwife. And The many Errors in all the Books hitherto written upon this Subject clearly refuted. Illustrated with 38 cuts curiously Engraven on Copper Plates, representing in their due Proportion, the several Positions of a Foetus. Also A New Method, Demonstrating, How Infants ill situated in the Womb, whether obliquely, or in a strait Posture, may, by the Hand only, without the Use of any Instrument, be turned into their right Position without hazarding the Life either of Mother or Child Written in Latin by Henry à daventer. Made English. To which is added, A Preface giving some Account of this Work, by an Eminent Physician.",Hendrik fan Deventer,101,0,0,0,6,1,1,0,2,1,1,1,0,7,1,1,0,0,2,1,0,0,2,2,0,0,0,2,2,0,7,0,8,0,2,1,2,0,0,0,0,0,0,3,0,0,15,0,4,0,1,2,2,0,1,2,4,10,4,0,1716,1,1,"London : printed for E. Curll, at the Dial and Bible, J. Pemberton, at the Buck and Sun, both against St. Dunstans-Church in Fleet-Street and W. Taylor, at the Ship in Pater-Noster-Row, 1716.",London,343,male,1651,1724,FALSE,"to promote Birth ,  though as they tend downwards, they seem to press upon the Womb and private Parts, and F 4 there there to have an Effet upon the pregnant Woman , and therefore they may be esteemed genuine Pains of Labour ; yet a discreet Midwife ought"
0608700600_000034,"A treatise of midwifery; comprehending the management of female complaints, and the treatment of children in early infancy. To which are Added, Prescriptions for Women and Children; and Directions for preparing a Variety of Food and Drinks, adapted to me Circumstances of Lyingain Women. Divested of Technical Terms and Abstruse Theories, for the Use of Female and other Practitioners, and Private Families. By Alexander Hamilton, M. D. Professor of Midwisery in the University of Edinburgh, and Member of the Royal College of Surgeons.",Alexander Hamilton,86,0,0,0,2,1,4,1,0,2,1,1,0,12,1,0,0,0,1,4,0,0,1,2,5,0,7,1,3,0,1,1,4,0,3,1,3,1,1,0,1,3,0,0,0,0,4,0,0,0,0,1,1,1,1,0,6,3,1,0,1785,1,1,"Edinburgh : printed for Charles Elliot, Edinburgh; G. G. J. and J. Robinson, London; and W. Gilbert, Dublin, MDCCLXXXV [1785].",Edinburgh,334,male,1739,1802,TRUE,"a first labour , or when the parts are very dry and rivid, the firetching of the p; rinium rray be that work of several hours; but in those who are in the frecquent habit of bearing children , and who lave generally eail labours , it is often accompliffied"
0002000100_000049,"A letter to William Smellie, M.D. containing critical and practical remarks upon his treatise on the Theory and practice of midwifery. By John Burton, M.D. Wherein the various gross mistakes and dangerous methods of practice Mentioned and recommended by that writer, are fully demonstrated and generally corrected. Likewise the several Advantages or Dangers, to both Motner and Child, attending the Turning the last in the Womb to extract by the Feet, or that accrue from the Use of each particular Kind of Instrument, employ'd in delivering Women, are shewn in a more ample Manner than heretofore. Being as an Appendix, to both the above-mentioned Authors Treatises on Midwifery; absolutely necessary to be perused by all who have read the former's Book, or attended his Lectures with a View to Practice. To which is affixed a Copper-Plate, representing several Sorts of Instruments used by the Ancients, with the Fillet as improved by the Author thereof.",John Burton,114,1,0,0,1,0,4,1,3,2,10,0,0,14,3,0,0,0,3,0,0,6,2,3,0,0,1,2,15,0,0,0,2,0,0,0,2,3,3,0,4,1,0,3,4,1,3,0,0,4,1,0,4,1,0,0,4,2,1,0,1753,1,1,"London : printed for W. Owen at Homer's Head, Temple-Bar, MDCCLIII. [1753].",London,263,male,1710,1771,FALSE,"live some Time in Misery, and susser more than by the Dislocation of its Vertebra, whereby it would die immediately. And should it so happen , that the Head be found too large to come out whole, after the Body is extraced, the Operator may separate it from the Body"
0228300100_000077,"The works of Aristotle, in four parts. Containing I. His complete master-piece ; displaying the Secrets of Nature in the Generation of Man. To which is added, the family physician, being approved Remedies for the several Distemper incident to the Human Body. II. His experienced midwife ; absolutely necessary for Surgeons, Midwives, Nurses, and Child bearing Women. III. His book of problems ; containing various Questions and Answers relative to the State Man's Body. IV. His last legacy ; unfolding the Secrets of Nature respecting the Generation of Man.",Aristotle,108,0,0,0,10,0,2,3,2,2,2,1,1,12,5,0,1,1,1,0,0,7,1,0,2,0,4,2,1,0,0,1,5,0,4,0,1,1,1,0,2,6,0,0,9,0,1,0,0,4,0,0,2,0,3,0,3,4,1,0,1792,1,1,"London : printed for, and sold by all the booksellers, 1792.",London,506,male,,,FALSE,"of natural labour ; for it is not an unniatral labour barely to have twins, provided .they come in a right position to the birth . But when they fllall present themselves in diverse poltures, they come properly under the'dcnomina tion of unnatural labours ; and if when one child"
